"relative_path","line","object","object_start","object_end","value","depth","indentation","encoding","bom","line_ending","fresh_diagnostic","previous_diagnostic","rotation_diagnostic","source_object","source_old","source_modern","vanilla_object","vanilla_old","vanilla_modern","classification","corrected","sha_before","sha_after","merge_status","required_for_merge","protected_concurrent_work","exception_reason"
"common/journal_entries/00_battle_for_india_mod.txt","80","je_battle_for_india_goal","1","83","yes","1","\t","UTF-8","true","CRLF","true","true","true","true","yes","","false","","","PINNING_ATOMICITY_EXCEPTION","false","0ECAA092E7B2ACE0FAC8CE2BB0DE8BDE58DC6F72434A926AE5B59675396369B9","0ECAA092E7B2ACE0FAC8CE2BB0DE8BDE58DC6F72434A926AE5B59675396369B9","UNREGISTERED","","","PROTECTED_WORK: PROTECTED_WORK_BIC: absolute operator protection forbids gameplay changes without an explicit human decision"
"common/journal_entries/00_boxer_rebellion.txt","49","je_boxer_rebellion","1","50","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","DE1A14A85AF3AD20B8679A8D4B5BA43E15BB564C29E674832328B72ACDEB3790","D8653E4857E7C40CDC125655D7759CBAF4DE04242187D8EA023338E171BE2679","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_canada_australia.txt","71","je_canada_can","1","72","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","9A7C977630272510223ADEB52DB32FDE8E32FEA2DDEC08256B726CA9995A67B9","523B1E01F3C90D18D67B6046015D300CEAC28CD4F6314D57F2BDFAB10425EFAE","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_canada_australia.txt","161","je_canada_gbr","74","162","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","9A7C977630272510223ADEB52DB32FDE8E32FEA2DDEC08256B726CA9995A67B9","523B1E01F3C90D18D67B6046015D300CEAC28CD4F6314D57F2BDFAB10425EFAE","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_canada_australia.txt","206","je_australia_aus","164","207","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","9A7C977630272510223ADEB52DB32FDE8E32FEA2DDEC08256B726CA9995A67B9","523B1E01F3C90D18D67B6046015D300CEAC28CD4F6314D57F2BDFAB10425EFAE","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_canada_australia.txt","259","je_australia_gbr","209","260","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","9A7C977630272510223ADEB52DB32FDE8E32FEA2DDEC08256B726CA9995A67B9","523B1E01F3C90D18D67B6046015D300CEAC28CD4F6314D57F2BDFAB10425EFAE","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_canals.txt","52","je_suez_survey","1","53","yes","1","\t","UTF-8","true","LF","true","true","true","true","","no","true","","no","PINNING_ATOMICITY_EXCEPTION","false","6D45A61952DE69EB48124A1598E5E752D1DB5DDADF78F02BCA21DF5691BC82F4","77E0AC11DFE9030CA5897317D9B29FC4AAE4783C8EB68B131F977E70FAF6D5AA","INTENTIONAL_FORK_DIVERGENCE","false","false","UNKNOWN_SEMANTIC_REPLACEMENT: fork boolean yes conflicts with source modern no and vanilla modern no"
"common/journal_entries/00_canals.txt","92","je_suez_canal","55","93","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","6D45A61952DE69EB48124A1598E5E752D1DB5DDADF78F02BCA21DF5691BC82F4","77E0AC11DFE9030CA5897317D9B29FC4AAE4783C8EB68B131F977E70FAF6D5AA","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_canals.txt","146","je_panama_survey","95","147","yes","1","\t","UTF-8","true","LF","true","true","true","true","","no","true","","no","PINNING_ATOMICITY_EXCEPTION","false","6D45A61952DE69EB48124A1598E5E752D1DB5DDADF78F02BCA21DF5691BC82F4","77E0AC11DFE9030CA5897317D9B29FC4AAE4783C8EB68B131F977E70FAF6D5AA","INTENTIONAL_FORK_DIVERGENCE","false","false","UNKNOWN_SEMANTIC_REPLACEMENT: fork boolean yes conflicts with source modern no and vanilla modern no"
"common/journal_entries/00_canals.txt","186","je_panama_canal","149","187","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","6D45A61952DE69EB48124A1598E5E752D1DB5DDADF78F02BCA21DF5691BC82F4","77E0AC11DFE9030CA5897317D9B29FC4AAE4783C8EB68B131F977E70FAF6D5AA","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_central_africa.txt","142","je_central_africa_expedition","1","143","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","E2A9B8E6011BEC6B510165FBE46432DDD76F0B1AC7DE2ED61A6CF685B96DA489","9EB2F2022E7149FF18AEF52E6AC58B3434551149C1FDF674F2688716FEE23329","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_central_and_south_america.txt","6","central_america_falls_apart","1","71","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","AE679E6B8CCC04086AEB617FA75DECC4B6697C6243A84E5468C5A03C135A4DED","91A37EB50C16DEFF82CDFB75F4E83C13A3AD80B2317D5B5ADFE311992AEFF6D5","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_central_and_south_america.txt","124","ragamuffin_war","75","126","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","AE679E6B8CCC04086AEB617FA75DECC4B6697C6243A84E5468C5A03C135A4DED","91A37EB50C16DEFF82CDFB75F4E83C13A3AD80B2317D5B5ADFE311992AEFF6D5","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_central_and_south_america.txt","170","ragamuffin_war_minors","128","172","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","AE679E6B8CCC04086AEB617FA75DECC4B6697C6243A84E5468C5A03C135A4DED","91A37EB50C16DEFF82CDFB75F4E83C13A3AD80B2317D5B5ADFE311992AEFF6D5","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_central_and_south_america.txt","180","je_reunify_central_america","175","213","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","AE679E6B8CCC04086AEB617FA75DECC4B6697C6243A84E5468C5A03C135A4DED","91A37EB50C16DEFF82CDFB75F4E83C13A3AD80B2317D5B5ADFE311992AEFF6D5","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_communism.txt","109","je_communism_1","1","110","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","E65BE84E103FD2FC1C1435A84D39B8F94BE3E4EFAB25AC0FF16B277994DB89F1","0089230769D47D3AA2EF89394C408262F09861CEE499C8954804FE812824D640","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_congo.txt","150","je_congo_expedition","1","151","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","59373E154DEBF416AE61B6A9E115A3E87D29D5FC022D6E1223E3EA6BFFC8A3D6","0525DCFA5F710437E7D263D3786B7B004869C94E32E75577FBDB1C6BA041262F","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_congo_free_state.txt","161","je_free_state","1","174","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","B80AB687B2D349BBAA8A28A19C9EE8F2B8D6920A7838E69207D2CE5888203CD8","37CD79C35A2D637CB690E543B805C76FE8C4E0574292F4A04F90401DF4D60E98","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_corn_laws.txt","80","je_corn_laws","1","81","yes","1","\t","UTF-8","true","LF","true","true","true","true","","no","true","","no","PINNING_ATOMICITY_EXCEPTION","false","CD95FDEC7B13C30057B4EB1226CF07435D5971C242DE94F33DD77875962A077D","CD95FDEC7B13C30057B4EB1226CF07435D5971C242DE94F33DD77875962A077D","INTENTIONAL_FORK_DIVERGENCE","false","false","UNKNOWN_SEMANTIC_REPLACEMENT: fork boolean yes conflicts with source modern no and vanilla modern no"
"common/journal_entries/00_east_indies.txt","117","je_consolidate_colonial_rule","1","120","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","3E33450D38B078523B9F7718FBD6DF0B1896D4A12FB1A62DCA7E0AA936ACD8A6","5AE3089A731B5C956B7E6BB95C38853A12867DFF1E7854AB53C057497C9EE35F","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_establish_colonial_administration.txt","85","je_colonial_administration","1","86","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","73DFD48B924F9B723E9BA2B87724316BEB7666942113BA8016F94ABB595B06B7","417673AD11B4D3BCA4122DE198484B53BEDE2E9E632B1903F9247B09A610F3ED","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_ethiopia.txt","38","je_age_of_princes","1","39","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","F2608E8A3A45BF4567E1407D1876FD4B2FEE700FEE9513A15EBBA50E5A2139A7","BFDC6CE879B3F36118B076AA88B99078B0C0913DD59E66DCBCF0589D0C9806E2","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_fascism.txt","281","je_fascism_1","1","282","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","D8CDF76AC8F9FB43190BD8581B46DC04A5118D05F08585AE77F671C6A9870D79","615F87C4A0267D74275963F01EE71EB9DA7F9485AA5D18FAD1297816167DA754","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_fascism.txt","405","je_fascism_2","284","406","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","D8CDF76AC8F9FB43190BD8581B46DC04A5118D05F08585AE77F671C6A9870D79","615F87C4A0267D74275963F01EE71EB9DA7F9485AA5D18FAD1297816167DA754","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_fascism.txt","476","je_modernization_program","408","477","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","D8CDF76AC8F9FB43190BD8581B46DC04A5118D05F08585AE77F671C6A9870D79","615F87C4A0267D74275963F01EE71EB9DA7F9485AA5D18FAD1297816167DA754","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_german_unification.txt","105","je_schleswig_holstein_question","1","106","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","A52D4525DED1BE8F804CEEDD99329E03EAABB9E53376D04F4BBE9A8CDC32EC22","30A3F3356AA43060C0E8D315DDF34D8D304680290134E0212AE6AEB852C8F239","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_german_unification.txt","275","je_german_unification_idea","108","276","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","A52D4525DED1BE8F804CEEDD99329E03EAABB9E53376D04F4BBE9A8CDC32EC22","30A3F3356AA43060C0E8D315DDF34D8D304680290134E0212AE6AEB852C8F239","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_german_unification.txt","333","je_north_german_unification","278","334","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","A52D4525DED1BE8F804CEEDD99329E03EAABB9E53376D04F4BBE9A8CDC32EC22","30A3F3356AA43060C0E8D315DDF34D8D304680290134E0212AE6AEB852C8F239","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_german_unification.txt","394","je_south_german_unification","336","395","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","A52D4525DED1BE8F804CEEDD99329E03EAABB9E53376D04F4BBE9A8CDC32EC22","30A3F3356AA43060C0E8D315DDF34D8D304680290134E0212AE6AEB852C8F239","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_german_unification.txt","447","je_german_unification","397","448","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","A52D4525DED1BE8F804CEEDD99329E03EAABB9E53376D04F4BBE9A8CDC32EC22","30A3F3356AA43060C0E8D315DDF34D8D304680290134E0212AE6AEB852C8F239","VANILLA_1_13_ALIGNMENT_REQUIRED","true","false",""
"common/journal_entries/00_grand_exhibition.txt","151","je_grand_exhibition","1","154","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","CCD6BB6039F7F87BB157BC14D4179AA84B5CB70AE818576846128C0076BA6D4D","270AD440AA9BED24AB928BCAD15C41B7025F546A8C12C29714EEB6268583A452","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_greek_nationalism.txt","250","je_greek_nationalism","1","251","yes","1","\t","UTF-8","true","LF","false","false","false","true","","yes","true","","yes","ALREADY_MODERN","false","1938E6AB97C9F85424961BD35675D474CB7F65F0CFD74EB9879ADF66DCE80B50","1938E6AB97C9F85424961BD35675D474CB7F65F0CFD74EB9879ADF66DCE80B50","ALREADY_MERGED","false","false",""
"common/journal_entries/00_hawaii.txt","73","je_hawaii","1","74","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","C5D702F764BF3B92A959A43DCA96BB8140F1BFE0F0B75A401A34FBA05203CA18","8864B51247A3381677FEAC3B34BF87DD631A534B9FBC91A97AC7B6E86DB7D4BA","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_hawaii.txt","135","je_hawaiian_interest","76","138","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","C5D702F764BF3B92A959A43DCA96BB8140F1BFE0F0B75A401A34FBA05203CA18","8864B51247A3381677FEAC3B34BF87DD631A534B9FBC91A97AC7B6E86DB7D4BA","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_ig_agendas.txt","286","je_government_petition","1","287","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","F28DB01616ED28379678F48205684447CC0607CF116CB90A726A3C08D03FF11D","DD8D9563B68CF78B0B4FE895858A732FE7BA3F28D64DAE90ED405ECCEE135C71","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_impose_law.txt","103","je_law_imposition","1","104","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","E59ED8C00D280DE7A81A952408A848F661ABDAF218F311F3AB21DFED556971B0","A5ADF8191149AA332CB65D818AADE2228349ED1B7D10D4E5D057FE748BD407F1","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_indian_removal.txt","70","je_indian_removal","1","73","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","30B19421B0D3ACBD1BACA956029D8E0A02929CF57DAD0335BDB5A01D89E35EB8","7721EC92A61552D9632728EBD34AD0D6D17894ECF603C762CDF22D74785C07A4","MERGED_STATIC_ONLY","false","false",""
"common/journal_entries/00_italian_unification.txt","133","je_risorgimento","1","134","yes","1","\t","UTF-8","true","LF","false","false","false","true","","yes","true","","yes","ALREADY_MODERN","false","2FB4CE01C9529B89EFAB126D6912D15181720DB34322C4B7F1EC868426132D87","2FB4CE01C9529B89EFAB126D6912D15181720DB34322C4B7F1EC868426132D87","ALREADY_MERGED","false","false",""
"common/journal_entries/00_krakatoa.txt","103","je_krakatoa","1","106","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","230FD1223AC5CD6F266C6642160B6966047833C6CD2BE41F22D7BE35E55FA65E","053C5ED7BA6A5C44005F900749F8D72A78B420D8E4CF850224A04383A8A33550","MERGED_STATIC_ONLY","false","false",""
"common/journal_entries/00_land_reclamation.txt","76","je_land_reclamation","1","77","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","7AABE7E4D9B3844D360DDDEF05F5FCA4E377799307043AF925CDDBBA9FECEFFC","40B2BC46FD1A522F7D617995238B3A883750845F41292DB2BE06547A3B6C51BD","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_manifest_destiny.txt","21","je_manifest_destiny_mexico","1","22","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","F8B1DE5D57CD4AEAB140D09A30E356207262160EC4E81DC1DF8E6698FA4ED19A","44D882A983404270008832841A6381EB3E36E7E070C005DFEE6A68D7A238A9B6","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_manifest_destiny.txt","54","je_manifest_destiny_frontier_wars","24","55","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","F8B1DE5D57CD4AEAB140D09A30E356207262160EC4E81DC1DF8E6698FA4ED19A","44D882A983404270008832841A6381EB3E36E7E070C005DFEE6A68D7A238A9B6","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_meiji_restoration.txt","26","je_terakoya","1","27","yes","1","\t","UTF-8","true","LF","true","true","true","false","","","false","","","GLOBAL_API_MIGRATION_ATOMIC_CUSTOM_OBJECT","true","354A5EDE127171278F6FFD6CC4D64A4E4665334883E35201666973C32CB66977","4066221939FFE27A222A0BCE6DADA9FA20E701028C8795FE88C3B40F6EE59EFE","MERGED_STATIC_ONLY","false","false",""
"common/journal_entries/00_meiji_restoration.txt","161","je_meiji_restoration","29","162","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","354A5EDE127171278F6FFD6CC4D64A4E4665334883E35201666973C32CB66977","4066221939FFE27A222A0BCE6DADA9FA20E701028C8795FE88C3B40F6EE59EFE","MERGED_STATIC_ONLY","false","false",""
"common/journal_entries/00_meiji_restoration.txt","215","je_meiji_main","165","216","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","354A5EDE127171278F6FFD6CC4D64A4E4665334883E35201666973C32CB66977","4066221939FFE27A222A0BCE6DADA9FA20E701028C8795FE88C3B40F6EE59EFE","MERGED_STATIC_ONLY","false","false",""
"common/journal_entries/00_meiji_restoration.txt","260","je_meiji_economy","218","263","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","354A5EDE127171278F6FFD6CC4D64A4E4665334883E35201666973C32CB66977","4066221939FFE27A222A0BCE6DADA9FA20E701028C8795FE88C3B40F6EE59EFE","MERGED_STATIC_ONLY","false","false",""
"common/journal_entries/00_meiji_restoration.txt","313","je_meiji_army","265","316","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","354A5EDE127171278F6FFD6CC4D64A4E4665334883E35201666973C32CB66977","4066221939FFE27A222A0BCE6DADA9FA20E701028C8795FE88C3B40F6EE59EFE","MERGED_STATIC_ONLY","false","false",""
"common/journal_entries/00_meiji_restoration.txt","346","je_meiji_diplomacy","318","348","yes","1","\t","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","354A5EDE127171278F6FFD6CC4D64A4E4665334883E35201666973C32CB66977","4066221939FFE27A222A0BCE6DADA9FA20E701028C8795FE88C3B40F6EE59EFE","MERGED_STATIC_ONLY","false","false",""
"common/journal_entries/00_negotiation_quests_je.txt","117","je_negotiate_army_quest","1","118","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","FABE7156A215D65AE8BBA1E06C922468508D644192C31FC07A67DFBEAA566A04","1F4190BC1AC0CEDDB23A8A877058CE3201086F357563DB89A2CD379ADCED3641","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_negotiation_quests_je.txt","235","je_government_petition_negotiation_version","120","236","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","FABE7156A215D65AE8BBA1E06C922468508D644192C31FC07A67DFBEAA566A04","1F4190BC1AC0CEDDB23A8A877058CE3201086F357563DB89A2CD379ADCED3641","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_negotiation_quests_je.txt","355","je_government_petition_negotiation_version_b","239","356","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","FABE7156A215D65AE8BBA1E06C922468508D644192C31FC07A67DFBEAA566A04","1F4190BC1AC0CEDDB23A8A877058CE3201086F357563DB89A2CD379ADCED3641","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_negotiation_quests_je.txt","471","je_negotiate_buildings","359","472","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","FABE7156A215D65AE8BBA1E06C922468508D644192C31FC07A67DFBEAA566A04","1F4190BC1AC0CEDDB23A8A877058CE3201086F357563DB89A2CD379ADCED3641","INTENTIONAL_FORK_DIVERGENCE","false","false",""
"common/journal_entries/00_negotiation_quests_je.txt","585","je_negotiate_building_group","475","586","yes","1","    ","UTF-8","true","LF","true","true","true","true","","yes","true","","yes","DIRECT_THREE_WAY_ATOMIC","true","FABE7156A215D65AE8BBA1E06C922468508D644192C31FC07A67DFBEAA566A04","1F4190BC1AC0CEDDB23A8A877058CE3201086F357563DB89A2CD379ADCED3641","INTENTIONAL_FORK_DIVERGENCE","false","false",""
