"record_type","test_id","feature_or_path","pre_value","post_value","status","evidence","notes"
"SENSITIVE_FILE_HASH","POST-02","common/journal_entries/00_poland.txt","A5EAF687DC6A736CD50D3C66E5E7601D29442FF3FA8A292C4EE751A7FF981E6A","A5EAF687DC6A736CD50D3C66E5E7601D29442FF3FA8A292C4EE751A7FF981E6A","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/journal_entries/00_slave_owner_paranoia.txt","9E3B8F6F9E69CE8A41877BBDC534E8DDF66DE308E85B02CAB754B840ED5169A5","9E3B8F6F9E69CE8A41877BBDC534E8DDF66DE308E85B02CAB754B840ED5169A5","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/journal_entries/00_tutorial.txt","72F43194DC2423A4241042049E7376E73400433538E3CB6AD2F4EBCC808E2A53","72F43194DC2423A4241042049E7376E73400433538E3CB6AD2F4EBCC808E2A53","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/journal_entries/01_french_monarchism.txt","D14B913E349396542928105C200E79D50FDD77F8C61A6BD0458372FD8FC7FB4E","D14B913E349396542928105C200E79D50FDD77F8C61A6BD0458372FD8FC7FB4E","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/journal_entries/02_pedro_brazil.txt","7805E4BEBFAD68EBCEAFBEFC6ECA11934FD9B3E6BFCFAEB506365041B60D2F86","7805E4BEBFAD68EBCEAFBEFC6ECA11934FD9B3E6BFCFAEB506365041B60D2F86","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/journal_entries/03_afghanistan.txt","C9165714127E017486949AF8DDE742FD5A0E5F3093C5A43191695FE213969E13","C9165714127E017486949AF8DDE742FD5A0E5F3093C5A43191695FE213969E13","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/journal_entries/03_korea.txt","11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858","11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/journal_entries/04_imperialism_of_promise.txt","C041086BF6694B0D2378F087356C8EEBB3EE617A4A72D1AB9E7F61D65C81510E","C041086BF6694B0D2378F087356C8EEBB3EE617A4A72D1AB9E7F61D65C81510E","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/journal_entries/05_great_eastern_crisis.txt","96F65E2B3CC7129DD8D4AD41382F9F8DD97FB5FA24C66C05F129B1E31615F75A","96F65E2B3CC7129DD8D4AD41382F9F8DD97FB5FA24C66C05F129B1E31615F75A","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/on_actions/00_code_on_actions.txt","D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D","D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","common/scripted_progress_bars/01_mod76_progress_bars.txt","B8F4B63B00B902FC50BC8F0ED81E4827DFC5A2B70A774262165B57F7884DFA42","B8F4B63B00B902FC50BC8F0ED81E4827DFC5A2B70A774262165B57F7884DFA42","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/acceptance_events.txt","F438AD82BB16CF7D586C91CEB2D4668A559286A46051148482BC539D323AAF46","F438AD82BB16CF7D586C91CEB2D4668A559286A46051148482BC539D323AAF46","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/agitator_law_events_2.txt","2FB2DCC0D59E91655176373F5E7A73AF3BB1AD1A73DA7D5F7B69EBF25B213BCB","2FB2DCC0D59E91655176373F5E7A73AF3BB1AD1A73DA7D5F7B69EBF25B213BCB","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/agitators_election_events.txt","5218C4667FA6642D31A4FFCF7F39148CB8D259813BB8702D195C0342B9C6F201","5218C4667FA6642D31A4FFCF7F39148CB8D259813BB8702D195C0342B9C6F201","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/algeria_events.txt","4DEA1005C41BA1F6E04B2825516B990A59C188E37E5969BEC88662890D8BE9C7","4DEA1005C41BA1F6E04B2825516B990A59C188E37E5969BEC88662890D8BE9C7","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/coup_events.txt","D4B94EB4F9D3FFF5B93518FEF2A6A6ED7C014D4B58A051333CE61B6B8ACB0268","D4B94EB4F9D3FFF5B93518FEF2A6A6ED7C014D4B58A051333CE61B6B8ACB0268","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/dreyfus_events.txt","8F9FCE3C8ECDF72DC6F46657C6FA560614DCD6072301C0DFDBB7651BC708F0A1","8F9FCE3C8ECDF72DC6F46657C6FA560614DCD6072301C0DFDBB7651BC708F0A1","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/exiles_events.txt","3850C3601FD4AA8CB34204D9AD6ED6E9E966551C3B0CFFE8D562AA49D723A927","3850C3601FD4AA8CB34204D9AD6ED6E9E966551C3B0CFFE8D562AA49D723A927","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/exiles_events_02.txt","5DA8ABA862C10AA38E0A62DF3C0D9B09FF17671C56F7A6D7914740BDDD7FC6DB","5DA8ABA862C10AA38E0A62DF3C0D9B09FF17671C56F7A6D7914740BDDD7FC6DB","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/garibaldi_events.txt","67027F586CCDBE98F080E07659616DBE840F52C0C01AD413FC5C05DDAA7C2D8F","67027F586CCDBE98F080E07659616DBE840F52C0C01AD413FC5C05DDAA7C2D8F","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/historic_agitator_events.txt","AD31981FF57366CF1F53F332CB076D1CD3D6478CB04A01A216367488EEBB84E1","AD31981FF57366CF1F53F332CB076D1CD3D6478CB04A01A216367488EEBB84E1","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/land_ownership_law_events.txt","F1DBC558FA6F8F28E80E5F5387A9926A94739251FB2B86CE40DFCC15AAEF2BA0","F1DBC558FA6F8F28E80E5F5387A9926A94739251FB2B86CE40DFCC15AAEF2BA0","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/paris_commune_events.txt","B549F1D5E5153B61D45CA32FB0042A4C5F5D4825AEDD3A556F88CAEDF0BD3D25","B549F1D5E5153B61D45CA32FB0042A4C5F5D4825AEDD3A556F88CAEDF0BD3D25","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/paris_commune_pulse_events.txt","B1D154DA0899113481B2F59FA5AE5A62580C796DD051B73E9331FDD0E4127566","B1D154DA0899113481B2F59FA5AE5A62580C796DD051B73E9331FDD0E4127566","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/revolution_events_01.txt","85B52DDB229309A34AF8348CCE67ED2D36587B3D285CDE9C10125540E0EFAF20","85B52DDB229309A34AF8348CCE67ED2D36587B3D285CDE9C10125540E0EFAF20","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/revolution_events_02.txt","3D3A5D1234DAD49F72E7BD63ABB8C05FC2D0D33B90D1223A06DB9EE886EE5812","3D3A5D1234DAD49F72E7BD63ABB8C05FC2D0D33B90D1223A06DB9EE886EE5812","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/revolution_events_03.txt","11B65A7F9841B6E4406DBE6BF2DC19B4F0EB74F5637ACF0537D93E9550813854","11B65A7F9841B6E4406DBE6BF2DC19B4F0EB74F5637ACF0537D93E9550813854","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/agitators_events/yeet_agitator_events.txt","D5C4EC8746894CBBD770C4955C72220F8407E6E2B30C00543886041AA57A7B8B","D5C4EC8746894CBBD770C4955C72220F8407E6E2B30C00543886041AA57A7B8B","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/amazon_events.txt","254339DE6A3825AB15DB614CF1A35809515B001B63881D5D64A83C5142697A5A","254339DE6A3825AB15DB614CF1A35809515B001B63881D5D64A83C5142697A5A","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/american_civil_war/acw_events.txt","23E744991C14ADF60EA1C5C121F0AE8055B592CD40ED2ECD4AA8797D3388BEF9","23E744991C14ADF60EA1C5C121F0AE8055B592CD40ED2ECD4AA8797D3388BEF9","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/american_civil_war/acw_je_events.txt","AA76F4B83DBF2B51D6A59A478F02D79306E4AC77380ECDB19EDB51636BFBE90A","AA76F4B83DBF2B51D6A59A478F02D79306E4AC77380ECDB19EDB51636BFBE90A","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/balkans_events/03_ip3_austria_events.txt","325336D8822F74FFE60AE7A0194F23F2FA466AB63CDC984C67912DB675FF4082","325336D8822F74FFE60AE7A0194F23F2FA466AB63CDC984C67912DB675FF4082","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/balkans_events/austria_federalism.txt","A16A1A32A75BCC74818071976442EFDED104B43BFDAB3D969ACBE04DBD60154A","A16A1A32A75BCC74818071976442EFDED104B43BFDAB3D969ACBE04DBD60154A","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/balkans_events/balkan_wars_events.txt","417E69084899672CE0D82DD26098F2225B0853FCDE12286EE408062C464FDB84","417E69084899672CE0D82DD26098F2225B0853FCDE12286EE408062C464FDB84","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/balkans_events/bavarocracy.txt","EEE45DF472C95B16BD002718B2B81A14FAAE054F4CFA63A67FFDF5981B9EF94F","EEE45DF472C95B16BD002718B2B81A14FAAE054F4CFA63A67FFDF5981B9EF94F","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/balkans_events/subjecthood_events.txt","E61E0BFDCBFB78BAEC84A0F58917EE790D7FC3C0AE7C44F20085DCFC190BE91F","E61E0BFDCBFB78BAEC84A0F58917EE790D7FC3C0AE7C44F20085DCFC190BE91F","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/boxer_rebellion_events.txt","749F05B21337BEB0F76B66BBF45E835339D79FBA1B443C60593401E336313CB4","749F05B21337BEB0F76B66BBF45E835339D79FBA1B443C60593401E336313CB4","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/brazil/brazilian_slavery.txt","30A993C76ED1D705F4ED2DC3ADEBD12923EB9CA2711E332A8ACAE3D83BC046C2","30A993C76ED1D705F4ED2DC3ADEBD12923EB9CA2711E332A8ACAE3D83BC046C2","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/brazil/caudillo.txt","0A8151571A539C871728E525BA5922EB44818CFBD4E485B4794596BF32F6D0A8","0A8151571A539C871728E525BA5922EB44818CFBD4E485B4794596BF32F6D0A8","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/bulgaria_events.txt","F328176069B0F2BB19A7FDFBD6D971D804BC600E08C01AF3ED098051CC4E30DB","F328176069B0F2BB19A7FDFBD6D971D804BC600E08C01AF3ED098051CC4E30DB","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/character_events.txt","5AE6E8D6C538338D31120639AF4B338F7961152810A1510A2973154CB202055C","5AE6E8D6C538338D31120639AF4B338F7961152810A1510A2973154CB202055C","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/commander_events.txt","E4C118E561CA086F81DFE736936B86D232BB07B398885F354DEAF35B3B17476C","E4C118E561CA086F81DFE736936B86D232BB07B398885F354DEAF35B3B17476C","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/communism.txt","7DD85842C473F67806933E742751E47A7A6CC4CE8225E6F98BBC8A77B04CD73E","7DD85842C473F67806933E742751E47A7A6CC4CE8225E6F98BBC8A77B04CD73E","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/congo_free_state_events.txt","3147EF515FF879E94185C8B0493ED0EF1900D0F3408D964258EEF266561A6F5E","3147EF515FF879E94185C8B0493ED0EF1900D0F3408D964258EEF266561A6F5E","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/crime_events.txt","C21245D2FFE31273A463F45F044984566E440A474A5F1B6B078701D938316A1A","C21245D2FFE31273A463F45F044984566E440A474A5F1B6B078701D938316A1A","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/debug_events.txt","EED99FA7821B32A0A6E0A1189484DA5C50C138BB475A9A2C3E1868730D87B3CF","EED99FA7821B32A0A6E0A1189484DA5C50C138BB475A9A2C3E1868730D87B3CF","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/decree_events.txt","DA9107EB995D31127DC1560DAE52327F46B746FC811275404CFCF05349D2BE30","DA9107EB995D31127DC1560DAE52327F46B746FC811275404CFCF05349D2BE30","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/election_events/election_neutral_events.txt","4808FB1A3195276BC77013605486E3CF9AC28CBAAD68F04CBDC249C15027385C","4808FB1A3195276BC77013605486E3CF9AC28CBAAD68F04CBDC249C15027385C","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/expedition_events/antarctic_expedition_events.txt","5FD36D70505962B2B247860EE38BC4E472562D6102385E9353A605D0F17E95C1","5FD36D70505962B2B247860EE38BC4E472562D6102385E9353A605D0F17E95C1","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/expedition_events/central_africa_expedition_events.txt","CBA76A076B6E6FA97E4E31B33E530D326B69337871C64EF148E3374C8311E500","CBA76A076B6E6FA97E4E31B33E530D326B69337871C64EF148E3374C8311E500","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/expedition_events/congo_river_expedition_events.txt","7B1A5FCD337724D327B7A8954E01E5DDBCA47774BF871EC96E279144821B3409","7B1A5FCD337724D327B7A8954E01E5DDBCA47774BF871EC96E279144821B3409","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/expedition_events/niger_river_expedition_events.txt","63478C34A385B188DF50101CA9C40104D5D18A7998EC92CF801E278EA0B85035","63478C34A385B188DF50101CA9C40104D5D18A7998EC92CF801E278EA0B85035","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/expedition_events/west_america_expedition_events.txt","F48825C3ABA7D1262F1DD9D3BCCDA2A03B6D640E2BD8B1616CC44463F30EFE01","F48825C3ABA7D1262F1DD9D3BCCDA2A03B6D640E2BD8B1616CC44463F30EFE01","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/fascism_events.txt","8B649B58E0ECADCB4F6E0D3071E93A991FF89698C54E0CFF9F7580F65F551DED","8B649B58E0ECADCB4F6E0D3071E93A991FF89698C54E0CFF9F7580F65F551DED","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/general_events.txt","617985439540C9CBB901C44017B56100F6FE751E342BC5F44E9285F14CAE23F6","617985439540C9CBB901C44017B56100F6FE751E342BC5F44E9285F14CAE23F6","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/iberia_events/carlist_war_events.txt","0B3B40570A39E7693B031888B1786DE6E57198D3A2DCC5DA9664DB3927F401AF","0B3B40570A39E7693B031888B1786DE6E57198D3A2DCC5DA9664DB3927F401AF","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/iberia_events/iberian_union_events.txt","2474FAC89F920800AC7C51A44749FC6C8EE49EFCB5E4AD5CFBD955A466864807","2474FAC89F920800AC7C51A44749FC6C8EE49EFCB5E4AD5CFBD955A466864807","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/iberia_events/ip4_anarchism_events.txt","21704693A6EBCC0E420371FD575B5248447915D32D4DF5A5ACBDA79772BDF087","21704693A6EBCC0E420371FD575B5248447915D32D4DF5A5ACBDA79772BDF087","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/iberia_events/ip4_coup_events.txt","8CC678405D8CEE58F360E2FD6DC8E66F030CA63035045E635C9BE0464DCCBCB7","8CC678405D8CEE58F360E2FD6DC8E66F030CA63035045E635C9BE0464DCCBCB7","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/iberia_events/ip4_election_rigging.txt","8F9BC5208071D5696C7630330313680416C6059BF4336CEFD31E0D60DB27F737","8F9BC5208071D5696C7630330313680416C6059BF4336CEFD31E0D60DB27F737","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/iberia_events/ip4_spanish_political_events.txt","72FD682B1AFC019295AF735C24B6812862FCEAD45EB2B0CF3D00248A28BB5278","72FD682B1AFC019295AF735C24B6812862FCEAD45EB2B0CF3D00248A28BB5278","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/iberia_events/struggle_for_the_highveld_events.txt","71D98CD19039D9E15F21B7D681C4962424354775810B31ED31E1A42816EF66CD","71D98CD19039D9E15F21B7D681C4962424354775810B31ED31E1A42816EF66CD","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/ig_petitions.txt","EB3812E75468F7045107B7326A5061DE486969468C38FE80FEB11BF63FAF3438","EB3812E75468F7045107B7326A5061DE486969468C38FE80FEB11BF63FAF3438","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/industrial_accidents_events.txt","0AC6F00FAFE3C714FF8771F889999AE5E0FD1E752A3356314A027131CB026666","0AC6F00FAFE3C714FF8771F889999AE5E0FD1E752A3356314A027131CB026666","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/law_events/anti_state_religion_law_events.txt","5148547C08B922D0243640F3DEF1254FCDD2B9FAE4CAA18A851E0E4425EB910C","5148547C08B922D0243640F3DEF1254FCDD2B9FAE4CAA18A851E0E4425EB910C","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/law_events/distribution_of_power_laws.txt","E6ECBA2F1D7F397AC64C2E430567C7F76046A83E2A7B18D19C12F9B7DEABD4C3","E6ECBA2F1D7F397AC64C2E430567C7F76046A83E2A7B18D19C12F9B7DEABD4C3","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/law_events/monarchy_laws.txt","15DAEEB58B0C37EDD59E705BCBF0B3D08BDFB1BA5B05CBDA09E424345DC43284","15DAEEB58B0C37EDD59E705BCBF0B3D08BDFB1BA5B05CBDA09E424345DC43284","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
"SENSITIVE_FILE_HASH","POST-02","events/movement_events.txt","45D2BBE30742C96DBBC930910739D4CB2D948AFD9B75C3835A00FE09F237C748","45D2BBE30742C96DBBC930910739D4CB2D948AFD9B75C3835A00FE09F237C748","MATCH","PRE_POST_RUNTIME","Afghanistan, Poland, BIC, recent files, and all 6A27 paths"
