"family","relative_path","historical_target_diagnostics","fresh_target_diagnostics","other_fresh_parser","other_fresh_PostValidate","new_attributable_errors","sha_committed","sha_after_runtime","verdict"
"API_HAS_ROLE","common/journal_entries/00_tutorial.txt","1","0","0","0","0","72F43194DC2423A4241042049E7376E73400433538E3CB6AD2F4EBCC808E2A53","72F43194DC2423A4241042049E7376E73400433538E3CB6AD2F4EBCC808E2A53","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","common/journal_entries/04_imperialism_of_promise.txt","2","0","0","0","0","C041086BF6694B0D2378F087356C8EEBB3EE617A4A72D1AB9E7F61D65C81510E","C041086BF6694B0D2378F087356C8EEBB3EE617A4A72D1AB9E7F61D65C81510E","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","common/on_actions/00_code_on_actions.txt","9","0","0","8","0","D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D","D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D","PASS_TARGET_RUNTIME; OTHER_FRESH_DIAGNOSTICS_PRESENT; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","common/scripted_progress_bars/01_mod76_progress_bars.txt","2","0","0","0","0","B8F4B63B00B902FC50BC8F0ED81E4827DFC5A2B70A774262165B57F7884DFA42","B8F4B63B00B902FC50BC8F0ED81E4827DFC5A2B70A774262165B57F7884DFA42","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/agitator_law_events_2.txt","6","0","0","0","0","2FB2DCC0D59E91655176373F5E7A73AF3BB1AD1A73DA7D5F7B69EBF25B213BCB","2FB2DCC0D59E91655176373F5E7A73AF3BB1AD1A73DA7D5F7B69EBF25B213BCB","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/agitators_election_events.txt","55","0","0","0","0","5218C4667FA6642D31A4FFCF7F39148CB8D259813BB8702D195C0342B9C6F201","5218C4667FA6642D31A4FFCF7F39148CB8D259813BB8702D195C0342B9C6F201","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/algeria_events.txt","5","0","0","0","0","4DEA1005C41BA1F6E04B2825516B990A59C188E37E5969BEC88662890D8BE9C7","4DEA1005C41BA1F6E04B2825516B990A59C188E37E5969BEC88662890D8BE9C7","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/coup_events.txt","2","0","0","0","0","D4B94EB4F9D3FFF5B93518FEF2A6A6ED7C014D4B58A051333CE61B6B8ACB0268","D4B94EB4F9D3FFF5B93518FEF2A6A6ED7C014D4B58A051333CE61B6B8ACB0268","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/dreyfus_events.txt","4","0","0","2","0","8F9FCE3C8ECDF72DC6F46657C6FA560614DCD6072301C0DFDBB7651BC708F0A1","8F9FCE3C8ECDF72DC6F46657C6FA560614DCD6072301C0DFDBB7651BC708F0A1","PASS_TARGET_RUNTIME; OTHER_FRESH_DIAGNOSTICS_PRESENT; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/exiles_events.txt","4","0","0","0","0","3850C3601FD4AA8CB34204D9AD6ED6E9E966551C3B0CFFE8D562AA49D723A927","3850C3601FD4AA8CB34204D9AD6ED6E9E966551C3B0CFFE8D562AA49D723A927","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/exiles_events_02.txt","4","0","0","0","0","5DA8ABA862C10AA38E0A62DF3C0D9B09FF17671C56F7A6D7914740BDDD7FC6DB","5DA8ABA862C10AA38E0A62DF3C0D9B09FF17671C56F7A6D7914740BDDD7FC6DB","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/garibaldi_events.txt","1","0","0","0","0","67027F586CCDBE98F080E07659616DBE840F52C0C01AD413FC5C05DDAA7C2D8F","67027F586CCDBE98F080E07659616DBE840F52C0C01AD413FC5C05DDAA7C2D8F","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/paris_commune_events.txt","3","0","0","0","0","B549F1D5E5153B61D45CA32FB0042A4C5F5D4825AEDD3A556F88CAEDF0BD3D25","B549F1D5E5153B61D45CA32FB0042A4C5F5D4825AEDD3A556F88CAEDF0BD3D25","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/paris_commune_pulse_events.txt","19","0","0","0","0","B1D154DA0899113481B2F59FA5AE5A62580C796DD051B73E9331FDD0E4127566","B1D154DA0899113481B2F59FA5AE5A62580C796DD051B73E9331FDD0E4127566","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/revolution_events_01.txt","15","0","0","0","0","85B52DDB229309A34AF8348CCE67ED2D36587B3D285CDE9C10125540E0EFAF20","85B52DDB229309A34AF8348CCE67ED2D36587B3D285CDE9C10125540E0EFAF20","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/revolution_events_02.txt","16","0","0","3","0","3D3A5D1234DAD49F72E7BD63ABB8C05FC2D0D33B90D1223A06DB9EE886EE5812","3D3A5D1234DAD49F72E7BD63ABB8C05FC2D0D33B90D1223A06DB9EE886EE5812","PASS_TARGET_RUNTIME; OTHER_FRESH_DIAGNOSTICS_PRESENT; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/revolution_events_03.txt","2","0","0","0","0","11B65A7F9841B6E4406DBE6BF2DC19B4F0EB74F5637ACF0537D93E9550813854","11B65A7F9841B6E4406DBE6BF2DC19B4F0EB74F5637ACF0537D93E9550813854","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/agitators_events/yeet_agitator_events.txt","10","0","0","0","0","D5C4EC8746894CBBD770C4955C72220F8407E6E2B30C00543886041AA57A7B8B","D5C4EC8746894CBBD770C4955C72220F8407E6E2B30C00543886041AA57A7B8B","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/amazon_events.txt","2","0","0","0","0","254339DE6A3825AB15DB614CF1A35809515B001B63881D5D64A83C5142697A5A","254339DE6A3825AB15DB614CF1A35809515B001B63881D5D64A83C5142697A5A","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/american_civil_war/acw_events.txt","2","0","0","0","0","23E744991C14ADF60EA1C5C121F0AE8055B592CD40ED2ECD4AA8797D3388BEF9","23E744991C14ADF60EA1C5C121F0AE8055B592CD40ED2ECD4AA8797D3388BEF9","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/balkans_events/austria_federalism.txt","2","0","0","0","0","A16A1A32A75BCC74818071976442EFDED104B43BFDAB3D969ACBE04DBD60154A","A16A1A32A75BCC74818071976442EFDED104B43BFDAB3D969ACBE04DBD60154A","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/brazil/caudillo.txt","18","0","0","0","0","0A8151571A539C871728E525BA5922EB44818CFBD4E485B4794596BF32F6D0A8","0A8151571A539C871728E525BA5922EB44818CFBD4E485B4794596BF32F6D0A8","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/bulgaria_events.txt","1","0","0","0","0","F328176069B0F2BB19A7FDFBD6D971D804BC600E08C01AF3ED098051CC4E30DB","F328176069B0F2BB19A7FDFBD6D971D804BC600E08C01AF3ED098051CC4E30DB","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/character_events.txt","5","0","0","0","0","5AE6E8D6C538338D31120639AF4B338F7961152810A1510A2973154CB202055C","5AE6E8D6C538338D31120639AF4B338F7961152810A1510A2973154CB202055C","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/commander_events.txt","14","0","0","0","0","E4C118E561CA086F81DFE736936B86D232BB07B398885F354DEAF35B3B17476C","E4C118E561CA086F81DFE736936B86D232BB07B398885F354DEAF35B3B17476C","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/communism.txt","6","0","0","0","0","7DD85842C473F67806933E742751E47A7A6CC4CE8225E6F98BBC8A77B04CD73E","7DD85842C473F67806933E742751E47A7A6CC4CE8225E6F98BBC8A77B04CD73E","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/debug_events.txt","2","0","0","0","0","EED99FA7821B32A0A6E0A1189484DA5C50C138BB475A9A2C3E1868730D87B3CF","EED99FA7821B32A0A6E0A1189484DA5C50C138BB475A9A2C3E1868730D87B3CF","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/decree_events.txt","4","0","0","0","0","DA9107EB995D31127DC1560DAE52327F46B746FC811275404CFCF05349D2BE30","DA9107EB995D31127DC1560DAE52327F46B746FC811275404CFCF05349D2BE30","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/election_events/election_neutral_events.txt","7","0","0","0","0","4808FB1A3195276BC77013605486E3CF9AC28CBAAD68F04CBDC249C15027385C","4808FB1A3195276BC77013605486E3CF9AC28CBAAD68F04CBDC249C15027385C","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/expedition_events/antarctic_expedition_events.txt","7","0","0","0","0","5FD36D70505962B2B247860EE38BC4E472562D6102385E9353A605D0F17E95C1","5FD36D70505962B2B247860EE38BC4E472562D6102385E9353A605D0F17E95C1","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/expedition_events/central_africa_expedition_events.txt","8","0","0","0","0","CBA76A076B6E6FA97E4E31B33E530D326B69337871C64EF148E3374C8311E500","CBA76A076B6E6FA97E4E31B33E530D326B69337871C64EF148E3374C8311E500","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/expedition_events/congo_river_expedition_events.txt","10","0","0","0","0","7B1A5FCD337724D327B7A8954E01E5DDBCA47774BF871EC96E279144821B3409","7B1A5FCD337724D327B7A8954E01E5DDBCA47774BF871EC96E279144821B3409","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/expedition_events/niger_river_expedition_events.txt","8","0","0","0","0","63478C34A385B188DF50101CA9C40104D5D18A7998EC92CF801E278EA0B85035","63478C34A385B188DF50101CA9C40104D5D18A7998EC92CF801E278EA0B85035","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/expedition_events/west_america_expedition_events.txt","8","0","0","0","0","F48825C3ABA7D1262F1DD9D3BCCDA2A03B6D640E2BD8B1616CC44463F30EFE01","F48825C3ABA7D1262F1DD9D3BCCDA2A03B6D640E2BD8B1616CC44463F30EFE01","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/fascism_events.txt","5","0","0","0","0","8B649B58E0ECADCB4F6E0D3071E93A991FF89698C54E0CFF9F7580F65F551DED","8B649B58E0ECADCB4F6E0D3071E93A991FF89698C54E0CFF9F7580F65F551DED","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/general_events.txt","18","0","0","0","0","617985439540C9CBB901C44017B56100F6FE751E342BC5F44E9285F14CAE23F6","617985439540C9CBB901C44017B56100F6FE751E342BC5F44E9285F14CAE23F6","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/iberia_events/carlist_war_events.txt","3","0","0","3","0","0B3B40570A39E7693B031888B1786DE6E57198D3A2DCC5DA9664DB3927F401AF","0B3B40570A39E7693B031888B1786DE6E57198D3A2DCC5DA9664DB3927F401AF","PASS_TARGET_RUNTIME; OTHER_FRESH_DIAGNOSTICS_PRESENT; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/iberia_events/ip4_anarchism_events.txt","4","0","0","0","0","21704693A6EBCC0E420371FD575B5248447915D32D4DF5A5ACBDA79772BDF087","21704693A6EBCC0E420371FD575B5248447915D32D4DF5A5ACBDA79772BDF087","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/iberia_events/ip4_coup_events.txt","8","0","0","0","0","8CC678405D8CEE58F360E2FD6DC8E66F030CA63035045E635C9BE0464DCCBCB7","8CC678405D8CEE58F360E2FD6DC8E66F030CA63035045E635C9BE0464DCCBCB7","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/iberia_events/struggle_for_the_highveld_events.txt","2","0","0","0","0","71D98CD19039D9E15F21B7D681C4962424354775810B31ED31E1A42816EF66CD","71D98CD19039D9E15F21B7D681C4962424354775810B31ED31E1A42816EF66CD","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/industrial_accidents_events.txt","2","0","0","0","0","0AC6F00FAFE3C714FF8771F889999AE5E0FD1E752A3356314A027131CB026666","0AC6F00FAFE3C714FF8771F889999AE5E0FD1E752A3356314A027131CB026666","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/law_events/distribution_of_power_laws.txt","6","0","0","0","0","E6ECBA2F1D7F397AC64C2E430567C7F76046A83E2A7B18D19C12F9B7DEABD4C3","E6ECBA2F1D7F397AC64C2E430567C7F76046A83E2A7B18D19C12F9B7DEABD4C3","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/movement_events.txt","12","0","0","0","0","45D2BBE30742C96DBBC930910739D4CB2D948AFD9B75C3835A00FE09F237C748","45D2BBE30742C96DBBC930910739D4CB2D948AFD9B75C3835A00FE09F237C748","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/nihilism.txt","14","0","0","0","0","E3B824940E0813E310805AFB3819579489FD018476705B9A3BACCDB8045433CD","E3B824940E0813E310805AFB3819579489FD018476705B9A3BACCDB8045433CD","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/obligation_events.txt","6","0","0","0","0","4E6863071A1DB08E540C35FD332AF074BC64795A431D80A808887C2A2049C0CB","4E6863071A1DB08E540C35FD332AF074BC64795A431D80A808887C2A2049C0CB","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/peoples_springtime.txt","4","0","0","0","0","B38D8CEBD0FE6B1899AAFF6E981507EC7A5FBCC282FE139DB758AFCAC4F875DF","B38D8CEBD0FE6B1899AAFF6E981507EC7A5FBCC282FE139DB758AFCAC4F875DF","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/pm_events.txt","1","0","0","0","0","D8B627454BE358BFB4F3903AE02F413D5415AC52AC6982B51F768B0863A29497","D8B627454BE358BFB4F3903AE02F413D5415AC52AC6982B51F768B0863A29497","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/psychology_events.txt","4","0","0","0","0","0F478D3A7DE20E01B7621987B56A9510BD36BD5B03BB42E296D5956DB4BA21D0","0F478D3A7DE20E01B7621987B56A9510BD36BD5B03BB42E296D5956DB4BA21D0","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/resignation.txt","8","0","0","0","0","DFA89A103DA29331E41BD68A02E8B567270C14DF761ACFD0078C534123166CEF","DFA89A103DA29331E41BD68A02E8B567270C14DF761ACFD0078C534123166CEF","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/slave_owner_paranoia_events.txt","3","0","0","0","0","576173FB72D294EFF2B31FB878F756B38CC88A361B463D8FB57A94357E3C4AF5","576173FB72D294EFF2B31FB878F756B38CC88A361B463D8FB57A94357E3C4AF5","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/soi_events/00_ep1_kazakh_events.txt","3","0","0","0","0","C40928A1B0549071F2BF7202B93EB8CC646BF2C84E6940F8ABCA7E22AF7D0FA0","C40928A1B0549071F2BF7202B93EB8CC646BF2C84E6940F8ABCA7E22AF7D0FA0","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/soi_events/00_lobbies_events_03.txt","2","0","0","0","0","FF0292018474BA385CBBE46B156D8EC3358C5819AE31526423E3F7B74F205196","FF0292018474BA385CBBE46B156D8EC3358C5819AE31526423E3F7B74F205196","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/soi_events/00_lobbies_events_04.txt","4","0","0","0","0","AF599CB2799066ECAE098E352F8ECD832ED80615F9037BD2B4C242BDE26A5484","AF599CB2799066ECAE098E352F8ECD832ED80615F9037BD2B4C242BDE26A5484","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/spooky_halloween_events.txt","2","0","0","0","0","AC691E1571F972695E9EAB43D5CD2CA74AD8CFD30876C2BBB1A1701C083A7948","AC691E1571F972695E9EAB43D5CD2CA74AD8CFD30876C2BBB1A1701C083A7948","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/suffragist_events.txt","28","0","0","0","0","5C9C98A3AFF12BA109552B190379B0E42AAC15886483A60E3B09EF38C593B32D","5C9C98A3AFF12BA109552B190379B0E42AAC15886483A60E3B09EF38C593B32D","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/tibetan_expedition.txt","13","0","0","0","0","746DD2114981B297DA4F68361AA9DBC9754E7A35A8C6F9FDADF99C449BDE6A6F","746DD2114981B297DA4F68361AA9DBC9754E7A35A8C6F9FDADF99C449BDE6A6F","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_HAS_ROLE","events/utopians.txt","4","0","0","0","0","A99E2224334E6BD8086F63033AE14B5468DCFD1E90390A41D98D7543CD27B656","A99E2224334E6BD8086F63033AE14B5468DCFD1E90390A41D98D7543CD27B656","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","common/journal_entries/02_pedro_brazil.txt","1","0","0","0","0","7805E4BEBFAD68EBCEAFBEFC6ECA11934FD9B3E6BFCFAEB506365041B60D2F86","7805E4BEBFAD68EBCEAFBEFC6ECA11934FD9B3E6BFCFAEB506365041B60D2F86","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","common/on_actions/00_code_on_actions.txt","1","0","0","8","0","D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D","D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D","PASS_TARGET_RUNTIME; OTHER_FRESH_DIAGNOSTICS_PRESENT; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","events/acceptance_events.txt","1","0","0","0","0","F438AD82BB16CF7D586C91CEB2D4668A559286A46051148482BC539D323AAF46","F438AD82BB16CF7D586C91CEB2D4668A559286A46051148482BC539D323AAF46","PASS_TARGET_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","events/agitators_events/algeria_events.txt","0","0","0","0","0","4DEA1005C41BA1F6E04B2825516B990A59C188E37E5969BEC88662890D8BE9C7","4DEA1005C41BA1F6E04B2825516B990A59C188E37E5969BEC88662890D8BE9C7","PASS_TARGET_RUNTIME; STATIC_ONLY_NO_HISTORICAL_TARGET; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","events/agitators_events/dreyfus_events.txt","0","0","0","2","0","8F9FCE3C8ECDF72DC6F46657C6FA560614DCD6072301C0DFDBB7651BC708F0A1","8F9FCE3C8ECDF72DC6F46657C6FA560614DCD6072301C0DFDBB7651BC708F0A1","PASS_TARGET_RUNTIME; STATIC_ONLY_NO_HISTORICAL_TARGET; OTHER_FRESH_DIAGNOSTICS_PRESENT; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","events/agitators_events/exiles_events.txt","0","0","0","0","0","3850C3601FD4AA8CB34204D9AD6ED6E9E966551C3B0CFFE8D562AA49D723A927","3850C3601FD4AA8CB34204D9AD6ED6E9E966551C3B0CFFE8D562AA49D723A927","PASS_TARGET_RUNTIME; STATIC_ONLY_NO_HISTORICAL_TARGET; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","events/agitators_events/paris_commune_pulse_events.txt","0","0","0","0","0","B1D154DA0899113481B2F59FA5AE5A62580C796DD051B73E9331FDD0E4127566","B1D154DA0899113481B2F59FA5AE5A62580C796DD051B73E9331FDD0E4127566","PASS_TARGET_RUNTIME; STATIC_ONLY_NO_HISTORICAL_TARGET; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","events/agitators_events/revolution_events_02.txt","3","0","0","3","0","3D3A5D1234DAD49F72E7BD63ABB8C05FC2D0D33B90D1223A06DB9EE886EE5812","3D3A5D1234DAD49F72E7BD63ABB8C05FC2D0D33B90D1223A06DB9EE886EE5812","PASS_TARGET_RUNTIME; OTHER_FRESH_DIAGNOSTICS_PRESENT; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","events/agitators_events/yeet_agitator_events.txt","0","0","0","0","0","D5C4EC8746894CBBD770C4955C72220F8407E6E2B30C00543886041AA57A7B8B","D5C4EC8746894CBBD770C4955C72220F8407E6E2B30C00543886041AA57A7B8B","PASS_TARGET_RUNTIME; STATIC_ONLY_NO_HISTORICAL_TARGET; FILE_FULLY_COMPLETE_NOT_CLAIMED"
"API_IS_HEIR","events/american_civil_war/acw_je_events.txt","0","0","0","0","0","AA76F4B83DBF2B51D6A59A478F02D79306E4AC77380ECDB19EDB51636BFBE90A","AA76F4B83DBF2B51D6A59A478F02D79306E4AC77380ECDB19EDB51636BFBE90A","PASS_TARGET_RUNTIME; STATIC_ONLY_NO_HISTORICAL_TARGET; FILE_FULLY_COMPLETE_NOT_CLAIMED"
