state_id,state_region_file,potential,tier,reason,confidence,source_category,action
STATE_WEST_SWITZERLAND,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_WEST_SWITZERLAND: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_WESTPHALIA,map_data/state_regions/00_west_europe.txt,16,MODEST,STATE_WESTPHALIA: Central European Variscan and Alpine metallogenic zones.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_ANHALT,map_data/state_regions/00_west_europe.txt,24,MEDIUM,STATE_ANHALT: Mansfeld and Bohemian historic copper-polymetallic districts.,HIGH,HISTORIC_DISTRICT,ADD_CAPPED_RESOURCE
STATE_RHINELAND,map_data/state_regions/00_west_europe.txt,8,LOW,STATE_RHINELAND: Localized Central European copper occurrences.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_NORTH_RHINE,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_NORTH_RHINE: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BRANDENBURG,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_BRANDENBURG: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SCHLESWIG_HOLSTEIN,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_SCHLESWIG_HOLSTEIN: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_WURTTEMBERG,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_WURTTEMBERG: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BADEN,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_BADEN: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_HANNOVER,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_HANNOVER: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BRUNSWICK,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_BRUNSWICK: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BAVARIA,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_BAVARIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_FRANCONIA,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_FRANCONIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SAXONY,map_data/state_regions/00_west_europe.txt,16,MODEST,STATE_SAXONY: Central European Variscan and Alpine metallogenic zones.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_HESSE,map_data/state_regions/00_west_europe.txt,8,LOW,STATE_HESSE: Localized Central European copper occurrences.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_MECKLENBURG,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_MECKLENBURG: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_RUHR,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_RUHR: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_MAINE_ANJOU,map_data/state_regions/00_west_europe.txt,0,NONE,STATE_MAINE_ANJOU: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LOMBARDY,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_LOMBARDY: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_PIEDMONT,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_PIEDMONT: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SARDINIA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_SARDINIA: Mediterranean Alpine and island copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_MALTA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_MALTA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_UMBRIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_UMBRIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_CORSICA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_CORSICA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_CAMPANIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_CAMPANIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_CALABRIA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_CALABRIA: Mediterranean Alpine and island copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_APULIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_APULIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_ABRUZZO,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_ABRUZZO: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SAVOY,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_SAVOY: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_EMILIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_EMILIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_TUSCANY,map_data/state_regions/01_south_europe.txt,8,LOW,STATE_TUSCANY: Localized Apennine copper occurrences.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_ROMAGNA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_ROMAGNA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LAZIO,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_LAZIO: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_VENETIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_VENETIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_SICILY,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_SICILY: Mediterranean Alpine and island copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_NEW_CASTILE,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_NEW_CASTILE: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_GALICIA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_GALICIA: Iberian Variscan and Betic copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_ASTURIAS,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_ASTURIAS: Iberian Variscan and Betic copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_OLD_CASTILE,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_OLD_CASTILE: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BASQUE_COUNTRY,map_data/state_regions/01_south_europe.txt,8,LOW,STATE_BASQUE_COUNTRY: Localized Iberian copper occurrences.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_ARAGON,map_data/state_regions/01_south_europe.txt,8,LOW,STATE_ARAGON: Localized Iberian copper occurrences.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_CATALONIA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_CATALONIA: Iberian Variscan and Betic copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_BALEARIC_ISLANDS,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_BALEARIC_ISLANDS: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_LOWER_ANDALUSIA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_LOWER_ANDALUSIA: Iberian Variscan and Betic copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_UPPER_ANDALUSIA,map_data/state_regions/01_south_europe.txt,36,HIGH,STATE_UPPER_ANDALUSIA: Iberian Pyrite Belt with major volcanogenic massive-sulfide copper potential.,HIGH,USGS_GLOBAL_COPPER_ASSESSMENT,ADD_CAPPED_RESOURCE
STATE_EXTREMADURA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_EXTREMADURA: Iberian Variscan and Betic copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_VALENCIA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_VALENCIA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_BEIRA,map_data/state_regions/01_south_europe.txt,16,MODEST,STATE_BEIRA: Iberian Variscan and Betic copper-polymetallic districts.,MEDIUM,NATIONAL_GEOLOGICAL_SURVEY,ADD_CAPPED_RESOURCE
STATE_ESTREMADURA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_ESTREMADURA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_ALENTEJO,map_data/state_regions/01_south_europe.txt,24,MEDIUM,STATE_ALENTEJO: Southwest Iberian and Portuguese Pyrite Belt continuation.,HIGH,NATIONAL_SURVEY_AND_HISTORIC_DISTRICT,ADD_CAPPED_RESOURCE
STATE_CAPE_VERDE,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_CAPE_VERDE: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_CANARY_ISLANDS,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_CANARY_ISLANDS: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_AZORES,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_AZORES: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_MADEIRA,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_MADEIRA: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
STATE_EASTERN_THRACE,map_data/state_regions/01_south_europe.txt,0,NONE,STATE_EASTERN_THRACE: global metallogenic screen found no copper province large enough for a separate game-scale potential.,MEDIUM,GLOBAL_ASSESSMENT_NEGATIVE_SCREEN,KEEP_ZERO
