state_id                    , numeric_id, source_file                                    , current_relevant_resources                                                                                                                                                                                                                    , candidate_limestone_potential, evidence_status, implementation_status, notes
STATE_ALENTEJO              ,        106, map_data/state_regions/01_south_europe.txt     , building_coal_mine=4;building_iron_mine=16;building_sulfur_mine=22;building_logging_camp=2;building_fishing_wharf=6;building_salt_pan=20                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ALEPPO                ,        409, map_data/state_regions/08_middle_east.txt      , building_logging_camp=6;building_fishing_wharf=5                                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ALGIERS               ,        190, map_data/state_regions/03_north_africa.txt     , building_iron_mine=10;building_lead_mine=7;building_logging_camp=6;building_fishing_wharf=8                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ALSACE_LORRAINE       ,         35, map_data/state_regions/00_west_europe.txt      , building_coal_mine=60;building_iron_mine=60;building_logging_camp=17;building_salt_mine=discoverable                                                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ALTAI                 ,        828, map_data/state_regions/15_russia.txt           , building_iron_mine=7;building_logging_camp=18;building_lead_mine=12;building_gold_field=discoverable                                                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ALTO_PARAGUAY         ,        372, map_data/state_regions/07_south_america.txt    , building_logging_camp=11;building_oil_rig=discoverable                                                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ALXA                  ,        484, map_data/state_regions/11_east_asia.txt        , building_coal_mine=32;building_oil_rig=discoverable                                                                                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AL_RIF                ,        188, map_data/state_regions/03_north_africa.txt     , building_logging_camp=6;building_fishing_wharf=7;building_coal_mine=6;building_salt_pan=25                                                                                                                                                    ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AMAZONAS              ,        386, map_data/state_regions/07_south_america.txt    , building_logging_camp=40;building_rubber_plantation=discoverable;building_oil_rig=discoverable                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AMHARA                ,        229, map_data/state_regions/04_subsaharan_africa.txt, building_logging_camp=20;building_rubber_plantation=discoverable                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AMUR                  ,        831, map_data/state_regions/15_russia.txt           , building_iron_mine=25;building_coal_mine=20;building_logging_camp=25;building_fishing_wharf=6;building_gold_field=discoverable                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ANHALT                ,         62, map_data/state_regions/00_west_europe.txt      , building_coal_mine=44;building_logging_camp=20;building_salt_mine=discoverable                                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ANKARA                ,        432, map_data/state_regions/08_middle_east.txt      , building_logging_camp=9;building_salt_mine=discoverable                                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ANNAM                 ,        518, map_data/state_regions/11_east_asia.txt        , building_coal_mine=24;building_iron_mine=27;building_logging_camp=17;building_fishing_wharf=15;building_salt_pan=25;building_rubber_plantation=discoverable                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ANTIOQUIA             ,        356, map_data/state_regions/07_south_america.txt    , building_coal_mine=32;building_iron_mine=36;building_logging_camp=13;building_fishing_wharf=8;building_rubber_plantation=discoverable;building_oil_rig=discoverable                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ANTOFAGASTA           ,        362, map_data/state_regions/07_south_america.txt    , building_iron_mine=30;building_sulfur_mine=48;building_fishing_wharf=5;building_gold_field=discoverable                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_APULIA                ,         84, map_data/state_regions/01_south_europe.txt     , building_logging_camp=4;building_fishing_wharf=14;building_salt_pan=35                                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AQUITAINE             ,         44, map_data/state_regions/00_west_europe.txt      , building_coal_mine=70;building_logging_camp=14;building_fishing_wharf=11                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ARAGON                ,         97, map_data/state_regions/01_south_europe.txt     , building_coal_mine=18;building_iron_mine=5;building_logging_camp=8;building_salt_mine=discoverable                                                                                                                                            ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ARAKAN                ,        919, map_data/state_regions/10_india.txt            , building_logging_camp=21;building_fishing_wharf=10;building_oil_rig=discoverable                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ARAUCANIA             ,        384, map_data/state_regions/07_south_america.txt    , building_sulfur_mine=40;building_logging_camp=30;building_fishing_wharf=15;building_gold_field=discoverable;building_oil_rig=discoverable                                                                                                     ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AREQUIPA              ,        369, map_data/state_regions/07_south_america.txt    , building_iron_mine=21;building_sulfur_mine=32;building_logging_camp=4;building_fishing_wharf=5                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ARIZONA               ,        324, map_data/state_regions/05_north_america.txt    , building_iron_mine=21;building_logging_camp=2;building_gold_field=discoverable                                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ARKANSAS              ,        281, map_data/state_regions/05_north_america.txt    , building_lead_mine=45;building_logging_camp=11;building_oil_rig=discoverable                                                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ARKHANGELSK           ,        140, map_data/state_regions/15_russia.txt           , building_gold_mine=2;building_logging_camp=14;building_fishing_wharf=10;building_gold_field=discoverable                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ARMENIA               ,        435, map_data/state_regions/09_central_asia.txt     , building_iron_mine=27;building_lead_mine=21;building_logging_camp=2                                                                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ASSAM                 ,        458, map_data/state_regions/10_india.txt            , building_coal_mine=29;building_logging_camp=37;building_oil_rig=discoverable;building_rubber_plantation=discoverable                                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ASTRAKHAN             ,        588, map_data/state_regions/09_central_asia.txt     , building_logging_camp=6;building_sulfur_mine=30;building_iron_mine=30;building_oil_rig=discoverable                                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ASTURIAS              ,        691, map_data/state_regions/01_south_europe.txt     , building_gold_mine=2;building_coal_mine=72;building_iron_mine=5;building_logging_camp=5;building_fishing_wharf=7                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_ATTICA                ,        124, map_data/state_regions/01_south_europe.txt     , building_lead_mine=21;building_sulfur_mine=32;building_logging_camp=7;building_fishing_wharf=8;building_salt_pan=20                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AUSTRIA               ,         51, map_data/state_regions/00_west_europe.txt      , building_coal_mine=44;building_logging_camp=7                                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AUVERGNE_LIMOUSIN     ,         38, map_data/state_regions/00_west_europe.txt      , building_coal_mine=56;building_iron_mine=15;building_logging_camp=8                                                                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AWADH                 ,        460, map_data/state_regions/10_india.txt            , building_logging_camp=6                                                                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AYDIN                 ,        425, map_data/state_regions/08_middle_east.txt      , building_coal_mine=48;building_logging_camp=5;building_fishing_wharf=15;building_salt_pan=30                                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AZERBAIJAN            ,        436, map_data/state_regions/09_central_asia.txt     , building_lead_mine=18;building_logging_camp=4;building_oil_rig=discoverable                                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_AZORES                ,       1011, map_data/state_regions/01_south_europe.txt     , building_logging_camp=2;building_fishing_wharf=5;building_whaling_station=5                                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BADEN                 ,         68, map_data/state_regions/00_west_europe.txt      , building_coal_mine=20;building_iron_mine=15;building_logging_camp=11                                                                                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BAGHDAD               ,        410, map_data/state_regions/08_middle_east.txt      , building_oil_rig=discoverable                                                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BAHAMAS               ,        347, map_data/state_regions/06_central_america.txt  , building_fishing_wharf=5                                                                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BAHIA                 ,        393, map_data/state_regions/07_south_america.txt    , building_iron_mine=15;building_logging_camp=18;building_fishing_wharf=8;building_salt_pan=35;building_rubber_plantation=discoverable                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BAJA_CALIFORNIA       ,        337, map_data/state_regions/05_north_america.txt    , building_logging_camp=2;building_fishing_wharf=6;building_whaling_station=4;building_salt_pan=55                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BAJIO                 ,        672, map_data/state_regions/05_north_america.txt    , building_iron_mine=23;building_gold_mine=4                                                                                                                                                                                                    ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BAJO_PARAGUAY         ,        373, map_data/state_regions/07_south_america.txt    , building_iron_mine=15;building_logging_camp=14;building_oil_rig=discoverable                                                                                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BALEARIC_ISLANDS      ,         99, map_data/state_regions/01_south_europe.txt     , building_logging_camp=2;building_fishing_wharf=5                                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BALKH                 ,       2007, map_data/state_regions/09_central_asia.txt     , building_coal_mine=14;building_iron_mine=14;building_logging_camp=7                                                                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BALUCHISTAN           ,        452, map_data/state_regions/09_central_asia.txt     , building_iron_mine=20;building_lead_mine=10;building_logging_camp=1;building_fishing_wharf=5;building_salt_pan=35                                                                                                                             ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BANAT                 ,        167, map_data/state_regions/02_east_europe.txt      , building_logging_camp=9                                                                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BANGKOK               ,        516, map_data/state_regions/11_east_asia.txt        , building_logging_camp=17;building_fishing_wharf=8;building_rubber_plantation=discoverable;building_salt_mine=discoverable                                                                                                                     ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BASQUE_COUNTRY        ,         96, map_data/state_regions/01_south_europe.txt     , building_coal_mine=4;building_lead_mine=3;building_iron_mine=65;building_logging_camp=11;building_fishing_wharf=10;building_whaling_station=1;building_salt_mine=discoverable                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BASRA                 ,        413, map_data/state_regions/08_middle_east.txt      , building_sulfur_mine=32;building_fishing_wharf=6;building_oil_rig=discoverable                                                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BAS_CONGO             ,        245, map_data/state_regions/04_subsaharan_africa.txt, building_iron_mine=36;building_logging_camp=23;building_fishing_wharf=7;building_rubber_plantation=discoverable                                                                                                                               ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BAVARIA               ,         71, map_data/state_regions/00_west_europe.txt      , building_coal_mine=60;building_iron_mine=30;building_lead_mine=30;building_logging_camp=23;building_salt_mine=discoverable                                                                                                                    ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BEIJING               ,        487, map_data/state_regions/11_east_asia.txt        , building_coal_mine=28;building_iron_mine=30;building_lead_mine=15;building_logging_camp=2;building_fishing_wharf=3;building_salt_pan=80                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BEIRA                 ,        104, map_data/state_regions/01_south_europe.txt     , building_lead_mine=6;building_iron_mine=3;building_gold_mine=2;building_logging_camp=5;building_fishing_wharf=4;building_salt_mine=discoverable                                                                                               ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BEKES                 ,        164, map_data/state_regions/02_east_europe.txt      , building_logging_camp=11                                                                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BENIN                 ,        212, map_data/state_regions/04_subsaharan_africa.txt, building_coal_mine=48;building_iron_mine=36;building_logging_camp=9;building_fishing_wharf=3;building_rubber_plantation=discoverable                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BERMUDA               ,        321, map_data/state_regions/05_north_america.txt    , building_fishing_wharf=2                                                                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BESSARABIA            ,        174, map_data/state_regions/02_east_europe.txt      , building_logging_camp=6;building_fishing_wharf=9                                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BIHAR                 ,        456, map_data/state_regions/10_india.txt            , building_coal_mine=81;building_iron_mine=30;building_logging_camp=17                                                                                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BLUE_NILE             ,        185, map_data/state_regions/03_north_africa.txt     , building_logging_camp=14                                                                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BOHEMIA               ,         52, map_data/state_regions/00_west_europe.txt      , building_coal_mine=48;building_iron_mine=45;building_logging_camp=17;building_lead_mine=8;building_gold_mine=5                                                                                                                                ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BOLIVAR               ,        355, map_data/state_regions/07_south_america.txt    , building_iron_mine=30;building_logging_camp=25;building_fishing_wharf=3;building_rubber_plantation=discoverable;building_oil_rig=discoverable                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BOMBAY                ,        477, map_data/state_regions/10_india.txt            , building_gold_mine=3;building_logging_camp=17;building_fishing_wharf=12;building_coal_mine=12;building_iron_mine=23                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BORNU                 ,        216, map_data/state_regions/04_subsaharan_africa.txt, building_logging_camp=5                                                                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BOSNIA                ,        111, map_data/state_regions/01_south_europe.txt     , building_iron_mine=48;building_lead_mine=39;building_logging_camp=14;building_salt_pan=8                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BOTSWANA              ,        263, map_data/state_regions/04_subsaharan_africa.txt, building_coal_mine=48;building_logging_camp=5                                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BOUGAINVILLE          ,       1005, map_data/state_regions/12_indonesia.txt        , building_logging_camp=2;building_whaling_station=2;building_fishing_wharf=2                                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BRANDENBURG           ,         65, map_data/state_regions/00_west_europe.txt      , building_coal_mine=44;building_logging_camp=6                                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BREST                 ,        133, map_data/state_regions/15_russia.txt           , building_logging_camp=14                                                                                                                                                                                                                      ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BRITISH_COLUMBIA      ,        315, map_data/state_regions/05_north_america.txt    , building_coal_mine=28;building_sulfur_mine=36;building_logging_camp=90;building_whaling_station=6;building_fishing_wharf=9;building_gold_field=discoverable                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BRITTANY              ,         39, map_data/state_regions/00_west_europe.txt      , building_logging_camp=11;building_fishing_wharf=15;building_salt_pan=35                                                                                                                                                                       ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BRUNSWICK             ,         70, map_data/state_regions/00_west_europe.txt      , building_coal_mine=40;building_iron_mine=45;building_lead_mine=45;building_logging_camp=6                                                                                                                                                     ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BUENOS_AIRES          ,        374, map_data/state_regions/07_south_america.txt    , building_logging_camp=9;building_fishing_wharf=12                                                                                                                                                                                             ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BUKOVINA              ,        922, map_data/state_regions/02_east_europe.txt      , building_iron_mine=4;building_coal_mine=3;building_logging_camp=7                                                                                                                                                                             ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BULGARIA              ,        113, map_data/state_regions/01_south_europe.txt     , building_logging_camp=14;building_fishing_wharf=2;building_salt_pan=10                                                                                                                                                                        ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BUNDELKHAND           ,        916, map_data/state_regions/10_india.txt            , building_logging_camp=18;building_coal_mine=12;building_iron_mine=8                                                                                                                                                                           ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BURGUNDY              ,         40, map_data/state_regions/00_west_europe.txt      , building_iron_mine=33;building_logging_camp=9                                                                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BURYATIA              ,        829, map_data/state_regions/15_russia.txt           , building_iron_mine=10;building_coal_mine=24;building_logging_camp=16;building_gold_field=discoverable                                                                                                                                         ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_BUSAN                 ,        537, map_data/state_regions/11_east_asia.txt        , building_iron_mine=5;building_coal_mine=6;building_lead_mine=12;building_logging_camp=7;building_whaling_station=7;building_fishing_wharf=11                                                                                                  ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CAJAMARCA             ,        366, map_data/state_regions/07_south_america.txt    , building_coal_mine=20;building_logging_camp=6;building_whaling_station=3;building_fishing_wharf=7;building_gold_field=discoverable;building_oil_rig=discoverable                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CALABRIA              ,         83, map_data/state_regions/01_south_europe.txt     , building_coal_mine=16;building_iron_mine=24;building_logging_camp=7;building_fishing_wharf=12                                                                                                                                                 ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CALIFORNIA            ,        326, map_data/state_regions/05_north_america.txt    , building_iron_mine=33;building_sulfur_mine=40;building_logging_camp=45;building_fishing_wharf=14;building_whaling_station=6;building_salt_pan=60;building_gold_field=discoverable;building_oil_rig=discoverable                               ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CAMBODIA              ,        515, map_data/state_regions/11_east_asia.txt        , building_iron_mine=30;building_logging_camp=20;building_fishing_wharf=5;building_salt_pan=20;building_rubber_plantation=discoverable                                                                                                          ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CAMPANIA              ,         82, map_data/state_regions/01_south_europe.txt     , building_logging_camp=11;building_fishing_wharf=10                                                                                                                                                                                            ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CANARY_ISLANDS        ,       1010, map_data/state_regions/01_south_europe.txt     , building_logging_camp=2;building_fishing_wharf=4                                                                                                                                                                                              ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CAPE_COLONY           ,        261, map_data/state_regions/04_subsaharan_africa.txt, building_logging_camp=8;building_fishing_wharf=10;building_whaling_station=4;building_salt_pan=25                                                                                                                                             ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
STATE_CAPE_VERDE            ,        107, map_data/state_regions/01_south_europe.txt     , building_logging_camp=2;building_fishing_wharf=3;building_whaling_station=3                                                                                                                                                                   ,                              , NOT_RESEARCHED , DEFERRED_TECH6C2     , No limestone potential assigned in TECH6C1.
