state_id,state_region_file,preliminary_potential,final_potential,final_tier,implementation_action,revalidation_result,confidence,geological_basis,source_category,source_url,change_reason
STATE_ICELAND,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_GREENLAND,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_HOME_COUNTIES,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_LANCASHIRE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_WALES,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_YORKSHIRE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_HIGHLANDS,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_MIDLANDS,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_EAST_ANGLIA,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_WEST_COUNTRY,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_LOWLANDS,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_ULSTER,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_MUNSTER,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_LEINSTER,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_CONNAUGHT,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_ILE_DE_FRANCE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_PROVENCE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_NORMANDY,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_LANGUEDOC,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_RHONE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_FRENCH_LOW_COUNTRIES,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_PICARDY,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_ALSACE_LORRAINE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_POITOU,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_GUYENNE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_AUVERGNE_LIMOUSIN,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_BRITTANY,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_BURGUNDY,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_CHAMPAGNE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_FRANCHE_COMTE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_LORRAINE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_AQUITAINE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_ORLEANS,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_HOLLAND,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_FRIESLAND,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_GELRE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_WALLONIA,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_FLANDERS,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_AUSTRIA,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_BOHEMIA,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_MORAVIA,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_STYRIA,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_TYROL,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_SOUTH_TYROL,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_POMERANIA,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_ELBE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_EAST_SWITZERLAND,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_WEST_SWITZERLAND,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_WESTPHALIA,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_ANHALT,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_RHINELAND,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_NORTH_RHINE,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_BRANDENBURG,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_SCHLESWIG_HOLSTEIN,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_WURTTEMBERG,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_BADEN,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
STATE_HANNOVER,map_data/state_regions/00_west_europe.txt,0,0,NONE,KEEP_ZERO,CONFIRMED_ZERO_GLOBAL_SCREEN,LOW,Aucun gisement économiquement exploitable identifié au seuil de cet audit mondial préliminaire.,GLOBAL_SCREEN,https://pubs.usgs.gov/periodicals/mcs2026/mcs2026-phosphate.pdf,Aucun district de phosphate de roche à l'échelle du jeu retenu par le criblage mondial.
