"state_id","source_file","audit_potential","implemented_potential","match_status"
"STATE_CAJAMARCA","map_data/state_regions/07_south_america.txt","80","80","MATCH"
"STATE_CALABRIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_CALIFORNIA","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_CAMBODIA","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_CAMPANIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_CANARY_ISLANDS","map_data/state_regions/01_south_europe.txt","8","8","MATCH"
"STATE_CAPE_COLONY","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_CAPE_VERDE","map_data/state_regions/01_south_europe.txt","8","8","MATCH"
"STATE_CATALONIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_CAUCA","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_CEARA","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_CELEBES","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_CENTRAL_CUBA","map_data/state_regions/06_central_america.txt","28","28","MATCH"
"STATE_CENTRAL_HIGHLANDS","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_CENTRAL_HUNGARY","map_data/state_regions/02_east_europe.txt","16","16","MATCH"
"STATE_CENTRAL_JAVA","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_CENTRAL_PROVINCES","map_data/state_regions/10_india.txt","80","80","MATCH"
"STATE_CEYLON","map_data/state_regions/10_india.txt","28","28","MATCH"
"STATE_CHACO","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_CHAD","map_data/state_regions/03_north_africa.txt","8","8","MATCH"
"STATE_CHAMPAGNE","map_data/state_regions/00_west_europe.txt","80","80","MATCH"
"STATE_CHELYABINSK","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_CHERNIHIV","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_CHERSON","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_CHIANG_MAI","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_CHIAPAS","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_CHIHUAHUA","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_CHONGQING","map_data/state_regions/11_east_asia.txt","80","80","MATCH"
"STATE_CHUGOKU","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_CHUKOTKA","map_data/state_regions/14_siberia.txt","8","8","MATCH"
"STATE_CHUVASHIA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_CIRCARS","map_data/state_regions/10_india.txt","48","48","MATCH"
"STATE_COLORADO","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_CONGO","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_CONGO_ORIENTALE","map_data/state_regions/04_subsaharan_africa.txt","48","48","MATCH"
"STATE_CONNAUGHT","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_CONNECTICUT","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_CONSTANTINE","map_data/state_regions/03_north_africa.txt","48","48","MATCH"
"STATE_CORRIENTES","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_CORSICA","map_data/state_regions/01_south_europe.txt","28","28","MATCH"
"STATE_COSTA_RICA","map_data/state_regions/06_central_america.txt","8","8","MATCH"
"STATE_COURLAND","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_CRETE","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_CRIMEA","map_data/state_regions/15_russia.txt","48","48","MATCH"
"STATE_CROATIA","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_CUNDINAMARCA","map_data/state_regions/07_south_america.txt","80","80","MATCH"
"STATE_CYPRUS","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_DAGESTAN","map_data/state_regions/09_central_asia.txt","48","48","MATCH"
"STATE_DAHOMEY","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_DALMATIA","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_DARFUR","map_data/state_regions/03_north_africa.txt","8","8","MATCH"
"STATE_DEIR_EZ_ZOR","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_DELAWARE","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_DELHI","map_data/state_regions/10_india.txt","8","8","MATCH"
"STATE_DELVIDEK","map_data/state_regions/02_east_europe.txt","28","28","MATCH"
"STATE_DISTRICT_OF_COLUMBIA","map_data/state_regions/05_north_america.txt","8","8","MATCH"
"STATE_DIYARBAKIR","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_DOBRUDJA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_DONGOLA","map_data/state_regions/03_north_africa.txt","16","16","MATCH"
"STATE_DURANGO","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_DZUNGARIA","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_EASTERN_CAPE","map_data/state_regions/04_subsaharan_africa.txt","48","48","MATCH"
"STATE_EASTERN_CUBA","map_data/state_regions/06_central_america.txt","28","28","MATCH"
"STATE_EASTERN_HIMALAYAS","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_EASTERN_HUBEI","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_EASTERN_MALI","map_data/state_regions/03_north_africa.txt","16","16","MATCH"
"STATE_EASTERN_NEW_GUINEA","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_EASTERN_NORWAY","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_EASTERN_SERBIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_EASTERN_THRACE","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_EAST_AEGEAN_ISLANDS","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_EAST_ANGLIA","map_data/state_regions/00_west_europe.txt","80","80","MATCH"
"STATE_EAST_ANGOLA","map_data/state_regions/04_subsaharan_africa.txt","8","8","MATCH"
"STATE_EAST_BENGAL","map_data/state_regions/10_india.txt","8","8","MATCH"
"STATE_EAST_BORNEO","map_data/state_regions/12_indonesia.txt","28","28","MATCH"
"STATE_EAST_GALICIA","map_data/state_regions/02_east_europe.txt","48","48","MATCH"
"STATE_EAST_HAUSALAND","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_EAST_JAVA","map_data/state_regions/12_indonesia.txt","48","48","MATCH"
"STATE_EAST_KARELIA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_EAST_MICRONESIA","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_EAST_PRUSSIA","map_data/state_regions/02_east_europe.txt","8","8","MATCH"
"STATE_EAST_SAHARA","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_EAST_SWITZERLAND","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_ECUADOR","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_EGYPTIAN_DESERT","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_ELBE","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_ELIZAVETPOL","map_data/state_regions/15_russia.txt","48","48","MATCH"
"STATE_EMILIA","map_data/state_regions/01_south_europe.txt","16","16","MATCH"
"STATE_ENTRE_DOURO_E_MINHO","map_data/state_regions/01_south_europe.txt","28","28","MATCH"
"STATE_EQUATEUR","map_data/state_regions/04_subsaharan_africa.txt","8","8","MATCH"
"STATE_EQUATORIA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_ERITREA","map_data/state_regions/03_north_africa.txt","16","16","MATCH"
"STATE_ERZURUM","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_ESTREMADURA","map_data/state_regions/01_south_europe.txt","28","28","MATCH"
"STATE_EXTREMADURA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_FARS","map_data/state_regions/08_middle_east.txt","80","80","MATCH"
"STATE_FERGANA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_FEZ","map_data/state_regions/03_north_africa.txt","48","48","MATCH"
"STATE_FIJI","map_data/state_regions/12_indonesia.txt","8","8","MATCH"
"STATE_FLANDERS","map_data/state_regions/00_west_europe.txt","8","8","MATCH"
"STATE_FLORIDA","map_data/state_regions/05_north_america.txt","80","80","MATCH"
"STATE_FORMOSA","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_FRANCHE_COMTE","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_FRANCONIA","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_FRENCH_LOW_COUNTRIES","map_data/state_regions/00_west_europe.txt","8","8","MATCH"
"STATE_FRIESLAND","map_data/state_regions/00_west_europe.txt","8","8","MATCH"
"STATE_FUJIAN","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_GABON","map_data/state_regions/04_subsaharan_africa.txt","8","8","MATCH"
"STATE_GALICH","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_GALICIA","map_data/state_regions/01_south_europe.txt","28","28","MATCH"
"STATE_GANSU","map_data/state_regions/11_east_asia.txt","8","8","MATCH"
"STATE_GELRE","map_data/state_regions/00_west_europe.txt","8","8","MATCH"
"STATE_GEORGIA","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_GOIAS","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_GOLD_COAST","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_GONDER","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_GOTALAND","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_GOTLAND","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_GREATER_CAUCASUS","map_data/state_regions/09_central_asia.txt","48","48","MATCH"
"STATE_GREATER_POLAND","map_data/state_regions/02_east_europe.txt","28","28","MATCH"
"STATE_GREENLAND","map_data/state_regions/00_west_europe.txt","8","8","MATCH"
"STATE_GUANGDONG","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_GUANGXI","map_data/state_regions/11_east_asia.txt","80","80","MATCH"
"STATE_GUATEMALA","map_data/state_regions/06_central_america.txt","48","48","MATCH"
"STATE_GUAVIARE","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_GUAYANA","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_GUERRERO","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_GUINEA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_GUIZHOU","map_data/state_regions/11_east_asia.txt","80","80","MATCH"
"STATE_GUJARAT","map_data/state_regions/10_india.txt","80","80","MATCH"
"STATE_GUYENNE","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_HAIL","map_data/state_regions/08_middle_east.txt","80","80","MATCH"
"STATE_HAITI","map_data/state_regions/06_central_america.txt","48","48","MATCH"
"STATE_HANNOVER","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_HAUSALAND","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_HAWAIIAN_ISLANDS","map_data/state_regions/05_north_america.txt","8","8","MATCH"
"STATE_HEDJAZ","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_HENAN","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_HERAT","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_HEREROLAND","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_HESSE","map_data/state_regions/00_west_europe.txt","28","28","MATCH"
"STATE_HIGHLANDS","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_HILL_PUNJAB","map_data/state_regions/10_india.txt","48","48","MATCH"
"STATE_HIMALAYAS","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_HINGGAN","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_HOKKAIDO","map_data/state_regions/11_east_asia.txt","8","8","MATCH"
"STATE_HOKUSHINETSU","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_HOLLAND","map_data/state_regions/00_west_europe.txt","8","8","MATCH"
"STATE_HOME_COUNTIES","map_data/state_regions/00_west_europe.txt","80","80","MATCH"
"STATE_HONDURAS","map_data/state_regions/06_central_america.txt","16","16","MATCH"
"STATE_HUDAVENDIGAR","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_HUNAN","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_HYDERABAD","map_data/state_regions/10_india.txt","80","80","MATCH"
"STATE_ICA","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_ICELAND","map_data/state_regions/00_west_europe.txt","0","0","MATCH"
"STATE_IDAHO","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_ILE_DE_FRANCE","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_ILLINOIS","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_INDIANA","map_data/state_regions/05_north_america.txt","80","80","MATCH"
"STATE_INDIAN_OCEAN_TERRITORY","map_data/state_regions/10_india.txt","8","8","MATCH"
"STATE_INGRIA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_INNER_MAURITANIA","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_INNER_MOROCCO","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_IONIAN_ISLANDS","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_IOWA","map_data/state_regions/05_north_america.txt","80","80","MATCH"
"STATE_IRAKAJEMI","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_IRKUTSK","map_data/state_regions/14_siberia.txt","16","16","MATCH"
"STATE_ISFAHAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_ISTRIA","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_IVORY_COAST","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_JALISCO","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_JAMAICA","map_data/state_regions/06_central_america.txt","48","48","MATCH"
"STATE_JETISY","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_JIANGSU","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_JIANGXI","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_JUJUY","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_JUTLAND","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_KABUL","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_KACHIN","map_data/state_regions/10_india.txt","16","16","MATCH"
"STATE_KALMYKIA","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_KAMCHATKA","map_data/state_regions/14_siberia.txt","8","8","MATCH"
"STATE_KANAK","map_data/state_regions/12_indonesia.txt","16","16","MATCH"
"STATE_KANDAHAR","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_KANSAI","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_KANSAS","map_data/state_regions/05_north_america.txt","28","28","MATCH"
"STATE_KANTO","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_KARS","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_KASAI","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_KASHMIR","map_data/state_regions/10_india.txt","16","16","MATCH"
"STATE_KASTAMONU","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_KATANGA","map_data/state_regions/04_subsaharan_africa.txt","8","8","MATCH"
"STATE_KAUNAS","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_KAZAN","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_KAZEMBE","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_KENTUCKY","map_data/state_regions/05_north_america.txt","80","80","MATCH"
"STATE_KENYA","map_data/state_regions/04_subsaharan_africa.txt","48","48","MATCH"
"STATE_KERMAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_KHARKOV","map_data/state_regions/15_russia.txt","48","48","MATCH"
"STATE_KHIVA","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_KHORASAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_KHUZESTAN","map_data/state_regions/08_middle_east.txt","8","8","MATCH"
"STATE_KIEV","map_data/state_regions/15_russia.txt","48","48","MATCH"
"STATE_KIRGHIZIA","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_KOLA","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_KOLYMA","map_data/state_regions/15_russia.txt","8","8","MATCH"
"STATE_KONYA","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_KORDOFAN","map_data/state_regions/03_north_africa.txt","16","16","MATCH"
"STATE_KOSOVO","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_KRASNOYARSK","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_KUBAN","map_data/state_regions/09_central_asia.txt","48","48","MATCH"
"STATE_KUOPIO","map_data/state_regions/15_russia.txt","16","16","MATCH"
"STATE_KURNOOL","map_data/state_regions/10_india.txt","80","80","MATCH"
"STATE_KURSK","map_data/state_regions/15_russia.txt","48","48","MATCH"
"STATE_KYOTO","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_KYUSHU","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_LANCASHIRE","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_LANGUEDOC","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_LAOS","map_data/state_regions/11_east_asia.txt","48","48","MATCH"
"STATE_LARISTAN","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_LAZIO","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_LA_PAMPA","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_LA_PAZ","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_LEBANON","map_data/state_regions/08_middle_east.txt","48","48","MATCH"
"STATE_LEINSTER","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
"STATE_LEON","map_data/state_regions/01_south_europe.txt","48","48","MATCH"
"STATE_LESSER_POLAND","map_data/state_regions/02_east_europe.txt","48","48","MATCH"
"STATE_LHASA","map_data/state_regions/09_central_asia.txt","28","28","MATCH"
"STATE_LIBERIA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_LIBYA","map_data/state_regions/03_north_africa.txt","28","28","MATCH"
"STATE_LIBYAN_DESERT","map_data/state_regions/03_north_africa.txt","8","8","MATCH"
"STATE_LIMA","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_LINDI","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_LOMBARDY","map_data/state_regions/01_south_europe.txt","16","16","MATCH"
"STATE_LORRAINE","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_LOS_RIOS","map_data/state_regions/07_south_america.txt","16","16","MATCH"
"STATE_LOUISIANA","map_data/state_regions/05_north_america.txt","16","16","MATCH"
"STATE_LOURENCO_MARQUES","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_LOWER_ANDALUSIA","map_data/state_regions/01_south_europe.txt","80","80","MATCH"
"STATE_LOWER_EGYPT","map_data/state_regions/03_north_africa.txt","48","48","MATCH"
"STATE_LOWER_SILESIA","map_data/state_regions/02_east_europe.txt","48","48","MATCH"
"STATE_LOWLANDS","map_data/state_regions/00_west_europe.txt","16","16","MATCH"
