"tag","country_name_en","country_name_fr_if_available","active_1776","world_region","world_subregion","capital_or_primary_region","current_engine_classification","exclusion_reason","decentralized_exception_review","recommended_future_action","notes"
"AYI","Anyi","Anyi","YES","WEST_AFRICA","WEST_AFRICA","STATE_IVORY_COAST","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BLA","Bilua","Bilua","YES","OCEANIA","PACIFIC","STATE_SOLOMON_ISLANDS","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BLE","Baule","Baoulé","YES","WEST_AFRICA","WEST_AFRICA","STATE_WINDWARD_COAST","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BLF","Niitsitapi","Confédération des Pieds-Noirs","YES","NORTH_AMERICA","CANADA","STATE_ALBERTA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BMB","Bemba","Bemba","YES","EAST_AFRICA","EAST_AFRICA","STATE_KAZEMBE","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BMM","Bamum","Bamoun","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_NORTH_CAMEROON","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BND","Bundu","Bundu","YES","WEST_AFRICA","WEST_AFRICA","STATE_SENEGAL","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BNG","Bangala","Bangala","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_EQUATEUR","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BNN","Pannakwati","Pannakwati","YES","NORTH_AMERICA","PACIFIC_COAST","STATE_IDAHO","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BOB","Bobangi","Bobangi","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_EQUATEUR","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"BRK","Brakna","Brakna","YES","WEST_AFRICA","WEST_AFRICA","STATE_MAURITANIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"CAUC","Caucuses","Caucase","YES","CAUCASUS","CAUCASUS","STATE_DAGESTAN","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"CAY","Cayor","Cayor","YES","WEST_AFRICA","WEST_AFRICA","STATE_SENEGAL","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"CHK","Chokwe","Tchokwé","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_EAST_ANGOLA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"CMB","Chaamba","Châamba","YES","NORTH_AFRICA","NORTH_AFRICA","STATE_EAST_SAHARA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"COM","Comanche","Comanches","YES","NORTH_AMERICA","GREAT_PLAINS","STATE_TEXAS","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"DAK","Dar al Kuti","Dar El Kouti","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_UBANGI_SHARI","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"DFT","Dar Fertit","Dar Fertit","YES","NORTH_AFRICA","NILE_BASIN","STATE_EQUATORIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"DGR","Degar","Degar","YES","SOUTHEAST_ASIA","INDOCHINA","STATE_ANNAM","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"DIN","Kel Dinnik","Kel Dinnik","YES","WEST_AFRICA","WEST_AFRICA","STATE_NIGER","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"DIO","Diola","Diola","YES","WEST_AFRICA","WEST_AFRICA","STATE_SIERRA_LEONE","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"DLA","Duala","Douala","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_SOUTH_CAMEROON","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"DLM","Delim","Delim","YES","NORTH_AFRICA","NORTH_AFRICA","STATE_WEST_SAHARA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"DNK","Dinka","Dinka","YES","NORTH_AFRICA","NILE_BASIN","STATE_EQUATORIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"EWE","Ewe","Éwé","YES","WEST_AFRICA","WEST_AFRICA","STATE_TOGO","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"FJI","Fiji","Fidji","YES","OCEANIA","PACIFIC","STATE_FIJI","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"FNG","Fang","Fang","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_GABON","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"GGO","Gogo","Gogho","YES","EAST_AFRICA","EAST_AFRICA","STATE_LINDI","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"GNI","Guarani","Guarani","YES","SOUTH_AMERICA","LA_PLATA","STATE_ALTO_PARAGUAY","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"GR7","GR7","","YES","NORTH_AFRICA","NILE_BASIN","STATE_BLUE_NILE","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"GRW","Garawa","Garawa","YES","OCEANIA","PACIFIC","STATE_NORTHERN_TERRITORY","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"HHE","Hehe","Hehe","YES","EAST_AFRICA","EAST_AFRICA","STATE_LINDI","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"HLA","Halia","Halia","YES","OCEANIA","PACIFIC","STATE_BOUGAINVILLE","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"HMB","Hemba","Hemba","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_CONGO_ORIENTALE","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"HRO","Herero","Héréro","YES","SOUTHERN_AFRICA","SOUTHERN_AFRICA","STATE_HEREROLAND","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"IBO","Igbo","Igbo","YES","WEST_AFRICA","WEST_AFRICA","STATE_NIGER_DELTA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"INDOP","Indonesian Princley States","Principautes indonesiennes","YES","SOUTHEAST_ASIA","INDONESIA","STATE_NORTH_SUMATRA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"IRC","Iron Confederacy","Confédération de fer","YES","NORTH_AMERICA","CANADA","STATE_SASKATCHEWAN","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"JBB","JBB","","YES","ARABIAN_PENINSULA","ARABIA","STATE_HAIL","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"JLF","Jolof","Djolof","YES","WEST_AFRICA","WEST_AFRICA","STATE_SENEGAL","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KBA","Kuba","Kuba","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_KASAI","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KBB","KBB","","YES","ARABIAN_PENINSULA","ARABIA","STATE_YEMEN","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KBD","Kabadougou","Kabadougou","YES","WEST_AFRICA","WEST_AFRICA","STATE_WINDWARD_COAST","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KBU","Kaabu","Kaabu","YES","WEST_AFRICA","WEST_AFRICA","STATE_SENEGAL","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KKI","Kuki","Kuki","YES","INDIA","NORTH_INDIA","STATE_ASSAM","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KKY","Kikuyu","Kikuyu","YES","EAST_AFRICA","EAST_AFRICA","STATE_KENYA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KLN","Kulin","Kulin","YES","OCEANIA","PACIFIC","STATE_VICTORIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KLO","Khmer Loeu","Khmer Loeu","YES","SOUTHEAST_ASIA","INDOCHINA","STATE_CAMBODIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KNC","Karna","Karna","YES","OCEANIA","PACIFIC","STATE_NEW_SOUTH_WALES","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KNG","Kong","Kong","YES","WEST_AFRICA","WEST_AFRICA","STATE_IVORY_COAST","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KNK","Kanak","Kanak","YES","OCEANIA","PACIFIC","STATE_KANAK","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KRI","Douriango","Douriango","YES","OCEANIA","PACIFIC","STATE_VICTORIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KRU","Kru","Krou","YES","WEST_AFRICA","WEST_AFRICA","STATE_WINDWARD_COAST","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KSN","Kasanje","Cassange","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_EAST_ANGOLA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KTU","Kartu","Kartu","YES","OCEANIA","PACIFIC","STATE_WESTERN_AUSTRALIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KYN","Pilbara","Pilbara","YES","OCEANIA","PACIFIC","STATE_WESTERN_AUSTRALIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"KZM","Kazembe","Kazembe","YES","EAST_AFRICA","EAST_AFRICA","STATE_KAZEMBE","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"LBA","Luba","Luba","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_KATANGA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"LGA","Lega","Lega","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_CONGO_ORIENTALE","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"LKT","Lakota","Lakota","YES","NORTH_AMERICA","GREAT_PLAINS","STATE_SOUTH_DAKOTA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"LND","Lunda","Lunda","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_EAST_ANGOLA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"LNG","Loango","Loango","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_CONGO","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"LRR","Larrakia","Larrakia","YES","OCEANIA","PACIFIC","STATE_NORTHERN_TERRITORY","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"LUO","Luo","Luo","YES","EAST_AFRICA","EAST_AFRICA","STATE_RIFT_VALLEY","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"LZO","Barotse","Barotseland","YES","EAST_AFRICA","EAST_AFRICA","STATE_ZAMBIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"MBB","MBB","","YES","ARABIAN_PENINSULA","ARABIA","STATE_YEMEN","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"MCR","Micronesia","Micronésie","YES","OCEANIA","PACIFIC","STATE_EAST_MICRONESIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"MDK","Mandinka","Mandinka","YES","WEST_AFRICA","WEST_AFRICA","STATE_GUINEA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"MGH","Khasi","Khasi","YES","INDIA","NORTH_INDIA","STATE_ASSAM","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"MICC","MICC","","YES","NORTH_AMERICA","ATLANTIC_COAST","STATE_MICHIGAN","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"MJK","Mijikenda","Mijikenda","YES","EAST_AFRICA","EAST_AFRICA","STATE_KENYA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"MNB","Mangbetu","Mangbetu","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_CONGO_ORIENTALE","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"MNC","Manica","Manica","YES","EAST_AFRICA","EAST_AFRICA","STATE_ZAMBEZIA","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
"MND","Mindanao","Mindanao","YES","SOUTHEAST_ASIA","INDONESIA","STATE_MINDANAO","country_type=decentralized","Permanently outside centralized historical-ruler audit","NOT_REQUIRED","MAP / POPULATION / POLITICAL STRUCTURE REWORK","Do not audit ruler, ruler age, character or starting ruler; no research-queue entry."
