family_id,script_line,legacy_form,legacy_semantics,modern_form,modern_semantics,vanilla_proof,scope_match,geographic_match,decision,patched,runtime_before,runtime_after,notes
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4732,region_central_asia = { ... },Add 500 for GBR/RUS Great Game control; otherwise add -25.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_central_asia_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_central_asia_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4747,region_persia = { ... },Add 500 for GBR/RUS Great Game control; otherwise add -25.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_persia_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_persia_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4757,region_north_china = { ... },Add 50 for naval European Great Powers.,if = { limit = { scope:region = sr:region_north_china } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 defines sr:region_north_china as a current strategic region and uses scope:region = sr:* conditions inside strategic_region_scores.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_CURRENT_STRATEGIC_REGION,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4767,region_manchuria = { ... },Add 50 for naval European Great Powers.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_manchuria_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_manchuria_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4783,region_south_china = { ... },Add 1000 for Opium Wars plus 50 for naval European Great Powers.,if = { limit = { scope:region = sr:region_south_china } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 defines sr:region_south_china as a current strategic region and uses scope:region = sr:* conditions inside strategic_region_scores.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_CURRENT_STRATEGIC_REGION,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4791,region_pacific_coast = { ... },Add 1000 under the Monroe Doctrine.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_pacific_coast_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_pacific_coast_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4799,region_great_plains = { ... },Add 100 under the Monroe Doctrine.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_great_plains_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_great_plains_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4807,region_dixie = { ... },Add 100 under the Monroe Doctrine.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_dixie_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_dixie_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4815,region_new_england = { ... },Add 100 under the Monroe Doctrine.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_new_england_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_new_england_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4823,region_canada = { ... },Add 100 under the Monroe Doctrine.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_canada_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_canada_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4831,region_the_midwest = { ... },Add 100 under the Monroe Doctrine.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_the_midwest_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_the_midwest_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4859,region_central_america = { ... },Add 100 under the Monroe Doctrine and 50 for the Reconquista-related conditions.,if = { limit = { scope:region = { is_in_geographic_region = geographic_region_central_america_old } } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_central_america_old with the legacy state-region footprint; vanilla strategic_region_scores uses scope:region geographic tests.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_LEGACY_STATE_REGION_FOOTPRINT,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4867,region_brazil = { ... },Add 100 under the Monroe Doctrine.,if = { limit = { scope:region = sr:region_brazil } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 defines sr:region_brazil as a current strategic region and uses scope:region = sr:* conditions inside strategic_region_scores.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_CURRENT_STRATEGIC_REGION,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4895,region_andes = { ... },Add 100 under the Monroe Doctrine and 50 for the Reconquista-related conditions.,if = { limit = { scope:region = sr:region_andes } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 defines sr:region_andes as a current strategic region and uses scope:region = sr:* conditions inside strategic_region_scores.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_CURRENT_STRATEGIC_REGION,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4923,region_la_plata = { ... },Add 100 under the Monroe Doctrine and 50 for the Reconquista-related conditions.,if = { limit = { scope:region = sr:region_la_plata } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 defines sr:region_la_plata as a current strategic region and uses scope:region = sr:* conditions inside strategic_region_scores.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_CURRENT_STRATEGIC_REGION,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,4951,region_gran_colombia = { ... },Add 100 under the Monroe Doctrine and 50 for the Reconquista-related conditions.,if = { limit = { scope:region = sr:region_gran_colombia } ...legacy score body... },Evaluate the preserved fork score body only when the current scope:region matches the proven legacy footprint.,Vanilla 1.13.9 defines sr:region_gran_colombia as a current strategic region and uses scope:region = sr:* conditions inside strategic_region_scores.,YES_COUNTRY_ROOT_AND_SCOPE_REGION,EXACT_CURRENT_STRATEGIC_REGION,STRONG_EQUIVALENT,YES,1,0,The score body and values are preserved byte-for-byte apart from the structural region selector.
API_HAS_PORT,358,has_port = yes,Require the country in the current/explicit country scope to own at least one port.,has_port_country = yes,Require the country in the current/explicit country scope to own at least one port.,Exact homologous blocks in vanilla 1.13.9 00_default_strategy.txt use has_port_country = yes.,YES_COUNTRY,NOT_APPLICABLE,EXACT,YES,1,0,Only the typed 1.13.9 trigger name changes; boolean meaning and enclosing AI score remain unchanged.
API_HAS_PORT,360,has_port = yes,Require the country in the current/explicit country scope to own at least one port.,has_port_country = yes,Require the country in the current/explicit country scope to own at least one port.,Exact homologous blocks in vanilla 1.13.9 00_default_strategy.txt use has_port_country = yes.,YES_COUNTRY,NOT_APPLICABLE,EXACT,YES,1,0,Only the typed 1.13.9 trigger name changes; boolean meaning and enclosing AI score remain unchanged.
API_HAS_PORT,1412,scope:target_state = { has_port = no },Penalize a non-land-adjacent target state when that state has no port.,scope:target_state = { has_port_state = no },Penalize a non-land-adjacent target state when that state has no port.,Exact homologous block in vanilla 1.13.9 00_default_strategy.txt uses has_port_state = no in scope:target_state.,YES_STATE,NOT_APPLICABLE,EXACT,YES,1,0,Only the typed 1.13.9 trigger name changes; boolean meaning and enclosing AI score remain unchanged.
API_HAS_PORT,4357,has_port = yes,Require the country in the current/explicit country scope to own at least one port.,has_port_country = yes,Require the country in the current/explicit country scope to own at least one port.,Exact homologous blocks in vanilla 1.13.9 00_default_strategy.txt use has_port_country = yes.,YES_COUNTRY,NOT_APPLICABLE,EXACT,YES,1,0,Only the typed 1.13.9 trigger name changes; boolean meaning and enclosing AI score remain unchanged.
API_HAS_PORT,4369,has_port = yes,Require the country in the current/explicit country scope to own at least one port.,has_port_country = yes,Require the country in the current/explicit country scope to own at least one port.,Exact homologous blocks in vanilla 1.13.9 00_default_strategy.txt use has_port_country = yes.,YES_COUNTRY,NOT_APPLICABLE,EXACT,YES,1,0,Only the typed 1.13.9 trigger name changes; boolean meaning and enclosing AI score remain unchanged.
API_HAS_PORT,4378,has_port = yes,Require the country in the current/explicit country scope to own at least one port.,has_port_country = yes,Require the country in the current/explicit country scope to own at least one port.,Exact homologous blocks in vanilla 1.13.9 00_default_strategy.txt use has_port_country = yes.,YES_COUNTRY,NOT_APPLICABLE,EXACT,YES,1,0,Only the typed 1.13.9 trigger name changes; boolean meaning and enclosing AI score remain unchanged.
API_HAS_PORT,4387,has_port = yes,Require the country in the current/explicit country scope to own at least one port.,has_port_country = yes,Require the country in the current/explicit country scope to own at least one port.,Exact homologous blocks in vanilla 1.13.9 00_default_strategy.txt use has_port_country = yes.,YES_COUNTRY,NOT_APPLICABLE,EXACT,YES,1,0,Only the typed 1.13.9 trigger name changes; boolean meaning and enclosing AI score remain unchanged.
NEW_RUNTIME_STRATEGIC_REGION_COMPARISON,2023,region = sr:region_manchuria,Treat target states in the legacy Manchuria footprint as valid Carving up China targets.,is_in_geographic_region = geographic_region_manchuria_old,Test the same legacy Manchuria state-region footprint after the 1.13 strategic-region consolidation.,The exact vanilla 1.13.9 homolog uses is_in_geographic_region = geographic_region_manchuria_old; related Britain/Asian-major-power checks consolidate Japan and Manchuria into sr:region_northeast_asia.,YES_STATE,EXACT_LEGACY_STATE_REGION_FOOTPRINT,EXACT,YES,1 identity / 3 occurrences,0,"Same root cause as the legacy strategic-region migration. Equivalent Manchuria comparisons in the same file were migrated too, including the previously dominant runtime location around old line 5078."
