"patch_id","batch","canonical_runtime_identity","script_path","original_line","old_expression","scope","old_footprint","modern_expression","vanilla_proof","observation_status","decision"
"B01-019","B01_GEOGRAPHY","RR-03","common/journal_entries/01_natural_borders_of_france.txt","130","region = sr:region_south_germany","any_state","geographic_region_south_germany_old","is_in_geographic_region = geographic_region_south_germany_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_south_germany_old","RUNTIME_OBSERVED","PATCH_EXACT_FOOTPRINT"
"B01-020","B01_GEOGRAPHY","","common/journal_entries/01_natural_borders_of_france.txt","150","region = sr:region_rhine","candidate_owner_capital_state","geographic_region_rhine_old","is_in_geographic_region = geographic_region_rhine_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_rhine_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-021","B01_GEOGRAPHY","","common/journal_entries/01_natural_borders_of_france.txt","151","region = sr:region_north_germany","candidate_owner_capital_state","geographic_region_north_germany_old","is_in_geographic_region = geographic_region_north_germany_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_north_germany_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-022","B01_GEOGRAPHY","","common/journal_entries/01_natural_borders_of_france.txt","152","region = sr:region_south_germany","candidate_owner_capital_state","geographic_region_south_germany_old","is_in_geographic_region = geographic_region_south_germany_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_south_germany_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-023","B01_GEOGRAPHY","","common/journal_entries/01_natural_borders_of_france.txt","185","region = sr:region_rhine","any_country_capital_state","geographic_region_rhine_old","is_in_geographic_region = geographic_region_rhine_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_rhine_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-024","B01_GEOGRAPHY","","common/journal_entries/01_natural_borders_of_france.txt","186","region = sr:region_north_germany","any_country_capital_state","geographic_region_north_germany_old","is_in_geographic_region = geographic_region_north_germany_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_north_germany_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-025","B01_GEOGRAPHY","","common/journal_entries/01_natural_borders_of_france.txt","187","region = sr:region_south_germany","any_country_capital_state","geographic_region_south_germany_old","is_in_geographic_region = geographic_region_south_germany_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_south_germany_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-026","B01_GEOGRAPHY","","common/journal_entries/01_natural_borders_of_france.txt","199","region = sr:region_rhine","any_scope_state","geographic_region_rhine_old","is_in_geographic_region = geographic_region_rhine_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_rhine_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-027","B01_GEOGRAPHY","","common/journal_entries/01_natural_borders_of_france.txt","200","region = sr:region_north_germany","any_scope_state","geographic_region_north_germany_old","is_in_geographic_region = geographic_region_north_germany_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_north_germany_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-028","B01_GEOGRAPHY","","common/journal_entries/01_natural_borders_of_france.txt","201","region = sr:region_south_germany","any_scope_state","geographic_region_south_germany_old","is_in_geographic_region = geographic_region_south_germany_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_south_germany_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-029","B01_GEOGRAPHY","RR-07","common/journal_entries/02_south_america_migration.txt","154","region = sr:region_mexico","capital_state","geographic_region_mexico_old","is_in_geographic_region = geographic_region_mexico_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_mexico_old","RUNTIME_OBSERVED","PATCH_EXACT_FOOTPRINT"
"B01-030","B01_GEOGRAPHY","","common/journal_entries/02_south_america_migration.txt","155","region = sr:region_central_america","capital_state","geographic_region_central_america_old","is_in_geographic_region = geographic_region_central_america_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_central_america_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-031","B01_GEOGRAPHY","","common/journal_entries/02_south_america_migration.txt","193","region = sr:region_mexico","every_scope_state","geographic_region_mexico_old","is_in_geographic_region = geographic_region_mexico_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_mexico_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-032","B01_GEOGRAPHY","","common/journal_entries/02_south_america_migration.txt","194","region = sr:region_central_america","every_scope_state","geographic_region_central_america_old","is_in_geographic_region = geographic_region_central_america_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_central_america_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-033","B01_GEOGRAPHY","","common/journal_entries/02_south_america_migration.txt","229","region = sr:region_mexico","every_scope_state","geographic_region_mexico_old","is_in_geographic_region = geographic_region_mexico_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_mexico_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-034","B01_GEOGRAPHY","","common/journal_entries/02_south_america_migration.txt","230","region = sr:region_central_america","every_scope_state","geographic_region_central_america_old","is_in_geographic_region = geographic_region_central_america_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_central_america_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-035","B01_GEOGRAPHY","","common/journal_entries/02_south_america_migration.txt","248","region = sr:region_mexico","every_scope_state","geographic_region_mexico_old","is_in_geographic_region = geographic_region_mexico_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_mexico_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-036","B01_GEOGRAPHY","","common/journal_entries/02_south_america_migration.txt","249","region = sr:region_central_america","every_scope_state","geographic_region_central_america_old","is_in_geographic_region = geographic_region_central_america_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_central_america_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-037","B01_GEOGRAPHY","","common/journal_entries/06_cuba.txt","225","region = sr:region_iberia","overlord_capital_state","geographic_region_iberia_old","is_in_geographic_region = geographic_region_iberia_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_iberia_old","RUNTIME_OBSERVED","PATCH_EXACT_FOOTPRINT"
"B01-038","B01_GEOGRAPHY","","common/journal_entries/07_american_mod_jes.txt","51","region = sr:region_dixie","any_scope_state","geographic_region_dixie_old","is_in_geographic_region = geographic_region_dixie_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_dixie_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-039","B01_GEOGRAPHY","RR-08","common/journal_entries/07_american_mod_jes.txt","118","region = sr:region_dixie","any_scope_state","geographic_region_dixie_old","is_in_geographic_region = geographic_region_dixie_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_dixie_old","RUNTIME_OBSERVED","PATCH_EXACT_FOOTPRINT"
"B01-040","B01_GEOGRAPHY","RR-04","common/scripted_buttons/00_new_colonial_admins.txt","114","region = sr:region_persia","state_scope_selector_or_iterator","geographic_region_persia_old","is_in_geographic_region = geographic_region_persia_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_persia_old","RUNTIME_OBSERVED","PATCH_EXACT_FOOTPRINT"
"B01-041","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","127","region = sr:region_persia","state_scope_selector_or_iterator","geographic_region_persia_old","is_in_geographic_region = geographic_region_persia_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_persia_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-042","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","154","region = sr:region_persia","state_scope_selector_or_iterator","geographic_region_persia_old","is_in_geographic_region = geographic_region_persia_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_persia_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-043","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","160","region = sr:region_persia","state_scope_selector_or_iterator","geographic_region_persia_old","is_in_geographic_region = geographic_region_persia_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_persia_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-044","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","169","region = sr:region_persia","state_scope_selector_or_iterator","geographic_region_persia_old","is_in_geographic_region = geographic_region_persia_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_persia_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-045","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","176","region = sr:region_persia","state_scope_selector_or_iterator","geographic_region_persia_old","is_in_geographic_region = geographic_region_persia_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_persia_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-046","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","457","region = sr:region_madras","state_scope_selector_or_iterator","geographic_region_madras_old","is_in_geographic_region = geographic_region_madras_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_madras_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-047","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","484","region = sr:region_madras","state_scope_selector_or_iterator","geographic_region_madras_old","is_in_geographic_region = geographic_region_madras_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_madras_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-048","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","490","region = sr:region_madras","state_scope_selector_or_iterator","geographic_region_madras_old","is_in_geographic_region = geographic_region_madras_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_madras_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-049","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","499","region = sr:region_madras","state_scope_selector_or_iterator","geographic_region_madras_old","is_in_geographic_region = geographic_region_madras_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_madras_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-050","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","506","region = sr:region_madras","state_scope_selector_or_iterator","geographic_region_madras_old","is_in_geographic_region = geographic_region_madras_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_madras_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-051","B01_GEOGRAPHY","RR-05","common/scripted_buttons/00_new_colonial_admins.txt","553","region = sr:region_arabic","state_scope_selector_or_iterator","geographic_region_arabic_old","is_in_geographic_region = geographic_region_arabic_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_arabic_old","RUNTIME_OBSERVED","PATCH_EXACT_FOOTPRINT"
"B01-052","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","566","region = sr:region_arabic","state_scope_selector_or_iterator","geographic_region_arabic_old","is_in_geographic_region = geographic_region_arabic_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_arabic_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-053","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","593","region = sr:region_arabic","state_scope_selector_or_iterator","geographic_region_arabic_old","is_in_geographic_region = geographic_region_arabic_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_arabic_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-054","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","599","region = sr:region_arabic","state_scope_selector_or_iterator","geographic_region_arabic_old","is_in_geographic_region = geographic_region_arabic_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_arabic_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-055","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","608","region = sr:region_arabic","state_scope_selector_or_iterator","geographic_region_arabic_old","is_in_geographic_region = geographic_region_arabic_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_arabic_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-056","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","615","region = sr:region_arabic","state_scope_selector_or_iterator","geographic_region_arabic_old","is_in_geographic_region = geographic_region_arabic_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_arabic_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-057","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","776","region = sr:region_bengal","state_scope_selector_or_iterator","geographic_region_bengal_old","is_in_geographic_region = geographic_region_bengal_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bengal_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-058","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","803","region = sr:region_bengal","state_scope_selector_or_iterator","geographic_region_bengal_old","is_in_geographic_region = geographic_region_bengal_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bengal_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-059","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","809","region = sr:region_bengal","state_scope_selector_or_iterator","geographic_region_bengal_old","is_in_geographic_region = geographic_region_bengal_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bengal_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-060","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","818","region = sr:region_bengal","state_scope_selector_or_iterator","geographic_region_bengal_old","is_in_geographic_region = geographic_region_bengal_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bengal_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-061","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","825","region = sr:region_bengal","state_scope_selector_or_iterator","geographic_region_bengal_old","is_in_geographic_region = geographic_region_bengal_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bengal_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-062","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","877","region = sr:region_bombay","state_scope_selector_or_iterator","geographic_region_bombay_old","is_in_geographic_region = geographic_region_bombay_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bombay_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-063","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","904","region = sr:region_bombay","state_scope_selector_or_iterator","geographic_region_bombay_old","is_in_geographic_region = geographic_region_bombay_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bombay_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-064","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","910","region = sr:region_bombay","state_scope_selector_or_iterator","geographic_region_bombay_old","is_in_geographic_region = geographic_region_bombay_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bombay_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-065","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","919","region = sr:region_bombay","state_scope_selector_or_iterator","geographic_region_bombay_old","is_in_geographic_region = geographic_region_bombay_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bombay_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-066","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","926","region = sr:region_bombay","state_scope_selector_or_iterator","geographic_region_bombay_old","is_in_geographic_region = geographic_region_bombay_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bombay_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-067","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","1197","region = sr:region_arabic","state_scope_selector_or_iterator","geographic_region_arabic_old","is_in_geographic_region = geographic_region_arabic_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_arabic_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-068","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","1228","region = sr:region_arabic","state_scope_selector_or_iterator","geographic_region_arabic_old","is_in_geographic_region = geographic_region_arabic_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_arabic_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-069","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","1234","region = sr:region_arabic","state_scope_selector_or_iterator","geographic_region_arabic_old","is_in_geographic_region = geographic_region_arabic_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_arabic_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-070","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","1475","region = sr:region_bengal","state_scope_selector_or_iterator","geographic_region_bengal_old","is_in_geographic_region = geographic_region_bengal_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bengal_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-071","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","1505","region = sr:region_bengal","state_scope_selector_or_iterator","geographic_region_bengal_old","is_in_geographic_region = geographic_region_bengal_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bengal_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-072","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","1511","region = sr:region_bengal","state_scope_selector_or_iterator","geographic_region_bengal_old","is_in_geographic_region = geographic_region_bengal_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bengal_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
"B01-073","B01_GEOGRAPHY","","common/scripted_buttons/00_new_colonial_admins.txt","1565","region = sr:region_bombay","state_scope_selector_or_iterator","geographic_region_bombay_old","is_in_geographic_region = geographic_region_bombay_old","Victoria 3 1.13.9 game/common/geographic_regions/06_old_strategic_regions.txt defines geographic_region_bombay_old","LATENT_STATIC_SWEEP","PATCH_EXACT_FOOTPRINT"
