"path","location","status","size","sha256","utf8_bom","lf_only","purpose","scenario","state_region","original_owner","prepared_owner","territorial_mutation_count","radical_call_count","west_bengal_bic_required_before","west_bengal_bic_absent_after","bombay_bic_present_after","east_bengal_unchanged","calls_sepoy_event_2","automatic_option_choice","custom_tooltip_count","notes"
"events/zz_sepoy_functional_test_e1_events.txt","disposable_copy","UNCHANGED_CONTROL","1620","FDFCEE011219F08F3FB3296310EC28959F6ACEEBA7FA63EED439F2E9A045C079","True","True","E-1 Bombay runtime harness control","E-1","STATE_BOMBAY; STATE_WEST_BENGAL","POR","BIC","1","2","true","false","true","true","0","False","1","Existing controls match C1AA; E-2 files are new in C1AC"
"events/zz_sepoy_functional_test_e2_events.txt","disposable_copy","CREATED","1674","49E98E6D1CC077C7AA7462CCB5BEC286BB53DC85F4E5449C1BA826FD840B71C9","True","True","E-2 availability harness","E-2","STATE_BOMBAY; STATE_WEST_BENGAL","POR Bombay; BIC West Bengal","BIC Bombay; COO West Bengal","2","0","true","true","true","true","0","False","1","Existing controls match C1AA; E-2 files are new in C1AC"
"events/zz_sepoy_functional_test_events.txt","disposable_copy","UNCHANGED_CONTROL","466","E69B386716B7E33BC311CF3450C89B0605A0E92AA6C74B689591171810D156EE","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"events/zz_sepoy_radical_diagnostic_e1d_events.txt","disposable_copy","UNCHANGED_CONTROL","2449","B962465965502A6F4532957EF41EC654072EF28B7EE9A68AE850BD74280E89F8","True","True","E1D radical diagnostic control","E1D","STATE_BOMBAY; STATE_WEST_BENGAL","N/A","N/A","0","4","N/A","N/A","true","true","0","False","1","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/english/zz_sepoy_functional_test_a1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1376","3A0ABAD442262E0F20E76C23BDBBB596D0914EBC8FCB373715663907695863E9","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/english/zz_sepoy_functional_test_a2_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1407","882ED5B6B51095923FB614F27E03944C04DA25F3A236CC56685000D8154A8EF9","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/english/zz_sepoy_functional_test_a3_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2054","22F4BA0CF7046762419EE1CC728DCBE28AD017CAA87A584C5255D342499B9C95","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/english/zz_sepoy_functional_test_b1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2146","964B6620D7A09E4F5C3C6DD629870C0ADBA69DD529D4F96CA8C0DA7714149673","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/english/zz_sepoy_functional_test_c1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2345","FA8DED06482051D664529F133FDE1F43406A3C22C3BA4F2DD41EDDB76E9C5F26","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/english/zz_sepoy_functional_test_e1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2396","B214114C69916E07FB16FB5FE8721E14DC354B46304D05E724DE6B60B88DAA00","True","True","E-1 Bombay runtime harness control","E-1","STATE_BOMBAY; STATE_WEST_BENGAL","POR","BIC","0","0","true","false","true","true","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/english/zz_sepoy_functional_test_e2_l_english.yml","disposable_copy","CREATED","2227","29D1CEC499627489246E82F376935C89B0435B007149DABFE6A6B81FDD5347B4","True","True","E-2 availability harness","E-2","STATE_BOMBAY; STATE_WEST_BENGAL","POR Bombay; BIC West Bengal","BIC Bombay; COO West Bengal","0","0","true","true","true","true","1","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/english/zz_sepoy_functional_test_l_english.yml","disposable_copy","UNCHANGED_CONTROL","556","93BF3B0FEF1FD871ABE77ED8CA4EBDCD7258ED7F085F9928B6E103D4F0BFA6EF","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/english/zz_sepoy_radical_diagnostic_e1d_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1280","3185D2F93957C115DD2AA17FBA06B5F7EEE6ACFE2769A65E40D3BC2653E2EE4B","True","True","E1D radical diagnostic control","E1D","STATE_BOMBAY; STATE_WEST_BENGAL","N/A","N/A","0","0","N/A","N/A","true","true","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/french/zz_sepoy_functional_test_a1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1560","791FEF8CD8240C88D7BD3AA2EB87CB99FCCD31A73529D428F6FD332BCAD720B3","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/french/zz_sepoy_functional_test_a2_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1546","0C50B823D8E96B8C4DF3F44E96A13F2010967ED307DF858AB0298BB20AEC630A","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/french/zz_sepoy_functional_test_a3_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2314","55A333929F162BEAD50D6D955AAEA08B20151A803F9EE74A085B28B372232E36","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/french/zz_sepoy_functional_test_b1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2562","EC5C3CA83C39EC2F735D940876A31D7415A2CB8F84E248DC449ED74B6EB9812D","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/french/zz_sepoy_functional_test_c1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2731","2FD0E74D30B0A89321F0FBA707AF29270F9D52A9BD7166BADA9A6E4E1386135C","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/french/zz_sepoy_functional_test_e1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2818","D5F1BB1EDC06C1C5DC48B756DF1E7E072ACE1C3F34B0E2A3ED4978297B7825FE","True","True","E-1 Bombay runtime harness control","E-1","STATE_BOMBAY; STATE_WEST_BENGAL","POR","BIC","0","0","true","false","true","true","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/french/zz_sepoy_functional_test_e2_l_french.yml","disposable_copy","CREATED","2676","6218678091C156F0CF8C4A4F80FB4C8D29780B5F2F623CE447AC52F744ED8CEF","True","True","E-2 availability harness","E-2","STATE_BOMBAY; STATE_WEST_BENGAL","POR Bombay; BIC West Bengal","BIC Bombay; COO West Bengal","0","0","true","true","true","true","1","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/french/zz_sepoy_functional_test_l_french.yml","disposable_copy","UNCHANGED_CONTROL","627","59EAC034463C9976944AF8E170912ED4C3C20329E08D749EC0FD901096B67C87","True","True","Pre-existing disposable harness","LEGACY","N/A","N/A","N/A","0","0","N/A","N/A","N/A","N/A","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"localization/french/zz_sepoy_radical_diagnostic_e1d_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1441","59349FE6D79851952B6B1EF1246613BED04A9049BC9740FE33051C26A65B157D","True","True","E1D radical diagnostic control","E1D","STATE_BOMBAY; STATE_WEST_BENGAL","N/A","N/A","0","0","N/A","N/A","true","true","0","False","0","Existing controls match C1AA; E-2 files are new in C1AC"
"events/india_events/sepoy_mutiny_events.txt","fork","UNCHANGED_CONTROL","63658","51F489F00FA6CB2D7BBF1D1FDC587104F2A17D4932187DAA8BBE954F7312A9FB","True","True","Real Sepoy event control","REAL","STATE_WEST_BENGAL; STATE_BOMBAY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Byte-identical fork control"
"events/india_events/sepoy_mutiny_events.txt","disposable_copy","UNCHANGED_CONTROL","63658","51F489F00FA6CB2D7BBF1D1FDC587104F2A17D4932187DAA8BBE954F7312A9FB","True","True","Real Sepoy event copy control","REAL","STATE_WEST_BENGAL; STATE_BOMBAY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Byte-identical to fork"
"common/journal_entries/04_sepoy_mutiny.txt","fork","UNCHANGED_CONTROL","16040","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","True","True","Sepoy journal control","REAL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Unchanged"
"common/journal_entries/04_sepoy_mutiny.txt","disposable_copy","UNCHANGED_CONTROL","16040","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","True","True","Sepoy journal copy control","REAL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Byte-identical to fork"
"descriptor.mod","disposable_copy","UNCHANGED_CONTROL","104","1921791546626A938E18EEADC765538120325AFA87E0EA309C2C3C6502175B40","False","False","Internal disposable descriptor","CONTROL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No remote_file_id"
"DISPOSABLE_SEPOY_TEST_COPY.txt","disposable_copy","UNCHANGED_CONTROL","406","280066169F9D9D7020FEF4342264D18C5B1613CA40B74D519ADD4E7F3492838A","False","False","Disposable-copy marker","CONTROL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Do not publish or enable with main fork"
"1776_Age_of_Revolutions_sepoy_test.mod","launcher_descriptor","UNCHANGED_CONTROL","206","FBFDFB891E3E355C05ED996B4A6866475E259081E8196187A2424C9DECCC3733","False","False","Launcher descriptor","CONTROL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Path-bearing descriptor unchanged"
"docs/reports/hotfix/HOTFIX_5C2E4C1AC_SEPOY_E2_STATIC_SETUP.md","fork","CREATED_REPORT","14052","89722E445387EB7FA24072F481D8C42292AEE83586FA34638E752FBAA40BAD9D","False","True","C1AC static setup report","E-2","STATE_BOMBAY; STATE_WEST_BENGAL","POR; BIC","BIC; COO","2","0","true","true","true","true","1","false","3","45 required sections"
"docs/reports/hotfix/HOTFIX_5C2E4C1AC_E2_HARNESS_MANIFEST.csv","fork","SELF_REFERENTIAL","SELF","SELF","N/A","N/A","C1AC harness manifest","E-2","STATE_BOMBAY; STATE_WEST_BENGAL","POR; BIC","BIC; COO","2","0","true","true","true","true","1","false","3","Self-referential row"
