object_type,object_id,name,localization_key,description_key,icon,source_file,technology_requirement,parent_category,compatible_hulls,slot_type,effects,construction_cost,maintenance,AI_logic,DLC_requirement,notes
COMPONENT,ship_mod_monitor_range_high,$ship_mod_increased_stowage$,ship_mod_monitor_range_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_high.dds,common/ship_modifications/00_ship_modifications.txt:782,NONE,ship_mod_slot_range,ship_type_monitor,ship_mod_slot_range,ship_supply_capacity_add=115; ship_supply_efficiency_add=0.25,goods_input_groceries_add=26,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
PROTECTION,ship_mod_coastal_defense_ship_armor_light,$ship_mod_light_iron_breastwork$,ship_mod_coastal_defense_ship_armor_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_low.dds,common/ship_modifications/00_ship_modifications.txt:805,NONE,ship_mod_slot_armor,ship_type_coastal_defense_ship,ship_mod_slot_armor,ship_armor_add=20; ship_hit_points_max_add=250,goods_input_iron_add=8,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROTECTION,ship_mod_coastal_defense_ship_armor_medium,$ship_mod_armored_breastwork$,ship_mod_coastal_defense_ship_armor_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_mid.dds,common/ship_modifications/00_ship_modifications.txt:826,NONE,ship_mod_slot_armor,ship_type_coastal_defense_ship,ship_mod_slot_armor,ship_armor_add=45; ship_hit_points_max_add=600,goods_input_iron_add=12,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROTECTION,ship_mod_coastal_defense_ship_armor_high,$ship_mod_heavy_armored_breastwork$,ship_mod_coastal_defense_ship_armor_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_high.dds,common/ship_modifications/00_ship_modifications.txt:847,NONE,ship_mod_slot_armor,ship_type_coastal_defense_ship,ship_mod_slot_armor,ship_armor_add=90; ship_hit_points_max_add=1200,goods_input_iron_add=20,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_coastal_defense_ship_guns_light,Twin 10-in RML,ship_mod_coastal_defense_ship_guns_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_low.dds,common/ship_modifications/00_ship_modifications.txt:868,NONE,ship_mod_slot_guns,ship_type_coastal_defense_ship,ship_mod_slot_guns,ship_hull_damage_add=45; ship_crew_damage_add=30; ship_critical_hit_chance_add=0.1; ship_vulnerability_add=6,goods_input_artillery_add=8; goods_input_ammunition_add=2,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_coastal_defense_ship_guns_medium,2 x Twin 10-in RML,ship_mod_coastal_defense_ship_guns_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_mid.dds,common/ship_modifications/00_ship_modifications.txt:892,NONE,ship_mod_slot_guns,ship_type_coastal_defense_ship,ship_mod_slot_guns,ship_hull_damage_add=85; ship_crew_damage_add=50; ship_critical_hit_chance_add=0.15; ship_vulnerability_add=15,goods_input_artillery_add=15; goods_input_ammunition_add=4,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_coastal_defense_ship_guns_high,2 x Twin 12-in RML,ship_mod_coastal_defense_ship_guns_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_high.dds,common/ship_modifications/00_ship_modifications.txt:916,NONE,ship_mod_slot_guns,ship_type_coastal_defense_ship,ship_mod_slot_guns,ship_hull_damage_add=125; ship_crew_damage_add=70; ship_critical_hit_chance_add=0.2; ship_vulnerability_add=30,goods_input_artillery_add=22; goods_input_ammunition_add=4,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROPULSION,ship_mod_coastal_defense_ship_propulsion_light,$ship_mod_compound_engine$,ship_mod_coastal_defense_ship_propulsion_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_propulsion_low.dds,common/ship_modifications/00_ship_modifications.txt:940,NONE,ship_mod_slot_propulsion,ship_type_coastal_defense_ship,ship_mod_slot_propulsion,ship_movement_speed_add=8,goods_input_engines_add=10; goods_input_coal_add=8,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROPULSION,ship_mod_coastal_defense_ship_propulsion_medium,$ship_mod_twin_screw_compound_engine$,ship_mod_coastal_defense_ship_propulsion_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_propulsion_mid.dds,common/ship_modifications/00_ship_modifications.txt:961,NONE,ship_mod_slot_propulsion,ship_type_coastal_defense_ship,ship_mod_slot_propulsion,ship_movement_speed_add=10,goods_input_engines_add=15; goods_input_coal_add=10,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROPULSION,ship_mod_coastal_defense_ship_propulsion_high,$ship_mod_triple_expansion_engine$,ship_mod_coastal_defense_ship_propulsion_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_propulsion_high.dds,common/ship_modifications/00_ship_modifications.txt:982,NONE,ship_mod_slot_propulsion,ship_type_coastal_defense_ship,ship_mod_slot_propulsion,ship_movement_speed_add=12.5,goods_input_engines_add=20; goods_input_coal_add=12,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
COMPONENT,ship_mod_coastal_defense_ship_range_light,$ship_mod_reduced_stowage$,ship_mod_coastal_defense_ship_range_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_low.dds,common/ship_modifications/00_ship_modifications.txt:1003,NONE,ship_mod_slot_range,ship_type_coastal_defense_ship,ship_mod_slot_range,ship_supply_capacity_add=25,goods_input_groceries_add=8,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
COMPONENT,ship_mod_coastal_defense_ship_range_medium,$ship_mod_standard_stowage$,ship_mod_coastal_defense_ship_range_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_mid.dds,common/ship_modifications/00_ship_modifications.txt:1023,NONE,ship_mod_slot_range,ship_type_coastal_defense_ship,ship_mod_slot_range,ship_supply_capacity_add=60; ship_supply_efficiency_add=0.1,goods_input_groceries_add=17,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
COMPONENT,ship_mod_coastal_defense_ship_range_high,$ship_mod_increased_stowage$,ship_mod_coastal_defense_ship_range_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_high.dds,common/ship_modifications/00_ship_modifications.txt:1044,NONE,ship_mod_slot_range,ship_type_coastal_defense_ship,ship_mod_slot_range,ship_supply_capacity_add=125; ship_supply_efficiency_add=0.25,goods_input_groceries_add=26,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier; multiply=ship_mod_coastal_defence_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
PROTECTION,ship_mod_early_ironclad_armor_light,$ship_mod_partial_iron_belt$,ship_mod_early_ironclad_armor_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_low.dds,common/ship_modifications/00_ship_modifications.txt:1067,NONE,ship_mod_slot_armor,ship_type_early_ironclad,ship_mod_slot_armor,ship_armor_add=20; ship_hit_points_max_add=250,goods_input_iron_add=8; goods_input_hardwood_add=3,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROTECTION,ship_mod_early_ironclad_armor_medium,$ship_mod_full_length_iron_belt$,ship_mod_early_ironclad_armor_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_mid.dds,common/ship_modifications/00_ship_modifications.txt:1088,NONE,ship_mod_slot_armor,ship_type_early_ironclad,ship_mod_slot_armor,ship_armor_add=55; ship_hit_points_max_add=675,goods_input_iron_add=15,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROTECTION,ship_mod_early_ironclad_armor_high,$ship_mod_iron_belt_armored_battery$,ship_mod_early_ironclad_armor_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_high.dds,common/ship_modifications/00_ship_modifications.txt:1108,NONE,ship_mod_slot_armor,ship_type_early_ironclad,ship_mod_slot_armor,ship_armor_add=100; ship_hit_points_max_add=1350,goods_input_iron_add=20,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_early_ironclad_guns_light,68-pdr SBML,ship_mod_early_ironclad_guns_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_low.dds,common/ship_modifications/00_ship_modifications.txt:1128,NONE,ship_mod_slot_guns,ship_type_early_ironclad,ship_mod_slot_guns,ship_hull_damage_add=55; ship_crew_damage_add=25; ship_critical_hit_chance_add=0.1; ship_vulnerability_add=7,goods_input_artillery_add=8; goods_input_ammunition_add=2,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_early_ironclad_guns_medium,68-pdr SBML + 7-in RML,ship_mod_early_ironclad_guns_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_mid.dds,common/ship_modifications/00_ship_modifications.txt:1151,NONE,ship_mod_slot_guns,ship_type_early_ironclad,ship_mod_slot_guns,ship_hull_damage_add=100; ship_crew_damage_add=45; ship_critical_hit_chance_add=0.15; ship_vulnerability_add=18,goods_input_artillery_add=15; goods_input_ammunition_add=4,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_early_ironclad_guns_high,7-in RML,ship_mod_early_ironclad_guns_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_high.dds,common/ship_modifications/00_ship_modifications.txt:1174,NONE,ship_mod_slot_guns,ship_type_early_ironclad,ship_mod_slot_guns,ship_hull_damage_add=145; ship_crew_damage_add=65; ship_critical_hit_chance_add=0.2; ship_vulnerability_add=35,goods_input_artillery_add=22; goods_input_ammunition_add=4,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROPULSION,ship_mod_early_ironclad_propulsion_light,$ship_mod_full_sail_rig_single_expansion_engine$,ship_mod_early_ironclad_propulsion_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_propulsion_low.dds,common/ship_modifications/00_ship_modifications.txt:1197,NONE,ship_mod_slot_propulsion,ship_type_early_ironclad,ship_mod_slot_propulsion,ship_movement_speed_add=9,goods_input_fabric_add=5; goods_input_engines_add=8; goods_input_coal_add=5,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROPULSION,ship_mod_early_ironclad_propulsion_medium,$ship_mod_barque_rig_compound_engine$,ship_mod_early_ironclad_propulsion_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_propulsion_mid.dds,common/ship_modifications/00_ship_modifications.txt:1218,NONE,ship_mod_slot_propulsion,ship_type_early_ironclad,ship_mod_slot_propulsion,ship_movement_speed_add=10.5,goods_input_fabric_add=5; goods_input_engines_add=12; goods_input_coal_add=6,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROPULSION,ship_mod_early_ironclad_propulsion_high,$ship_mod_compound_engine$,ship_mod_early_ironclad_propulsion_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_propulsion_high.dds,common/ship_modifications/00_ship_modifications.txt:1239,NONE,ship_mod_slot_propulsion,ship_type_early_ironclad,ship_mod_slot_propulsion,ship_movement_speed_add=12.5,goods_input_fabric_add=3; goods_input_engines_add=18; goods_input_coal_add=8,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
COMPONENT,ship_mod_early_ironclad_range_light,$ship_mod_reduced_stowage$,ship_mod_early_ironclad_range_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_low.dds,common/ship_modifications/00_ship_modifications.txt:1260,NONE,ship_mod_slot_range,ship_type_early_ironclad,ship_mod_slot_range,ship_carrying_capacity_add=0.1; ship_marine_capacity_add=0.05; ship_supply_capacity_add=30,goods_input_groceries_add=10,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
COMPONENT,ship_mod_early_ironclad_range_medium,$ship_mod_standard_stowage$,ship_mod_early_ironclad_range_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_mid.dds,common/ship_modifications/00_ship_modifications.txt:1281,NONE,ship_mod_slot_range,ship_type_early_ironclad,ship_mod_slot_range,ship_carrying_capacity_add=0.25; ship_supply_capacity_add=70; ship_marine_capacity_add=0.125; ship_supply_efficiency_add=0.1,goods_input_groceries_add=19,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
COMPONENT,ship_mod_early_ironclad_range_high,$ship_mod_increased_stowage$,ship_mod_early_ironclad_range_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_high.dds,common/ship_modifications/00_ship_modifications.txt:1303,NONE,ship_mod_slot_range,ship_type_early_ironclad,ship_mod_slot_range,ship_carrying_capacity_add=0.5; ship_supply_capacity_add=140; ship_marine_capacity_add=0.25; ship_supply_efficiency_add=0.25,goods_input_groceries_add=29,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
PROTECTION,ship_mod_modern_ironclad_armor_light,$ship_mod_compound_belt$,ship_mod_modern_ironclad_armor_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_low.dds,common/ship_modifications/00_ship_modifications.txt:1327,NONE,ship_mod_slot_armor,ship_type_modern_ironclad,ship_mod_slot_armor,ship_armor_add=45; ship_hit_points_max_add=375,goods_input_iron_add=5; goods_input_steel_add=8,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROTECTION,ship_mod_modern_ironclad_armor_medium,$ship_mod_compound_citadel$,ship_mod_modern_ironclad_armor_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_mid.dds,common/ship_modifications/00_ship_modifications.txt:1348,NONE,ship_mod_slot_armor,ship_type_modern_ironclad,ship_mod_slot_armor,ship_armor_add=110; ship_hit_points_max_add=825,goods_input_steel_add=15; goods_input_iron_add=3,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROTECTION,ship_mod_modern_ironclad_armor_high,$ship_mod_heavy_compound_citadel$,ship_mod_modern_ironclad_armor_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_high.dds,common/ship_modifications/00_ship_modifications.txt:1369,NONE,ship_mod_slot_armor,ship_type_modern_ironclad,ship_mod_slot_armor,ship_armor_add=225; ship_hit_points_max_add=1750,goods_input_steel_add=22,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier; multiply=ship_mod_capital_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_modern_ironclad_guns_light,4 x 10-in BL,ship_mod_modern_ironclad_guns_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_low.dds,common/ship_modifications/00_ship_modifications.txt:1390,NONE,ship_mod_slot_guns,ship_type_modern_ironclad,ship_mod_slot_guns,ship_hull_damage_add=75; ship_crew_damage_add=40; ship_critical_hit_chance_add=0.1; ship_vulnerability_add=8,goods_input_artillery_add=10; goods_input_ammunition_add=3,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_modern_ironclad_guns_medium,2 x 13.5-in BL + 2 x 10-in BL,ship_mod_modern_ironclad_guns_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_mid.dds,common/ship_modifications/00_ship_modifications.txt:1413,NONE,ship_mod_slot_guns,ship_type_modern_ironclad,ship_mod_slot_guns,ship_hull_damage_add=135; ship_crew_damage_add=65; ship_critical_hit_chance_add=0.15; ship_vulnerability_add=20,goods_input_artillery_add=18; goods_input_ammunition_add=5,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_modern_ironclad_guns_high,4 x 13.5-in BL,ship_mod_modern_ironclad_guns_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_high.dds,common/ship_modifications/00_ship_modifications.txt:1436,NONE,ship_mod_slot_guns,ship_type_modern_ironclad,ship_mod_slot_guns,ship_hull_damage_add=195; ship_crew_damage_add=90; ship_critical_hit_chance_add=0.2; ship_vulnerability_add=40,goods_input_artillery_add=25; goods_input_ammunition_add=5,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier; multiply=ship_mod_capital_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROPULSION,ship_mod_modern_ironclad_propulsion_light,$ship_mod_compound_engine$,ship_mod_modern_ironclad_propulsion_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_propulsion_low.dds,common/ship_modifications/00_ship_modifications.txt:1460,NONE,ship_mod_slot_propulsion,ship_type_modern_ironclad,ship_mod_slot_propulsion,ship_movement_speed_add=8.5,goods_input_engines_add=10; goods_input_coal_add=8,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROPULSION,ship_mod_modern_ironclad_propulsion_medium,$ship_mod_triple_expansion_engine$,ship_mod_modern_ironclad_propulsion_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_propulsion_mid.dds,common/ship_modifications/00_ship_modifications.txt:1480,NONE,ship_mod_slot_propulsion,ship_type_modern_ironclad,ship_mod_slot_propulsion,ship_movement_speed_add=11,goods_input_engines_add=18; goods_input_coal_add=12,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROPULSION,ship_mod_modern_ironclad_propulsion_high,$ship_mod_te_forced_draft$,ship_mod_modern_ironclad_propulsion_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_propulsion_high.dds,common/ship_modifications/00_ship_modifications.txt:1500,NONE,ship_mod_slot_propulsion,ship_type_modern_ironclad,ship_mod_slot_propulsion,ship_movement_speed_add=13,goods_input_engines_add=25; goods_input_coal_add=15,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
COMPONENT,ship_mod_modern_ironclad_range_light,$ship_mod_reduced_stowage$,ship_mod_modern_ironclad_range_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_low.dds,common/ship_modifications/00_ship_modifications.txt:1520,NONE,ship_mod_slot_range,ship_type_modern_ironclad,ship_mod_slot_range,ship_carrying_capacity_add=0.1; ship_marine_capacity_add=0.05; ship_supply_capacity_add=35,goods_input_groceries_add=14,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
COMPONENT,ship_mod_modern_ironclad_range_medium,$ship_mod_standard_stowage$,ship_mod_modern_ironclad_range_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_mid.dds,common/ship_modifications/00_ship_modifications.txt:1541,NONE,ship_mod_slot_range,ship_type_modern_ironclad,ship_mod_slot_range,ship_carrying_capacity_add=0.25; ship_supply_capacity_add=90; ship_marine_capacity_add=0.125; ship_supply_efficiency_add=0.1,goods_input_groceries_add=26,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
COMPONENT,ship_mod_modern_ironclad_range_high,$ship_mod_increased_stowage$,ship_mod_modern_ironclad_range_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_range_high.dds,common/ship_modifications/00_ship_modifications.txt:1563,NONE,ship_mod_slot_range,ship_type_modern_ironclad,ship_mod_slot_range,ship_carrying_capacity_add=0.5; ship_supply_capacity_add=180; ship_marine_capacity_add=0.25; ship_supply_efficiency_add=0.25,goods_input_groceries_add=38,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification; range component
PROTECTION,ship_mod_pre_dreadnought_armor_light,$ship_mod_kc_belt$,ship_mod_pre_dreadnought_armor_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_low.dds,common/ship_modifications/00_ship_modifications.txt:1587,NONE,ship_mod_slot_armor,ship_type_pre_dreadnought,ship_mod_slot_armor,ship_armor_add=55; ship_hit_points_max_add=375,goods_input_steel_add=12,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROTECTION,ship_mod_pre_dreadnought_armor_medium,$ship_mod_heavy_kc_belt$,ship_mod_pre_dreadnought_armor_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_mid.dds,common/ship_modifications/00_ship_modifications.txt:1607,NONE,ship_mod_slot_armor,ship_type_pre_dreadnought,ship_mod_slot_armor,ship_armor_add=130; ship_hit_points_max_add=925,goods_input_steel_add=18,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
PROTECTION,ship_mod_pre_dreadnought_armor_high,$ship_mod_kc_citadel_armored_deck$,ship_mod_pre_dreadnought_armor_high,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_armor_high.dds,common/ship_modifications/00_ship_modifications.txt:1627,NONE,ship_mod_slot_armor,ship_type_pre_dreadnought,ship_mod_slot_armor,ship_armor_add=275; ship_hit_points_max_add=1950,goods_input_steel_add=25,inherited/global upkeep calculation,value=3; multiply=ship_mod_market_multiplier; multiply=ship_mod_capital_doctrine,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_pre_dreadnought_guns_light,2 x 12-in BL,ship_mod_pre_dreadnought_guns_light,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_low.dds,common/ship_modifications/00_ship_modifications.txt:1648,NONE,ship_mod_slot_guns,ship_type_pre_dreadnought,ship_mod_slot_guns,ship_hull_damage_add=85; ship_crew_damage_add=35; ship_critical_hit_chance_add=0.1; ship_vulnerability_add=10,goods_input_artillery_add=12; goods_input_ammunition_add=5,inherited/global upkeep calculation,value=1; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
WEAPON,ship_mod_pre_dreadnought_guns_medium,2 x Twin 12-in BL,ship_mod_pre_dreadnought_guns_medium,NONE,gfx/interface/icons/military_icons/navy_icons/ship_designer_icons/ship_designer_guns_mid.dds,common/ship_modifications/00_ship_modifications.txt:1671,NONE,ship_mod_slot_guns,ship_type_pre_dreadnought,ship_mod_slot_guns,ship_hull_damage_add=160; ship_crew_damage_add=65; ship_critical_hit_chance_add=0.15; ship_vulnerability_add=20,goods_input_artillery_add=20; goods_input_ammunition_add=5,inherited/global upkeep calculation,value=2; multiply=ship_mod_market_multiplier,BASE_GAME_FREE_1_13 data; custom authoring/selection UI requires DLC feature ship_designer,vanilla exact family=ship_modification
