relation_type,producer,output,consumer,technology,ai_bootstrap,source_file,notes
DEMAND_EDGE,,alloys,pm_arc_welded_buildings,NONE,STRATEGY_STANCE,common/production_methods/ztr_construction_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_arc_welding_shipbuilding,arc_welding,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_arcades,elevator,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_assault_rifles,assault_rifles,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_automation_closed_loop_system,hdpe,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_automobile_production,combustion_engine,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_bolt_action_rifles,bolt_action_rifles,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_breech_loaders,breech_loading_artillery,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_computer_teleprinters,computer,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_designers_furniture_collections,fast_modular_furniture,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_electric_streetlights,electrical_generation,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_elgar_digital_instruments,global_music,STRATEGY_STANCE,common/production_methods/ztr_modified_mr_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_elgar_electric_instruments,rock_and_roll,STRATEGY_STANCE,common/production_methods/ztr_modified_mr_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_elgar_industrial_instruments,mechanical_tools,STRATEGY_STANCE,common/production_methods/ztr_modified_mr_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_embedded_control_circuit,embedded_control_systems,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_ev_motors,electric_vehicles,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_fast_modular_furniture_systems,fast_modular_furniture,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_fusion_reactor,nuclear_fusion_reactor,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_gas_streetlights,coal_gasification,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_guided_missiles_building_munition_plant,guided_missiles,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_hydrogen_bomb,hydrogen_bomb,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_integrated_circuit,integrated_circuits,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_lead_acid_battery,electric_railway,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_lithium_battery,lithium_battery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_mass_automobile_production,compression_ignition,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_mechanized_workshops,mechanized_workshops,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_metal_shipbuilding,gantry_cranes,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_mobile_artillery,rocket_artillery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_modern_tools,modern_tools,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_modern_urban_utilities,basic_home_appliances,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_personal_computers,personal_computer,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_prefabricated_concrete_buildings,prefabricated_concrete_buildings,STRATEGY_STANCE,common/production_methods/ztr_construction_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_printed_circuit_board,integrated_circuits,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_recoiled_barrels,automatic_machine_guns,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_repeaters,repeaters,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_rocket_building_munition_plant,rocketery,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_rocket_satellites,satellites,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_rocket_spacecraft,astronautics,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_rubber_grips,vulcanization,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_second_gen_tank_production,blitzkrieg,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_selective_automatic_rifles,semi_automatic_rifle,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_shopping_centers,supermarket,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_smart_city_infrastructure,urban_sustainability,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_smoothbores,shell_gun,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_steel,mechanical_tools,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_steel_frame_buildings,NONE,STRATEGY_STANCE,common/production_methods/ztr_construction_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_third_gen_tank_production,main_battle_tank,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_transistor,semiconductor,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_turbo_diesel_engines,thermal_cracking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_vacuum_tube,electrical_capacitors,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_voltaic_pile,verrier_electromagnetism_tech,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,alloys,pm_wind_turbines,wind_turbines,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
SUPPLY_EDGE,pm_advanced_alloying_techniques,alloys,,silicon,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_basic_smelting_process,alloys,,alloysworking,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_electric_arc_process_alloying,alloys,,electric_arc_process,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_hall_heroult_process,alloys,,bayer_process,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_vacuum_arc_remelting,alloys,,advanced_electric_arc_processes,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_wohler_deville_process,alloys,,bauxite_processing,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
DEMAND_EDGE,,aluminium,pm_advanced_express_trains,vikelas_streamliners_tech,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_advanced_express_trains_principle_transport_3,vikelas_streamliners_tech,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_aluminium_inox_houseware,bauxite_processing,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_aluminium_passenger_carriages,bayer_process,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_assault_rifles,assault_rifles,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_basic_homeappliances,basic_home_appliances,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_civil_planes_production,jet_aviation,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_electric_vehicles_production,electric_vehicles,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_guided_missiles_building_munition_plant,guided_missiles,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_high_speed_trains,bullet_train_tech,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_high_speed_trains_principle_transport_3,bullet_train_tech,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_hybrid_vehicles_production,hybrid_vehicles,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_insulated_packaging,supermarket,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_modern_vehicles_production,modern_transport,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_modular_shipbuilding,modular_shipbuilding,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_moplen_houseware,hdpe,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_prefabricated_concrete_buildings,prefabricated_concrete_buildings,STRATEGY_STANCE,common/production_methods/ztr_construction_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_rocket_probes,space_rocketery,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_rocket_satellites,satellites,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_rocket_spacecraft,astronautics,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_selective_automatic_rifles,semi_automatic_rifle,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_smart_homeappliances,smart_appliances,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_smart_vehicles_production,smart_vehicles,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,aluminium,pm_zeppelins_production,zeppelins,STRATEGY_STANCE,common/production_methods/ztr_military_production_methods.txt,PM activation creates or expands demand
SUPPLY_EDGE,pm_aluminium_recycling,aluminium,,advanced_electric_arc_processes,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_hall_heroult_process,aluminium,,bayer_process,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_mixed_recycling,aluminium,,urban_sustainability,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
SUPPLY_EDGE,pm_wohler_deville_process,aluminium,,bauxite_processing,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,Negative output values are coproduct trade-offs where applicable
DEMAND_EDGE,,batteries,pm_advanced_personal_computers,advanced_personal_computer,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_advanced_turbine_generators,oil_turbine,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_advanced_turbine_generators_2,oil_turbine,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_advanced_turbine_generators_3,oil_turbine,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_cell_phones,mobile_phone,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_computer_teleprinters,computer,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_diesel_engines,compression_ignition,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_early_power_plant,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_early_power_plant_2,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_early_power_plant_3,NONE,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_electric_engines,electric_railway,STRATEGY_STANCE,common/production_methods/ztr_vanilla_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_ev_motors,electric_vehicles,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_geothermal_turbine,geothermal_energy,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_geothermal_turbine_2,geothermal_energy,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_geothermal_turbine_3,geothermal_energy,STRATEGY_STANCE,common/production_methods/ztr_energy_production_methods.txt,PM activation creates or expands demand
DEMAND_EDGE,,batteries,pm_laptops,mobile_devices,STRATEGY_STANCE,common/production_methods/ztr_new_production_methods.txt,PM activation creates or expands demand
