"path","location","status","size_before","size_after","sha256_before","sha256_after","option_2e_only","trigger_before","trigger_after","west_bengal_trigger_removed","bombay_trigger_added","bombay_guard_unchanged","bombay_selection_unchanged","west_bengal_redistribution_unchanged","priority_branches_unchanged","radical_effect_unchanged","harness_unchanged","purpose","notes"
"events/zz_sepoy_functional_test_a2_events.txt","disposable_copy","UNCHANGED_CONTROL","1169","1169","71EC607B1AA2290A429D02AB479B19A84EA54F0A7FF72FB19D0B96C8041B65FB","71EC607B1AA2290A429D02AB479B19A84EA54F0A7FF72FB19D0B96C8041B65FB","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"events/zz_sepoy_functional_test_a3_events.txt","disposable_copy","UNCHANGED_CONTROL","1931","1931","D9F2BFD9E6A614D5065F26A5613C43C5DAC7E6153ED85839FD39457AFA05B633","D9F2BFD9E6A614D5065F26A5613C43C5DAC7E6153ED85839FD39457AFA05B633","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"events/zz_sepoy_functional_test_b1_events.txt","disposable_copy","UNCHANGED_CONTROL","1484","1484","A6C16789215C8934725F74C75CD14D5D27167C1E76101D0EBF7F5FE2E5B5767E","A6C16789215C8934725F74C75CD14D5D27167C1E76101D0EBF7F5FE2E5B5767E","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"events/zz_sepoy_functional_test_c1_events.txt","disposable_copy","UNCHANGED_CONTROL","1462","1462","E4D8EFC14CD004268D33CE374F50FD71B0587DB358DF498AB0251B962F34E313","E4D8EFC14CD004268D33CE374F50FD71B0587DB358DF498AB0251B962F34E313","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"events/zz_sepoy_functional_test_e1_events.txt","disposable_copy","UNCHANGED_CONTROL","1620","1620","FDFCEE011219F08F3FB3296310EC28959F6ACEEBA7FA63EED439F2E9A045C079","FDFCEE011219F08F3FB3296310EC28959F6ACEEBA7FA63EED439F2E9A045C079","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","E-1 Bombay runtime harness control","Matches C1AC size and SHA-256"
"events/zz_sepoy_functional_test_e2_events.txt","disposable_copy","UNCHANGED_CONTROL","1674","1674","49E98E6D1CC077C7AA7462CCB5BEC286BB53DC85F4E5449C1BA826FD840B71C9","49E98E6D1CC077C7AA7462CCB5BEC286BB53DC85F4E5449C1BA826FD840B71C9","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","E-2 availability harness","Matches C1AC size and SHA-256"
"events/zz_sepoy_functional_test_events.txt","disposable_copy","UNCHANGED_CONTROL","466","466","E69B386716B7E33BC311CF3450C89B0605A0E92AA6C74B689591171810D156EE","E69B386716B7E33BC311CF3450C89B0605A0E92AA6C74B689591171810D156EE","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"events/zz_sepoy_radical_diagnostic_e1d_events.txt","disposable_copy","UNCHANGED_CONTROL","2449","2449","B962465965502A6F4532957EF41EC654072EF28B7EE9A68AE850BD74280E89F8","B962465965502A6F4532957EF41EC654072EF28B7EE9A68AE850BD74280E89F8","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","E1D radical diagnostic control","Matches C1AC size and SHA-256"
"localization/english/zz_sepoy_functional_test_a1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1376","1376","3A0ABAD442262E0F20E76C23BDBBB596D0914EBC8FCB373715663907695863E9","3A0ABAD442262E0F20E76C23BDBBB596D0914EBC8FCB373715663907695863E9","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/english/zz_sepoy_functional_test_a2_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1407","1407","882ED5B6B51095923FB614F27E03944C04DA25F3A236CC56685000D8154A8EF9","882ED5B6B51095923FB614F27E03944C04DA25F3A236CC56685000D8154A8EF9","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/english/zz_sepoy_functional_test_a3_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2054","2054","22F4BA0CF7046762419EE1CC728DCBE28AD017CAA87A584C5255D342499B9C95","22F4BA0CF7046762419EE1CC728DCBE28AD017CAA87A584C5255D342499B9C95","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/english/zz_sepoy_functional_test_b1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2146","2146","964B6620D7A09E4F5C3C6DD629870C0ADBA69DD529D4F96CA8C0DA7714149673","964B6620D7A09E4F5C3C6DD629870C0ADBA69DD529D4F96CA8C0DA7714149673","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/english/zz_sepoy_functional_test_c1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2345","2345","FA8DED06482051D664529F133FDE1F43406A3C22C3BA4F2DD41EDDB76E9C5F26","FA8DED06482051D664529F133FDE1F43406A3C22C3BA4F2DD41EDDB76E9C5F26","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/english/zz_sepoy_functional_test_e1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2396","2396","B214114C69916E07FB16FB5FE8721E14DC354B46304D05E724DE6B60B88DAA00","B214114C69916E07FB16FB5FE8721E14DC354B46304D05E724DE6B60B88DAA00","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","E-1 Bombay runtime harness control","Matches C1AC size and SHA-256"
"localization/english/zz_sepoy_functional_test_e2_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2227","2227","29D1CEC499627489246E82F376935C89B0435B007149DABFE6A6B81FDD5347B4","29D1CEC499627489246E82F376935C89B0435B007149DABFE6A6B81FDD5347B4","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","E-2 availability harness","Matches C1AC size and SHA-256"
"localization/english/zz_sepoy_functional_test_l_english.yml","disposable_copy","UNCHANGED_CONTROL","556","556","93BF3B0FEF1FD871ABE77ED8CA4EBDCD7258ED7F085F9928B6E103D4F0BFA6EF","93BF3B0FEF1FD871ABE77ED8CA4EBDCD7258ED7F085F9928B6E103D4F0BFA6EF","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/english/zz_sepoy_radical_diagnostic_e1d_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1280","1280","3185D2F93957C115DD2AA17FBA06B5F7EEE6ACFE2769A65E40D3BC2653E2EE4B","3185D2F93957C115DD2AA17FBA06B5F7EEE6ACFE2769A65E40D3BC2653E2EE4B","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","E1D radical diagnostic control","Matches C1AC size and SHA-256"
"localization/french/zz_sepoy_functional_test_a1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1560","1560","791FEF8CD8240C88D7BD3AA2EB87CB99FCCD31A73529D428F6FD332BCAD720B3","791FEF8CD8240C88D7BD3AA2EB87CB99FCCD31A73529D428F6FD332BCAD720B3","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/french/zz_sepoy_functional_test_a2_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1546","1546","0C50B823D8E96B8C4DF3F44E96A13F2010967ED307DF858AB0298BB20AEC630A","0C50B823D8E96B8C4DF3F44E96A13F2010967ED307DF858AB0298BB20AEC630A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/french/zz_sepoy_functional_test_a3_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2314","2314","55A333929F162BEAD50D6D955AAEA08B20151A803F9EE74A085B28B372232E36","55A333929F162BEAD50D6D955AAEA08B20151A803F9EE74A085B28B372232E36","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/french/zz_sepoy_functional_test_b1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2562","2562","EC5C3CA83C39EC2F735D940876A31D7415A2CB8F84E248DC449ED74B6EB9812D","EC5C3CA83C39EC2F735D940876A31D7415A2CB8F84E248DC449ED74B6EB9812D","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/french/zz_sepoy_functional_test_c1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2731","2731","2FD0E74D30B0A89321F0FBA707AF29270F9D52A9BD7166BADA9A6E4E1386135C","2FD0E74D30B0A89321F0FBA707AF29270F9D52A9BD7166BADA9A6E4E1386135C","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/french/zz_sepoy_functional_test_e1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2818","2818","D5F1BB1EDC06C1C5DC48B756DF1E7E072ACE1C3F34B0E2A3ED4978297B7825FE","D5F1BB1EDC06C1C5DC48B756DF1E7E072ACE1C3F34B0E2A3ED4978297B7825FE","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","E-1 Bombay runtime harness control","Matches C1AC size and SHA-256"
"localization/french/zz_sepoy_functional_test_e2_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2676","2676","6218678091C156F0CF8C4A4F80FB4C8D29780B5F2F623CE447AC52F744ED8CEF","6218678091C156F0CF8C4A4F80FB4C8D29780B5F2F623CE447AC52F744ED8CEF","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","E-2 availability harness","Matches C1AC size and SHA-256"
"localization/french/zz_sepoy_functional_test_l_french.yml","disposable_copy","UNCHANGED_CONTROL","627","627","59EAC034463C9976944AF8E170912ED4C3C20329E08D749EC0FD901096B67C87","59EAC034463C9976944AF8E170912ED4C3C20329E08D749EC0FD901096B67C87","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","Pre-existing disposable harness","Matches C1AC size and SHA-256"
"localization/french/zz_sepoy_radical_diagnostic_e1d_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1441","1441","59349FE6D79851952B6B1EF1246613BED04A9049BC9740FE33051C26A65B157D","59349FE6D79851952B6B1EF1246613BED04A9049BC9740FE33051C26A65B157D","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","E1D radical diagnostic control","Matches C1AC size and SHA-256"
"events/india_events/sepoy_mutiny_events.txt","fork","MODIFIED_TRIGGER_FIX","63658","63653","51F489F00FA6CB2D7BBF1D1FDC587104F2A17D4932187DAA8BBE954F7312A9FB","66465CB840A5D7348E342F233205F0389E46E5E1C5ECA97B17870ED09D93C6BB","true","state_region = s:STATE_WEST_BENGAL","state_region = s:STATE_BOMBAY","true","true","true","true","true","true","true","N/A","Real Sepoy event control","Single 2.e trigger replacement; fork and disposable copy byte-identical"
"events/india_events/sepoy_mutiny_events.txt","disposable_copy","MODIFIED_TRIGGER_FIX","63658","63653","51F489F00FA6CB2D7BBF1D1FDC587104F2A17D4932187DAA8BBE954F7312A9FB","66465CB840A5D7348E342F233205F0389E46E5E1C5ECA97B17870ED09D93C6BB","true","state_region = s:STATE_WEST_BENGAL","state_region = s:STATE_BOMBAY","true","true","true","true","true","true","true","N/A","Real Sepoy event copy control","Single 2.e trigger replacement; fork and disposable copy byte-identical"
"common/journal_entries/04_sepoy_mutiny.txt","fork","UNCHANGED_CONTROL","16040","16040","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sepoy journal control","Unchanged control from C1AC"
"common/journal_entries/04_sepoy_mutiny.txt","disposable_copy","UNCHANGED_CONTROL","16040","16040","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sepoy journal copy control","Unchanged control from C1AC"
"descriptor.mod","disposable_copy","UNCHANGED_CONTROL","104","104","1921791546626A938E18EEADC765538120325AFA87E0EA309C2C3C6502175B40","1921791546626A938E18EEADC765538120325AFA87E0EA309C2C3C6502175B40","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Internal disposable descriptor","Unchanged control from C1AC"
"DISPOSABLE_SEPOY_TEST_COPY.txt","disposable_copy","UNCHANGED_CONTROL","406","406","280066169F9D9D7020FEF4342264D18C5B1613CA40B74D519ADD4E7F3492838A","280066169F9D9D7020FEF4342264D18C5B1613CA40B74D519ADD4E7F3492838A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Disposable-copy marker","Unchanged control from C1AC"
"1776_Age_of_Revolutions_sepoy_test.mod","launcher_descriptor","EXPECTED_DESCRIPTOR_DIFFERENCE","206","206","FBFDFB891E3E355C05ED996B4A6866475E259081E8196187A2424C9DECCC3733","FBFDFB891E3E355C05ED996B4A6866475E259081E8196187A2424C9DECCC3733","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Launcher descriptor","Unchanged control from C1AC"
"docs/reports/hotfix/HOTFIX_5C2E4C1AE_E2_BOMBAY_TRIGGER_FIX.md","fork","CREATED_REPORT","0","10933","N/A","B88AABE23B09B9A44B38CA1F70CC382D94814D64FA0D6909293DDB62DEA75D57","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1AE static trigger correction report","38 required sections"
"docs/reports/hotfix/HOTFIX_5C2E4C1AE_E2_TRIGGER_FIX_MANIFEST.csv","fork","SELF_REFERENTIAL","SELF","SELF","SELF","SELF","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1AE trigger fix manifest","Self-referential row"
