"relative_path","source_tracked","source_size","destination_size","source_sha256","destination_sha256","status","notes"
"common/amendments/amendments.md","true","1977","1977","FB8C4C7574AE97AA9378E6BC112D12A1BB1656B2363F49D6E03C5E65AA19D9E8","FB8C4C7574AE97AA9378E6BC112D12A1BB1656B2363F49D6E03C5E65AA19D9E8","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/colonial_governor_templates.txt","true","1506","1506","CEE42B881D90F86EEAB2AE11C24FA7BC5B03A89BC303068E24F45C17BDA9FDA4","CEE42B881D90F86EEAB2AE11C24FA7BC5B03A89BC303068E24F45C17BDA9FDA4","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_aus.txt","true","37788","37788","424B398EB7DAC2E3744DF32CABDA425FA8CC3B902E06E64ADA2CAF76D2CC0F91","424B398EB7DAC2E3744DF32CABDA425FA8CC3B902E06E64ADA2CAF76D2CC0F91","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_bic.txt","true","37015","37015","7C1B99B124BC8E7FD4C8A0D2144807BAB754936AC40235CE9CDD3592A6DDA68D","7C1B99B124BC8E7FD4C8A0D2144807BAB754936AC40235CE9CDD3592A6DDA68D","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_dei.txt","true","780","780","AE73C2EFF643A3E970029D5092EDDC31215CEB7DBAD26E1ACB64B87DC9B830C5","AE73C2EFF643A3E970029D5092EDDC31215CEB7DBAD26E1ACB64B87DC9B830C5","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_fra.txt","true","391","391","A6C5F762D930315DC67AC203AB53D93370CF1C6E7FCE77A11A20BACE1068FF57","A6C5F762D930315DC67AC203AB53D93370CF1C6E7FCE77A11A20BACE1068FF57","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_gbr.txt","true","55261","55261","53C9E4B5FEB6740956A61AC656845317545711C055DB19F966C81E7EE656B7AD","53C9E4B5FEB6740956A61AC656845317545711C055DB19F966C81E7EE656B7AD","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_per.txt","true","5011","5011","A749C44246909A6C5D8EC9411BC6E6AB992C636234E0A8C5DF7254D0B82DF2A1","A749C44246909A6C5D8EC9411BC6E6AB992C636234E0A8C5DF7254D0B82DF2A1","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_plc.txt","true","324","324","CE8FDC20A9EF0D71E42B84E76F8A10C4BF5A5A9D24C003FCDEC82E1F4C2C083D","CE8FDC20A9EF0D71E42B84E76F8A10C4BF5A5A9D24C003FCDEC82E1F4C2C083D","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_rus.txt","true","48731","48731","7B61D5797895CD5E41BE9DCE03C4A049EAE39CD672209DB443E703BF634CF9E6","7B61D5797895CD5E41BE9DCE03C4A049EAE39CD672209DB443E703BF634CF9E6","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_spa.txt","true","774","774","13859AEDEBBB02F471743B23F009E1600FAF5E4DF38CE30F2BD171777EAE54DB","13859AEDEBBB02F471743B23F009E1600FAF5E4DF38CE30F2BD171777EAE54DB","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/country_usa.txt","true","355","355","39E60E41DF412139D228AE1A89AD84ED3F956E3B7A72233B56E47A258E165332","39E60E41DF412139D228AE1A89AD84ED3F956E3B7A72233B56E47A258E165332","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/default_template.txt","true","2209","2209","02BDBFDE4187045BF147A5E01526CD4859A28C2DE47D622668D973E3860F5050","02BDBFDE4187045BF147A5E01526CD4859A28C2DE47D622668D973E3860F5050","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/dreyfus_template.txt","true","1086","1086","14B5A98B0FDEA0B61EE6A47BA600AE97A83E23D834EDF2AE03384378E86771E4","14B5A98B0FDEA0B61EE6A47BA600AE97A83E23D834EDF2AE03384378E86771E4","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/french_dynastic_template.txt","true","926","926","965C91E368B002652FB5099DAECF87BD6B65EF182C2FC5F974FB15C0989A8FA4","965C91E368B002652FB5099DAECF87BD6B65EF182C2FC5F974FB15C0989A8FA4","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/garibaldi_template.txt","true","482","482","CD53A3834E4AD6BAAC3893D9E523092A6035021909E01806377CA82443484763","CD53A3834E4AD6BAAC3893D9E523092A6035021909E01806377CA82443484763","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/historical_agitators.txt","true","38435","38435","FAD5E5B548F16CDED119BC85FC89288159119BB676B921DDD4276BBA9524941F","FAD5E5B548F16CDED119BC85FC89288159119BB676B921DDD4276BBA9524941F","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/historical_commanders_africa.txt","true","2577","2577","672F8F3BD3412B1B9DB1F86047DDB33FB73ACF475DB369120A93A92A671128E2","672F8F3BD3412B1B9DB1F86047DDB33FB73ACF475DB369120A93A92A671128E2","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/historical_commanders_americas.txt","true","6546","6546","5E84AE9EF16606A2BDCBC857E4C64365C95F68FE8B5CB40E26778D9805CA4AB0","5E84AE9EF16606A2BDCBC857E4C64365C95F68FE8B5CB40E26778D9805CA4AB0","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/historical_commanders_asia.txt","true","3422","3422","7CBC94DCC2E2F6145235AE1A5E5B9386F164C3232625D4B8ACC3BA19BEEBA6C3","7CBC94DCC2E2F6145235AE1A5E5B9386F164C3232625D4B8ACC3BA19BEEBA6C3","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/historical_commanders_europe.txt","true","22865","22865","77D69E6C9DF80EF712C5E4AE333F685880BC5D47DF7D0DBF54BB97BD0D49F0C3","77D69E6C9DF80EF712C5E4AE333F685880BC5D47DF7D0DBF54BB97BD0D49F0C3","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/historical_leaders_americas.txt","true","1509","1509","338C696653E2708C3208E92ABB2F0047EDC004004ADC73D2EB708D70FDAA92F3","338C696653E2708C3208E92ABB2F0047EDC004004ADC73D2EB708D70FDAA92F3","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/historical_leaders_europe.txt","true","6009","6009","7595D67D70B24858F4FF8CBC99400372383A3C36AEA1080D69C75F00BE97ED26","7595D67D70B24858F4FF8CBC99400372383A3C36AEA1080D69C75F00BE97ED26","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/ruler_selector_templates.txt","true","4285","4285","5E169163E9CAC470CF58DDFCCB22217007A253F2DBAE10F24206D2197F59611F","5E169163E9CAC470CF58DDFCCB22217007A253F2DBAE10F24206D2197F59611F","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/spooky_templates.txt","true","2780","2780","0FBEC488C53EC974B31BF4E1E591F8D8B292D96457D80D48DE99B7FB659BBFB8","0FBEC488C53EC974B31BF4E1E591F8D8B292D96457D80D48DE99B7FB659BBFB8","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/test_template.txt","true","33","33","523A6A11C5F6BAF15355E0E8D16F69D155F33278080139A8882229AC19606FFE","523A6A11C5F6BAF15355E0E8D16F69D155F33278080139A8882229AC19606FFE","IDENTICAL","Tracked source file copied byte-for-byte"
"common/character_templates/wilde_template.txt","true","537","537","0A135597CAD56E0356CFA50BA2CDAAE0BB49EC43B0E8A147D6C3258462A67264","0A135597CAD56E0356CFA50BA2CDAAE0BB49EC43B0E8A147D6C3258462A67264","IDENTICAL","Tracked source file copied byte-for-byte"
"common/coat_of_arms/coat_of_arms/03_new.txt","true","6223","6223","4C1009D9F838F330D803A741F6400782A17F955562A5756369A0F3868E6F82BA","4C1009D9F838F330D803A741F6400782A17F955562A5756369A0F3868E6F82BA","IDENTICAL","Tracked source file copied byte-for-byte"
"common/company_types/02_new_companies.txt","true","2193","2193","D6F6C1395F17DC921DDCFE6F136F0BEB98FFE696670F84578BD3C0BA69C298E8","D6F6C1395F17DC921DDCFE6F136F0BEB98FFE696670F84578BD3C0BA69C298E8","IDENTICAL","Tracked source file copied byte-for-byte"
"common/country_definitions/00_countries.txt","true","72568","72568","A05D18D23754AB2EB015DEC0848766047481DC595293D2628CDCA0CF547724F1","A05D18D23754AB2EB015DEC0848766047481DC595293D2628CDCA0CF547724F1","IDENTICAL","Tracked source file copied byte-for-byte"
"common/country_definitions/02_modded_countries.txt","true","3914","3914","9299211FEE9891D863152E90131CEB9CDD799BB08264861149529BDF448C3BDE","9299211FEE9891D863152E90131CEB9CDD799BB08264861149529BDF448C3BDE","IDENTICAL","Tracked source file copied byte-for-byte"
"common/defines/00_defines.txt","true","173634","173634","478F6A7DC581C1E4E9C9BA103EE3902401E032E9718E82BD84133326FDDFBF2C","478F6A7DC581C1E4E9C9BA103EE3902401E032E9718E82BD84133326FDDFBF2C","IDENTICAL","Tracked source file copied byte-for-byte"
"common/dna_data/00_charles_iii_spa.txt","true","7560","7560","B02282A7ADD4C46FC6B7F2AD27B5E1D5A74291AE1BCE25E460B76BC0E9B13D81","B02282A7ADD4C46FC6B7F2AD27B5E1D5A74291AE1BCE25E460B76BC0E9B13D81","IDENTICAL","Tracked source file copied byte-for-byte"
"common/dna_data/00_karim_khan_zand.txt","true","7522","7522","8C01D7D84518EB089C8019F1DCE6DA8A0179E040C0A34661F8CB50EA6D0A5658","8C01D7D84518EB089C8019F1DCE6DA8A0179E040C0A34661F8CB50EA6D0A5658","IDENTICAL","Tracked source file copied byte-for-byte"
"common/dna_data/00_king_louis_xvi_fra.txt","true","7567","7567","5AAE88577454338B86108924D1F2C0D055437C389E156D979489453DDB59FFCA","5AAE88577454338B86108924D1F2C0D055437C389E156D979489453DDB59FFCA","IDENTICAL","Tracked source file copied byte-for-byte"
"common/dna_data/00_king_of_britain.txt","true","7554","7554","BC8B8A55B95B2F4E7F750662340A76669FC27E7BD303816981E165E2F861310F","BC8B8A55B95B2F4E7F750662340A76669FC27E7BD303816981E165E2F861310F","IDENTICAL","Tracked source file copied byte-for-byte"
"common/dna_data/00_mohammed_qajar.txt","true","7734","7734","DC786EFC92253F7BCFFA50DE578E9113DBC9239405D8EFB1FCD1C1A7D010B3F8","DC786EFC92253F7BCFFA50DE578E9113DBC9239405D8EFB1FCD1C1A7D010B3F8","IDENTICAL","Tracked source file copied byte-for-byte"
"common/dna_data/00_stanislaw_plc.txt","true","7557","7557","498D2FA0D252D07FD8E940DB41756526B6B580958367043CF6A747C4E60359C6","498D2FA0D252D07FD8E940DB41756526B6B580958367043CF6A747C4E60359C6","IDENTICAL","Tracked source file copied byte-for-byte"
"common/dna_data/00_washington_traitor.txt","true","7472","7472","52A74F1B2B9E9FB4899B05F2CFBA6D084CFD6A7DA201F65A8FBD5C5472550C1D","52A74F1B2B9E9FB4899B05F2CFBA6D084CFD6A7DA201F65A8FBD5C5472550C1D","IDENTICAL","Tracked source file copied byte-for-byte"
"common/dynamic_country_names/00_dynamic_country_names.txt","true","97382","97382","788B02DEF9C6E16125DC33024E701B0BAB14B4B00569E36ABB050944028DD7C4","788B02DEF9C6E16125DC33024E701B0BAB14B4B00569E36ABB050944028DD7C4","IDENTICAL","Tracked source file copied byte-for-byte"
"common/dynamic_country_names/dynamic_country_names.md","true","570","570","73F8BA749623388A9092EDBFAED1E2A8A996D5F323E076C26C72F43753892A29","73F8BA749623388A9092EDBFAED1E2A8A996D5F323E076C26C72F43753892A29","IDENTICAL","Tracked source file copied byte-for-byte"
"common/flag_definitions/00_flag_definitions.txt","true","227064","227064","D33A183B53D2AC1181C513944C30E55EA802780916C721B5A6CCF21DEA8D3E92","D33A183B53D2AC1181C513944C30E55EA802780916C721B5A6CCF21DEA8D3E92","IDENTICAL","Tracked source file copied byte-for-byte"
"common/flag_definitions/01_flag_definitions_usa.txt","true","34131","34131","2249DD32DA4BA5680D536C7A47B9445D79A2C2DAF86318FD0B75559CC6F4A86B","2249DD32DA4BA5680D536C7A47B9445D79A2C2DAF86318FD0B75559CC6F4A86B","IDENTICAL","Tracked source file copied byte-for-byte"
"common/flag_definitions/07_NM_Flags.txt","true","4534","4534","382A8D23DA8C0EA38468C52B76E1C5782E41923FC96A2F33CF56DFD95209A474","382A8D23DA8C0EA38468C52B76E1C5782E41923FC96A2F33CF56DFD95209A474","IDENTICAL","Tracked source file copied byte-for-byte"
"common/government_types/00_mod_gov_types.txt","true","777","777","205BF1CE94CA89057607192251A23C676FB0E8F731729B27469B76F0239F8FDB","205BF1CE94CA89057607192251A23C676FB0E8F731729B27469B76F0239F8FDB","IDENTICAL","Tracked source file copied byte-for-byte"
"common/government_types/07_french_gov_overwrite.txt","true","9199","9199","984EB858D2B538EC710A46E44501BEF868539FF7FF6E7FCA95D11F59C328C8F7","984EB858D2B538EC710A46E44501BEF868539FF7FF6E7FCA95D11F59C328C8F7","IDENTICAL","Tracked source file copied byte-for-byte"
"common/government_types/07_mod_government_types.txt","true","2557","2557","3EC68130BC28DA917038670C94070FF7CB323CC1BF0E68213DC93683206D8365","3EC68130BC28DA917038670C94070FF7CB323CC1BF0E68213DC93683206D8365","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/ai/00_secret_goals.txt","true","12771","12771","C1577FEFA6B1E2FBEC124FF635D269B4326D6D8158D753986EA1D7477D5827BA","C1577FEFA6B1E2FBEC124FF635D269B4326D6D8158D753986EA1D7477D5827BA","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/00_west_europe.txt","true","184862","184862","0548E5258DACC4CB3EE1386D5EEACAA4B9138AC77FF71F4BF7D0CCA975A5A17C","0548E5258DACC4CB3EE1386D5EEACAA4B9138AC77FF71F4BF7D0CCA975A5A17C","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/01_south_europe.txt","true","137449","137449","E9A35A762522EAA1A86667899C624650945F39BDA022818D859CDBA89139121C","E9A35A762522EAA1A86667899C624650945F39BDA022818D859CDBA89139121C","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/02_east_europe.txt","true","38514","38514","2956F24D7517ACD8CA1FFA4876720E64EE4B46EC59386055426D1E182C331653","2956F24D7517ACD8CA1FFA4876720E64EE4B46EC59386055426D1E182C331653","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/03_north_africa.txt","true","29096","29096","9EF663DBEF5DA1D414EF7F4FD017DDCB6DA42308F4D6F32735698D0C4A0F151D","9EF663DBEF5DA1D414EF7F4FD017DDCB6DA42308F4D6F32735698D0C4A0F151D","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/04_subsaharan_africa.txt","true","51109","51109","E4DE402860D2E44EC1A76C464FEF3B75DB26A074B164DA5790668B0F723ADD96","E4DE402860D2E44EC1A76C464FEF3B75DB26A074B164DA5790668B0F723ADD96","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/05_north_america.txt","true","66884","66884","E66FA5B8BD5B0E49B501A7248B6E1DD62B2EEA7BEDF0061ED24A4C7EA0CE5557","E66FA5B8BD5B0E49B501A7248B6E1DD62B2EEA7BEDF0061ED24A4C7EA0CE5557","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/06_central_america.txt","true","26871","26871","221A950F4DEA56C842568BECBB8FA1B8ABA1C8AFD4488FB8B7F20073DA50CE5A","221A950F4DEA56C842568BECBB8FA1B8ABA1C8AFD4488FB8B7F20073DA50CE5A","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/07_south_america.txt","true","61451","61451","01BB0361222740E432F3FDB920A416C9BBB7EC20985A75E994995505E1CC0926","01BB0361222740E432F3FDB920A416C9BBB7EC20985A75E994995505E1CC0926","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/08_middle_east.txt","true","40768","40768","1A092B3B9ECB315B037FD6CC6A79CB24BCDEC3D114E9EB35510774B9BA062AFF","1A092B3B9ECB315B037FD6CC6A79CB24BCDEC3D114E9EB35510774B9BA062AFF","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/09_central_asia.txt","true","23448","23448","044C52C37A64D2EBF0AA8E9D091DA30041486840429B387111AE64F10114FBC9","044C52C37A64D2EBF0AA8E9D091DA30041486840429B387111AE64F10114FBC9","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/10_india.txt","true","55437","55437","2505DCCAA59F457996708C90A7C97A304571BD89CAFF701276E68720B2DE1A66","2505DCCAA59F457996708C90A7C97A304571BD89CAFF701276E68720B2DE1A66","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/11_east_asia.txt","true","98414","98414","5318169048C3B1860DC772EEB6F2C00D477F3C03B4E0A479D926DB1B96955465","5318169048C3B1860DC772EEB6F2C00D477F3C03B4E0A479D926DB1B96955465","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/12_indonesia.txt","true","36201","36201","10875CB9AF266773076EE82D9E309D0C3D0E47B386F8210F1C1A8222451B48C7","10875CB9AF266773076EE82D9E309D0C3D0E47B386F8210F1C1A8222451B48C7","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/13_australasia.txt","true","1472","1472","1EFEACB21FEFE821F4DEC3157537E2602E8BB5E9CACF53099C797C60450EBEA1","1EFEACB21FEFE821F4DEC3157537E2602E8BB5E9CACF53099C797C60450EBEA1","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/14_siberia.txt","true","1903","1903","4EA3409D14633ACB0F8B70A95C52AC39623EC11019AB153B99CABF190FA1072F","4EA3409D14633ACB0F8B70A95C52AC39623EC11019AB153B99CABF190FA1072F","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/buildings/15_russia.txt","true","48249","48249","74D3FA8A514CAADF4E8CA837518FDD2661972713E76CA2CC2C0B4D5D8283EFA2","74D3FA8A514CAADF4E8CA837518FDD2661972713E76CA2CC2C0B4D5D8283EFA2","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/aus.txt","true","1315","1315","AA0DE545A84A02FD4BBD027CD33C382FC45A1C323E1A28E1825D9B896A7662D1","AA0DE545A84A02FD4BBD027CD33C382FC45A1C323E1A28E1825D9B896A7662D1","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/bic - british india.txt","true","1630","1630","34171CBABB5D46352B7045FE15FC23262E9F324BDA16507803237C950816582E","34171CBABB5D46352B7045FE15FC23262E9F324BDA16507803237C950816582E","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/dei - dutch east indies.txt","true","93","93","9C64337763200C27CC81F1517120FB4E7908800449A5AC1478604F07F2299729","9C64337763200C27CC81F1517120FB4E7908800449A5AC1478604F07F2299729","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/dur.txt","true","349","349","041589989C32A6D40B3059A21D16AD1F8FB18DA52CA89E4415EDE6260A26BA30","041589989C32A6D40B3059A21D16AD1F8FB18DA52CA89E4415EDE6260A26BA30","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/fra - france.txt","true","97","97","74E2B23E13CD11B47BB7F563A931B17BA9E01F5DC858D5CF15E39DD277B39C8F","74E2B23E13CD11B47BB7F563A931B17BA9E01F5DC858D5CF15E39DD277B39C8F","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/gbr.txt","true","109","109","407018B1DADEED468E330426619BF0D0A669E9145F64B33C45D8883A6BCE645E","407018B1DADEED468E330426619BF0D0A669E9145F64B33C45D8883A6BCE645E","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/ir1 - mamluk iraq.txt","true","323","323","AD30FB5369873B831D2E191CFF55BEACB0EFCC2ECDC064F7668575C0F8FE9C89","AD30FB5369873B831D2E191CFF55BEACB0EFCC2ECDC064F7668575C0F8FE9C89","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/per - persia.txt","true","381","381","F2289080F9A18716FECF53B611E0EB6B1A2F84B25779BFE9BC7DC64BEB8E9595","F2289080F9A18716FECF53B611E0EB6B1A2F84B25779BFE9BC7DC64BEB8E9595","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/plc - poland lithuania.txt","true","92","92","70DAECA68F054291CFB3CD85058BA08B7BE4C49E0B2253E886C74649A7F75B15","70DAECA68F054291CFB3CD85058BA08B7BE4C49E0B2253E886C74649A7F75B15","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/rus.txt","true","1287","1287","48E695127B9E37529EC11E449ADFB0EAE736E0CCCACDBF017D7A1608112E9BFA","48E695127B9E37529EC11E449ADFB0EAE736E0CCCACDBF017D7A1608112E9BFA","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/sic - naples sicily.txt","true","413","413","2ECE594FE2830462824783272540AA1EACD3C22B91DF1345E5AC9480F20E0E3F","2ECE594FE2830462824783272540AA1EACD3C22B91DF1345E5AC9480F20E0E3F","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/spa.txt","true","788","788","95F859E9A831A0942DFD98914721EBC7495C96819BEC1D49C1D837A498524DC0","95F859E9A831A0942DFD98914721EBC7495C96819BEC1D49C1D837A498524DC0","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/characters/usa.txt","true","101","101","7AD0532DB0002EF941921DE57A2FC3984CDDAFAC14B169BB81B836F72553042A","7AD0532DB0002EF941921DE57A2FC3984CDDAFAC14B169BB81B836F72553042A","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/abb - abu dhabi decentralized.txt","true","166","166","9F4A5E85CFFB946DF8D125FA4B2D87491490F0F58387529621D23C2D10E37DEA","9F4A5E85CFFB946DF8D125FA4B2D87491490F0F58387529621D23C2D10E37DEA","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/alk - alyaska.txt","true","807","807","C4A12A3631E349D74FF23086565E56F41089A7A296800F9D3742A88600B77594","C4A12A3631E349D74FF23086565E56F41089A7A296800F9D3742A88600B77594","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/anh - anhalt.txt","true","179","179","8AC889195E023C2527F7E843CB0A5DE8E7048D50C3DA76E311DD80C087A0123C","8AC889195E023C2527F7E843CB0A5DE8E7048D50C3DA76E311DD80C087A0123C","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/arb - arabistan.txt","true","171","171","D66A39B0CC36C53839311B7FB64A6BD9CF1E99674118D455777DF442430920CB","D66A39B0CC36C53839311B7FB64A6BD9CF1E99674118D455777DF442430920CB","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/arg - argentina.txt","true","1207","1207","9C512B44F7710A8CEAC87C05E2FDE1BB1AF060A03808EF3BF7B3707829274750","9C512B44F7710A8CEAC87C05E2FDE1BB1AF060A03808EF3BF7B3707829274750","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/arm - armenia.txt","true","742","742","F409AF5906DC792954D0A6BDE931323D8F273AF28B1FB2AAADBA0801014C1AB4","F409AF5906DC792954D0A6BDE931323D8F273AF28B1FB2AAADBA0801014C1AB4","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/aus - austria.txt","true","1426","1426","B770D87B45E51F6E209A5B56D4472CB77579F79CC41AADC952DA94DE17EBF2A6","B770D87B45E51F6E209A5B56D4472CB77579F79CC41AADC952DA94DE17EBF2A6","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/bad - baden.txt","true","344","344","2F31A68ADDDA24A967206CC6C26F88572EA5FDAF1F2721A34B4BB979D318B39C","2F31A68ADDDA24A967206CC6C26F88572EA5FDAF1F2721A34B4BB979D318B39C","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/bag - bagelkhand.txt","true","195","195","88EC1363F1BCB74F54D46BFE6FAB0A3DADCAF42E1EBE6CFB6CBECA1B0F101765","88EC1363F1BCB74F54D46BFE6FAB0A3DADCAF42E1EBE6CFB6CBECA1B0F101765","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/bal - bali.txt","true","235","235","695F9C351DABE65A6836E9CC62261870B198A2CC433C0FB02AA16F07F03EE85B","695F9C351DABE65A6836E9CC62261870B198A2CC433C0FB02AA16F07F03EE85B","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/bav - bavaria.txt","true","387","387","068C9EA17524E7A87133A7A6AFD2BBB31C54FD362973C8F0ED7946801F4A9272","068C9EA17524E7A87133A7A6AFD2BBB31C54FD362973C8F0ED7946801F4A9272","IDENTICAL","Tracked source file copied byte-for-byte"
"common/history/countries/beo - belgium old.txt","true","1162","1162","049FB5D53EBF4B857361542F4054CC6EF8C54CE706E9C5736F0C094E212478F1","049FB5D53EBF4B857361542F4054CC6EF8C54CE706E9C5736F0C094E212478F1","IDENTICAL","Tracked source file copied byte-for-byte"
