file,state,owner,population,groups
00_west_europe.txt,STATE_GUYENNE,FRA,1734040,3
00_west_europe.txt,STATE_AUVERGNE_LIMOUSIN,FRA,2327887,4
00_west_europe.txt,STATE_BRITTANY,FRA,2620278,4
00_west_europe.txt,STATE_BURGUNDY,FRA,1576918,4
00_west_europe.txt,STATE_MAINE_ANJOU,FRA,1610194,3
00_west_europe.txt,STATE_CHAMPAGNE,FRA,1161945,4
00_west_europe.txt,STATE_FRANCHE_COMTE,FRA,934927,4
00_west_europe.txt,STATE_LORRAINE,FRA,1153101,3
00_west_europe.txt,STATE_AQUITAINE,FRA,1844177,5
00_west_europe.txt,STATE_ORLEANS,FRA,1379493,3
00_west_europe.txt,STATE_HOLLAND,NET,1239464,6
00_west_europe.txt,STATE_FRIESLAND,NET,674072,4
00_west_europe.txt,STATE_GELRE,NET,782660,8
00_west_europe.txt,STATE_GELRE,BEO,39118,4
00_west_europe.txt,STATE_WALLONIA,LUX,176770,4
00_west_europe.txt,STATE_WALLONIA,BEO,1083407,6
00_west_europe.txt,STATE_FLANDERS,BEO,1998620,6
00_west_europe.txt,STATE_AUSTRIA,AUS,2014400,5
00_west_europe.txt,STATE_BOHEMIA,AUS,4150412,9
00_west_europe.txt,STATE_MORAVIA,AUS,1696408,12
00_west_europe.txt,STATE_STYRIA,AUS,736796,2
00_west_europe.txt,STATE_TYROL,AUS,559304,2
00_west_europe.txt,STATE_SOUTH_TYROL,VEN,491000,2
00_west_europe.txt,STATE_POMERANIA,PRU,1147800,4
00_west_europe.txt,STATE_ELBE,BRE,106004,2
00_west_europe.txt,STATE_ELBE,HAM,150404,2
00_west_europe.txt,STATE_ELBE,HAN,512788,1
00_west_europe.txt,STATE_EAST_SWITZERLAND,SWI,895200,3
00_west_europe.txt,STATE_EAST_SWITZERLAND,AUS,30000,1
00_west_europe.txt,STATE_WEST_SWITZERLAND,SWI,1070964,4
00_west_europe.txt,STATE_WESTPHALIA,PRU,1278830,3
00_west_europe.txt,STATE_WESTPHALIA,LIP,77546,2
00_west_europe.txt,STATE_WESTPHALIA,SCM,23820,2
00_west_europe.txt,STATE_ANHALT,PRU,1383392,3
00_west_europe.txt,STATE_ANHALT,ANH,196008,2
00_west_europe.txt,STATE_RHINELAND,PRU,756392,3
00_west_europe.txt,STATE_RHINELAND,BAV,557592,3
00_west_europe.txt,STATE_NORTH_RHINE,PRU,1015728,4
00_west_europe.txt,STATE_RUHR,PRU,856288,3
00_west_europe.txt,STATE_BRANDENBURG,PRU,1631504,4
00_west_europe.txt,STATE_SCHLESWIG_HOLSTEIN,HOL,404604,4
00_west_europe.txt,STATE_SCHLESWIG_HOLSTEIN,LUB,84396,2
00_west_europe.txt,STATE_SCHLESWIG_HOLSTEIN,SCH,336404,2
00_west_europe.txt,STATE_WURTTEMBERG,WUR,1719750,3
00_west_europe.txt,STATE_WURTTEMBERG,HOH,61334,2
00_west_europe.txt,STATE_BADEN,BAD,1301400,4
00_west_europe.txt,STATE_HANNOVER,OLD,257696,2
00_west_europe.txt,STATE_HANNOVER,HAN,1150208,4
00_west_europe.txt,STATE_BRUNSWICK,HAN,184000,2
00_west_europe.txt,STATE_BRUNSWICK,BRA,224400,2
00_west_europe.txt,STATE_BRUNSWICK,PRU,112000,1
00_west_europe.txt,STATE_BAVARIA,BAV,1742004,3
00_west_europe.txt,STATE_FRANCONIA,BAV,1876192,3
00_west_europe.txt,STATE_SAXONY,SAX,1671500,5
00_west_europe.txt,STATE_SAXONY,MEI,135312,3
00_west_europe.txt,STATE_SAXONY,WEI,233840,3
00_west_europe.txt,STATE_SAXONY,COB,156537,3
00_west_europe.txt,STATE_SAXONY,SCW,111832,3
00_west_europe.txt,STATE_HESSE,FRM,112872,3
00_west_europe.txt,STATE_HESSE,HES,729108,3
00_west_europe.txt,STATE_HESSE,HEK,633288,3
00_west_europe.txt,STATE_HESSE,NAS,402404,3
00_west_europe.txt,STATE_HESSE,WLD,55447,2
00_west_europe.txt,STATE_MECKLENBURG,MEC,493998,2
00_west_europe.txt,STATE_MECKLENBURG,MST,85002,1
01_south_europe.txt,STATE_LOMBARDY,AUS,2377392,2
01_south_europe.txt,STATE_PIEDMONT,GEN,510000,3
01_south_europe.txt,STATE_PIEDMONT,SAR,2463988,3
01_south_europe.txt,STATE_SARDINIA,SAR,524084,1
01_south_europe.txt,STATE_MALTA,MLT,117192,1
01_south_europe.txt,STATE_UMBRIA,PAP,451000,1
01_south_europe.txt,STATE_CORSICA,FRA,207889,4
01_south_europe.txt,STATE_CAMPANIA,SIC,2557396,1
01_south_europe.txt,STATE_CALABRIA,SIC,882848,1
01_south_europe.txt,STATE_APULIA,SIC,1284392,1
01_south_europe.txt,STATE_ABRUZZO,SIC,660448,1
01_south_europe.txt,STATE_SAVOY,SAR,468800,3
01_south_europe.txt,STATE_EMILIA,PAR,472004,1
01_south_europe.txt,STATE_EMILIA,LUC,108408,1
01_south_europe.txt,STATE_EMILIA,MOD,648400,1
01_south_europe.txt,STATE_TUSCANY,TUS,1632396,2
01_south_europe.txt,STATE_ROMAGNA,PAP,803600,1
01_south_europe.txt,STATE_LAZIO,PAP,1339464,2
01_south_europe.txt,STATE_VENETIA,VEN,1857196,2
01_south_europe.txt,STATE_SICILY,GR3,1647596,1
01_south_europe.txt,STATE_NEW_CASTILE,SPA,1578858,1
01_south_europe.txt,STATE_GALICIA,SPA,1485255,3
01_south_europe.txt,STATE_ASTURIAS,SPA,438563,3
01_south_europe.txt,STATE_OLD_CASTILE,SPA,1274098,2
01_south_europe.txt,STATE_BASQUE_COUNTRY,SPA,523140,2
01_south_europe.txt,STATE_ARAGON,SPA,634562,3
01_south_europe.txt,STATE_CATALONIA,SPA,976110,2
01_south_europe.txt,STATE_BALEARIC_ISLANDS,SPA,125684,2
01_south_europe.txt,STATE_BALEARIC_ISLANDS,GBR,125684,2
01_south_europe.txt,STATE_LOWER_ANDALUSIA,SPA,1215991,1
01_south_europe.txt,STATE_UPPER_ANDALUSIA,SPA,1188141,1
01_south_europe.txt,STATE_UPPER_ANDALUSIA,GBR,13785,6
01_south_europe.txt,STATE_EXTREMADURA,SPA,552368,2
01_south_europe.txt,STATE_VALENCIA,SPA,965789,2
01_south_europe.txt,STATE_MURCIA,SPA,474306,2
01_south_europe.txt,STATE_LEON,SPA,642921,3
01_south_europe.txt,STATE_CANARY_ISLANDS,SPA,231268,1
01_south_europe.txt,STATE_BEIRA,POR,1106122,1
01_south_europe.txt,STATE_ESTREMADURA,POR,791012,1
01_south_europe.txt,STATE_ALENTEJO,POR,457012,1
01_south_europe.txt,STATE_ENTRE_DOURO_E_MINHO,POR,1203012,2
01_south_europe.txt,STATE_CAPE_VERDE,POR,78819,4
01_south_europe.txt,STATE_MADEIRA,POR,110202,1
01_south_europe.txt,STATE_AZORES,POR,210532,1
01_south_europe.txt,STATE_EASTERN_THRACE,TUR,1342988,8
01_south_europe.txt,STATE_DOBRUDJA,TUR,231948,5
01_south_europe.txt,STATE_DOBRUDJA,RUS,21660,5
01_south_europe.txt,STATE_ALBANIA,TUR,1263208,4
01_south_europe.txt,STATE_BOSNIA,TUR,864500,4
01_south_europe.txt,STATE_NORTHERN_THRACE,TUR,853608,5
01_south_europe.txt,STATE_BULGARIA,TUR,874408,3
01_south_europe.txt,STATE_SLOVENIA,AUS,485788,2
01_south_europe.txt,STATE_DALMATIA,VEN,397800,3
01_south_europe.txt,STATE_CROATIA,AUS,827992,5
01_south_europe.txt,STATE_SLAVONIA,AUS,366228,4
01_south_europe.txt,STATE_ISTRIA,VEN,680096,5
01_south_europe.txt,STATE_MONTENEGRO,TUR,170996,3
01_south_europe.txt,STATE_MONTENEGRO,MON,120396,3
01_south_europe.txt,STATE_MONTENEGRO,VEN,22728,4
01_south_europe.txt,STATE_WESTERN_SERBIA,TUR,512254,9
01_south_europe.txt,STATE_EASTERN_SERBIA,TUR,535757,9
01_south_europe.txt,STATE_KOSOVO,TUR,308893,6
01_south_europe.txt,STATE_CRETE,TUR,139992,2
01_south_europe.txt,STATE_WEST_AEGEAN_ISLANDS,VEN,80404,1
01_south_europe.txt,STATE_EAST_AEGEAN_ISLANDS,TUR,93984,3
01_south_europe.txt,STATE_ATTICA,TUR,637592,1
01_south_europe.txt,STATE_THESSALIA,TUR,1131904,5
01_south_europe.txt,STATE_SKOPIA,TUR,736892,5
01_south_europe.txt,STATE_MACEDONIA,TUR,446104,6
01_south_europe.txt,STATE_WESTERN_THRACE,TUR,732608,5
01_south_europe.txt,STATE_IONIAN_ISLANDS,VEN,188404,2
01_south_europe.txt,STATE_PELOPONNESE,TUR,221996,1
02_east_europe.txt,STATE_INGRIA,RUS,976262,7
02_east_europe.txt,STATE_MOSCOW,RUS,1239301,2
02_east_europe.txt,STATE_ORYOL,RUS,3356122,3
02_east_europe.txt,STATE_SMOLENSK,RUS,1029741,4
02_east_europe.txt,STATE_TVER,RUS,1232108,2
02_east_europe.txt,STATE_KURSK,RUS,2189913,2
02_east_europe.txt,STATE_NOVGOROD,RUS,820118,5
02_east_europe.txt,STATE_ROSTOV,RUS,631680,5
02_east_europe.txt,STATE_PERM,RUS,777777,5
02_east_europe.txt,STATE_LOWER_SILESIA,PRU,1919162,9
02_east_europe.txt,STATE_UPPER_SILESIA,PRU,735861,7
02_east_europe.txt,STATE_UPPER_SILESIA,AUS,401988,7
02_east_europe.txt,STATE_WEST_PRUSSIA,PLC,67004,7
02_east_europe.txt,STATE_WEST_PRUSSIA,PRU,797004,7
02_east_europe.txt,STATE_EAST_PRUSSIA,PRU,859792,7
02_east_europe.txt,STATE_POSEN,PLC,1568764,5
02_east_europe.txt,STATE_WEST_GALICIA,GAL,2280404,14
02_east_europe.txt,STATE_EAST_GALICIA,GAL,2448608,9
02_east_europe.txt,STATE_CENTRAL_HUNGARY,HUN,1198988,6
02_east_europe.txt,STATE_BEKES,HUN,1524492,10
02_east_europe.txt,STATE_TRANSDANUBIA,HUN,2356492,10
02_east_europe.txt,STATE_DELVIDEK,HUN,761396,6
02_east_europe.txt,STATE_BANAT,HUN,1189660,8
02_east_europe.txt,STATE_SLOVAKIA,HUN,2046586,13
02_east_europe.txt,STATE_RUTHENIA,HUN,342154,12
02_east_europe.txt,STATE_SOUTHERN_TRANSYLVANIA,TRS,1046596,8
02_east_europe.txt,STATE_NORTHERN_TRANSYLVANIA,TRS,1015808,8
02_east_europe.txt,STATE_BUKOVINA,AUS,372410,7
02_east_europe.txt,STATE_MOLDAVIA,MOL,1358409,2
02_east_europe.txt,STATE_WALLACHIA,WAL,2227865,2
03_north_africa.txt,STATE_LOWER_EGYPT,TUR,2670504,13
03_north_africa.txt,STATE_UPPER_EGYPT,TUR,391745,7
03_north_africa.txt,STATE_MIDDLE_EGYPT,TUR,1157903,8
03_north_africa.txt,STATE_EGYPTIAN_DESERT,SD1,36050,5
03_north_africa.txt,STATE_MATRUH,TUR,22050,4
03_north_africa.txt,STATE_SINAI,TUR,20616,5
03_north_africa.txt,STATE_ERITREA,TUR,143160,6
03_north_africa.txt,STATE_ERITREA,SD1,143160,6
03_north_africa.txt,STATE_ERITREA,ETH,28000,4
03_north_africa.txt,STATE_DONGOLA,SD1,364004,5
03_north_africa.txt,STATE_DONGOLA,TUR,27504,5
03_north_africa.txt,STATE_KORDOFAN,SD1,524808,5
03_north_africa.txt,STATE_DARFUR,DFR,235992,4
03_north_africa.txt,STATE_BLUE_NILE,SD1,1149592,8
03_north_africa.txt,STATE_MARRAKECH,MOR,1029196,4
03_north_africa.txt,STATE_FEZ,MOR,1127204,4
03_north_africa.txt,STATE_AL_RIF,MOR,492788,4
03_north_africa.txt,STATE_AL_RIF,SPA,16403,5
03_north_africa.txt,STATE_INNER_MOROCCO,MOR,595404,4
03_north_africa.txt,STATE_INNER_MOROCCO,TEK,26721,3
03_north_africa.txt,STATE_ALGIERS,MAS,1273385,5
03_north_africa.txt,STATE_ALGIERS,FRA,140017,6
03_north_africa.txt,STATE_CONSTANTINE,CON,1488235,5
03_north_africa.txt,STATE_CONSTANTINE,AIT,289848,4
03_north_africa.txt,STATE_CONSTANTINE,FRA,33489,6
03_north_africa.txt,STATE_ORAN,MAS,735807,5
03_north_africa.txt,STATE_ORAN,FRA,48970,6
03_north_africa.txt,STATE_TUNISIA,TUN,1315008,8
03_north_africa.txt,STATE_TRIPOLI,TRI,368220,5
03_north_africa.txt,STATE_TRIPOLI,ZWY,144000,6
03_north_africa.txt,STATE_LIBYA,TRI,404524,5
03_north_africa.txt,STATE_LIBYA,ZWY,30000,2
03_north_africa.txt,STATE_LIBYA,TBI,8000,1
03_north_africa.txt,STATE_LIBYAN_DESERT,ZWY,48000,3
03_north_africa.txt,STATE_LIBYAN_DESERT,AJJ,8000,1
03_north_africa.txt,STATE_LIBYAN_DESERT,TBI,8000,1
03_north_africa.txt,STATE_SAHARA,TUA,12000,1
03_north_africa.txt,STATE_SAHARA,MZB,10991,3
03_north_africa.txt,STATE_SAHARA,TEK,17284,3
03_north_africa.txt,STATE_SAHARA,RGB,11000,1
03_north_africa.txt,STATE_SAHARA,CMB,10300,1
03_north_africa.txt,STATE_EAST_SAHARA,AHG,29004,3
03_north_africa.txt,STATE_EAST_SAHARA,TUG,46400,3
03_north_africa.txt,STATE_EAST_SAHARA,CMB,14000,2
03_north_africa.txt,STATE_EAST_SAHARA,AJJ,10000,1
03_north_africa.txt,STATE_EAST_SAHARA,ADG,8000,1
03_north_africa.txt,STATE_WEST_SAHARA,TEK,27136,3
03_north_africa.txt,STATE_WEST_SAHARA,DLM,19000,3
03_north_africa.txt,STATE_WEST_SAHARA,RGB,14000,2
03_north_africa.txt,STATE_MAURITANIA,OUA,84000,3
03_north_africa.txt,STATE_MAURITANIA,TRZ,124000,3
03_north_africa.txt,STATE_MAURITANIA,FTR,80000,6
03_north_africa.txt,STATE_MAURITANIA,DLM,21771,3
03_north_africa.txt,STATE_MAURITANIA,ADR,15530,2
03_north_africa.txt,STATE_MAURITANIA,BRK,12510,1
03_north_africa.txt,STATE_INNER_MAURITANIA,OUA,41521,4
03_north_africa.txt,STATE_INNER_MAURITANIA,RGB,10616,3
03_north_africa.txt,STATE_INNER_MAURITANIA,ADR,10900,3
03_north_africa.txt,STATE_EASTERN_MALI,MSN,980100,5
03_north_africa.txt,STATE_WESTERN_MALI,SGU,220000,3
03_north_africa.txt,STATE_WESTERN_MALI,KRT,240000,4
03_north_africa.txt,STATE_TIMBUKTU,ADG,58396,5
03_north_africa.txt,STATE_TIMBUKTU,MSN,267400,4
03_north_africa.txt,STATE_TIMBUKTU,ATR,15000,4
03_north_africa.txt,STATE_TIMBUKTU,OUA,10000,2
03_north_africa.txt,STATE_TIMBUKTU,ADR,10000,2
03_north_africa.txt,STATE_TIMBUKTU,RGB,10000,2
03_north_africa.txt,STATE_NIGER,AIR,106200,5
03_north_africa.txt,STATE_NIGER,TBI,8000,1
03_north_africa.txt,STATE_NIGER,AJJ,10000,2
03_north_africa.txt,STATE_NIGER,DIN,21000,4
03_north_africa.txt,STATE_CHAD,WAD,134060,5
03_north_africa.txt,STATE_CHAD,TBI,139904,4
03_north_africa.txt,STATE_CHAD,BOR,82000,4
04_subsaharan_africa.txt,STATE_IVORY_COAST,FRA,88000,1
04_subsaharan_africa.txt,STATE_IVORY_COAST,BLE,40000,1
04_subsaharan_africa.txt,STATE_IVORY_COAST,KNG,232012,4
04_subsaharan_africa.txt,STATE_IVORY_COAST,AYI,88000,2
04_subsaharan_africa.txt,STATE_WINDWARD_COAST,KBD,109800,4
04_subsaharan_africa.txt,STATE_WINDWARD_COAST,BLE,122196,3
04_subsaharan_africa.txt,STATE_WINDWARD_COAST,KRU,232004,2
04_subsaharan_africa.txt,STATE_SENEGAL,FRA,140392,3
04_subsaharan_africa.txt,STATE_SENEGAL,JLF,113600,2
04_subsaharan_africa.txt,STATE_SENEGAL,CAY,90000,2
04_subsaharan_africa.txt,STATE_SENEGAL,FTR,100400,4
04_subsaharan_africa.txt,STATE_SENEGAL,POR,680300,2
04_subsaharan_africa.txt,STATE_SENEGAL,SIL,152400,3
04_subsaharan_africa.txt,STATE_SENEGAL,SRR,92400,3
04_subsaharan_africa.txt,STATE_SENEGAL,BND,204400,4
04_subsaharan_africa.txt,STATE_SENEGAL,KBU,25462,2
04_subsaharan_africa.txt,STATE_SENEGAL,DIO,51554,3
04_subsaharan_africa.txt,STATE_SENEGAL,POR,1614,3
04_subsaharan_africa.txt,STATE_SIERRA_LEONE,SIL,40419,5
04_subsaharan_africa.txt,STATE_SIERRA_LEONE,TMN,56624,3
04_subsaharan_africa.txt,STATE_SIERRA_LEONE,MDK,59353,3
04_subsaharan_africa.txt,STATE_VOLTA,MOS,1427196,6
04_subsaharan_africa.txt,STATE_VOLTA,KNG,111996,4
04_subsaharan_africa.txt,STATE_LIBERIA,KRU,582831,8
04_subsaharan_africa.txt,STATE_LIBERIA,MDK,244520,3
04_subsaharan_africa.txt,STATE_HAUSALAND,SOK,1465304,10
04_subsaharan_africa.txt,STATE_HAUSALAND,BRG,40000,1
04_subsaharan_africa.txt,STATE_BENIN,BEN,1677788,6
04_subsaharan_africa.txt,STATE_YORUBA_STATES,OYO,1576004,2
04_subsaharan_africa.txt,STATE_NIGER_DELTA,IBO,2346000,6
04_subsaharan_africa.txt,STATE_OUTER_HAUSALAND,HAU,400137,9
04_subsaharan_africa.txt,STATE_OUTER_HAUSALAND,SOK,187159,9
04_subsaharan_africa.txt,STATE_OUTER_HAUSALAND,BOR,111606,3
04_subsaharan_africa.txt,STATE_BORNU,BOR,635988,5
04_subsaharan_africa.txt,STATE_NIGERIA,SOK,576308,11
04_subsaharan_africa.txt,STATE_EAST_HAUSALAND,SOK,2405378,7
04_subsaharan_africa.txt,STATE_GUINEA,MDK,214836,5
04_subsaharan_africa.txt,STATE_GUINEA,SSU,340000,3
04_subsaharan_africa.txt,STATE_GUINEA,FTJ,421360,4
04_subsaharan_africa.txt,STATE_GUINEA,POR,5105,4
04_subsaharan_africa.txt,STATE_GUINEA,KBU,60400,2
04_subsaharan_africa.txt,STATE_GOLD_COAST,SIL,85476,2
04_subsaharan_africa.txt,STATE_GOLD_COAST,NET,54744,2
04_subsaharan_africa.txt,STATE_GOLD_COAST,DENNOR,42685,3
04_subsaharan_africa.txt,STATE_GOLD_COAST,ASH,584300,4
04_subsaharan_africa.txt,STATE_TOGO,ASH,604008,5
04_subsaharan_africa.txt,STATE_TOGO,EWE,383996,2
04_subsaharan_africa.txt,STATE_DAHOMEY,DAH,402812,5
04_subsaharan_africa.txt,STATE_DAHOMEY,BRG,207088,4
04_subsaharan_africa.txt,STATE_LINDI,HHE,363904,9
04_subsaharan_africa.txt,STATE_LINDI,GGO,92000,2
04_subsaharan_africa.txt,STATE_LINDI,SNG,112000,2
04_subsaharan_africa.txt,STATE_ZANZIBAR,OMA,1176200,11
04_subsaharan_africa.txt,STATE_TANGANYIKA,NYM,585900,5
04_subsaharan_africa.txt,STATE_TANGANYIKA,SKM,237996,2
04_subsaharan_africa.txt,STATE_TANGANYIKA,MSI,31900,1
04_subsaharan_africa.txt,STATE_TANGANYIKA,KRG,123600,2
04_subsaharan_africa.txt,STATE_TANGANYIKA,RWD,511996,2
04_subsaharan_africa.txt,STATE_TANGANYIKA,BRD,468004,2
04_subsaharan_africa.txt,STATE_KENYA,KKY,308304,4
04_subsaharan_africa.txt,STATE_KENYA,WTU,18500,3
04_subsaharan_africa.txt,STATE_KENYA,OMA,60900,4
04_subsaharan_africa.txt,STATE_KENYA,MBS,30001,3
04_subsaharan_africa.txt,STATE_KENYA,MJK,90000,1
04_subsaharan_africa.txt,STATE_KENYA,ORM,21000,1
04_subsaharan_africa.txt,STATE_KENYA,SKY,36000,2
04_subsaharan_africa.txt,STATE_KENYA,AJR,42000,1
04_subsaharan_africa.txt,STATE_KENYA,AUL,37000,1
04_subsaharan_africa.txt,STATE_RIFT_VALLEY,MSI,42000,1
04_subsaharan_africa.txt,STATE_RIFT_VALLEY,LUO,108404,2
04_subsaharan_africa.txt,STATE_RIFT_VALLEY,TRK,201196,4
04_subsaharan_africa.txt,STATE_OROMIA,ETH,1692191,10
04_subsaharan_africa.txt,STATE_AMHARA,ETH,2373464,21
04_subsaharan_africa.txt,STATE_GONDER,ETH,2943513,22
04_subsaharan_africa.txt,STATE_KAZEMBE,BMB,155208,6
04_subsaharan_africa.txt,STATE_KAZEMBE,KZM,132000,3
04_subsaharan_africa.txt,STATE_KAZEMBE,MRV,116000,4
04_subsaharan_africa.txt,STATE_SOMALILAND,ISQ,128000,4
04_subsaharan_africa.txt,STATE_SOMALILAND,WSG,90676,2
04_subsaharan_africa.txt,STATE_SOMALILAND,GLD,222280,6
04_subsaharan_africa.txt,STATE_SOMALILAND,MJT,363440,6
04_subsaharan_africa.txt,STATE_SOUTH_MADAGASCAR,MAD,897800,4
04_subsaharan_africa.txt,STATE_NORTH_MADAGASCAR,MAD,1045104,5
04_subsaharan_africa.txt,STATE_UGANDA,BUG,767188,3
04_subsaharan_africa.txt,STATE_UGANDA,BNY,246000,4
04_subsaharan_africa.txt,STATE_UGANDA,ANK,242000,3
04_subsaharan_africa.txt,STATE_UGANDA,ACH,208800,2
04_subsaharan_africa.txt,STATE_EQUATORIA,DNK,340360,12
04_subsaharan_africa.txt,STATE_EQUATORIA,NUE,244004,4
04_subsaharan_africa.txt,STATE_EQUATORIA,DFT,342840,6
04_subsaharan_africa.txt,STATE_EQUATORIA,TPS,80000,2
04_subsaharan_africa.txt,STATE_MOCAMBIQUE,POR,339992,4
04_subsaharan_africa.txt,STATE_MOCAMBIQUE,MRV,807300,6
04_subsaharan_africa.txt,STATE_MOCAMBIQUE,TGI,24996,3
04_subsaharan_africa.txt,STATE_MOCAMBIQUE,AGC,36836,3
04_subsaharan_africa.txt,STATE_WADDAI,WAD,186000,4
04_subsaharan_africa.txt,STATE_WADDAI,BGI,139992,4
04_subsaharan_africa.txt,STATE_WADDAI,BOR,29000,3
04_subsaharan_africa.txt,STATE_NORTH_CAMEROON,SOK,794172,6
04_subsaharan_africa.txt,STATE_NORTH_CAMEROON,BMM,122420,3
04_subsaharan_africa.txt,STATE_SOUTH_CAMEROON,SIL,6598,5
04_subsaharan_africa.txt,STATE_SOUTH_CAMEROON,POR,15652,4
04_subsaharan_africa.txt,STATE_SOUTH_CAMEROON,FNG,578992,4
04_subsaharan_africa.txt,STATE_SOUTH_CAMEROON,DLA,680000,2
04_subsaharan_africa.txt,STATE_UBANGI_SHARI,DAK,303400,4
04_subsaharan_africa.txt,STATE_UBANGI_SHARI,ZND,52000,3
04_subsaharan_africa.txt,STATE_CONGO,BOB,44200,3
04_subsaharan_africa.txt,STATE_CONGO,LNG,64200,3
04_subsaharan_africa.txt,STATE_CONGO,TKE,44000,4
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,MNB,468000,2
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,ZND,409512,2
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,LGA,240000,2
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,HMB,336000,2
04_subsaharan_africa.txt,STATE_CONGO_ORIENTALE,LBA,108012,2
04_subsaharan_africa.txt,STATE_KASAI,KBA,804000,4
04_subsaharan_africa.txt,STATE_KASAI,LBA,492000,3
04_subsaharan_africa.txt,STATE_BAS_CONGO,KON,528000,5
04_subsaharan_africa.txt,STATE_BAS_CONGO,YKA,348000,4
04_subsaharan_africa.txt,STATE_EQUATEUR,BNG,625200,2
04_subsaharan_africa.txt,STATE_EQUATEUR,BOB,252012,2
04_subsaharan_africa.txt,STATE_NORTH_ANGOLA,POR,3368,1
04_subsaharan_africa.txt,STATE_NORTH_ANGOLA,KON,469804,4
04_subsaharan_africa.txt,STATE_SOUTH_ANGOLA,POR,232004,2
04_subsaharan_africa.txt,STATE_SOUTH_ANGOLA,HRO,116000,1
04_subsaharan_africa.txt,STATE_SOUTH_ANGOLA,OVM,215996,2
04_subsaharan_africa.txt,STATE_SOUTH_ANGOLA,OVB,28100,1
04_subsaharan_africa.txt,STATE_EAST_ANGOLA,CHK,208200,5
04_subsaharan_africa.txt,STATE_EAST_ANGOLA,LND,168396,4
04_subsaharan_africa.txt,STATE_EAST_ANGOLA,KSN,164196,4
04_subsaharan_africa.txt,STATE_EAST_ANGOLA,LZO,44000,2
04_subsaharan_africa.txt,STATE_KATANGA,KZM,336004,3
04_subsaharan_africa.txt,STATE_KATANGA,LND,280400,2
04_subsaharan_africa.txt,STATE_KATANGA,LBA,18404,2
04_subsaharan_africa.txt,STATE_GABON,FNG,151800,4
04_subsaharan_africa.txt,STATE_GABON,LNG,164200,7
04_subsaharan_africa.txt,STATE_ZAMBIA,LZO,72356,5
04_subsaharan_africa.txt,STATE_ZAMBIA,BMB,56136,3
04_subsaharan_africa.txt,STATE_ZAMBEZIA,POR,388400,5
04_subsaharan_africa.txt,STATE_ZAMBEZIA,TSW,388400,5
04_subsaharan_africa.txt,STATE_ZAMBEZIA,MSK,207396,5
04_subsaharan_africa.txt,STATE_ZAMBEZIA,MTP,63000,1
04_subsaharan_africa.txt,STATE_ZAMBEZIA,MNC,238000,5
04_subsaharan_africa.txt,STATE_ZAMBEZI,MSH,200000,3
04_subsaharan_africa.txt,STATE_ZAMBEZI,MTP,132000,4
04_subsaharan_africa.txt,STATE_ZAMBEZI,MNC,92000,3
