file,state,owner,before,target_1776,delta,groups,decision,evidence,note
00_west_europe.txt,STATE_HANNOVER,HAN,1150208,897162,-253046,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_HANNOVER,OLD,257696,201003,-56693,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_HESSE,FRM,112872,88040,-24832,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_HESSE,HEK,633288,493965,-139323,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_HESSE,HES,729108,568704,-160404,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_HESSE,NAS,402404,313875,-88529,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_HESSE,WLD,55447,43249,-12198,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_HIGHLANDS,GBR,751566,363267,-388299,3,FILE_COUNTRY_TARGET,https://www.census.gov/library/stories/2023/12/boston-tea-party.html,Great Britain 1775/1776
00_west_europe.txt,STATE_HOLLAND,NET,1239464,919416,-320048,6,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Netherlands-area anchor
00_west_europe.txt,STATE_HOME_COUNTIES,GBR,2805996,1356260,-1449736,4,FILE_COUNTRY_TARGET,https://www.census.gov/library/stories/2023/12/boston-tea-party.html,Great Britain 1775/1776
00_west_europe.txt,STATE_ICELAND,DENNOR,63720,44153,-19567,2,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Denmark and Norway combined; overseas separate
00_west_europe.txt,STATE_ILE_DE_FRANCE,FRA,1882354,1502132,-380222,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_JUTLAND,DENNOR,548908,380333,-168575,1,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Denmark and Norway combined; overseas separate
00_west_europe.txt,STATE_LANCASHIRE,GBR,2152804,1040544,-1112260,3,FILE_COUNTRY_TARGET,https://www.census.gov/library/stories/2023/12/boston-tea-party.html,Great Britain 1775/1776
00_west_europe.txt,STATE_LANGUEDOC,FRA,2373128,1893773,-479355,5,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_LEINSTER,IREK,1934493,1005295,-929198,10,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Ireland 1750-1800 interpolation
00_west_europe.txt,STATE_LORRAINE,FRA,1153101,920184,-232917,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_LOWLANDS,GBR,1637600,791525,-846075,4,FILE_COUNTRY_TARGET,https://www.census.gov/library/stories/2023/12/boston-tea-party.html,Great Britain 1775/1776
00_west_europe.txt,STATE_MAINE_ANJOU,FRA,1610194,1284946,-325248,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_MECKLENBURG,MEC,493998,385318,-108680,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_MECKLENBURG,MST,85002,66302,-18700,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_MIDLANDS,GBR,2580004,1247028,-1332976,3,FILE_COUNTRY_TARGET,https://www.census.gov/library/stories/2023/12/boston-tea-party.html,Great Britain 1775/1776
00_west_europe.txt,STATE_MORAVIA,AUS,1696408,1379483,-316925,12,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Austrian holdings excluding Hungary and Galicia tags
00_west_europe.txt,STATE_MUNSTER,IREK,2348237,1220299,-1127938,8,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Ireland 1750-1800 interpolation
00_west_europe.txt,STATE_NORMANDY,FRA,2685132,2142752,-542380,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_NORRLAND,SWE,327400,252222,-75178,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Sweden excluding Finland
00_west_europe.txt,STATE_NORTHERN_NORWAY,DENNOR,337260,233686,-103574,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Denmark and Norway combined; overseas separate
00_west_europe.txt,STATE_NORTH_RHINE,PRU,1015728,414624,-601104,4,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,low estimate; Prussian realm
00_west_europe.txt,STATE_ORLEANS,FRA,1379493,1100846,-278647,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_PICARDY,FRA,1478442,1179807,-298635,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_POITOU,FRA,1748194,1395072,-353122,4,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_POMERANIA,PRU,1147800,468536,-679264,4,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,low estimate; Prussian realm
00_west_europe.txt,STATE_PROVENCE,FRA,1090845,870504,-220341,4,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_PROVENCE,SAR,172200,134316,-37884,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_RHINELAND,BAV,557592,434922,-122670,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_RHINELAND,PRU,756392,308762,-447630,3,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,low estimate; Prussian realm
00_west_europe.txt,STATE_RHONE,FRA,2604767,2078623,-526144,6,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan France 1750-1800 interpolation
00_west_europe.txt,STATE_RUHR,PRU,856288,349539,-506749,3,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,low estimate; Prussian realm
00_west_europe.txt,STATE_SAXONY,COB,156537,122099,-34438,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_SAXONY,MEI,135312,105543,-29769,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_SAXONY,SAX,1671500,1303770,-367730,5,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_SAXONY,SCW,111832,87229,-24603,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_SAXONY,WEI,233840,182395,-51445,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_SCANIA,SWE,513060,395248,-117812,2,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Sweden excluding Finland
00_west_europe.txt,STATE_SCHLESWIG_HOLSTEIN,HOL,404604,315591,-89013,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_SCHLESWIG_HOLSTEIN,LUB,84396,65829,-18567,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_SCHLESWIG_HOLSTEIN,SCH,336404,262395,-74009,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_SOUTH_TYROL,VEN,491000,491000,0,2,PROTECTED,,China/Genoa/Venice protected
00_west_europe.txt,STATE_STYRIA,AUS,736796,599143,-137653,2,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Austrian holdings excluding Hungary and Galicia tags
00_west_europe.txt,STATE_SVEALAND,SWE,1114208,858356,-255852,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Sweden excluding Finland
00_west_europe.txt,STATE_TYROL,AUS,559304,454812,-104492,2,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Austrian holdings excluding Hungary and Galicia tags
00_west_europe.txt,STATE_ULSTER,IREK,2351145,1221816,-1129329,13,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Ireland 1750-1800 interpolation
00_west_europe.txt,STATE_WALES,GBR,973196,470388,-502808,2,FILE_COUNTRY_TARGET,https://www.census.gov/library/stories/2023/12/boston-tea-party.html,Great Britain 1775/1776
00_west_europe.txt,STATE_WALLONIA,BEO,1083407,961518,-121889,6,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Belgium-area anchor
00_west_europe.txt,STATE_WALLONIA,LUX,176770,137881,-38889,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_WESTERN_NORWAY,DENNOR,546800,378873,-167927,1,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Denmark and Norway combined; overseas separate
00_west_europe.txt,STATE_WESTPHALIA,LIP,77546,60486,-17060,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_WESTPHALIA,PRU,1278830,522021,-756809,3,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,low estimate; Prussian realm
00_west_europe.txt,STATE_WESTPHALIA,SCM,23820,18580,-5240,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_WEST_COUNTRY,GBR,1986400,960114,-1026286,3,FILE_COUNTRY_TARGET,https://www.census.gov/library/stories/2023/12/boston-tea-party.html,Great Britain 1775/1776
00_west_europe.txt,STATE_WEST_SWITZERLAND,SWI,1070964,835352,-235612,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_WURTTEMBERG,HOH,61334,47841,-13493,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_WURTTEMBERG,WUR,1719750,1341405,-378345,3,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,00_west_europe.txt regional lower-bound factor 0.78; revise with local census
00_west_europe.txt,STATE_YORKSHIRE,GBR,2090592,1010474,-1080118,3,FILE_COUNTRY_TARGET,https://www.census.gov/library/stories/2023/12/boston-tea-party.html,Great Britain 1775/1776
00_west_europe.txt,STATE_ZEALAND,DENNOR,656796,455090,-201706,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Denmark and Norway combined; overseas separate
01_south_europe.txt,STATE_ABRUZZO,SIC,660448,515149,-145299,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,01_south_europe.txt regional lower-bound factor 0.78; revise with local census
01_south_europe.txt,STATE_ALBANIA,TUR,1263208,1074401,-188807,4,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
01_south_europe.txt,STATE_ALENTEJO,POR,457012,289912,-167100,1,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Portugal
01_south_europe.txt,STATE_APULIA,SIC,1284392,1001826,-282566,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,01_south_europe.txt regional lower-bound factor 0.78; revise with local census
01_south_europe.txt,STATE_ARAGON,SPA,634562,543452,-91110,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Spain
01_south_europe.txt,STATE_ASTURIAS,SPA,438563,375596,-62967,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Spain
01_south_europe.txt,STATE_ATTICA,TUR,637592,542293,-95299,1,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
01_south_europe.txt,STATE_AZORES,POR,210532,133555,-76977,1,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Portugal
01_south_europe.txt,STATE_BALEARIC_ISLANDS,GBR,125684,98034,-27650,2,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,01_south_europe.txt regional lower-bound factor 0.78; revise with local census
01_south_europe.txt,STATE_BALEARIC_ISLANDS,SPA,125684,107640,-18044,2,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Spain
01_south_europe.txt,STATE_BASQUE_COUNTRY,SPA,523140,448028,-75112,2,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Spain
01_south_europe.txt,STATE_BEIRA,POR,1106122,701683,-404439,1,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Portugal
01_south_europe.txt,STATE_BOSNIA,TUR,864500,735288,-129212,4,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
01_south_europe.txt,STATE_BULGARIA,TUR,874408,743715,-130693,3,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
01_south_europe.txt,STATE_CALABRIA,SIC,882848,688621,-194227,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,01_south_europe.txt regional lower-bound factor 0.78; revise with local census
01_south_europe.txt,STATE_CAMPANIA,SIC,2557396,1994769,-562627,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,01_south_europe.txt regional lower-bound factor 0.78; revise with local census
01_south_europe.txt,STATE_CANARY_ISLANDS,SPA,231268,198063,-33205,1,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Spain
01_south_europe.txt,STATE_CAPE_VERDE,POR,78819,50004,-28815,4,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Portugal
01_south_europe.txt,STATE_CATALONIA,SPA,976110,835959,-140151,2,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Spain
01_south_europe.txt,STATE_CORSICA,FRA,207889,162153,-45736,4,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,01_south_europe.txt regional lower-bound factor 0.78; revise with local census
01_south_europe.txt,STATE_CRETE,TUR,139992,119069,-20923,2,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
01_south_europe.txt,STATE_CROATIA,AUS,827992,673305,-154687,5,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,Austrian holdings excluding Hungary and Galicia tags
01_south_europe.txt,STATE_DALMATIA,VEN,397800,397800,0,3,PROTECTED,,China/Genoa/Venice protected
01_south_europe.txt,STATE_DOBRUDJA,RUS,21660,16131,-5529,5,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,low estimate; Russian Empire footprint
01_south_europe.txt,STATE_DOBRUDJA,TUR,231948,197284,-34664,5,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
01_south_europe.txt,STATE_EASTERN_SERBIA,TUR,535757,455686,-80071,9,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
01_south_europe.txt,STATE_EASTERN_THRACE,TUR,1342988,1142262,-200726,8,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
01_south_europe.txt,STATE_EAST_AEGEAN_ISLANDS,TUR,93984,79940,-14044,3,COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,conservative Ottoman estimate; territorial uncertainty
01_south_europe.txt,STATE_EMILIA,LUC,108408,84558,-23850,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,01_south_europe.txt regional lower-bound factor 0.78; revise with local census
01_south_europe.txt,STATE_EMILIA,MOD,648400,505752,-142648,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,01_south_europe.txt regional lower-bound factor 0.78; revise with local census
01_south_europe.txt,STATE_EMILIA,PAR,472004,368163,-103841,1,PROVISIONAL_REGIONAL_LOW,https://clio-infra.eu/Indicators/TotalPopulation.html,01_south_europe.txt regional lower-bound factor 0.78; revise with local census
01_south_europe.txt,STATE_ENTRE_DOURO_E_MINHO,POR,1203012,763148,-439864,2,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Portugal
01_south_europe.txt,STATE_ESTREMADURA,POR,791012,501789,-289223,1,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Portugal
01_south_europe.txt,STATE_EXTREMADURA,SPA,552368,473059,-79309,2,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Spain
01_south_europe.txt,STATE_GALICIA,SPA,1485255,1272001,-213254,3,FILE_COUNTRY_TARGET,https://clio-infra.eu/Indicators/TotalPopulation.html,metropolitan Spain
01_south_europe.txt,STATE_IONIAN_ISLANDS,VEN,188404,188404,0,2,PROTECTED,,China/Genoa/Venice protected
01_south_europe.txt,STATE_ISTRIA,VEN,680096,680096,0,5,PROTECTED,,China/Genoa/Venice protected
