Owner_TAG,State_ID,Building_ID,Current_Level,Current_PM_Overrides,Source_File,Source_Line_or_Block,Excluded_Serenissima,Notes
ANH,STATE_ANHALT,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:494,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
ANH,STATE_ANHALT,building_textile_mill,1,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:507,NO,
ANK,STATE_UGANDA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15950,NO,
ARB,STATE_KHUZESTAN,building_cotton_plantation,1,default_building_cotton_plantation|default_labour|pm_road_carts,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:7804,NO,
ARB,STATE_KHUZESTAN,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:7817,NO,
ARB,STATE_KHUZESTAN,building_port,1,pm_anchorage,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:7830,NO,
ARB,STATE_KHUZESTAN,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:7841,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
ARB,STATE_KHUZESTAN,building_rice_farm,1,pm_no_secondary|pm_simple_farming_building_rice_farm|pm_tools_disabled,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:7854,NO,
ARB,STATE_KHUZESTAN,building_wheat_farm,1,pm_no_secondary|pm_simple_farming|pm_tools_disabled,common/history/buildings/08_middle_east.txt,common/history/buildings/08_middle_east.txt:403,NO,
ASH,STATE_GOLD_COAST,building_gold_mine,1,pm_no_explosives|pm_no_mine_ventilation|pm_no_ore_concentration_building_gold_mine|pm_no_steam_automation|pm_picks_and_shovels_building_gold_mine|pm_road_carts,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:5418,NO,
ASH,STATE_GOLD_COAST,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:1468,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
ASH,STATE_GOLD_COAST,building_trade_center,1,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:5429,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
ATR,STATE_TIMBUKTU,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15209,NO,
AUS,STATE_AUSTRIA,building_arms_industry,1,pm_automation_disabled|pm_muskets|pm_no_scientific_management,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:892,NO,
AUS,STATE_AUSTRIA,building_artillery_foundry,1,pm_automation_disabled|pm_cannons|pm_no_scientific_management,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:903,NO,
AUS,STATE_AUSTRIA,building_government_administration,7,pm_hereditary_bureaucrats|pm_horizontal_drawer_cabinets|pm_religious_bureaucrats,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2482,NO,
AUS,STATE_AUSTRIA,building_railway,4,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:914,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_AUSTRIA,building_trade_center,2,pm_trade_center_trade_quantity_normal,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2469,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
AUS,STATE_AUSTRIA,building_university,1,pm_religious_academia|pm_scholastic_education,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2494,NO,
AUS,STATE_BOHEMIA,building_glassworks,3,pm_disabled_ceramics|pm_leaded_glass|pm_manual_glassblowing,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2540,NO,
AUS,STATE_BOHEMIA,building_government_administration,9,pm_hereditary_bureaucrats|pm_horizontal_drawer_cabinets|pm_religious_bureaucrats,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2514,NO,
AUS,STATE_BOHEMIA,building_logging_camp,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2560,NO,
AUS,STATE_BOHEMIA,building_railway,6,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:1897,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_BOHEMIA,building_textile_mill,2,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:1910,NO,
AUS,STATE_BOHEMIA,building_university,1,pm_religious_academia|pm_scholastic_education,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2528,NO,
AUS,STATE_BUKOVINA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:462,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_BUKOVINA,building_salt_mine,1,pm_no_explosives|pm_no_salt_processing_building_salt_mine|pm_no_steam_automation|pm_picks_and_shovels_building_salt_mine|pm_road_carts,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:2328,NO,
AUS,STATE_CROATIA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/01_south_europe.txt,common/history/buildings/01_south_europe.txt:2803,NO,
AUS,STATE_CROATIA,building_logging_camp,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,common/history/buildings/01_south_europe.txt,common/history/buildings/01_south_europe.txt:2816,NO,
AUS,STATE_CROATIA,building_naval_administration,2,pm_simple_sailor_recruitment,common/history/buildings/01_south_europe.txt,common/history/buildings/01_south_europe.txt:2833,NO,
AUS,STATE_CROATIA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:951,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_LOMBARDY,building_railway,3,pm_industrial_canals|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:8788,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_LOMBARDY,building_rice_farm,2,pm_no_secondary|pm_simple_farming_building_rice_farm|pm_tools_disabled,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:8801,NO,
AUS,STATE_LOMBARDY,building_silk_plantation,2,default_building_silk_plantation|pm_road_carts,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:8814,NO,
AUS,STATE_LOMBARDY,building_textile_mill,3,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/01_south_europe.txt,common/history/buildings/01_south_europe.txt:33,NO,
AUS,STATE_LOMBARDY,building_trade_center,2,pm_trade_center_trade_quantity_normal,common/history/buildings/01_south_europe.txt,common/history/buildings/01_south_europe.txt:5,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
AUS,STATE_LOMBARDY,building_vineyard,1,default_building_vineyard|pm_road_carts,common/history/buildings/01_south_europe.txt,common/history/buildings/01_south_europe.txt:18,NO,
AUS,STATE_MORAVIA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:10344,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_MORAVIA,building_textile_mill,2,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2583,NO,
AUS,STATE_SLAVONIA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/01_south_europe.txt,common/history/buildings/01_south_europe.txt:2849,NO,
AUS,STATE_SLAVONIA,building_logging_camp,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14199,NO,
AUS,STATE_SLAVONIA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:3278,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_SLOVENIA,building_port,3,pm_anchorage,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14217,NO,
AUS,STATE_SLOVENIA,building_railway,2,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14228,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_SLOVENIA,building_shipyard,1,pm_basic_shipbuilding|pm_no_copper_sheathing_building_shipyard,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14241,NO,
AUS,STATE_SLOVENIA,building_trade_center,3,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14254,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
AUS,STATE_STYRIA,building_iron_mine,2,pm_no_explosives|pm_no_steam_automation|pm_picks_and_shovels_building_iron_mine|pm_road_carts,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2611,NO,
AUS,STATE_STYRIA,building_logging_camp,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14421,NO,
AUS,STATE_STYRIA,building_railway,2,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:14435,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_TYROL,building_logging_camp,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15888,NO,
AUS,STATE_TYROL,building_railway,2,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:15902,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_TYROL,building_salt_mine,2,pm_no_explosives|pm_no_steam_automation|pm_picks_and_shovels_building_salt_mine|pm_road_carts,common/history/buildings/99_tech6a2_salt_starting_buildings.txt,common/history/buildings/99_tech6a2_salt_starting_buildings.txt:144,NO,
AUS,STATE_UPPER_SILESIA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:3659,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AUS,STATE_UPPER_SILESIA,building_textile_mill,2,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:16140,NO,
AWA,STATE_AWADH,building_arms_industry,2,pm_automation_disabled|pm_muskets|pm_no_scientific_management,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:948,NO,
AWA,STATE_AWADH,building_artillery_foundry,1,pm_automation_disabled|pm_cannons|pm_no_scientific_management,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:959,NO,
AWA,STATE_AWADH,building_government_administration,2,pm_hereditary_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/10_india.txt,common/history/buildings/10_india.txt:247,NO,
AWA,STATE_AWADH,building_railway,5,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:970,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
AWA,STATE_AWADH,building_textile_mill,2,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/10_india.txt,common/history/buildings/10_india.txt:260,NO,
AWA,STATE_AWADH,building_trade_center,2,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:983,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
AWA,STATE_AWADH,building_wheat_farm,2,pm_no_secondary|pm_simple_farming|pm_tools_disabled,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:994,NO,
BAD,STATE_BADEN,building_government_administration,1,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:3150,NO,
BAD,STATE_BADEN,building_logging_camp,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:3163,NO,
BAD,STATE_BADEN,building_railway,2,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:292,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
BAD,STATE_BADEN,building_textile_mill,1,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:1203,NO,
BAD,STATE_BADEN,building_tooling_workshop,1,pm_automation_disabled|pm_crude_tools|pm_no_precision_machinery|pm_no_scientific_management,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:1216,NO,
BAL,STATE_SUNDA_ISLANDS,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:3346,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
BAL,STATE_SUNDA_ISLANDS,building_rice_farm,2,pm_no_secondary|pm_simple_farming_building_rice_farm|pm_tools_disabled,common/history/buildings/12_indonesia.txt,common/history/buildings/12_indonesia.txt:354,NO,
BAV,STATE_BAVARIA,building_food_industry,1,pm_bakery|pm_disabled_canning|pm_manual_dough_processing|pm_pot_stills,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:3241,NO,
BAV,STATE_BAVARIA,building_government_administration,1,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:3226,NO,
BAV,STATE_BAVARIA,building_livestock_ranch,1,pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:3256,NO,
BAV,STATE_BAVARIA,building_railway,1,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:1690,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
BAV,STATE_FRANCONIA,building_government_administration,3,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:3275,NO,
BAV,STATE_FRANCONIA,building_logging_camp,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:3304,NO,
BAV,STATE_FRANCONIA,building_railway,2,pm_no_canal_network|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/97_build_start_1776_runtime_wave1.txt,common/history/buildings/97_build_start_1776_runtime_wave1.txt:1434,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
BAV,STATE_FRANCONIA,building_textile_mill,1,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:3288,NO,
BAV,STATE_FRANCONIA,building_trade_center,1,pm_trade_center|pm_trade_center_trade_quantity_normal,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:5087,NO,MANUAL_1.13_TRADE_CAPACITY_SEED
BAV,STATE_RHINELAND,building_vineyard,1,default_building_vineyard|pm_road_carts,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2911,NO,
BEO,STATE_FLANDERS,building_construction_sector,1,pm_wooden_buildings,common/history/buildings/98_build_start_1776_world_redistribution.txt,common/history/buildings/98_build_start_1776_world_redistribution.txt:4983,NO,
BEO,STATE_FLANDERS,building_food_industry,1,pm_disabled_canning|pm_manual_dough_processing|pm_pot_stills|pm_sweeteners,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2374,NO,
BEO,STATE_FLANDERS,building_government_administration,3,pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2351,NO,
BEO,STATE_FLANDERS,building_logging_camp,4,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2419,NO,
BEO,STATE_FLANDERS,building_paper_mill,1,pm_automation_disabled|pm_pulp_pressing,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2363,NO,
BEO,STATE_FLANDERS,building_port,2,pm_basic_port,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2454,NO,
BEO,STATE_FLANDERS,building_railway,5,pm_industrial_canals|pm_no_passenger_trains|pm_no_rail_network|pm_traditional_road_network,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2441,NO,TECH7A_UNIFIED_ROAD_CANAL_RAIL_BUILDING
BEO,STATE_FLANDERS,building_textile_mill,3,pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,common/history/buildings/00_west_europe.txt,common/history/buildings/00_west_europe.txt:2399,NO,
