Owner_TAG,State_ID,Building_ID,Production_Method_Group,Old_PM,Missing_Technologies,Fallback_Base_PM,Reason
PRU,STATE_RUHR,building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_atmospheric_engine_pump_building_coal_mine,atmospheric_engine,pm_picks_and_shovels_building_coal_mine,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
PRU,STATE_UPPER_SILESIA,building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_atmospheric_engine_pump_building_coal_mine,atmospheric_engine,pm_picks_and_shovels_building_coal_mine,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
PRU,STATE_UPPER_SILESIA,building_iron_mine,pmg_mining_equipment_building_iron_mine,pm_atmospheric_engine_pump_building_iron_mine,atmospheric_engine,pm_picks_and_shovels_building_iron_mine,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
PRU,STATE_UPPER_SILESIA,building_textile_mill,pmg_base_building_textile_mill,pm_dye_workshops,mechanized_spinning,pm_handsewn_clothes,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
PUD,STATE_MADRAS,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
QUE,STATE_QUEBEC,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_EAST_KARELIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_GALICH,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_MOSCOW,building_tooling_workshop,pmg_base_building_tooling_workshop,pm_pig_iron,precision_boring,pm_crude_tools,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_NOVGOROD,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_ORYOL,building_tooling_workshop,pmg_base_building_tooling_workshop,pm_pig_iron,precision_boring,pm_crude_tools,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_PERM,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_PSKOV,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_SMOLENSK,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_URAL,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_VITEBSK,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_VYATKA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
RUS,STATE_WEST_KARELIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SAR,STATE_PIEDMONT,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SAR,STATE_SAVOY,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SAX,STATE_SAXONY,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SC1,STATE_GUERRERO,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SC1,STATE_JALISCO,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SC1,STATE_JALISCO,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SC1,STATE_MEXICO,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SC1,STATE_RIO_GRANDE,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SC3,STATE_LOS_RIOS,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SC4,STATE_BUENOS_AIRES,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SC4,STATE_SANTA_FE,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SCH,STATE_SCHLESWIG_HOLSTEIN,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SIC,STATE_ABRUZZO,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SIC,STATE_ABRUZZO,building_wheat_farm,pmg_harvesting_process_building_millet_farm,pm_tools,improved_agricultural_implements,pm_tools_disabled,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SIC,STATE_APULIA,building_wheat_farm,pmg_harvesting_process_building_millet_farm,pm_tools,improved_agricultural_implements,pm_tools_disabled,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SIC,STATE_CAMPANIA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SPA,STATE_ARAGON,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SPA,STATE_ASTURIAS,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SPA,STATE_BASQUE_COUNTRY,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SPA,STATE_CATALONIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SPA,STATE_GALICIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SPA,STATE_OLD_CASTILE,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SWE,STATE_GOTALAND,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SWE,STATE_KUOPIO,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
SWE,STATE_NORRLAND,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START
