State_ID,State_Display_Name,Region,Owner_TAG,Owner_Name,Homeland_or_Core_Info,Coastal,Has_Port_Access,Current_Population,Excluded_Serenissima,Map_Rework_Risk,Source_File
STATE_CHAMPAGNE,Champagne,R1_WESTERN_EUROPE,FRA,France,Homelands=french,NO,NO,1161945,NO,NONE,common/history/states/00_states.txt:3679; map_data/state_regions/00_west_europe.txt:828
STATE_CONNAUGHT,Connaught,R1_WESTERN_EUROPE,IREK,Kingdom of Ireland,Homelands=irish,YES,YES,1390481,NO,NONE,common/history/states/00_states.txt:8407; map_data/state_regions/00_west_europe.txt:542
STATE_CORSICA,Corsica,R1_WESTERN_EUROPE,FRA,France,Homelands=corsican,YES,YES,207889,NO,NONE,common/history/states/00_states.txt:8312; map_data/state_regions/01_south_europe.txt:112
STATE_CRETE,Crete,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=greek|turkish,YES,YES,139992,NO,NONE,common/history/states/00_states.txt:6368; map_data/state_regions/01_south_europe.txt:1126
STATE_CROATIA,Croatia,R1_WESTERN_EUROPE,AUS,Austria,Homelands=croat|serb,YES,YES,827992,NO,NONE,common/history/states/00_states.txt:7802; map_data/state_regions/01_south_europe.txt:983
STATE_DALMATIA,Dalmatia,R1_WESTERN_EUROPE,VEN,Venice,Homelands=croat|serb,YES,YES,397800,YES,NONE,common/history/states/00_states.txt:7793; map_data/state_regions/01_south_europe.txt:962
STATE_DOBRUDJA,Dobrudja,R1_WESTERN_EUROPE,RUS,Russia,Homelands=bulgarian|romanian|turkish,YES,NO,21660,NO,NONE,common/history/states/00_states.txt:133; map_data/state_regions/01_south_europe.txt:833
STATE_DOBRUDJA,Dobrudja,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=bulgarian|romanian|turkish,YES,YES,231948,NO,NONE,common/history/states/00_states.txt:129; map_data/state_regions/01_south_europe.txt:833
STATE_EASTERN_NORWAY,Eastern Norway,R1_WESTERN_EUROPE,DENNOR,Denmark-Norway,Homelands=norwegian,YES,YES,352800,NO,NONE,common/history/states/00_states.txt:3954; map_data/state_regions/00_west_europe.txt:197
STATE_EASTERN_SERBIA,Eastern Serbia,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=serb,NO,NO,535757,NO,NONE,common/history/states/00_states.txt:6275; map_data/state_regions/01_south_europe.txt:1087
STATE_EASTERN_THRACE,Eastern Thrace,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=greek|turkish,YES,YES,1342988,NO,NONE,common/history/states/00_states.txt:153; map_data/state_regions/01_south_europe.txt:812
STATE_EAST_AEGEAN_ISLANDS,East Aegean Islands,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=greek|turkish,YES,YES,93984,NO,NONE,common/history/states/00_states.txt:6386; map_data/state_regions/01_south_europe.txt:1164
STATE_EAST_ANGLIA,East Anglia,R1_WESTERN_EUROPE,GBR,Great Britain,Homelands=british,YES,YES,1573208,NO,NONE,common/history/states/00_states.txt:3537; map_data/state_regions/00_west_europe.txt:403
STATE_EAST_SWITZERLAND,East Switzerland,R1_WESTERN_EUROPE,AUS,Austria,Homelands=alemannic,NO,NO,30000,NO,NONE,common/history/states/00_states.txt:3966; map_data/state_regions/00_west_europe.txt:1210
STATE_EAST_SWITZERLAND,East Switzerland,R1_WESTERN_EUROPE,SWI,Switzerland,Homelands=alemannic,NO,NO,895200,NO,NONE,common/history/states/00_states.txt:3962; map_data/state_regions/00_west_europe.txt:1210
STATE_ELBE,Elbe,R1_WESTERN_EUROPE,BRE,Bremen,Homelands=north_german,YES,YES,106004,NO,NONE,common/history/states/00_states.txt:3736; map_data/state_regions/00_west_europe.txt:1180
STATE_ELBE,Elbe,R1_WESTERN_EUROPE,HAM,Hamburg,Homelands=north_german,YES,NO,150404,NO,NONE,common/history/states/00_states.txt:3740; map_data/state_regions/00_west_europe.txt:1180
STATE_ELBE,Elbe,R1_WESTERN_EUROPE,HAN,Hanover,Homelands=north_german,YES,NO,512788,NO,NONE,common/history/states/00_states.txt:3744; map_data/state_regions/00_west_europe.txt:1180
STATE_EMILIA,Emilia,R1_WESTERN_EUROPE,LUC,Lucca,Homelands=north_italian,YES,YES,108408,NO,NONE,common/history/states/00_states.txt:2051; map_data/state_regions/01_south_europe.txt:231
STATE_EMILIA,Emilia,R1_WESTERN_EUROPE,MOD,Modena,Homelands=north_italian,YES,NO,648400,NO,NONE,common/history/states/00_states.txt:2055; map_data/state_regions/01_south_europe.txt:231
STATE_EMILIA,Emilia,R1_WESTERN_EUROPE,PAR,Parma,Homelands=north_italian,YES,NO,472004,NO,NONE,common/history/states/00_states.txt:2047; map_data/state_regions/01_south_europe.txt:231
STATE_ENTRE_DOURO_E_MINHO,Entre Douro and Minho,R1_WESTERN_EUROPE,POR,Portugal,Homelands=portuguese,YES,YES,1203012,NO,NONE,common/history/states/00_states.txt:3869; map_data/state_regions/01_south_europe.txt:1368
STATE_ESTREMADURA,Estremadura,R1_WESTERN_EUROPE,POR,Portugal,Homelands=portuguese,YES,YES,791012,NO,NONE,common/history/states/00_states.txt:3760; map_data/state_regions/01_south_europe.txt:680
STATE_EXTREMADURA,Extremadura,R1_WESTERN_EUROPE,SPA,Spain,Homelands=asturleonese|spanish,NO,NO,552368,NO,NONE,common/history/states/00_states.txt:3829; map_data/state_regions/01_south_europe.txt:608
STATE_FLANDERS,Flanders,R1_WESTERN_EUROPE,BEO,Belgium,Homelands=flemish; Claims=NET,YES,YES,1998620,NO,NONE,common/history/states/00_states.txt:3890; map_data/state_regions/00_west_europe.txt:1013
STATE_FRANCHE_COMTE,Franche-Comté,R1_WESTERN_EUROPE,FRA,France,Homelands=french,NO,NO,934927,NO,NONE,common/history/states/00_states.txt:3687; map_data/state_regions/00_west_europe.txt:846
STATE_FRANCONIA,Franconia,R1_WESTERN_EUROPE,BAV,Bavaria,Homelands=south_german,NO,NO,1876192,NO,NONE,common/history/states/00_states.txt:8113; map_data/state_regions/00_west_europe.txt:1478
STATE_FRENCH_LOW_COUNTRIES,French Low Countries,R1_WESTERN_EUROPE,FRA,France,Homelands=flemish|french,YES,YES,1691071,NO,NONE,common/history/states/00_states.txt:3610; map_data/state_regions/00_west_europe.txt:665
STATE_FRIESLAND,Friesland,R1_WESTERN_EUROPE,NET,Netherlands,Homelands=dutch,YES,YES,674072,NO,NONE,common/history/states/00_states.txt:3900; map_data/state_regions/00_west_europe.txt:944
STATE_GALICIA,Galicia,R1_WESTERN_EUROPE,SPA,Spain,Homelands=galician|spanish,YES,YES,1485255,NO,NONE,common/history/states/00_states.txt:1162; map_data/state_regions/01_south_europe.txt:381
STATE_GELRE,Gelre,R1_WESTERN_EUROPE,BEO,Belgium,Homelands=dutch; Claims=NET,NO,NO,39118,NO,NONE,common/history/states/00_states.txt:3912; map_data/state_regions/00_west_europe.txt:973
STATE_GELRE,Gelre,R1_WESTERN_EUROPE,NET,Netherlands,Homelands=dutch; Claims=NET,NO,NO,782660,NO,NONE,common/history/states/00_states.txt:3908; map_data/state_regions/00_west_europe.txt:973
STATE_GOTALAND,Götaland,R1_WESTERN_EUROPE,SWE,Sweden,Homelands=swedish,YES,YES,809308,NO,NONE,common/history/states/00_states.txt:1033; map_data/state_regions/00_west_europe.txt:24
STATE_GOTLAND,Gotland,R1_WESTERN_EUROPE,SWE,Sweden,Homelands=swedish,YES,YES,33208,NO,NONE,common/history/states/00_states.txt:1025; map_data/state_regions/00_west_europe.txt:89
STATE_GREENLAND,Greenland,R1_WESTERN_EUROPE,DENNOR,Denmark-Norway,Homelands=inuit; Claims=DENNOR,YES,NO,4920,NO,NONE,common/history/states/00_states.txt:2940; map_data/state_regions/00_west_europe.txt:239
STATE_GREENLAND,Greenland,R1_WESTERN_EUROPE,GR7,Inuit,Homelands=inuit; Claims=DENNOR,YES,YES,6764,NO,NONE,common/history/states/00_states.txt:2935; map_data/state_regions/00_west_europe.txt:239
STATE_GUYENNE,Guyenne,R1_WESTERN_EUROPE,FRA,France,Homelands=french|occitan,NO,NO,1734040,NO,NONE,common/history/states/00_states.txt:3644; map_data/state_regions/00_west_europe.txt:753
STATE_HANNOVER,Hanover,R1_WESTERN_EUROPE,HAN,Hanover,Homelands=north_german,YES,YES,1150208,NO,NONE,common/history/states/00_states.txt:8097; map_data/state_regions/00_west_europe.txt:1409
STATE_HANNOVER,Hanover,R1_WESTERN_EUROPE,OLD,Oldenburg,Homelands=north_german,YES,NO,257696,NO,NONE,common/history/states/00_states.txt:8093; map_data/state_regions/00_west_europe.txt:1409
STATE_HESSE,Hesse,R1_WESTERN_EUROPE,FRM,Frankfurt,Homelands=north_german,NO,NO,112872,NO,NONE,common/history/states/00_states.txt:8162; map_data/state_regions/00_west_europe.txt:1517
STATE_HESSE,Hesse,R1_WESTERN_EUROPE,HEK,Hesse-Kassel,Homelands=north_german,NO,NO,633288,NO,NONE,common/history/states/00_states.txt:8170; map_data/state_regions/00_west_europe.txt:1517
STATE_HESSE,Hesse,R1_WESTERN_EUROPE,HES,Hesse,Homelands=north_german,NO,NO,729108,NO,NONE,common/history/states/00_states.txt:8166; map_data/state_regions/00_west_europe.txt:1517
STATE_HESSE,Hesse,R1_WESTERN_EUROPE,NAS,Nassau,Homelands=north_german,NO,NO,402404,NO,NONE,common/history/states/00_states.txt:8174; map_data/state_regions/00_west_europe.txt:1517
STATE_HESSE,Hesse,R1_WESTERN_EUROPE,WLD,Waldeck,Homelands=north_german,NO,NO,55447,NO,NONE,common/history/states/00_states.txt:8178; map_data/state_regions/00_west_europe.txt:1517
STATE_HIGHLANDS,Highlands,R1_WESTERN_EUROPE,GBR,Great Britain,Homelands=scottish|scottish_gaelic,YES,YES,751566,NO,NONE,common/history/states/00_states.txt:3518; map_data/state_regions/00_west_europe.txt:358
STATE_HOLLAND,Holland,R1_WESTERN_EUROPE,NET,Netherlands,Homelands=dutch,YES,YES,1239464,NO,NONE,common/history/states/00_states.txt:97; map_data/state_regions/00_west_europe.txt:924
STATE_HOME_COUNTIES,Home Counties,R1_WESTERN_EUROPE,GBR,Great Britain,Homelands=british,YES,YES,2805996,NO,NONE,common/history/states/00_states.txt:51; map_data/state_regions/00_west_europe.txt:260
STATE_ICELAND,Iceland,R1_WESTERN_EUROPE,DENNOR,Denmark-Norway,Homelands=icelandic,YES,YES,63720,NO,NONE,common/history/states/00_states.txt:2926; map_data/state_regions/00_west_europe.txt:219
STATE_ILE_DE_FRANCE,Île-de-France,R1_WESTERN_EUROPE,FRA,France,Homelands=french,NO,NO,1882354,NO,NONE,common/history/states/00_states.txt:3728; map_data/state_regions/00_west_europe.txt:562
STATE_IONIAN_ISLANDS,Ionian Islands,R1_WESTERN_EUROPE,VEN,Venice,Homelands=greek,YES,YES,188404,YES,NONE,common/history/states/00_states.txt:1074; map_data/state_regions/01_south_europe.txt:1285
STATE_ISTRIA,Istria,R1_WESTERN_EUROPE,VEN,Venice,Homelands=croat|north_italian|slovene,YES,YES,680096,YES,NONE,common/history/states/00_states.txt:7837; map_data/state_regions/01_south_europe.txt:1023
STATE_JUTLAND,Jutland,R1_WESTERN_EUROPE,DENNOR,Denmark-Norway,Homelands=danish,YES,YES,548908,NO,NONE,common/history/states/00_states.txt:3921; map_data/state_regions/00_west_europe.txt:109
STATE_KOSOVO,Kosovo,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=albanian|serb,NO,NO,308893,NO,NONE,common/history/states/00_states.txt:6284; map_data/state_regions/01_south_europe.txt:1107
STATE_LANCASHIRE,Lancashire,R1_WESTERN_EUROPE,GBR,Great Britain,Homelands=british,YES,YES,2152804,NO,NONE,common/history/states/00_states.txt:59; map_data/state_regions/00_west_europe.txt:281
STATE_LANGUEDOC,Languedoc,R1_WESTERN_EUROPE,FRA,France,Homelands=french|occitan,YES,YES,2373128,NO,NONE,common/history/states/00_states.txt:3591; map_data/state_regions/00_west_europe.txt:623
STATE_LAZIO,Lazio,R1_WESTERN_EUROPE,PAP,Rome,Homelands=south_italian,YES,YES,1339464,NO,NONE,common/history/states/00_states.txt:2079; map_data/state_regions/01_south_europe.txt:296
STATE_LEINSTER,Leinster,R1_WESTERN_EUROPE,IREK,Kingdom of Ireland,Homelands=irish,YES,YES,1934493,NO,NONE,common/history/states/00_states.txt:3582; map_data/state_regions/00_west_europe.txt:521
STATE_LEON,Leon,R1_WESTERN_EUROPE,SPA,Spain,Homelands=asturleonese|spanish,NO,NO,642921,NO,NONE,common/history/states/00_states.txt:3860; map_data/state_regions/01_south_europe.txt:1348
STATE_LOMBARDY,Lombardy,R1_WESTERN_EUROPE,AUS,Austria,Homelands=north_italian,NO,NO,2377392,NO,NONE,common/history/states/00_states.txt:7847; map_data/state_regions/01_south_europe.txt:1
STATE_LORRAINE,Lorraine,R1_WESTERN_EUROPE,FRA,France,Homelands=french,NO,NO,1153101,NO,NONE,common/history/states/00_states.txt:3695; map_data/state_regions/00_west_europe.txt:868
STATE_LOWER_ANDALUSIA,Lower Andalusia,R1_WESTERN_EUROPE,SPA,Spain,Homelands=spanish,YES,YES,1215991,NO,NONE,common/history/states/00_states.txt:89; map_data/state_regions/01_south_europe.txt:555
STATE_LOWLANDS,Lowlands,R1_WESTERN_EUROPE,GBR,Great Britain,Homelands=scottish|scottish_gaelic,YES,YES,1637600,NO,NONE,common/history/states/00_states.txt:3553; map_data/state_regions/00_west_europe.txt:452
STATE_MACEDONIA,Macedonia,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=greek|turkish,YES,YES,446104,NO,NONE,common/history/states/00_states.txt:4678; map_data/state_regions/01_south_europe.txt:1243
STATE_MADEIRA,Madeira,R1_WESTERN_EUROPE,POR,Portugal,Homelands=portuguese,YES,YES,110202,NO,NONE,common/history/states/00_states.txt:3776; map_data/state_regions/01_south_europe.txt:792
STATE_MAINE_ANJOU,Maine-Anjou,R1_WESTERN_EUROPE,FRA,France,Homelands=french,NO,NO,1610194,NO,NONE,common/history/states/00_states.txt:3712; map_data/state_regions/00_west_europe.txt:1577
STATE_MALTA,Malta,R1_WESTERN_EUROPE,MLT,Malta,Homelands=maltese,YES,YES,117192,NO,NONE,common/history/states/00_states.txt:8286; map_data/state_regions/01_south_europe.txt:72
STATE_MECKLENBURG,Mecklenburg,R1_WESTERN_EUROPE,MEC,Mecklenburg,Homelands=north_german,YES,YES,493998,NO,NONE,common/history/states/00_states.txt:8274; map_data/state_regions/00_west_europe.txt:1538
STATE_MECKLENBURG,Mecklenburg,R1_WESTERN_EUROPE,MST,Mecklenburg-Strelitz,Homelands=north_german,YES,NO,85002,NO,NONE,common/history/states/00_states.txt:8278; map_data/state_regions/00_west_europe.txt:1538
STATE_MIDLANDS,Midlands,R1_WESTERN_EUROPE,GBR,Great Britain,Homelands=british,YES,YES,2580004,NO,NONE,common/history/states/00_states.txt:3529; map_data/state_regions/00_west_europe.txt:380
STATE_MONTENEGRO,Montenegro,R1_WESTERN_EUROPE,MON,Montenegro,Homelands=albanian|serb; Claims=MON,YES,NO,120396,NO,NONE,common/history/states/00_states.txt:6252; map_data/state_regions/01_south_europe.txt:1044
STATE_MONTENEGRO,Montenegro,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=albanian|serb; Claims=MON,YES,NO,170996,NO,NONE,common/history/states/00_states.txt:6248; map_data/state_regions/01_south_europe.txt:1044
STATE_MONTENEGRO,Montenegro,R1_WESTERN_EUROPE,VEN,Venice,Homelands=albanian|serb; Claims=MON,YES,YES,22728,YES,NONE,common/history/states/00_states.txt:6256; map_data/state_regions/01_south_europe.txt:1044
STATE_MORAVIA,Moravia,R1_WESTERN_EUROPE,AUS,Austria,Homelands=czech|south_german,NO,NO,1696408,NO,NONE,common/history/states/00_states.txt:7864; map_data/state_regions/00_west_europe.txt:1072
STATE_MUNSTER,Munster,R1_WESTERN_EUROPE,IREK,Kingdom of Ireland,Homelands=irish,YES,YES,2348237,NO,NONE,common/history/states/00_states.txt:3574; map_data/state_regions/00_west_europe.txt:494
STATE_MURCIA,Murcia,R1_WESTERN_EUROPE,SPA,Spain,Homelands=spanish,YES,YES,474306,NO,NONE,common/history/states/00_states.txt:3852; map_data/state_regions/01_south_europe.txt:1324
STATE_NEW_CASTILE,New Castile,R1_WESTERN_EUROPE,SPA,Spain,Homelands=spanish,NO,NO,1578858,NO,NONE,common/history/states/00_states.txt:3845; map_data/state_regions/01_south_europe.txt:361
STATE_NORMANDY,Normandy,R1_WESTERN_EUROPE,FRA,France,Homelands=french,YES,YES,2685132,NO,NONE,common/history/states/00_states.txt:81; map_data/state_regions/00_west_europe.txt:601
STATE_NORRLAND,Norrland,R1_WESTERN_EUROPE,SWE,Sweden,Homelands=sami|swedish,YES,YES,327400,NO,NONE,common/history/states/00_states.txt:1049; map_data/state_regions/00_west_europe.txt:67
STATE_NORTHERN_NORWAY,Northern Norway,R1_WESTERN_EUROPE,DENNOR,Denmark-Norway,Homelands=norwegian|sami,YES,YES,337260,NO,NONE,common/history/states/00_states.txt:3945; map_data/state_regions/00_west_europe.txt:173
STATE_NORTHERN_THRACE,Northern Thrace,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=bulgarian|turkish,YES,YES,853608,NO,NONE,common/history/states/00_states.txt:4706; map_data/state_regions/01_south_europe.txt:900
STATE_NORTH_RHINE,North Rhine,R1_WESTERN_EUROPE,PRU,Prussia,Homelands=north_german,NO,NO,1015728,NO,NONE,common/history/states/00_states.txt:8005; map_data/state_regions/00_west_europe.txt:1316
STATE_OLD_CASTILE,Old Castile,R1_WESTERN_EUROPE,SPA,Spain,Homelands=spanish,YES,YES,1274098,NO,NONE,common/history/states/00_states.txt:1180; map_data/state_regions/01_south_europe.txt:429
STATE_ORLEANS,Orléanais-Berry,R1_WESTERN_EUROPE,FRA,France,Homelands=french,NO,NO,1379493,NO,NONE,common/history/states/00_states.txt:3720; map_data/state_regions/00_west_europe.txt:907
STATE_PELOPONNESE,Peloponnese,R1_WESTERN_EUROPE,TUR,Turkey,Homelands=greek,YES,YES,221996,NO,NONE,common/history/states/00_states.txt:1083; map_data/state_regions/01_south_europe.txt:1303
STATE_PICARDY,Picardy,R1_WESTERN_EUROPE,FRA,France,Homelands=french,YES,YES,1478442,NO,NONE,common/history/states/00_states.txt:3618; map_data/state_regions/00_west_europe.txt:686
STATE_PIEDMONT,Piedmont,R1_WESTERN_EUROPE,GEN,Most Serene Republic of Genoa,Homelands=north_italian,YES,YES,510000,YES,NONE,common/history/states/00_states.txt:8190; map_data/state_regions/01_south_europe.txt:24
STATE_PIEDMONT,Piedmont,R1_WESTERN_EUROPE,SAR,Sardinia-Piedmont,Homelands=north_italian,YES,NO,2463988,NO,NONE,common/history/states/00_states.txt:8186; map_data/state_regions/01_south_europe.txt:24
STATE_POITOU,Poitou-Saintonge,R1_WESTERN_EUROPE,FRA,France,Homelands=french,YES,YES,1748194,NO,NONE,common/history/states/00_states.txt:3636; map_data/state_regions/00_west_europe.txt:730
STATE_POMERANIA,Pomerania,R1_WESTERN_EUROPE,PRU,Prussia,Homelands=north_german,YES,YES,1147800,NO,NONE,common/history/states/00_states.txt:212; map_data/state_regions/00_west_europe.txt:1155
STATE_PROVENCE,Provence,R1_WESTERN_EUROPE,FRA,France,Homelands=french|occitan,YES,YES,1090845,NO,NONE,common/history/states/00_states.txt:72; map_data/state_regions/00_west_europe.txt:579
STATE_PROVENCE,Provence,R1_WESTERN_EUROPE,SAR,Sardinia-Piedmont,Homelands=french|occitan,YES,NO,172200,NO,NONE,common/history/states/00_states.txt:67; map_data/state_regions/00_west_europe.txt:579
STATE_RHINELAND,Rhineland,R1_WESTERN_EUROPE,BAV,Bavaria,Homelands=north_german,NO,NO,557592,NO,NONE,common/history/states/00_states.txt:7997; map_data/state_regions/00_west_europe.txt:1296
STATE_RHINELAND,Rhineland,R1_WESTERN_EUROPE,PRU,Prussia,Homelands=north_german,NO,NO,756392,NO,NONE,common/history/states/00_states.txt:7993; map_data/state_regions/00_west_europe.txt:1296
STATE_RHONE,Rhône,R1_WESTERN_EUROPE,FRA,France,Homelands=francoprovencal|french|occitan,NO,NO,2604767,NO,NONE,common/history/states/00_states.txt:3600; map_data/state_regions/00_west_europe.txt:644
STATE_ROMAGNA,Romagna,R1_WESTERN_EUROPE,PAP,Rome,Homelands=north_italian,YES,YES,803600,NO,NONE,common/history/states/00_states.txt:2071; map_data/state_regions/01_south_europe.txt:276
