society_tech_id,era,technology_origin,current_direct_effects,vanilla_predecessor_or_source,responsibility_domain,target_object_type,target_object_id,current_effective_gate_or_hook,expected_target_tech,status,proposed_action,source_vanilla_tech,exact_modifier_key,vanilla_value,current_effective_holder,intended_target_tech,redistribution_status,justification,exact_source_path,exact_future_target_path,required_override_architecture,evidence,design_authority,notes,post_tech6b3d_authoritative_update
veterinary_science,era_3,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,veterinary_science,definition=veterinary_science,veterinary_science,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,veterinary_science,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
organized_elementary_schooling,era_3,NEW_CUSTOM_WITH_TRANSFERRED_RESPONSIBILITIES,NONE,academia;empiricism;rationalism,technology_coverage,technology_audit,organized_elementary_schooling,definition=organized_elementary_schooling,organized_elementary_schooling,TRANSFER_REQUIRED,AUDIT_FROZEN_FOR_TECH6B2,,,,,organized_elementary_schooling,SPLIT_RESPONSIBILITY,Exact assigned responsibilities appear in dedicated rows.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
systematic_population_registration,era_3,VANILLA_SPLIT,NONE,centralization,technology_coverage,technology_audit,systematic_population_registration,definition=systematic_population_registration,systematic_population_registration,ALREADY_HANDLED_BY_TECH5,NO_CHANGE,,,,,systematic_population_registration,DEFER_TO_OTHER_SYSTEM,Its demonstrated PM responsibility is already implemented and frozen by TECH5.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
medical_degrees,era_3,VANILLA_RETIME,country_institution_health_system_max_investment_add=1,medical_degrees;modern_nursing;psychiatry,technology_coverage,technology_audit,medical_degrees,definition=medical_degrees,medical_degrees,KEEP_CURRENT,NO_CHANGE,,,,,medical_degrees,KEEP_ON_CURRENT_TECH,Preserved ID/current definition keeps demonstrated responsibilities.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
classical_political_economy,era_4,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,classical_political_economy,definition=classical_political_economy,classical_political_economy,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,classical_political_economy,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
constitutional_government,era_4,VANILLA_SPLIT,NONE,democracy,technology_coverage,technology_audit,constitutional_government,definition=constitutional_government,constitutional_government,TRANSFER_REQUIRED,AUDIT_FROZEN_FOR_TECH6B2,,,,,constitutional_government,SPLIT_RESPONSIBILITY,Exact assigned responsibilities appear in dedicated rows.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
human_rights,era_4,VANILLA_RETIME,country_institution_social_security_max_investment_add=1,egalitarianism;feminism;human_rights,technology_coverage,technology_audit,human_rights,definition=human_rights,human_rights,TRANSFER_REQUIRED,AUDIT_FROZEN_FOR_TECH6B2,,,,,human_rights,SPLIT_RESPONSIBILITY,Exact assigned responsibilities appear in dedicated rows.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
national_sovereignty,era_4,VANILLA_SPLIT,NONE,nationalism;pan-nationalism,technology_coverage,technology_audit,national_sovereignty,definition=national_sovereignty,national_sovereignty,DEFER_POST1836,DEFER,,,,,national_sovereignty,DEFER_TO_OTHER_SYSTEM,Mass-nationalism mechanics remain on post-1836 nodes.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,DEFER,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
organized_reform_movements,era_4,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,organized_reform_movements,definition=organized_reform_movements,organized_reform_movements,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,organized_reform_movements,NOT_APPLICABLE_NO_DIRECT_EFFECT,No unique exact vanilla hook is demonstrated; the node remains a structural prerequisite for abolitionist and labor/social-movement descendants.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,No unique exact vanilla hook is demonstrated; the node remains a structural prerequisite for abolitionist and labor/social-movement descendants.,TECH_SOCIETY_1700_1836_V1.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;effective HEAD,TECH6B1-R final design resolution: no gameplay invented.,
abolitionist_mobilization,era_4,NEW_CUSTOM,NONE,empiricism:movement_anti_slavery,technology_coverage,technology_audit,abolitionist_mobilization,definition=abolitionist_mobilization,abolitionist_mobilization,TRANSFER_REQUIRED,AUDIT_FROZEN_FOR_TECH6B2,,,,,abolitionist_mobilization,SPLIT_RESPONSIBILITY,Exact assigned responsibilities appear in dedicated rows.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
systematic_cadastral_surveying,era_4,VANILLA_REWIRE,NONE,colonization,technology_coverage,technology_audit,systematic_cadastral_surveying,definition=systematic_cadastral_surveying,systematic_cadastral_surveying,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,systematic_cadastral_surveying,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
systematic_legal_codification,era_4,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,systematic_legal_codification,definition=systematic_legal_codification,systematic_legal_codification,TRANSFER_REQUIRED,AUDIT_FROZEN_FOR_TECH6B2,,,,,systematic_legal_codification,SPLIT_RESPONSIBILITY,The frozen design assigns property/contract/civil-status law hooks; law_tenant_farmers provides an exact current AI-weight responsibility.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,TECH_SOCIETY_1700_1836_V1 assigns property/contract/civil-status law hooks; vanilla law_tenant_farmers line 195 tests human_rights in AI weighting.,TECH_SOCIETY_1700_1836_V1.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;vanilla 1.13.9,Coverage resolution only; implementation is the dedicated law_tenant_farmers row.,
scientific_metrology,era_4,VANILLA_SPLIT,NONE,currency_standards,technology_coverage,technology_audit,scientific_metrology,definition=scientific_metrology,scientific_metrology,TRANSFER_REQUIRED,AUDIT_FROZEN_FOR_TECH6B2,,,,,scientific_metrology,SPLIT_RESPONSIBILITY,Exact assigned responsibilities appear in dedicated rows.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
vaccination,era_4,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,vaccination,definition=vaccination,vaccination,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,vaccination,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
polytechnical_education,era_4,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,polytechnical_education,definition=polytechnical_education,polytechnical_education,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,polytechnical_education,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
optical_telegraph_networks,era_4,VANILLA_KEEP_CONCEPT_NEW_ID,NONE,electric_telegraph,technology_coverage,technology_audit,optical_telegraph_networks,definition=optical_telegraph_networks,optical_telegraph_networks,DEFER_TECH6C,DEFER,,,,,optical_telegraph_networks,DEFER_TO_OTHER_SYSTEM,Mapped electric-telegraph effect is military.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,DEFER,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
colonization,era_4,VANILLA_REWIRE_PRESERVED_ID,country_institution_colonial_affairs_max_investment_add=2;country_infamy_generation_against_unrecognized_mult=-0.1,colonization,technology_coverage,technology_audit,colonization,definition=colonization,colonization,KEEP_CURRENT,NO_CHANGE,,,,,colonization,KEEP_ON_CURRENT_TECH,Preserved ID/current definition keeps demonstrated responsibilities.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,TECH2H-restored 41st effective Society node.,
central_statistical_offices,era_5,VANILLA_KEEP_CONCEPT_NEW_ID,NONE,central_archives;military_statistics,technology_coverage,technology_audit,central_statistical_offices,definition=central_statistical_offices,central_statistical_offices,TRANSFER_REQUIRED,AUDIT_FROZEN_FOR_TECH6B2,,,,,central_statistical_offices,SPLIT_RESPONSIBILITY,Exact assigned responsibilities appear in dedicated rows.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
organized_immunization_campaigns,era_5,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,organized_immunization_campaigns,definition=organized_immunization_campaigns,organized_immunization_campaigns,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,organized_immunization_campaigns,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
mechanized_printing,era_5,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,mechanized_printing,definition=mechanized_printing,mechanized_printing,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,mechanized_printing,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
experimental_research_laboratories,era_5,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,experimental_research_laboratories,definition=experimental_research_laboratories,experimental_research_laboratories,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,experimental_research_laboratories,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
specialized_professional_societies,era_5,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,specialized_professional_societies,definition=specialized_professional_societies,specialized_professional_societies,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,specialized_professional_societies,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
clinicopathological_medicine,era_5,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,clinicopathological_medicine,definition=clinicopathological_medicine,clinicopathological_medicine,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,clinicopathological_medicine,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
active_principle_pharmacy,era_5,VANILLA_SPLIT,NONE,pharmaceuticals;quinine,technology_coverage,technology_audit,active_principle_pharmacy,definition=active_principle_pharmacy,active_principle_pharmacy,TRANSFER_REQUIRED,AUDIT_FROZEN_FOR_TECH6B2,,,,,active_principle_pharmacy,SPLIT_RESPONSIBILITY,Exact assigned responsibilities appear in dedicated rows.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
postal_savings,era_5,VANILLA_RETIME,state_farmers/state_shopkeepers/state_bureaucrats/state_engineers/state_machinists investment_pool_efficiency_mult=0.15;building_cash_reserves_mult=0.2,mutual_funds;postal_savings,technology_coverage,technology_audit,postal_savings,definition=postal_savings,postal_savings,KEEP_CURRENT,NO_CHANGE,,,,,postal_savings,KEEP_ON_CURRENT_TECH,Preserved ID/current definition keeps demonstrated responsibilities.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
professional_civil_policing,era_6,VANILLA_RETIME_NEW_ID,NONE,law_enforcement;tech_bureaucracy;central_archives,technology_coverage,technology_audit,professional_civil_policing,definition=professional_civil_policing,professional_civil_policing,TRANSFER_REQUIRED,AUDIT_FROZEN_FOR_TECH6B2,,,,,professional_civil_policing,SPLIT_RESPONSIBILITY,Exact assigned responsibilities appear in dedicated rows.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
mass_circulation_press,era_6,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,mass_circulation_press,definition=mass_circulation_press,mass_circulation_press,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,mass_circulation_press,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
liberal_constitutionalism,era_6,NEW_CUSTOM,NONE,NONE,technology_coverage,technology_audit,liberal_constitutionalism,definition=liberal_constitutionalism,liberal_constitutionalism,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,liberal_constitutionalism,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact vanilla gameplay responsibility is demonstrated; no synthetic bonus is warranted.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
labor_movement,era_6,VANILLA_RETIME,state_expected_sol_from_literacy=1;country_institution_workplace_safety_max_investment_add=3;country_agitator_slots_add=1;on_researched=labour_movement_researched,labor_movement,technology_coverage,technology_audit,labor_movement,definition=labor_movement,labor_movement,KEEP_CURRENT,NO_CHANGE,,,,,labor_movement,KEEP_ON_CURRENT_TECH,Preserved ID/current definition keeps demonstrated responsibilities.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,Active Era I-VI Society definition at HEAD ed8351d5.,TECH3A_IMPLEMENTED_TECH_INDEX.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;30_tech3a_society.txt,,
early_socialism_cooperativism,era_6,VANILLA_RETIME_NEW_ID,NONE,anarchism;dialectics;socialism,technology_coverage,technology_audit,early_socialism_cooperativism,definition=early_socialism_cooperativism,early_socialism_cooperativism,STRUCTURAL_ONLY,NO_ACTION_REQUIRED,,,,,early_socialism_cooperativism,NOT_APPLICABLE_NO_DIRECT_EFFECT,No exact pre-1836 vanilla responsibility is demonstrated; mature socialism/anarchism/dialectics content remains post-1836 and the node remains structural.,common/technology/technologies/30_tech3a_society.txt,common/technology/technologies/30_tech3a_society.txt,NO_CHANGE,No exact pre-1836 vanilla responsibility is demonstrated; mature socialism/anarchism/dialectics content remains post-1836 and the node remains structural.,TECH_SOCIETY_1700_1836_V1.csv;TECH_TREE_1700_1836_INTEGRATED_V1.csv;effective HEAD,TECH6B1-R final design resolution: no gameplay invented.,
