"TECH_ID","CATEGORY","ERA","RAW_COST","AI_BASE_WEIGHT","AI_CONDITIONAL","CAN_RESEARCH","TEXTURE","SOURCE_FILE","LINE"
"rotary_valve_engine","production","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/rotary_valve_engine.dds","common/technology/technologies/10_production.txt","534"
"reinforced_concrete","production","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/reinforced_concrete.dds","common/technology/technologies/10_production.txt","549"
"threshing_machine","production","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/threshing_machine.dds","common/technology/technologies/10_production.txt","568"
"pumpjacks","production","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/pumpjacks.dds","common/technology/technologies/10_production.txt","593"
"aniline","production","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/aniline.dds","common/technology/technologies/10_production.txt","620"
"open_hearth_process","production","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/open_hearth_process.dds","common/technology/technologies/10_production.txt","635"
"vulcanization","production","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/vulcanization.dds","common/technology/technologies/10_production.txt","650"
"vacuum_canning","production","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/vacuum_canning.dds","common/technology/technologies/10_production.txt","665"
"shift_work","production","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/shift_work.dds","common/technology/technologies/10_production.txt","680"
"steel_railway_cars","production","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/steel_railway_cars.dds","common/technology/technologies/10_production.txt","698"
"electrical_generation","production","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/electrical_generation.dds","common/technology/technologies/10_production.txt","715"
"mechanized_farming","production","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/mechanized_farming.dds","common/technology/technologies/10_production.txt","748"
"art_silk","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/art_silk.dds","common/technology/technologies/10_production.txt","773"
"automatic_bottle_blowers","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/automatic_bottle_blowers.dds","common/technology/technologies/10_production.txt","789"
"conveyors","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/conveyers.dds","common/technology/technologies/10_production.txt","804"
"pasteurization","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/pasteurization.dds","common/technology/technologies/10_production.txt","821"
"electric_railway","production","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/electric_railway.dds","common/technology/technologies/10_production.txt","836"
"combustion_engine","production","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/combustion_engine.dds","common/technology/technologies/10_production.txt","865"
"pneumatic_tools","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/pneumatic_tools.dds","common/technology/technologies/10_production.txt","894"
"nitrogen_fixation","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/nitrogen_fixation.dds","common/technology/technologies/10_production.txt","917"
"electric_arc_process","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/electric_arc_process.dds","common/technology/technologies/10_production.txt","933"
"steam_turbine","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/steam_turbines.dds","common/technology/technologies/10_production.txt","948"
"plastics","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/plastics.dds","common/technology/technologies/10_production.txt","963"
"electrical_capacitors","production","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/electrical_capacitors.dds","common/technology/technologies/10_production.txt","978"
"radio","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/radio.dds","common/technology/technologies/10_production.txt","1005"
"telephone","production","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/telephone.dds","common/technology/technologies/10_production.txt","1020"
"dough_rollers","production","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/rollers.dds","common/technology/technologies/10_production.txt","1038"
"flash_freezing","production","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/flash_freezing.dds","common/technology/technologies/10_production.txt","1053"
"oil_turbine","production","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/oil_turbines.dds","common/technology/technologies/10_production.txt","1069"
"arc_welding","production","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/arc_welding.dds","common/technology/technologies/10_production.txt","1084"
"compression_ignition","production","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/compression_ignition.dds","common/technology/technologies/10_production.txt","1105"
"standing_army","military","era_1","7500","3","False","yes(default)","gfx/interface/icons/invention_icons/standing_army.dds","common/technology/technologies/20_military.txt","3"
"navigation","military","era_1","7500","2","False","yes(default)","gfx/interface/icons/invention_icons/navigation.dds","common/technology/technologies/20_military.txt","14"
"drydocks","military","era_1","7500","1","True","yes(default)","gfx/interface/icons/invention_icons/drydock.dds","common/technology/technologies/20_military.txt","27"
"mandatory_service","military","era_1","7500","2","False","yes(default)","gfx/interface/icons/invention_icons/mandatory_service.dds","common/technology/technologies/20_military.txt","48"
"gunsmithing","military","era_1","7500","2","False","yes(default)","gfx/interface/icons/invention_icons/gunsmithing.dds","common/technology/technologies/20_military.txt","68"
"artillery","military","era_1","7500","2","False","yes(default)","gfx/interface/icons/invention_icons/artillery.dds","common/technology/technologies/20_military.txt","84"
"military_drill","military","era_1","7500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/military_drill.dds","common/technology/technologies/20_military.txt","100"
"napoleonic_warfare","military","era_1","7500","1.5","True","yes(default)","gfx/interface/icons/invention_icons/napoleonic_warfare.dds","common/technology/technologies/20_military.txt","118"
"admiralty","military","era_1","7500","3","False","yes(default)","gfx/interface/icons/invention_icons/admiralty.dds","common/technology/technologies/20_military.txt","139"
"army_reserves","military","era_1","7500","1","False","yes(default)","gfx/interface/icons/invention_icons/army_reserves.dds","common/technology/technologies/20_military.txt","158"
"line_infantry","military","era_1","7500","2","False","yes(default)","gfx/interface/icons/invention_icons/line_infantry.dds","common/technology/technologies/20_military.txt","177"
"paddle_steamer","military","era_1","7500","1","True","yes(default)","gfx/interface/icons/invention_icons/paddle_steamer.dds","common/technology/technologies/20_military.txt","193"
"field_works","military","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/field_works.dds","common/technology/technologies/20_military.txt","220"
"logistics","military","era_2","10000","1","True","yes(default)","gfx/interface/icons/invention_icons/logistics_tech.dds","common/technology/technologies/20_military.txt","241"
"triage","military","era_2","10000","1","True","yes(default)","gfx/interface/icons/invention_icons/triage.dds","common/technology/technologies/20_military.txt","276"
"shell_gun","military","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/shell_gun.dds","common/technology/technologies/20_military.txt","298"
"percussion_cap","military","era_2","10000","2","False","yes(default)","gfx/interface/icons/invention_icons/percussion_cap.dds","common/technology/technologies/20_military.txt","313"
"rifling","military","era_2","10000","2","True","yes(default)","gfx/interface/icons/invention_icons/rifling.dds","common/technology/technologies/20_military.txt","329"
"general_staff","military","era_2","10000","2","False","yes(default)","gfx/interface/icons/invention_icons/general_staff.dds","common/technology/technologies/20_military.txt","351"
"screw_frigate","military","era_2","10000","1","True","yes(default)","gfx/interface/icons/invention_icons/screw_frigate.dds","common/technology/technologies/20_military.txt","366"
"power_of_the_purse","military","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/power_of_the_purse.dds","common/technology/technologies/20_military.txt","391"
"hydraulic_cranes","military","era_2","10000","1","True","yes(default)","gfx/interface/icons/invention_icons/hydraulic_cranes.dds","common/technology/technologies/20_military.txt","411"
"modern_nursing","military","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/modern_nursing.dds","common/technology/technologies/20_military.txt","434"
"enlistment_offices","military","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/enlistment_offices.dds","common/technology/technologies/20_military.txt","449"
"electric_telegraph","military","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/electrical_telegraph.dds","common/technology/technologies/20_military.txt","475"
"military_statistics","military","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/military_statistics.dds","common/technology/technologies/20_military.txt","500"
"repeaters","military","era_3","12500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/repeaters.dds","common/technology/technologies/20_military.txt","520"
"breech_loading_artillery","military","era_3","12500","1.5","True","yes(default)","gfx/interface/icons/invention_icons/breech_loading_artillery.dds","common/technology/technologies/20_military.txt","536"
"handcranked_machine_gun","military","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/handcranked_machine_gun.dds","common/technology/technologies/20_military.txt","561"
"self_propelled_torpedoes","military","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/self_propelled_torpedoes.dds","common/technology/technologies/20_military.txt","581"
"monitor_tech","military","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/monitor_tech.dds","common/technology/technologies/20_military.txt","596"
"ironclad_tech","military","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/ironclad_tech.dds","common/technology/technologies/20_military.txt","622"
"jeune_ecole","military","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/jeune_ecole.dds","common/technology/technologies/20_military.txt","645"
"floating_harbor","military","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/floating_harbor.dds","common/technology/technologies/20_military.txt","665"
"gantry_cranes","military","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/gantry_crane.dds","common/technology/technologies/20_military.txt","687"
"trench_works","military","era_4","15000","2","False","yes(default)","gfx/interface/icons/invention_icons/trench_works.dds","common/technology/technologies/20_military.txt","715"
"war_propaganda","military","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/war_propaganda.dds","common/technology/technologies/20_military.txt","733"
"wargaming","military","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/wargaming.dds","common/technology/technologies/20_military.txt","752"
"defense_in_depth","military","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/defense_in_depth.dds","common/technology/technologies/20_military.txt","773"
"bolt_action_rifles","military","era_4","15000","2","False","yes(default)","gfx/interface/icons/invention_icons/bolt_action_rifles.dds","common/technology/technologies/20_military.txt","795"
"automatic_machine_guns","military","era_4","15000","1.5","False","yes(default)","gfx/interface/icons/invention_icons/machine_gun.dds","common/technology/technologies/20_military.txt","811"
"submarine","military","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/submarine.dds","common/technology/technologies/20_military.txt","828"
"destroyer","military","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/destroyers.dds","common/technology/technologies/20_military.txt","847"
"pre_dreadnought_tech","military","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/pre_dreadnought.dds","common/technology/technologies/20_military.txt","862"
"dreadnought_tech","military","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/dreadnought.dds","common/technology/technologies/20_military.txt","877"
"sea_lane_strategies","military","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/sea_lane_strategies.dds","common/technology/technologies/20_military.txt","908"
"landing_craft","military","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/landing_craft.dds","common/technology/technologies/20_military.txt","928"
"concrete_dockyards","military","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/concrete_dockyards.dds","common/technology/technologies/20_military.txt","949"
"nco_training","military","era_5","17500","2","False","yes(default)","gfx/interface/icons/invention_icons/nco_training.dds","common/technology/technologies/20_military.txt","981"
"chemical_warfare","military","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/chemical_warfare.dds","common/technology/technologies/20_military.txt","1001"
"stormtroopers","military","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/stormtroopers.dds","common/technology/technologies/20_military.txt","1016"
"concrete_fortifications","military","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/concrete_fortifications.dds","common/technology/technologies/20_military.txt","1038"
"mobile_armor","military","era_5","17500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/mobile_armor.dds","common/technology/technologies/20_military.txt","1059"
"military_aviation","military","era_4","15000","1.5","False","yes(default)","gfx/interface/icons/invention_icons/military_aviation.dds","common/technology/technologies/20_military.txt","1076"
"flamethrowers","military","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/flamethrowers.dds","common/technology/technologies/20_military.txt","1097"
"carrier_tech","military","era_5","17500","1","True","yes(default)","gfx/interface/icons/invention_icons/carrier_tech.dds","common/technology/technologies/20_military.txt","1116"
"battleship_tech","military","era_5","17500","1","True","yes(default)","gfx/interface/icons/invention_icons/battleship_tech.dds","common/technology/technologies/20_military.txt","1137"
"battlefleet_tactics","military","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/battlefleet_tactics.dds","common/technology/technologies/20_military.txt","1158"
"urbanization","society","era_1","7500","3","False","yes(default)","gfx/interface/icons/invention_icons/urbanization.dds","common/technology/technologies/30_society.txt","3"
"urban_planning","society","era_1","7500","2","False","yes(default)","gfx/interface/icons/invention_icons/urban_planning.dds","common/technology/technologies/30_society.txt","21"
"rationalism","society","era_1","7500","3","False","yes(default)","gfx/interface/icons/invention_icons/rationalism.dds","common/technology/technologies/30_society.txt","42"
"tech_bureaucracy","society","era_1","7500","3","False","yes(default)","gfx/interface/icons/invention_icons/bureaucracy.dds","common/technology/technologies/30_society.txt","58"
"currency_standards","society","era_1","7500","3","True","yes(default)","gfx/interface/icons/invention_icons/currency_standards.dds","common/technology/technologies/30_society.txt","79"
"democracy","society","era_1","7500","3","False","yes(default)","gfx/interface/icons/invention_icons/democracy.dds","common/technology/technologies/30_society.txt","100"
"romanticism","society","era_1","7500","3","False","yes(default)","gfx/interface/icons/invention_icons/romanticism.dds","common/technology/technologies/30_society.txt","121"
"international_trade","society","era_1","7500","3","False","yes(default)","gfx/interface/icons/invention_icons/international_trade.dds","common/technology/technologies/30_society.txt","142"
"centralization","society","era_1","7500","1.5","True","yes(default)","gfx/interface/icons/invention_icons/centralization.dds","common/technology/technologies/30_society.txt","158"
"corporate_charters","society","era_2","10000","3","False","yes(default)","gfx/interface/icons/invention_icons/corporate_charters.dds","common/technology/technologies/30_society.txt","183"
"banking","society","era_1","7500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/banking.dds","common/technology/technologies/30_society.txt","202"
"academia","society","era_1","7500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/academia.dds","common/technology/technologies/30_society.txt","222"
"colonization","society","era_1","7500","1","False","yes(default)","gfx/interface/icons/invention_icons/colonization.dds","common/technology/technologies/30_society.txt","241"
"international_relations","society","era_1","7500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/international_diplomacy.dds","common/technology/technologies/30_society.txt","263"
"law_enforcement","society","era_1","7500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/law_enforcement.dds","common/technology/technologies/30_society.txt","277"
"stock_exchange","society","era_1","7500","1","False","yes(default)","gfx/interface/icons/invention_icons/stock_exchanges.dds","common/technology/technologies/30_society.txt","297"
"medical_degrees","society","era_1","7500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/medical_degrees.dds","common/technology/technologies/30_society.txt","315"
"mass_communication","society","era_1","7500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/mass_communication.dds","common/technology/technologies/30_society.txt","334"
"empiricism","society","era_1","7500","1.5","False","yes(default)","gfx/interface/icons/invention_icons/empiricism.dds","common/technology/technologies/30_society.txt","353"
"egalitarianism","society","era_2","10000","1","True","yes(default)","gfx/interface/icons/invention_icons/egalitarianism.dds","common/technology/technologies/30_society.txt","377"
"pharmaceuticals","society","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/pharmaceuticals.dds","common/technology/technologies/30_society.txt","431"
"modern_sewerage","society","era_2","10000","1.5","False","yes(default)","gfx/interface/icons/invention_icons/modern_sewerage.dds","common/technology/technologies/30_society.txt","451"
"quinine","society","era_2","10000","1","True","yes(default)","gfx/interface/icons/invention_icons/quinine.dds","common/technology/technologies/30_society.txt","474"
"organized_sports","society","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/organized_sports.dds","common/technology/technologies/30_society.txt","519"
"central_archives","society","era_2","10000","1.5","False","yes(default)","gfx/interface/icons/invention_icons/central_archives.dds","common/technology/technologies/30_society.txt","537"
"central_banking","society","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/central_banking.dds","common/technology/technologies/30_society.txt","592"
"joint_stock_companies","society","era_2","10000","2","False","yes(default)","gfx/interface/icons/invention_icons/joint_stock_companies.dds","common/technology/technologies/30_society.txt","612"
"dialectics","society","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/dialectics.dds","common/technology/technologies/30_society.txt","632"
"psychiatry","society","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/psychiatry.dds","common/technology/technologies/30_society.txt","652"
"realism","society","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/realism.dds","common/technology/technologies/30_society.txt","672"
"nationalism","society","era_2","10000","2","True","yes(default)","gfx/interface/icons/invention_icons/nationalism.dds","common/technology/technologies/30_society.txt","691"
"labor_movement","society","era_2","10000","1","True","yes(default)","gfx/interface/icons/invention_icons/labor_movement.dds","common/technology/technologies/30_society.txt","750"
"postal_savings","society","era_2","10000","1","False","yes(default)","gfx/interface/icons/invention_icons/postal_savings.dds","common/technology/technologies/30_society.txt","796"
"human_rights","society","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/human_rights.dds","common/technology/technologies/30_society.txt","821"
"feminism","society","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/feminism.dds","common/technology/technologies/30_society.txt","867"
"steel_frame_buildings","society","era_3","12500","2","False","yes(default)","gfx/interface/icons/invention_icons/steel_frame_buildings.dds","common/technology/technologies/30_society.txt","929"
"civilizing_mission","society","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/civilizing_mission.dds","common/technology/technologies/30_society.txt","951"
"anarchism","society","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/anarchy.dds","common/technology/technologies/30_society.txt","989"
"socialism","society","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/socialism.dds","common/technology/technologies/30_society.txt","1022"
"corporatism","society","era_3","12500","1","True","yes(default)","gfx/interface/icons/invention_icons/corporatism.dds","common/technology/technologies/30_society.txt","1073"
"pan-nationalism","society","era_3","12500","2","True","yes(default)","gfx/interface/icons/invention_icons/pan_nationalism.dds","common/technology/technologies/30_society.txt","1180"
"mutual_funds","society","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/mutual_funds.dds","common/technology/technologies/30_society.txt","1219"
"investment_banks","society","era_3","12500","2","False","yes(default)","gfx/interface/icons/invention_icons/investment_banks.dds","common/technology/technologies/30_society.txt","1240"
"camera","society","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/camera.dds","common/technology/technologies/30_society.txt","1261"
"philosophical_pragmatism","society","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/philosophical_pragmatism.dds","common/technology/technologies/30_society.txt","1280"
"identification_documents","society","era_3","12500","1","False","yes(default)","gfx/interface/icons/invention_icons/identification_documents.dds","common/technology/technologies/30_society.txt","1301"
"elevator","society","era_4","15000","1.5","False","yes(default)","gfx/interface/icons/invention_icons/elevator.dds","common/technology/technologies/30_society.txt","1324"
"zeppelins","society","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/zeppelins.dds","common/technology/technologies/30_society.txt","1346"
"malaria_prevention","society","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/malaria_prevention.dds","common/technology/technologies/30_society.txt","1364"
"central_planning","society","era_4","15000","1.5","False","yes(default)","gfx/interface/icons/invention_icons/central_planning.dds","common/technology/technologies/30_society.txt","1399"
"political_agitation","society","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/political_agitation.dds","common/technology/technologies/30_society.txt","1423"
"international_exchange_standards","society","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/international_exchange_standards.dds","common/technology/technologies/30_society.txt","1465"
"corporate_management","society","era_4","15000","2","False","yes(default)","gfx/interface/icons/invention_icons/corporate_management.dds","common/technology/technologies/30_society.txt","1486"
"psychoanalysis","society","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/psychoanalysis.dds","common/technology/technologies/30_society.txt","1505"
"film","society","era_4","15000","1","False","yes(default)","gfx/interface/icons/invention_icons/film.dds","common/technology/technologies/30_society.txt","1526"
"multilateral_alliances","society","era_4","15000","1","True","yes(default)","gfx/interface/icons/invention_icons/multilateral_alliances.dds","common/technology/technologies/30_society.txt","1545"
"mass_surveillance","society","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/mass_surveillance.dds","common/technology/technologies/30_society.txt","1572"
"antibiotics","society","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/antibiotics.dds","common/technology/technologies/30_society.txt","1595"
"mass_propaganda","society","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/mass_propaganda.dds","common/technology/technologies/30_society.txt","1614"
"modern_financial_instruments","society","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/modern_financial_instruments.dds","common/technology/technologies/30_society.txt","1639"
"macroeconomics","society","era_5","17500","3","False","yes(default)","gfx/interface/icons/invention_icons/macroeconomics.dds","common/technology/technologies/30_society.txt","1657"
"behaviorism","society","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/behaviorism.dds","common/technology/technologies/30_society.txt","1677"
"analytical_philosophy","society","era_5","17500","1","False","yes(default)","gfx/interface/icons/invention_icons/analytical_philosophy.dds","common/technology/technologies/30_society.txt","1697"
"paved_roads","society","era_5","17500","2","False","yes(default)","gfx/interface/icons/invention_icons/paved_roads.dds","common/technology/technologies/30_society.txt","1715"
