"SOURCE_FILE","LINE","OWNER_ID","MODIFIER","VALUE"
"common/static_modifiers/00_ep2_06_modifiers.txt","201","pure_land_buddhism","building_university_throughput_add","0.1"
"common/static_modifiers/00_ip2_03_modifiers.txt","226","modifier_increase_autonomy","country_tech_research_speed_mult","0.10"
"common/static_modifiers/00_ip3_02_modifiers.txt","216","modifier_budapest_paris_of_the_east","country_tech_spread_mult","0.05"
"common/static_modifiers/00_ip3_02_modifiers.txt","389","modifier_ottonian_renaissance","building_university_throughput_add","0.1"
"common/static_modifiers/00_ip3_03_modifiers.txt","156","cultural_exchange_research_speed","country_society_tech_research_speed_mult","0.15"
"common/static_modifiers/00_ip3_03_modifiers.txt","198","eastern_crisis_balkan_nations","country_military_tech_spread_mult","0.25"
"common/static_modifiers/00_ip3_03_modifiers.txt","245","modifier_naturhistorisches","country_tech_spread_mult","0.05"
"common/static_modifiers/00_ip3_04_modifiers.txt","211","modifier_national_awakening_domestic_works","building_university_throughput_add","0.10"
"common/static_modifiers/00_ip3_04_modifiers.txt","216","modifier_national_awakening_tech_spread","country_society_tech_spread_mult","0.3"
"common/static_modifiers/00_ip3_04_modifiers.txt","350","metternich_modifier_t3","country_production_tech_research_speed_mult","0.05"
"common/static_modifiers/00_ip3_04_modifiers.txt","358","metternich_modifier_t4","country_production_tech_research_speed_mult","0.05"
"common/static_modifiers/00_ip4_02_modifiers.txt","226","modifier_academie_francaise","country_society_tech_research_speed_mult","0.2"
"common/static_modifiers/00_ip4_02_modifiers.txt","231","modifier_royal_spanish_academy","country_society_tech_research_speed_mult","0.2"
"common/static_modifiers/00_ip4_02_modifiers.txt","236","modifier_spanish_academy","country_society_tech_research_speed_mult","0.2"
"common/static_modifiers/00_ip4_04_modifiers.txt","305","modifier_portugal_education_reforms","building_university_throughput_add","0.15"
"common/static_modifiers/02_event_modifiers.txt","98","accepted_petition_IN","country_tech_research_speed_mult","0.05"
"common/static_modifiers/02_event_modifiers.txt","492","modifier_expedition_geographic_study","country_weekly_innovation_add","10"
"common/static_modifiers/02_event_modifiers.txt","626","cda_following_the_science","country_tech_spread_mult","0.05"
"common/static_modifiers/02_event_modifiers.txt","1736","synthesis_modifier","building_university_throughput_add","0.25"
"common/static_modifiers/02_event_modifiers.txt","1752","new_academia","building_university_throughput_add","0.25"
"common/static_modifiers/02_event_modifiers.txt","1829","newspaper_photography","country_society_tech_spread_mult","0.2"
"common/static_modifiers/07_sphere_of_influence_2_modifiers.txt","46","modifier_british_persian_aid","country_military_tech_spread_mult","0.1"
"common/static_modifiers/07_sphere_of_influence_2_modifiers.txt","52","modifier_russian_persian_aid","country_military_tech_spread_mult","0.1"
"common/static_modifiers/07_sphere_of_influence_2_modifiers.txt","73","modifier_persianize_the_east","country_tech_spread_mult","0.1"
"common/static_modifiers/07_sphere_of_influence_2_modifiers.txt","74","modifier_persianize_the_east","country_tech_research_speed_mult","0.1"
"common/static_modifiers/07_sphere_of_influence_2_modifiers.txt","111","darulfunun_modifier","country_tech_spread_mult","0.05"
"common/static_modifiers/07_sphere_of_influence_2_modifiers.txt","112","darulfunun_modifier","building_university_throughput_add","0.1"
"common/static_modifiers/07_sphere_of_influence_2_modifiers.txt","155","josiah_harlan_guns_modifier","country_tech_spread_mult","0.1"
"common/static_modifiers/07_sphere_of_influence_4_modifiers.txt","211","modifier_movement_student_protests","building_university_throughput_add","-0.05"
"common/static_modifiers/07_sphere_of_influence_4_modifiers.txt","356","modifier_closer_western_ties","country_tech_spread_mult","0.15"
"common/static_modifiers/101_modifiers.txt","25","free_speech_book_burning_advance","country_weekly_innovation_mult","-0.05"
"common/static_modifiers/101_modifiers.txt","31","free_speech_book_burning_risk_success","country_weekly_innovation_mult","-0.1"
"common/static_modifiers/104_modifiers.txt","59","fascist_authority_modifier","country_military_tech_research_speed_mult","0.05"
"common/static_modifiers/104_modifiers.txt","523","freud_building_modifier","building_university_throughput_add","0.1"
"common/static_modifiers/104_modifiers.txt","558","stereoscope_cards_modifier","country_production_tech_research_speed_mult","0.15"
"common/static_modifiers/104_modifiers.txt","563","lithographic_cards_modifier","country_society_tech_research_speed_mult","0.15"
"common/static_modifiers/104_modifiers.txt","593","titanic_good_modifier","country_production_tech_research_speed_mult","0.05"
"common/static_modifiers/104_modifiers.txt","641","krakatoa_uni_modifier","building_university_throughput_add","0.15"
"common/static_modifiers/105_modifiers.txt","181","free_science","building_university_throughput_add","0.2"
"common/static_modifiers/105_modifiers.txt","197","assisting_professors","building_university_throughput_add","-0.5"
"common/static_modifiers/105_modifiers.txt","269","phrenology_department","building_university_throughput_add","-0.1"
"common/static_modifiers/106_modifiers.txt","161","modifier_lapinski_training","country_military_tech_spread_mult","0.25"
"common/static_modifiers/106_modifiers.txt","189","modifier_honour_and_life_military","country_military_tech_spread_mult","0.10"
"common/static_modifiers/agitators_2_modifiers.txt","96","arab_bureaux_university_modifier","building_university_throughput_add","-0.20"
"common/static_modifiers/agitators_2_modifiers.txt","450","widespread_dogmatic_intolerance","country_tech_spread_mult","-0.05"
"common/static_modifiers/agitators_2_modifiers.txt","451","widespread_dogmatic_intolerance","country_weekly_innovation_mult","-0.05"
"common/static_modifiers/agitators_2_modifiers.txt","708","results_of_the_fact_finding_mission","country_military_tech_research_speed_mult","0.10"
"common/static_modifiers/agitators_4_modifiers.txt","36","modifier_interference_in_academia_building","building_university_throughput_add","-0.1"
"common/static_modifiers/agitators_4_modifiers.txt","70","modifier_arresting_students_building","building_university_throughput_add","-0.25"
"common/static_modifiers/agitators_4_modifiers.txt","82","modifier_not_arresting_students_country","country_production_tech_research_speed_mult","0.05"
"common/static_modifiers/agitators_4_modifiers.txt","110","modifier_conscripted_students_building","building_university_throughput_add","-0.5"
"common/static_modifiers/agitators_4_modifiers.txt","170","modifier_end_of_nihilism_country","country_production_tech_research_speed_mult","0.05"
"common/static_modifiers/agitators_4_modifiers.txt","332","modifier_rejected_enlightened_despotism","country_tech_spread_mult","-0.10"
"common/static_modifiers/agitators_4_modifiers.txt","333","modifier_rejected_enlightened_despotism","country_tech_research_speed_mult","-0.05"
"common/static_modifiers/agitators_4_modifiers.txt","822","modifier_decadence_movement_no","country_society_tech_research_speed_mult","0.05"
"common/static_modifiers/agitators_4_modifiers.txt","833","modifier_symbolism_movement_mediocre","country_society_tech_spread_mult","0.10"
"common/static_modifiers/brazil_2_modifiers.txt","329","thus_unto_tyrants_modifier","country_weekly_innovation_mult","-0.2"
"common/static_modifiers/bulgarian_modifiers.txt","7","modifier_balgaria_arming","country_military_tech_spread_mult","0.35"
"common/static_modifiers/bulgarian_modifiers.txt","39","modifier_bulgarian_renaissance","country_tech_spread_mult","0.2"
"common/static_modifiers/content_1_modifiers.txt","84","ottoman_army_reform","country_military_tech_research_speed_mult","0.25"
"common/static_modifiers/content_1_modifiers.txt","97","ottoman_education","country_society_tech_research_speed_mult","0.33"
"common/static_modifiers/content_1_modifiers.txt","102","samurai_officers","country_military_tech_research_speed_mult","-0.25"
"common/static_modifiers/content_1_modifiers.txt","107","japan_military_reward","country_military_tech_research_speed_mult","0.15"
"common/static_modifiers/content_1_modifiers.txt","134","western_military_consultant","country_military_tech_spread_mult","1"
"common/static_modifiers/content_1_modifiers.txt","139","japan_production_tech_modifier","country_production_tech_spread_mult","1"
"common/static_modifiers/content_1_modifiers.txt","144","japan_society_tech_modifier","country_society_tech_spread_mult","1"
"common/static_modifiers/content_1_modifiers.txt","1272","tunguska_research","country_production_tech_research_speed_mult","0.05"
"common/static_modifiers/content_204_modifiers.txt","183","modifier_positivist_society_reward","country_tech_research_speed_mult","0.15"
"common/static_modifiers/content_204_modifiers.txt","204","modifier_positivism_mil_reformism","country_military_tech_research_speed_mult","0.10"
"common/static_modifiers/content_204_modifiers.txt","210","modifier_positivism_mil_influence","country_military_tech_research_speed_mult","0.05"
"common/static_modifiers/content_204_modifiers.txt","217","modifier_positivist_cadet_influence","country_military_tech_research_speed_mult","0.20"
"common/static_modifiers/content_304_modifiers.txt","11","modifier_risorgimento_support","country_society_tech_spread_mult","0.15"
"common/static_modifiers/content_304_modifiers.txt","116","modifier_century_of_triumph_technology","country_tech_research_speed_mult","0.25"
"common/static_modifiers/content_304_modifiers.txt","117","modifier_century_of_triumph_technology","country_tech_spread_mult","0.5"
"common/static_modifiers/content_4_modifiers.txt","682","balkan_wars_victorious_balkan_league_mod","country_tech_research_speed_mult","0.10"
"common/static_modifiers/content_4_modifiers.txt","701","balkan_wars_military_tech_boost_mod","country_military_tech_research_speed_mult","0.50"
"common/static_modifiers/content_4_modifiers.txt","702","balkan_wars_military_tech_boost_mod","country_military_tech_spread_mult","0.50"
"common/static_modifiers/content_4_modifiers.txt","703","balkan_wars_military_tech_boost_mod","country_production_tech_research_speed_mult","-0.75"
"common/static_modifiers/content_4_modifiers.txt","704","balkan_wars_military_tech_boost_mod","country_production_tech_spread_mult","-0.75"
"common/static_modifiers/content_4_modifiers.txt","705","balkan_wars_military_tech_boost_mod","country_society_tech_research_speed_mult","-0.75"
"common/static_modifiers/content_4_modifiers.txt","706","balkan_wars_military_tech_boost_mod","country_society_tech_spread_mult","-0.75"
"common/static_modifiers/cuban_modifiers.txt","51","cuba_share_success","country_society_tech_research_speed_mult","0.15"
"common/static_modifiers/cuban_modifiers.txt","52","cuba_share_success","country_society_tech_spread_mult","0.15"
"common/static_modifiers/cuban_modifiers.txt","86","cuba_success_modernise","country_weekly_innovation_max_add","30"
"common/static_modifiers/cuban_modifiers.txt","87","cuba_success_modernise","country_production_tech_spread_mult","0.15"
"common/static_modifiers/cuban_modifiers.txt","88","cuba_success_modernise","country_production_tech_research_speed_mult","0.15"
"common/static_modifiers/japan_single_fire_events_modifiers.txt","15","japan_single_fire_events_meji_stamping_out_chaos_mod","country_society_tech_spread_mult","0.1"
"common/static_modifiers/japan_single_fire_events_modifiers.txt","63","japan_calendar_western_timekeeping_mod","country_production_tech_spread_mult","0.05"
"common/static_modifiers/portugal_single_fire_events_1_modifiers.txt","84","portugal_single_fire_events_sent_physicians_mod","country_production_tech_research_speed_mult","0.1"
"common/static_modifiers/portugal_single_fire_events_1_modifiers.txt","85","portugal_single_fire_events_sent_physicians_mod","country_production_tech_spread_mult","0.1"
"common/treaty_articles/12_military_assistance.txt","40","military_assistance","country_military_tech_spread_mult","0.1"
