tech_id,category,era,vanilla_prerequisites,prerequisite_edge_count,cross_category_edge_count,validation_status,source
rifling,military,era_2,percussion_cap,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
screw_frigate,military,era_2,paddle_steamer,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
shell_gun,military,era_2,artillery,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
triage,military,era_2,logistics,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
breech_loading_artillery,military,era_3,rifling;shell_gun,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
electric_telegraph,military,era_3,logistics,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
enlistment_offices,military,era_3,logistics,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
floating_harbor,military,era_3,gantry_cranes,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
gantry_cranes,military,era_3,hydraulic_cranes;screw_frigate,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
handcranked_machine_gun,military,era_3,repeaters;breech_loading_artillery,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
ironclad_tech,military,era_3,screw_frigate,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
jeune_ecole,military,era_3,self_propelled_torpedoes,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
military_statistics,military,era_3,electric_telegraph;general_staff,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
modern_nursing,military,era_3,triage,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
monitor_tech,military,era_3,ironclad_tech;breech_loading_artillery,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
repeaters,military,era_3,rifling,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
self_propelled_torpedoes,military,era_3,power_of_the_purse,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
automatic_machine_guns,military,era_4,handcranked_machine_gun;bolt_action_rifles,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
bolt_action_rifles,military,era_4,repeaters,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
concrete_dockyards,military,era_4,floating_harbor,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
defense_in_depth,military,era_4,trench_works;handcranked_machine_gun,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
dreadnought_tech,military,era_4,pre_dreadnought_tech;sea_lane_strategies;concrete_dockyards;military_aviation,4,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
landing_craft,military,era_4,jeune_ecole;monitor_tech,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
military_aviation,military,era_4,handcranked_machine_gun,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
pre_dreadnought_tech,military,era_4,ironclad_tech,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
sea_lane_strategies,military,era_4,jeune_ecole,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
submarine,military,era_4,self_propelled_torpedoes,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
trench_works,military,era_4,general_staff;electric_telegraph,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
war_propaganda,military,era_4,enlistment_offices,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
wargaming,military,era_4,military_statistics,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
battlefleet_tactics,military,era_5,battleship_tech;sea_lane_strategies,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
battleship_tech,military,era_5,dreadnought_tech,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
carrier_tech,military,era_5,dreadnought_tech,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
chemical_warfare,military,era_5,automatic_machine_guns,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
concrete_fortifications,military,era_5,defense_in_depth,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
destroyer,military,era_5,monitor_tech,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
flamethrowers,military,era_5,trench_works;automatic_machine_guns,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
mobile_armor,military,era_5,concrete_fortifications;nco_training,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
nco_training,military,era_5,wargaming;trench_works,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
stormtroopers,military,era_5,wargaming;trench_works,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
cotton_gin,production,era_1,manufacturies,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
distillation,production,era_1,manufacturies,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
enclosure,production,era_1,ROOT,0,0,PASS_ROOT,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
lathe,production,era_1,cotton_gin,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
manufacturies,production,era_1,ROOT,0,0,PASS_ROOT,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
prospecting,production,era_1,shaft_mining,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
sericulture,production,era_1,ROOT,0,0,PASS_ROOT,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
shaft_mining,production,era_1,enclosure;manufacturies,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
steelworking,production,era_1,shaft_mining,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
atmospheric_engine,production,era_2,shaft_mining,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
baking_powder,production,era_2,fractional_distillation,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
bessemer_process,production,era_2,steelworking,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
canneries,production,era_2,lathe,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
chemical_bleaching,production,era_2,crystal_glass,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
crystal_glass,production,era_2,lathe,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
fractional_distillation,production,era_2,distillation,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
intensive_agriculture,production,era_2,enclosure,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
mechanical_tools,production,era_2,lathe;steelworking,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
mechanized_workshops,production,era_2,canneries;mechanical_tools,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
nitroglycerin,production,era_2,intensive_agriculture;prospecting,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
railways,production,era_2,mechanical_tools;atmospheric_engine,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
watertube_boiler,production,era_2,atmospheric_engine,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
aniline,production,era_3,rubber_mastication,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
dynamite,production,era_3,nitroglycerin,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
electrical_generation,production,era_3,rotary_valve_engine,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
improved_fertilizer,production,era_3,intensive_agriculture,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
open_hearth_process,production,era_3,bessemer_process,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
pumpjacks,production,era_3,steam_donkey;dynamite,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
reinforced_concrete,production,era_3,bessemer_process,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
rotary_valve_engine,production,era_3,watertube_boiler,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
rubber_mastication,production,era_3,fractional_distillation;chemical_bleaching,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
shift_work,production,era_3,mechanized_workshops,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
steam_donkey,production,era_3,intensive_agriculture,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
steel_railway_cars,production,era_3,railways,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
threshing_machine,production,era_3,steam_donkey,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
vacuum_canning,production,era_3,mechanized_workshops,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
vulcanization,production,era_3,rubber_mastication,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
art_silk,production,era_4,aniline,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
automatic_bottle_blowers,production,era_4,vulcanization,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
combustion_engine,production,era_4,rotary_valve_engine,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
conveyors,production,era_4,vulcanization;shift_work;electrical_generation,3,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
electric_arc_process,production,era_4,open_hearth_process,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
electric_railway,production,era_4,electrical_capacitors;steel_railway_cars,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
electrical_capacitors,production,era_4,electrical_generation,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
mechanized_farming,production,era_4,threshing_machine,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
nitrogen_fixation,production,era_4,improved_fertilizer,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
pasteurization,production,era_4,vacuum_canning;electrical_capacitors,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
plastics,production,era_4,reinforced_concrete,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
pneumatic_tools,production,era_4,rotary_valve_engine;reinforced_concrete,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
radio,production,era_4,telephone,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
steam_turbine,production,era_4,electrical_generation,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
telephone,production,era_4,shift_work;electrical_generation,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
arc_welding,production,era_5,electric_arc_process;pneumatic_tools,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
compression_ignition,production,era_5,combustion_engine,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
dough_rollers,production,era_5,conveyors,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
flash_freezing,production,era_5,pasteurization,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
oil_turbine,production,era_5,steam_turbine,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
academia,society,era_1,rationalism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
banking,society,era_1,currency_standards,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
centralization,society,era_1,tech_bureaucracy,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
colonization,society,era_1,international_relations,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
currency_standards,society,era_1,international_trade;centralization,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
democracy,society,era_1,rationalism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
empiricism,society,era_1,academia,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
international_relations,society,era_1,tech_bureaucracy,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
international_trade,society,era_1,tech_bureaucracy,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
law_enforcement,society,era_1,tech_bureaucracy;urban_planning,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
mass_communication,society,era_1,democracy,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
medical_degrees,society,era_1,academia,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
rationalism,society,era_1,ROOT,0,0,PASS_ROOT,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
romanticism,society,era_1,academia,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
stock_exchange,society,era_1,international_trade,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
tech_bureaucracy,society,era_1,urbanization,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
urban_planning,society,era_1,urbanization,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
urbanization,society,era_1,ROOT,0,0,PASS_ROOT,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
central_archives,society,era_2,centralization,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
central_banking,society,era_2,banking,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
corporate_charters,society,era_2,stock_exchange,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
dialectics,society,era_2,empiricism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
egalitarianism,society,era_2,democracy,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
joint_stock_companies,society,era_2,banking;corporate_charters,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
labor_movement,society,era_2,mass_communication;egalitarianism,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
modern_sewerage,society,era_2,urban_planning,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
nationalism,society,era_2,mass_communication;international_relations,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
organized_sports,society,era_2,nationalism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
pharmaceuticals,society,era_2,medical_degrees,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
postal_savings,society,era_2,stock_exchange,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
psychiatry,society,era_2,empiricism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
quinine,society,era_2,colonization;pharmaceuticals,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
realism,society,era_2,romanticism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
anarchism,society,era_3,egalitarianism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
camera,society,era_3,realism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
civilizing_mission,society,era_3,quinine;nationalism,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
corporatism,society,era_3,labor_movement;nationalism,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
feminism,society,era_3,human_rights,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
human_rights,society,era_3,egalitarianism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
identification_documents,society,era_3,central_archives,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
investment_banks,society,era_3,joint_stock_companies;mutual_funds,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
mutual_funds,society,era_3,central_banking;postal_savings,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
pan-nationalism,society,era_3,nationalism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
philosophical_pragmatism,society,era_3,psychiatry,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
socialism,society,era_3,labor_movement;dialectics,2,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
steel_frame_buildings,society,era_3,modern_sewerage,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
central_planning,society,era_4,identification_documents,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
corporate_management,society,era_4,investment_banks,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
elevator,society,era_4,steel_frame_buildings,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
film,society,era_4,camera,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
international_exchange_standards,society,era_4,mutual_funds,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
malaria_prevention,society,era_4,civilizing_mission,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
multilateral_alliances,society,era_4,pan-nationalism,1,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
political_agitation,society,era_4,anarchism;socialism;corporatism,3,0,PASS_SAME_CATEGORY,TECH1A_AUDIT_NORMALIZED_AND_INSTALLED_VANILLA_1.13.11
