relative_path,object_type,object_id,vanilla_11311_state,old_steam_state,current_steam_state,fork_current_state,steam_delta_type,steam_change_classification,new_or_updated_shadow,same_object_fork_collision,tech_tree_collision,vanilla_11311_collision,tree_requirement_collision,fork_status,proposed_action,exact_future_path,evidence,notes
common/character_templates/country_bic.txt,FILE,,PRESENT:35739fe55a7c00a0299122534ee19a80,PRESENT:28b3887f258f2410e0378755c9c62d37,PRESENT:3b09c7d49ae1757108c3901e343cbc8c,PRESENT:3b09c7d49ae1757108c3901e343cbc8c,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/character_templates/country_bic.txt,XXH3 old=28b3887f258f2410e0378755c9c62d37; current=3b09c7d49ae1757108c3901e343cbc8c; fork=3b09c7d49ae1757108c3901e343cbc8c; vanilla=35739fe55a7c00a0299122534ee19a80.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/character_templates/country_dei.txt,FILE,,PRESENT:7560ea6ab570b651666a0a5a2d11e130,PRESENT:36e0beb65e7eacfa497df14440a08335,PRESENT:a5a135ba10dfcae36d7d2c4cfacc10d7,PRESENT:a5a135ba10dfcae36d7d2c4cfacc10d7,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/character_templates/country_dei.txt,XXH3 old=36e0beb65e7eacfa497df14440a08335; current=a5a135ba10dfcae36d7d2c4cfacc10d7; fork=a5a135ba10dfcae36d7d2c4cfacc10d7; vanilla=7560ea6ab570b651666a0a5a2d11e130.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/character_templates/country_fra.txt,FILE,,PRESENT:5f739ba74fbf408a9683c354c7aea2c9,PRESENT:6a1a58700b8c5cf1b16d854830bf629b,PRESENT:376e58b2d428418189abd4c7cefa185a,PRESENT:376e58b2d428418189abd4c7cefa185a,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/character_templates/country_fra.txt,XXH3 old=6a1a58700b8c5cf1b16d854830bf629b; current=376e58b2d428418189abd4c7cefa185a; fork=376e58b2d428418189abd4c7cefa185a; vanilla=5f739ba74fbf408a9683c354c7aea2c9.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/character_templates/country_gbr.txt,FILE,,PRESENT:460953faa5c57b95bc37d14275c6d945,PRESENT:b6e39074986c0bb4b383389a76279fc6,PRESENT:13efc41161ebc3158e411a45493c177f,PRESENT:13efc41161ebc3158e411a45493c177f,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/character_templates/country_gbr.txt,XXH3 old=b6e39074986c0bb4b383389a76279fc6; current=13efc41161ebc3158e411a45493c177f; fork=13efc41161ebc3158e411a45493c177f; vanilla=460953faa5c57b95bc37d14275c6d945.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/character_templates/country_marath.txt,FILE,,ABSENT,ABSENT,PRESENT:e201e91acb18a34c6e767da1b42433b6,PRESENT:e201e91acb18a34c6e767da1b42433b6,ADDED,STEAM_UNKNOWN_INTENT,,NO,NO,NO,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/character_templates/country_marath.txt,XXH3 old=ABSENT; current=e201e91acb18a34c6e767da1b42433b6; fork=e201e91acb18a34c6e767da1b42433b6; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/character_templates/country_per.txt,FILE,,PRESENT:74bafc27d307ce6ee887c9eea9ad7f59,PRESENT:8b4c1a326b9e379a124acdc3d31f48a4,PRESENT:76f9f3cdbe1b8eeedcc205aa86f3aa2a,PRESENT:76f9f3cdbe1b8eeedcc205aa86f3aa2a,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/character_templates/country_per.txt,XXH3 old=8b4c1a326b9e379a124acdc3d31f48a4; current=76f9f3cdbe1b8eeedcc205aa86f3aa2a; fork=76f9f3cdbe1b8eeedcc205aa86f3aa2a; vanilla=74bafc27d307ce6ee887c9eea9ad7f59.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/character_templates/country_plc.txt,FILE,,ABSENT,PRESENT:c49d2feb61d951b4645b7cf0e82c6601,PRESENT:78375f823461353d2279db2cc22699d2,PRESENT:78375f823461353d2279db2cc22699d2,MODIFIED,STEAM_UNKNOWN_INTENT,,NO,NO,NO,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/character_templates/country_plc.txt,XXH3 old=c49d2feb61d951b4645b7cf0e82c6601; current=78375f823461353d2279db2cc22699d2; fork=78375f823461353d2279db2cc22699d2; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/character_templates/country_spa.txt,FILE,,PRESENT:63d99aa72fad4a75aa1fe6bd8a86ee91,PRESENT:5e105dfa3bbcde69fd4b1ad9e1626cfc,PRESENT:5fd3025ee726ff71753b5814272456e8,PRESENT:5fd3025ee726ff71753b5814272456e8,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/character_templates/country_spa.txt,XXH3 old=5e105dfa3bbcde69fd4b1ad9e1626cfc; current=5fd3025ee726ff71753b5814272456e8; fork=5fd3025ee726ff71753b5814272456e8; vanilla=63d99aa72fad4a75aa1fe6bd8a86ee91.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/character_templates/country_usa.txt,FILE,,PRESENT:e5e663a9ce65d91619384775f53a6d21,PRESENT:27756dfcef623b5978b2eb4817fc5a41,PRESENT:979a4f86c3020ca5adb14a35eb4b1e20,PRESENT:979a4f86c3020ca5adb14a35eb4b1e20,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/character_templates/country_usa.txt,XXH3 old=27756dfcef623b5978b2eb4817fc5a41; current=979a4f86c3020ca5adb14a35eb4b1e20; fork=979a4f86c3020ca5adb14a35eb4b1e20; vanilla=e5e663a9ce65d91619384775f53a6d21.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/character_templates/dreyfus_template.txt,FILE,,PRESENT:e62eb485e99bebef5c3194cc855cc9a4,PRESENT:6330a13ab5bd8c72bd4fb411462d2b93,PRESENT:7212f153b9c898069d463df1cb9883a0,PRESENT:69ea78e5983f7eac2acd4a573f30612a,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,FILE_SCOPE_REVIEW,NO,YES,NO,REQUIRES_MANUAL_RECONCILIATION,Diff changed objects and merge only useful semantics; preserve fork intent.,common/character_templates/dreyfus_template.txt,XXH3 old=6330a13ab5bd8c72bd4fb411462d2b93; current=7212f153b9c898069d463df1cb9883a0; fork=69ea78e5983f7eac2acd4a573f30612a; vanilla=e62eb485e99bebef5c3194cc855cc9a4.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/coat_of_arms/coat_of_arms/03_new.txt,FILE,,ABSENT,PRESENT:d6e0b3ccf6910128e547c42237b04cb6,PRESENT:5e88a72a3e0449cc18c7fcc8c515658e,PRESENT:5e88a72a3e0449cc18c7fcc8c515658e,MODIFIED,STEAM_UNKNOWN_INTENT,,NO,NO,NO,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/coat_of_arms/coat_of_arms/03_new.txt,XXH3 old=d6e0b3ccf6910128e547c42237b04cb6; current=5e88a72a3e0449cc18c7fcc8c515658e; fork=5e88a72a3e0449cc18c7fcc8c515658e; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/company_types/02_new_companies.txt,FILE,,ABSENT,PRESENT:aea16d86813168263833f013470541ac,PRESENT:0500f0f8f64848f82d8a9f1039496b5e,PRESENT:2b75f5026d2be1aba0237400f682ed13,MODIFIED,STEAM_UNKNOWN_INTENT,,FILE_SCOPE_REVIEW,NO,NO,NO,REQUIRES_MANUAL_RECONCILIATION,Diff changed objects and merge only useful semantics; preserve fork intent.,common/company_types/02_new_companies.txt,XXH3 old=aea16d86813168263833f013470541ac; current=0500f0f8f64848f82d8a9f1039496b5e; fork=2b75f5026d2be1aba0237400f682ed13; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/country_definitions/00_countries.txt,FILE,,PRESENT:354d9407c1d85ed2924ccb19c02858f6,ABSENT,PRESENT:77fc847f1574e00de078fd5b0a730b09,PRESENT:77fc847f1574e00de078fd5b0a730b09,ADDED,STEAM_SHADOW_ARCHITECTURE_CHANGE,NEW_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/country_definitions/00_countries.txt,XXH3 old=ABSENT; current=77fc847f1574e00de078fd5b0a730b09; fork=77fc847f1574e00de078fd5b0a730b09; vanilla=354d9407c1d85ed2924ccb19c02858f6.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/country_definitions/00_replacement_mod.txt,FILE,,ABSENT,PRESENT:85bad7e52666148b40369ba8facdbba0,ABSENT,ABSENT,REMOVED,STEAM_UNKNOWN_INTENT,,NO,NO,NO,NO,ALREADY_PRESENT_IN_FORK,No port; upstream removal is already reflected by absence in fork.,common/country_definitions/00_replacement_mod.txt,XXH3 old=85bad7e52666148b40369ba8facdbba0; current=ABSENT; fork=ABSENT; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/country_definitions/02_modded_countries.txt,FILE,,ABSENT,PRESENT:8a471b687d52f2d2c28927d55876a8b6,PRESENT:af546273cb7875b2ed747fdcb68fb732,PRESENT:af546273cb7875b2ed747fdcb68fb732,MODIFIED,STEAM_UNKNOWN_INTENT,,NO,NO,NO,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/country_definitions/02_modded_countries.txt,XXH3 old=8a471b687d52f2d2c28927d55876a8b6; current=af546273cb7875b2ed747fdcb68fb732; fork=af546273cb7875b2ed747fdcb68fb732; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/customizable_localization/04_treaty_of_london_custom_loc.txt,FILE,,PRESENT:27178475edddad54ad68a2143e7df89e,PRESENT:e027547b459c49425b4276a29154a125,ABSENT,ABSENT,REMOVED,STEAM_SHADOW_ARCHITECTURE_CHANGE,REMOVED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; upstream removal is already reflected by absence in fork.,common/customizable_localization/04_treaty_of_london_custom_loc.txt,XXH3 old=e027547b459c49425b4276a29154a125; current=ABSENT; fork=ABSENT; vanilla=27178475edddad54ad68a2143e7df89e.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/defines/00_defines.txt,FILE,,PRESENT:22dff6dc84e665c6490e814710ea5c22,PRESENT:eca2ec372a27049a73c38e2361eeb250,PRESENT:4322c59204b8f9a066bb079eb4a48c38,PRESENT:4322c59204b8f9a066bb079eb4a48c38,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/defines/00_defines.txt,XXH3 old=eca2ec372a27049a73c38e2361eeb250; current=4322c59204b8f9a066bb079eb4a48c38; fork=4322c59204b8f9a066bb079eb4a48c38; vanilla=22dff6dc84e665c6490e814710ea5c22.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/dynamic_country_names/00_dynamic_country_names.txt,FILE,,PRESENT:a970c30237d8e31ee992a64f9478d19e,PRESENT:6c651c1185bac56274484a5fd5e27ed8,PRESENT:2de7e8b40a5bbedee0a3a7da1faa2dbf,PRESENT:6207b73ae06f074655353c2b8db949b9,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,FILE_SCOPE_REVIEW,NO,YES,NO,REQUIRES_MANUAL_RECONCILIATION,Diff changed objects and merge only useful semantics; preserve fork intent.,common/dynamic_country_names/00_dynamic_country_names.txt,XXH3 old=6c651c1185bac56274484a5fd5e27ed8; current=2de7e8b40a5bbedee0a3a7da1faa2dbf; fork=6207b73ae06f074655353c2b8db949b9; vanilla=a970c30237d8e31ee992a64f9478d19e.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/flag_definitions/00_flag_definitions.txt,FILE,,PRESENT:3eb23880339a48d9a810ddac007dfc5d,PRESENT:406eef71d2c0de6fc669e966843ac0a2,PRESENT:7d7d1b21b08fc3073ebed18d849c51ba,PRESENT:e3b7536ddcca82a66eaeb9e67c741e03,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,FILE_SCOPE_REVIEW,NO,YES,NO,REQUIRES_MANUAL_RECONCILIATION,Diff changed objects and merge only useful semantics; preserve fork intent.,common/flag_definitions/00_flag_definitions.txt,XXH3 old=406eef71d2c0de6fc669e966843ac0a2; current=7d7d1b21b08fc3073ebed18d849c51ba; fork=e3b7536ddcca82a66eaeb9e67c741e03; vanilla=3eb23880339a48d9a810ddac007dfc5d.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/flag_definitions/07_NM_Flags.txt,FILE,,ABSENT,PRESENT:20a589b09815e07ef08d64193fda3814,PRESENT:8ce0064cf51acb01172d6154fc50cd43,PRESENT:34cb31b66abcc1d96fc95433ad82fd90,MODIFIED,STEAM_UNKNOWN_INTENT,,FILE_SCOPE_REVIEW,NO,NO,NO,REQUIRES_MANUAL_RECONCILIATION,Diff changed objects and merge only useful semantics; preserve fork intent.,common/flag_definitions/07_NM_Flags.txt,XXH3 old=20a589b09815e07ef08d64193fda3814; current=8ce0064cf51acb01172d6154fc50cd43; fork=34cb31b66abcc1d96fc95433ad82fd90; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/game_rules/99_cleanup2e4_monument_effects.txt,FILE,,ABSENT,ABSENT,PRESENT:7985db35467ac9a54986b51cf4ca6d95,PRESENT:7985db35467ac9a54986b51cf4ca6d95,ADDED,STEAM_UNKNOWN_INTENT,,NO,NO,NO,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/game_rules/99_cleanup2e4_monument_effects.txt,XXH3 old=ABSENT; current=7985db35467ac9a54986b51cf4ca6d95; fork=7985db35467ac9a54986b51cf4ca6d95; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/government_types/00_cleanup2c1_non_europe.txt,FILE,,ABSENT,ABSENT,PRESENT:c575393885416fb22982e5064ad79d7b,PRESENT:c575393885416fb22982e5064ad79d7b,ADDED,STEAM_UNKNOWN_INTENT,,NO,NO,NO,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/government_types/00_cleanup2c1_non_europe.txt,XXH3 old=ABSENT; current=c575393885416fb22982e5064ad79d7b; fork=c575393885416fb22982e5064ad79d7b; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/government_types/00_mod_gov_types.txt,FILE,,ABSENT,PRESENT:c592fe915f7c261de820b3f834b99214,PRESENT:59f98057305ec3ef9a90ba83a4e77c7a,PRESENT:59f98057305ec3ef9a90ba83a4e77c7a,MODIFIED,STEAM_UNKNOWN_INTENT,,NO,NO,NO,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/government_types/00_mod_gov_types.txt,XXH3 old=c592fe915f7c261de820b3f834b99214; current=59f98057305ec3ef9a90ba83a4e77c7a; fork=59f98057305ec3ef9a90ba83a4e77c7a; vanilla=ABSENT.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/history/ai/00_secret_goals.txt,FILE,,PRESENT:8333832d87d54d31a6dbe3e6bf62f7dc,PRESENT:fa015833471ec1d81cf0e181fd299fc2,PRESENT:c01bb234d17adae8b2b687411e947948,PRESENT:c01bb234d17adae8b2b687411e947948,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/history/ai/00_secret_goals.txt,XXH3 old=fa015833471ec1d81cf0e181fd299fc2; current=c01bb234d17adae8b2b687411e947948; fork=c01bb234d17adae8b2b687411e947948; vanilla=8333832d87d54d31a6dbe3e6bf62f7dc.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/history/buildings/00_west_europe.txt,FILE,,PRESENT:2f77a233960f6ea77fcb1719f86d0cd0,PRESENT:342eb0777e333ffe70fca8d8a7a9274d,PRESENT:4733b5cf969e16b35719d6220347425d,PRESENT:4733b5cf969e16b35719d6220347425d,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/history/buildings/00_west_europe.txt,XXH3 old=342eb0777e333ffe70fca8d8a7a9274d; current=4733b5cf969e16b35719d6220347425d; fork=4733b5cf969e16b35719d6220347425d; vanilla=2f77a233960f6ea77fcb1719f86d0cd0.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/history/buildings/01_south_europe.txt,FILE,,PRESENT:03d9d8d7377dab3fea63d0e076380b3b,PRESENT:dd330e7f4a43fc490a52dc7047ed93b4,PRESENT:0db0c0fa252e5035b1db284467d10948,PRESENT:0db0c0fa252e5035b1db284467d10948,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/history/buildings/01_south_europe.txt,XXH3 old=dd330e7f4a43fc490a52dc7047ed93b4; current=0db0c0fa252e5035b1db284467d10948; fork=0db0c0fa252e5035b1db284467d10948; vanilla=03d9d8d7377dab3fea63d0e076380b3b.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/history/buildings/02_east_europe.txt,FILE,,PRESENT:f5d167450c9dfab9dcf907aa335363a0,PRESENT:583a1f42d0b7848266f0822f78c109c7,PRESENT:175cf94f0674914291a4366eee0302ea,PRESENT:175cf94f0674914291a4366eee0302ea,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/history/buildings/02_east_europe.txt,XXH3 old=583a1f42d0b7848266f0822f78c109c7; current=175cf94f0674914291a4366eee0302ea; fork=175cf94f0674914291a4366eee0302ea; vanilla=f5d167450c9dfab9dcf907aa335363a0.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/history/buildings/03_north_africa.txt,FILE,,PRESENT:35ee60de64da1efe67b63904e85a2693,PRESENT:21f01595a1122ba370013464a8242dbd,PRESENT:a3d2dee96adefe261d71ac8d7cacecf2,PRESENT:a3d2dee96adefe261d71ac8d7cacecf2,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/history/buildings/03_north_africa.txt,XXH3 old=21f01595a1122ba370013464a8242dbd; current=a3d2dee96adefe261d71ac8d7cacecf2; fork=a3d2dee96adefe261d71ac8d7cacecf2; vanilla=35ee60de64da1efe67b63904e85a2693.,Exact temporal comparison against local 2.3.0.1 snapshot.
common/history/buildings/04_subsaharan_africa.txt,FILE,,PRESENT:aea34124e33fedfe7cdbb6d911f268eb,PRESENT:8485f8c88a8dcc26f5bdddd54d994513,PRESENT:3265b18c5d9e996d7d6eb6c2e9325042,PRESENT:3265b18c5d9e996d7d6eb6c2e9325042,MODIFIED,STEAM_SHADOW_ARCHITECTURE_CHANGE,UPDATED_STEAM_SHADOW,NO,NO,YES,NO,ALREADY_PRESENT_IN_FORK,No port; current Steam bytes already present in fork.,common/history/buildings/04_subsaharan_africa.txt,XXH3 old=8485f8c88a8dcc26f5bdddd54d994513; current=3265b18c5d9e996d7d6eb6c2e9325042; fork=3265b18c5d9e996d7d6eb6c2e9325042; vanilla=aea34124e33fedfe7cdbb6d911f268eb.,Exact temporal comparison against local 2.3.0.1 snapshot.
