hidden_tech_id,responsibility_type,country_or_effect,source_file,current_grant,recommended_successor_from_tech6b3e,reason_deferred,future_phase
academia,starting_technology_grant,c:ARG,common/history/countries/arg - argentina.txt,add_technology_researched -> academia; occurrences=1; lines=5,specialized_technical_academies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
academia,starting_technology_grant,c:URU,common/history/countries/uru - uruguay.txt,add_technology_researched -> academia; occurrences=1; lines=5,specialized_technical_academies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
academia,starting_technology_grant,c:USA,common/history/countries/usa - usa.txt,add_technology_researched -> academia; occurrences=1; lines=4,specialized_technical_academies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
academia,starting_technology_grant,c:VEN,common/history/countries/ven - venetia.txt,add_technology_researched -> academia; occurrences=1; lines=4,specialized_technical_academies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
academia,starting_technology_grant,c:VNZ,common/history/countries/vnz - venezula.txt,add_technology_researched -> academia; occurrences=1; lines=5,specialized_technical_academies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
academia,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> academia; occurrences=1; lines=70,specialized_technical_academies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
admiralty,starting_technology_grant,c:MARATH,common/history/countries/marath - maratha empire.txt,add_technology_researched -> admiralty; occurrences=1; lines=12,state_dockyard_systems,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
admiralty,starting_technology_grant,c:PER,common/history/countries/per - persia.txt,add_technology_researched -> admiralty; occurrences=1; lines=13,state_dockyard_systems,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
admiralty,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> admiralty; occurrences=1; lines=57,state_dockyard_systems,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
admiralty,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> admiralty; occurrences=1; lines=97,state_dockyard_systems,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
army_reserves,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> army_reserves; occurrences=1; lines=61,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
artillery,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> artillery; occurrences=1; lines=58,standardized_field_artillery,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
artillery,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> artillery; occurrences=1; lines=99,standardized_field_artillery,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
central_archives,starting_technology_grant,c:PRG,common/history/countries/prg - paraguay.txt,add_technology_researched -> central_archives; occurrences=1; lines=21,central_statistical_offices,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
central_archives,starting_technology_grant,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> central_archives; occurrences=1; lines=21,central_statistical_offices,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
central_banking,starting_technology_grant,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> central_banking; occurrences=1; lines=22,institutionalized_public_credit,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
centralization,starting_technology_grant,c:JAP,common/history/countries/jap - japan.txt,add_technology_researched -> centralization; occurrences=1; lines=7,systematic_administrative_statistics,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
centralization,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> centralization; occurrences=1; lines=73,systematic_administrative_statistics,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
centralization,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> centralization; occurrences=1; lines=106,systematic_administrative_statistics,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
corporate_charters,starting_technology_grant,c:DEI,common/history/countries/dei - dutch east indies company.txt,add_technology_researched -> corporate_charters; occurrences=1; lines=4,joint_stock_companies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
corporate_charters,starting_technology_grant,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> corporate_charters; occurrences=1; lines=24,joint_stock_companies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
corporate_charters,starting_technology_grant,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> corporate_charters; occurrences=1; lines=36,joint_stock_companies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
currency_standards,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> currency_standards; occurrences=1; lines=74,scientific_metrology,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
democracy,starting_technology_grant,c:KAU,common/history/countries/kau - kaurna.txt,add_technology_researched -> democracy; occurrences=1; lines=5,constitutional_government,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
democracy,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> democracy; occurrences=1; lines=68,constitutional_government,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
democracy,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> democracy; occurrences=1; lines=107,constitutional_government,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
dialectics,starting_technology_grant,c:KRA,common/history/countries/kra - krakow.txt,add_technology_researched -> dialectics; occurrences=1; lines=8,socialism,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
dialectics,starting_technology_grant,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> dialectics; occurrences=1; lines=20,socialism,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
dialectics,starting_technology_grant,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> dialectics; occurrences=1; lines=34,socialism,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
drydocks,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> drydocks; occurrences=1; lines=59,mechanized_naval_dockyards,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
drydocks,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> drydocks; occurrences=1; lines=100,mechanized_naval_dockyards,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
egalitarianism,starting_technology_grant,c:PRG,common/history/countries/prg - paraguay.txt,add_technology_researched -> egalitarianism; occurrences=1; lines=20,liberal_constitutionalism,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
egalitarianism,starting_technology_grant,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> egalitarianism; occurrences=1; lines=23,liberal_constitutionalism,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
egalitarianism,starting_technology_grant,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> egalitarianism; occurrences=1; lines=35,liberal_constitutionalism,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:CHL,common/history/countries/chl - chile.txt,add_technology_researched -> empiricism; occurrences=1; lines=8,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:CLM,common/history/countries/clm - colombia.txt,add_technology_researched -> empiricism; occurrences=1; lines=7,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:GRE,common/history/countries/gre - greece.txt,add_technology_researched -> empiricism; occurrences=1; lines=5,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:IQU,common/history/countries/iqu - iquichia.txt,add_technology_researched -> empiricism; occurrences=1; lines=6,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:LAN,common/history/countries/lan - lanfang.txt,add_technology_researched -> empiricism; occurrences=1; lines=9,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:NPU,common/history/countries/npu - north peru.txt,add_technology_researched -> empiricism; occurrences=1; lines=6,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:PRG,common/history/countries/prg - paraguay.txt,add_technology_researched -> empiricism; occurrences=1; lines=22,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:SPC,common/history/countries/spc - carlist spain.txt,add_technology_researched -> empiricism; occurrences=1; lines=8,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:SPU,common/history/countries/spu - south peru.txt,add_technology_researched -> empiricism; occurrences=1; lines=6,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:TEX,common/history/countries/tex - texas.txt,add_technology_researched -> empiricism; occurrences=1; lines=8,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
empiricism,starting_technology_grant,c:VNZ,common/history/countries/vnz - venezuela.txt,add_technology_researched -> empiricism; occurrences=1; lines=6,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
enclosure,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> enclosure; occurrences=1; lines=44,improved_husbandry,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
enclosure,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> enclosure; occurrences=1; lines=86,improved_husbandry,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
enclosure,starting_technology_grant,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> enclosure; occurrences=1; lines=115,improved_husbandry,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
enclosure,starting_technology_grant,effect_starting_technology_tier_6_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> enclosure; occurrences=1; lines=134,improved_husbandry,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
gunsmithing,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> gunsmithing; occurrences=1; lines=56,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
gunsmithing,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> gunsmithing; occurrences=1; lines=98,regulated_small_arms,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
intensive_agriculture,starting_technology_grant,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> intensive_agriculture; occurrences=1; lines=9,advanced_crop_rotations,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:AGC,common/history/countries/agc -angoche.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:ARS,common/history/countries/ars - arsiland.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:ASH,common/history/countries/ash - ashanti.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:AWS,common/history/countries/aws - aussa.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
international_trade,starting_technology_grant,c:BEN,common/history/countries/ben - benin.txt,add_technology_researched -> international_trade; occurrences=1; lines=4,commercial_insurance_markets,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
