object_type,object_id,vanilla_file,mod_same_path_file,old_technology,new_technology,frozen_source,vanilla_sha256,normalized_mod_matches_vanilla,status,notes
BUILDING,building_gold_field,common/buildings/03_mines.txt,common/buildings/03_mines.txt,prospecting,applied_mineralogy,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,54a725975ab9581af9ed28c49f2678bfdf6ff90f00deeb9e7f7afe3910819e6f,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_gold_mine,common/buildings/03_mines.txt,common/buildings/03_mines.txt,prospecting,applied_mineralogy,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,54a725975ab9581af9ed28c49f2678bfdf6ff90f00deeb9e7f7afe3910819e6f,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_steel_mill,common/buildings/01_industry.txt,common/buildings/01_industry.txt,steelworking,puddling_and_rolling,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_cannons,common/production_methods/01_industry.txt,common/production_methods/01_industry.txt,artillery,standardized_field_artillery,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,d0abb71f6ba922f46e1e512810053d1206a3cbfd8a2ff419d8a66c87b8a36886,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_vertical_filing_cabinets,common/production_methods/07_government.txt,common/production_methods/07_government.txt,central_archives,central_statistical_offices,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,f74d57845a75e7568c211646366c1e809aa7242aebc712f42af4a728fb07d80d,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_horizontal_drawer_cabinets,common/production_methods/07_government.txt,common/production_methods/07_government.txt,centralization,systematic_population_registration,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,f74d57845a75e7568c211646366c1e809aa7242aebc712f42af4a728fb07d80d,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_sheep_farms,common/production_methods/02_agro.txt,common/production_methods/02_agro.txt,intensive_agriculture,selective_breeding,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,40d5d3d776783624e004321a66dc45848f1d8c3d3cb264c612e3521ae11829e5,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_soil_enriching_farming,common/production_methods/02_agro.txt,common/production_methods/02_agro.txt,intensive_agriculture,advanced_crop_rotations,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,40d5d3d776783624e004321a66dc45848f1d8c3d3cb264c612e3521ae11829e5,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Shared physical PM definition expands to 4 TECH5A PMG relations.
PRODUCTION_METHOD,pm_soil_enriching_farming_building_rice_farm,common/production_methods/02_agro.txt,common/production_methods/02_agro.txt,intensive_agriculture,advanced_crop_rotations,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,40d5d3d776783624e004321a66dc45848f1d8c3d3cb264c612e3521ae11829e5,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,coffee_plantation_mechanical_drying,common/production_methods/04_plantations.txt,common/production_methods/04_plantations.txt,mechanized_workshops,interchangeable_manufacture,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,a63a20209fa5d70c18cbd7a51c53d13bc4968bf8a94ae618b237487cda321390,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,coffee_plantation_wet_process_mechanical,common/production_methods/04_plantations.txt,common/production_methods/04_plantations.txt,mechanized_workshops,interchangeable_manufacture,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,a63a20209fa5d70c18cbd7a51c53d13bc4968bf8a94ae618b237487cda321390,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_mechanized_looms,common/production_methods/01_industry.txt,common/production_methods/01_industry.txt,mechanized_workshops,mechanized_weaving,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,d0abb71f6ba922f46e1e512810053d1206a3cbfd8a2ff419d8a66c87b8a36886,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_mechanized_workshops,common/production_methods/01_industry.txt,common/production_methods/01_industry.txt,mechanized_workshops,interchangeable_manufacture,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,d0abb71f6ba922f46e1e512810053d1206a3cbfd8a2ff419d8a66c87b8a36886,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_sewing_machines,common/production_methods/01_industry.txt,common/production_methods/01_industry.txt,mechanized_workshops,mechanized_weaving,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,d0abb71f6ba922f46e1e512810053d1206a3cbfd8a2ff419d8a66c87b8a36886,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_power_of_the_purse,common/production_methods/05_military.txt,common/production_methods/05_military.txt,power_of_the_purse,state_dockyard_systems,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7ff5cd54ae6ba592a44b49231547fce54d93f6060663891394a88fe315c5b3b1,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_pig_iron,common/production_methods/01_industry.txt,common/production_methods/01_industry.txt,steelworking,coke_smelting,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,d0abb71f6ba922f46e1e512810053d1206a3cbfd8a2ff419d8a66c87b8a36886,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
PRODUCTION_METHOD,pm_saw_mills,common/production_methods/09_misc_resource.txt,common/production_methods/09_misc_resource.txt,steelworking,mechanical_tools,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,e2aadd13e1b7042fc0ce85fb66ba016db0b3a06248e7a9d1eb5efa228d2bde0d,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
