index,hidden_tech_id,grant_type,country_tag,country_name,tier_effect,source_file,effective_layer,current_grant,hidden_tech_era,tech6b3e_recommended_successor,successor_era,other_visible_starting_techs,historical_fit_1776,runtime_effect_if_alias_retained,duplicate_or_redundant,recommended_action,recommended_target_tech,recommended_target_era,confidence,human_review_required,historical_rationale,gameplay_rationale,source_evidence,notes
011,academia,DIRECT_COUNTRY,FRA,France,,common/history/countries/fra - france.txt,mod,add_technology_researched -> academia; occurrences=1; lines=4,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;romanticism;shaft_mining;systematic_administrative_statistics;systematic_population_registration;traditional_food_processing,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,era_3,MEDIUM,NO,"France's explicit education grant can reasonably represent established technical, military, naval, or learned academies by 1776.",Preserve the explicit country differentiation with the visible era-3 owner rather than leaving an inert alias.,D1;H10;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
012,academia,DIRECT_COUNTRY,GAL,Austrian Poland,,common/history/countries/gal - austrian poland.txt,mod,add_technology_researched -> academia; occurrences=1; lines=4,era_7,specialized_technical_academies,era_3,distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Austrian Poland had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
013,academia,DIRECT_COUNTRY,GBR,Great Britain,,common/history/countries/gbr - great britain.txt,mod,add_technology_researched -> academia; occurrences=1; lines=10,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;romanticism;shaft_mining,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,era_3,MEDIUM,NO,"Great Britain's explicit education grant can reasonably represent established technical, military, naval, or learned academies by 1776.",Preserve the explicit country differentiation with the visible era-3 owner rather than leaving an inert alias.,D1;H10;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
014,academia,DIRECT_COUNTRY,GEN,Genoa,,common/history/countries/gen - genoa.txt,mod,add_technology_researched -> academia; occurrences=1; lines=4,era_7,specialized_technical_academies,era_3,distillation;international_relations;shaft_mining,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,era_3,MEDIUM,NO,"Genoa's explicit education grant can reasonably represent established technical, military, naval, or learned academies by 1776.",Preserve the explicit country differentiation with the visible era-3 owner rather than leaving an inert alias.,D1;H10;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
015,academia,DIRECT_COUNTRY,HAI,Haiti,,common/history/countries/hai - haiti.txt,mod,add_technology_researched -> academia; occurrences=1; lines=9,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Haiti had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
016,academia,DIRECT_COUNTRY,HBC,Hudson Bay Company,,common/history/countries/hbc - hubson bay company.txt,mod,add_technology_researched -> academia; occurrences=1; lines=10,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,UNCERTAIN,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: multiple effective country files initialize the same tag,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,institutionalized_scientific_exchange,era_1,HIGH,NO,"Two distinct mod files ('hubson' and 'hudson') both initialize HBC, so historical intent cannot be separated safely from the duplicate setup.",Choose the authoritative country file first; then keep one education/arms grant and remove duplicate or anachronistic service grants.,B3F;D2,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity; START-01: former hubson setup merged into the authoritative hudson file; education is supplied once there.
017,academia,DIRECT_COUNTRY,HBC,Hudson Bay Company,,common/history/countries/hbc - hudson bay company.txt,mod,add_technology_researched -> academia; occurrences=1; lines=4,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,UNCERTAIN,NO: no non-starting runtime responsibility remains after TECH6B3F,YES: multiple effective country files initialize the same tag,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,HIGH,NO,"Two distinct mod files ('hubson' and 'hudson') both initialize HBC, so historical intent cannot be separated safely from the duplicate setup.",Choose the authoritative country file first; then keep one education/arms grant and remove duplicate or anachronistic service grants.,B3F;D2,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity; START-01: authoritative HBC education grant.
018,academia,DIRECT_COUNTRY,HUN,Hungary,,common/history/countries/hun - hungary.txt,mod,add_technology_researched -> academia; occurrences=1; lines=4,era_7,specialized_technical_academies,era_3,distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Hungary had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
019,academia,DIRECT_COUNTRY,IR1,Mamluk Iraq,,common/history/countries/ir1 - mamluk iraq.txt,mod,add_technology_researched -> academia; occurrences=1; lines=5,era_7,specialized_technical_academies,era_3,distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Mamluk Iraq had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
020,academia,DIRECT_COUNTRY,IREK,Ireland,,common/history/countries/irek - ireland.txt,mod,add_technology_researched -> academia; occurrences=1; lines=5,era_7,specialized_technical_academies,era_3,distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Ireland had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
021,academia,DIRECT_COUNTRY,JAP,Japan,,common/history/countries/jap - japan.txt,mod,add_technology_researched -> academia; occurrences=1; lines=5,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Japan had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
022,academia,DIRECT_COUNTRY,LAN,Lanfang,,common/history/countries/lan - lanfang.txt,vanilla,add_technology_researched -> academia; occurrences=1; lines=8,era_7,specialized_technical_academies,era_3,distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Lanfang had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
023,academia,DIRECT_COUNTRY,LOU,Louisiana,,common/history/countries/lou - louisiana.txt,mod,add_technology_researched -> academia; occurrences=1; lines=5,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Louisiana had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
024,academia,DIRECT_COUNTRY,MEX,Mexico,,common/history/countries/mex - mexico.txt,mod,add_technology_researched -> academia; occurrences=1; lines=5,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Mexico had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
025,academia,DIRECT_COUNTRY,NBS,New Brunswick,,common/history/countries/nbs - new brunswick.txt,mod,add_technology_researched -> academia; occurrences=1; lines=6,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that New Brunswick had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
026,academia,DIRECT_COUNTRY,NET,Netherlands,,common/history/countries/net - netherlands.txt,mod,add_technology_researched -> academia; occurrences=1; lines=5,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,era_3,MEDIUM,NO,"Netherlands's explicit education grant can reasonably represent established technical, military, naval, or learned academies by 1776.",Preserve the explicit country differentiation with the visible era-3 owner rather than leaving an inert alias.,D1;H10;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
027,academia,DIRECT_COUNTRY,NOR,Norway,,common/history/countries/nor - norway.txt,mod,add_technology_researched -> academia; occurrences=1; lines=4,era_7,specialized_technical_academies,era_3,distillation;international_relations;shaft_mining,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,era_3,MEDIUM,NO,"Norway's explicit education grant can reasonably represent established technical, military, naval, or learned academies by 1776.",Preserve the explicit country differentiation with the visible era-3 owner rather than leaving an inert alias.,D1;H10;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
028,academia,DIRECT_COUNTRY,NVS,Nova Scotia,,common/history/countries/nvs - nova scotia.txt,mod,add_technology_researched -> academia; occurrences=1; lines=6,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Nova Scotia had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
029,academia,DIRECT_COUNTRY,ONT,Ontario,,common/history/countries/ont - ontario.txt,mod,add_technology_researched -> academia; occurrences=1; lines=6,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Ontario had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
030,academia,DIRECT_COUNTRY,ORG,Oregon,,common/history/countries/org -oregan.txt,mod,add_technology_researched -> academia; occurrences=1; lines=10,era_7,specialized_technical_academies,era_3,atmospheric_engine;coke_smelting;colonization;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;institutionalized_public_credit;international_relations;mechanical_tools;organized_forestry;organized_textile_production;periodical_print_networks;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_food_processing;traditional_papermaking,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Oregon had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
031,academia,DIRECT_COUNTRY,PEU,Peru,,common/history/countries/peu - Peru.txt,mod,add_technology_researched -> academia; occurrences=1; lines=5,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Peru had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
032,academia,DIRECT_COUNTRY,POR,Portugal,,common/history/countries/por - portugal.txt,mod,add_technology_researched -> academia; occurrences=1; lines=4,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,era_3,MEDIUM,NO,"Portugal's explicit education grant can reasonably represent established technical, military, naval, or learned academies by 1776.",Preserve the explicit country differentiation with the visible era-3 owner rather than leaving an inert alias.,D1;H10;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
033,academia,DIRECT_COUNTRY,PRG,Paraguay,,common/history/countries/prg - Paraguay.txt,mod,add_technology_researched -> academia; occurrences=1; lines=5,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Paraguay had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
034,academia,DIRECT_COUNTRY,PRU,Prussia,,common/history/countries/pru - prussia.txt,mod,add_technology_researched -> academia; occurrences=1; lines=4,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;romanticism;shaft_mining,YES,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,era_3,MEDIUM,NO,"Prussia's explicit education grant can reasonably represent established technical, military, naval, or learned academies by 1776.",Preserve the explicit country differentiation with the visible era-3 owner rather than leaving an inert alias.,D1;H10;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
035,academia,DIRECT_COUNTRY,QUE,Quebec,,common/history/countries/que - quebec.txt,mod,add_technology_researched -> academia; occurrences=1; lines=6,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Quebec had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
036,academia,DIRECT_COUNTRY,SC1,Colonial Mexico,,common/history/countries/sc1 - colonial mexico.txt,mod,add_technology_researched -> academia; occurrences=1; lines=5,era_7,specialized_technical_academies,era_3,colonization;distillation;international_relations;shaft_mining,PARTIAL,NO: no non-starting runtime responsibility remains after TECH6B3F,NO,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,era_1,MEDIUM,NO,An explicit 1836 academia grant does not prove that Colonial Mexico had specialized technical academies on 1776-01-01; learned exchange is the safer early abstraction.,Retain a modest education/knowledge distinction without over-granting the era-3 specialized academy node.,D1;B3E,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=higher education and qualification capacity
