TAG,Country,Region,Category,Technology_ID,Classification,Local_Current_Status,Regional_Decision,Confidence,Historical_Status,Historical_Target,Prerequisite_Status_Regional,Tree_Issue_Regional,Classification_Issue_Regional,Synthesis_Decision,Synthesis_Confidence,Synthesis_Reason,Source_1,Source_2,Research_File
ACH,Acholi,AFRICA,production,organized_forestry,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,organized_textile_production,A,ABSENT,REVIEW,LOW,SECTORAL,ABSENT,NOT_APPLICABLE,,,REVIEW_ABSENT,LOW,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,periodical_print_networks,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,regulated_small_arms,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,scientific_fortification_siegecraft,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,scientific_naval_architecture,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,shaft_mining,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,state_dockyard_systems,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,stock_exchange,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,sugar_refining,A,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,systematic_administrative_statistics,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,traditional_food_processing,A,ABSENT,REVIEW,LOW,SECTORAL,ABSENT,NOT_APPLICABLE,,,REVIEW_ABSENT,LOW,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,traditional_furniture_making,A,ABSENT,REVIEW,LOW,SECTORAL,ABSENT,TREE_STRUCTURE_REVIEW,TREE_STRUCTURE_REVIEW: le parent imposé par l’arbre est plus difficile à justifier que la capacité examinée.,,REVIEW_ABSENT,LOW,"REVIEW arbitré ABSENT selon le seuil strict du nœud : gestion forestière rationalisée ou manufacture de meubles, non simple coupe/travail artisanal.",https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,traditional_glassmaking,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,traditional_papermaking,A,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,advanced_crop_rotations,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,advanced_spinning,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,applied_mineralogy,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,armament_standardization_inspection,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,atmospheric_engine,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,classical_political_economy,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,condensing_steam_engines,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,constitutional_government,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,copper_sheathing,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,horse_artillery,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,human_rights,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,improved_agricultural_implements,B,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,CLOSED,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,industrial_canals,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,industrial_ceramics,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,light_infantry_tactics,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,marine_chronometry,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,mechanized_spinning,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,mechanized_weaving,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,medical_degrees,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,military_topographic_surveying,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,national_sovereignty,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,organized_elementary_schooling,B,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,permanent_engineer_services,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,permanent_military_hospitals,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,society,political_economy,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,precision_boring,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,production,selective_breeding,B,ABSENT,KEEP,MEDIUM,ABSENT,ABSENT,CLOSED,,,KEEP,MEDIUM,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
ACH,Acholi,AFRICA,military,ship_classification_surveying,B,ABSENT,KEEP,HIGH,ABSENT,ABSENT,NOT_APPLICABLE,,,KEEP,HIGH,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,recherche régional/TECH_START_1776_AFRICA_SECOND_PASS_FULL.csv
