index,hidden_tech_id,grant_type,country_tag,tier_effect,source_file_before,effective_file_after,approved_action,approved_target,implementation_status,old_grant_after,target_grant_after_expansion,final_provider,expanded_duplicate_count,validation,notes
021,academia,DIRECT_COUNTRY,JAP,,common/history/countries/jap - japan.txt,common/history/countries/jap - japan.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
022,academia,DIRECT_COUNTRY,LAN,,common/history/countries/lan - lanfang.txt,common/history/countries/lan - lanfang.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
023,academia,DIRECT_COUNTRY,LOU,,common/history/countries/lou - louisiana.txt,common/history/countries/lou - louisiana.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
024,academia,DIRECT_COUNTRY,MEX,,common/history/countries/mex - mexico.txt,common/history/countries/mex - mexico.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
025,academia,DIRECT_COUNTRY,NBS,,common/history/countries/nbs - new brunswick.txt,common/history/countries/nbs - new brunswick.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
026,academia,DIRECT_COUNTRY,NET,,common/history/countries/net - netherlands.txt,common/history/countries/net - netherlands.txt,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
027,academia,DIRECT_COUNTRY,NOR,,common/history/countries/nor - norway.txt,common/history/countries/nor - norway.txt,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
028,academia,DIRECT_COUNTRY,NVS,,common/history/countries/nvs - nova scotia.txt,common/history/countries/nvs - nova scotia.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
029,academia,DIRECT_COUNTRY,ONT,,common/history/countries/ont - ontario.txt,common/history/countries/ont - ontario.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
030,academia,DIRECT_COUNTRY,ORG,,common/history/countries/org -oregan.txt,common/history/countries/org -oregan.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
031,academia,DIRECT_COUNTRY,PEU,,common/history/countries/peu - Peru.txt,common/history/countries/peu - Peru.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
032,academia,DIRECT_COUNTRY,POR,,common/history/countries/por - portugal.txt,common/history/countries/por - portugal.txt,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
033,academia,DIRECT_COUNTRY,PRG,,common/history/countries/prg - Paraguay.txt,common/history/countries/prg - Paraguay.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
034,academia,DIRECT_COUNTRY,PRU,,common/history/countries/pru - prussia.txt,common/history/countries/pru - prussia.txt,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
035,academia,DIRECT_COUNTRY,QUE,,common/history/countries/que - quebec.txt,common/history/countries/que - quebec.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
036,academia,DIRECT_COUNTRY,SC1,,common/history/countries/sc1 - colonial mexico.txt,common/history/countries/sc1 - colonial mexico.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
037,academia,DIRECT_COUNTRY,SC2,,common/history/countries/sc2 - colonial colombia.txt,common/history/countries/sc2 - colonial colombia.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
038,academia,DIRECT_COUNTRY,SC3,,common/history/countries/sc3 - colonial peru.txt,common/history/countries/sc3 - colonial peru.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
039,academia,DIRECT_COUNTRY,SC4,,common/history/countries/sc4 - colonial argentina.txt,common/history/countries/sc4 - colonial argentina.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
040,academia,DIRECT_COUNTRY,SPA,,common/history/countries/spa - spain.txt,common/history/countries/spa - spain.txt,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
041,academia,DIRECT_COUNTRY,SWE,,common/history/countries/swe - sweden.txt,common/history/countries/swe - sweden.txt,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
042,academia,DIRECT_COUNTRY,TRS,,common/history/countries/trs - transylvania.txt,common/history/countries/trs - transylvania.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
043,academia,DIRECT_COUNTRY,TUR,,common/history/countries/tur - ottoman empire.txt,common/history/countries/tur - ottoman empire.txt,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
044,academia,DIRECT_COUNTRY,UCA,,common/history/countries/uca - central america.txt,common/history/countries/uca - central america.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
045,academia,DIRECT_COUNTRY,URU,,common/history/countries/uru - uruguay.txt,common/history/countries/uru - uruguay.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
046,academia,DIRECT_COUNTRY,USA,,common/history/countries/usa - usa.txt,common/history/countries/usa - usa.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
047,academia,DIRECT_COUNTRY,VEN,,common/history/countries/ven - venetia.txt,common/history/countries/ven - venetia.txt,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
048,academia,DIRECT_COUNTRY,VNZ,,common/history/countries/vnz - venezula.txt,common/history/countries/vnz - venezuela.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,institutionalized_scientific_exchange,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,START-02
049,academia,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,specialized_technical_academies,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
050,admiralty,DIRECT_COUNTRY,MARATH,,common/history/countries/marath - maratha empire.txt,common/history/countries/marath - maratha empire.txt,REPLACE_WITH_VISIBLE_TECH,state_dockyard_systems,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
051,admiralty,DIRECT_COUNTRY,PER,,common/history/countries/per - persia.txt,common/history/countries/per - persia.txt,REPLACE_WITH_VISIBLE_TECH,state_dockyard_systems,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,START-03
052,admiralty,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
053,admiralty,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
054,army_reserves,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
055,artillery,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,standardized_field_artillery,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
056,artillery,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,standardized_field_artillery,IMPLEMENTED,0,1,effect_starting_technology_tier_4_tech,0,PASS,
057,central_archives,DIRECT_COUNTRY,PRG,,common/history/countries/prg - paraguay.txt,common/history/countries/prg - Paraguay.txt,REMOVE_STARTING_GRANT,,ALREADY_INACTIVE_CASEFOLD_SHADOW,0,0,,0,PASS,
058,central_archives,SCRIPTED_TIER,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,effect_starting_technology_tier_1_tech,0,PASS,
059,central_banking,SCRIPTED_TIER,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,institutionalized_public_credit,IMPLEMENTED,0,1,effect_starting_technology_tier_1_tech,0,PASS,
060,centralization,DIRECT_COUNTRY,JAP,,common/history/countries/jap - japan.txt,common/history/countries/jap - japan.txt,REPLACE_WITH_VISIBLE_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
061,centralization,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
062,centralization,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,effect_starting_technology_tier_4_tech,0,PASS,
063,corporate_charters,DIRECT_COUNTRY,DEI,,common/history/countries/dei - dutch east indies company.txt,common/history/countries/dei - dutch east indies company.txt,REPLACE_WITH_VISIBLE_TECH,joint_stock_companies,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
064,corporate_charters,SCRIPTED_TIER,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,stock_exchange,IMPLEMENTED,0,1,effect_starting_technology_tier_1_tech,0,PASS,
065,corporate_charters,SCRIPTED_TIER,,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,stock_exchange,IMPLEMENTED,0,1,effect_starting_technology_tier_2_tech,0,PASS,
066,currency_standards,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
067,democracy,DIRECT_COUNTRY,KAU,,common/history/countries/kau - kaurna.txt,common/history/countries/kau - kaurna.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
068,democracy,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
069,democracy,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
070,dialectics,DIRECT_COUNTRY,KRA,,common/history/countries/kra - krakow.txt,common/history/countries/kra - krakow.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
071,dialectics,SCRIPTED_TIER,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
072,dialectics,SCRIPTED_TIER,,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
073,drydocks,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
074,drydocks,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
075,egalitarianism,DIRECT_COUNTRY,PRG,,common/history/countries/prg - paraguay.txt,common/history/countries/prg - Paraguay.txt,REMOVE_STARTING_GRANT,,ALREADY_INACTIVE_CASEFOLD_SHADOW,0,0,,0,PASS,
076,egalitarianism,SCRIPTED_TIER,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
077,egalitarianism,SCRIPTED_TIER,,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
078,empiricism,DIRECT_COUNTRY,CHL,,common/history/countries/chl - chile.txt,common/history/countries/chl - chile.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
079,empiricism,DIRECT_COUNTRY,CLM,,common/history/countries/clm - colombia.txt,common/history/countries/clm - colombia.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
080,empiricism,DIRECT_COUNTRY,GRE,,common/history/countries/gre - greece.txt,common/history/countries/gre - greece.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
081,empiricism,DIRECT_COUNTRY,IQU,,common/history/countries/iqu - iquichia.txt,common/history/countries/iqu - iquichia.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
082,empiricism,DIRECT_COUNTRY,LAN,,common/history/countries/lan - lanfang.txt,common/history/countries/lan - lanfang.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
083,empiricism,DIRECT_COUNTRY,NPU,,common/history/countries/npu - north peru.txt,common/history/countries/npu - north peru.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
084,empiricism,DIRECT_COUNTRY,PRG,,common/history/countries/prg - paraguay.txt,common/history/countries/prg - Paraguay.txt,REMOVE_STARTING_GRANT,,ALREADY_INACTIVE_CASEFOLD_SHADOW,0,0,,0,PASS,
085,empiricism,DIRECT_COUNTRY,SPC,,common/history/countries/spc - carlist spain.txt,common/history/countries/spc - carlist spain.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
086,empiricism,DIRECT_COUNTRY,SPU,,common/history/countries/spu - south peru.txt,common/history/countries/spu - south peru.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
087,empiricism,DIRECT_COUNTRY,TEX,,common/history/countries/tex - texas.txt,common/history/countries/tex - texas.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,codified_practical_knowledge,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
088,empiricism,DIRECT_COUNTRY,VNZ,,common/history/countries/vnz - venezuela.txt,common/history/countries/vnz - venezuela.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,START-02
089,enclosure,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,improved_husbandry,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
090,enclosure,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,improved_husbandry,IMPLEMENTED,0,1,effect_starting_technology_tier_4_tech,0,PASS,
091,enclosure,SCRIPTED_TIER,,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,improved_husbandry,IMPLEMENTED,0,1,effect_starting_technology_tier_5_tech,0,PASS,
092,enclosure,SCRIPTED_TIER,,effect_starting_technology_tier_6_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,improved_husbandry,IMPLEMENTED,0,1,effect_starting_technology_tier_6_tech,0,PASS,
093,gunsmithing,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,regulated_small_arms,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
094,gunsmithing,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,IMPLEMENTED,0,1,effect_starting_technology_tier_4_tech,0,PASS,
095,intensive_agriculture,SCRIPTED_TIER,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_VISIBLE_TECH,advanced_crop_rotations,IMPLEMENTED,0,1,effect_starting_technology_tier_1_tech,0,PASS,
096,international_trade,DIRECT_COUNTRY,AGC,,common/history/countries/agc -angoche.txt,common/history/countries/agc -angoche.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
097,international_trade,DIRECT_COUNTRY,ARS,,common/history/countries/ars - arsiland.txt,common/history/countries/ars - arsiland.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
098,international_trade,DIRECT_COUNTRY,ASH,,common/history/countries/ash - ashanti.txt,common/history/countries/ash - ashanti.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
099,international_trade,DIRECT_COUNTRY,AWS,,common/history/countries/aws - aussa.txt,common/history/countries/aws - aussa.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
100,international_trade,DIRECT_COUNTRY,BEN,,common/history/countries/ben - benin.txt,common/history/countries/ben - benin.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
101,international_trade,DIRECT_COUNTRY,BGI,,common/history/countries/bgi - bagirmi.txt,common/history/countries/bgi - bagirmi.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,international_relations,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
