"phase","absolute_path","file_name","size_bytes","mtime_utc","sha256","classification","fresh_segment_notes"
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.1.log","dedicated_server.1.log","6089","2026-08-09T22:23:21.2682672Z","625C676B7D1A503F07C3EFD1C53ADA58734D22EB9697E882F2EDC2E24618411D","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.2.log","dedicated_server.2.log","3020","2026-08-09T21:16:19.4488224Z","B5D6BB8F940A95AE66D2C1C7B76BE77A6D5FB34442B02C6A42CAFBAF0114872E","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.3.log","dedicated_server.3.log","3848","2026-08-09T18:57:23.1451410Z","0298E891DFDE67E77DD2DF961A3489E2193BE1132C933254D8A9EB0A86BBBBB4","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.4.log","dedicated_server.4.log","457275","2026-08-07T15:27:52.9327767Z","0C35A188BC67ACFE8495CB2C77EE497D18E13C317308D2BC7DFAD132E0DB68F0","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.5.log","dedicated_server.5.log","524250","2026-08-07T15:05:07.0401608Z","E141340CF659AD7B8CBB92CE794883ABCF3BF55EBFB023BD9FB7F1FD35AAB147","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.log","dedicated_server.log","66","2026-08-09T23:44:37.3040548Z","9AEF062B436BB2365FABB3CCEAE0D748125DC65FB72B2EB3055F669FFC1B4258","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\ecs.log","ecs.log","0","2026-08-09T23:37:09.9115017Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.1.log","error.1.log","524105","2026-08-09T23:44:35.6464988Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.2.log","error.2.log","524105","2026-08-09T23:44:35.5212048Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.3.log","error.3.log","524105","2026-08-09T23:44:35.3929888Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.4.log","error.4.log","524105","2026-08-09T23:44:35.2730140Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.5.log","error.5.log","524105","2026-08-09T23:44:35.1453380Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.log","error.log","124021","2026-08-09T23:46:04.6997527Z","322E46EFD9BDB78DB6D24A2E26070F273F514D0385A17357051E981752324F5F","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.1.log","game.1.log","524105","2026-08-09T23:44:35.6244423Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.2.log","game.2.log","524105","2026-08-09T23:44:35.4971056Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.3.log","game.3.log","524105","2026-08-09T23:44:35.3693741Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.4.log","game.4.log","524105","2026-08-09T23:44:35.2504069Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.5.log","game.5.log","524105","2026-08-09T23:44:35.1267583Z","33282682A576009BC459A2D4E326A4BEEAAE32F0FCA7B412FE3C817C6311461A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.log","game.log","186181","2026-08-09T23:46:04.6997527Z","8A8D64F893950732CC1C3AC3EA408A52F28DC2C13EE487AF24800C76A814570E","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\graphics.log","graphics.log","0","2026-08-09T23:37:09.9125019Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\gui.log","gui.log","5100","2026-08-09T23:37:28.3608471Z","28FC2FE6E4BB761DBAFBC8D99B63546EC9F423FA7E83433D9DCC318AA650D057","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\memory.log","memory.log","0","2026-07-28T18:42:42.0706586Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\message.log","message.log","0","2026-07-28T18:42:42.0633194Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\multiplayer.log","multiplayer.log","0","2026-08-09T23:37:09.9145055Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\pdxsdk.log","pdxsdk.log","0","2026-08-09T23:37:10.4924545Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\setup.log","setup.log","0","2026-07-28T18:42:42.0706586Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.1.log","system.1.log","1101","2026-08-09T22:53:49.3288863Z","212C8284C7EF0961607EEB89666EDFACE3D356E42987C591A75A7E26801B0631","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.2.log","system.2.log","1100","2026-08-09T22:05:54.4424309Z","E5BBEE6C900A817ED76797DE8B009543E9F0B80F8BF1F10031A8D16410FADB0A","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.3.log","system.3.log","1100","2026-08-09T21:08:03.6371464Z","C6C548503400B81343EF493AB0A8F5F6D7D45A20D946F16D3074BE2E64BF4BC8","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.4.log","system.4.log","1100","2026-08-09T18:50:09.3203061Z","6BBC002D3D017E454349544691F574B8904D1A17F6544E9B224784C7B394BEE2","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.5.log","system.5.log","1101","2026-08-07T13:49:21.9994979Z","C81F86A66E1F43EE4069904E07D731F2CDE609D77579AA66BBE1401CEDE5A26C","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.log","system.log","1100","2026-08-09T23:37:23.1943138Z","2C25B4C1E56BD0083163920471EFE4E63A24A7CD34876E26AE489F99BA81EB6F","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\ui_animation_stats.log","ui_animation_stats.log","0","2026-08-09T23:37:09.9416456Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.1.log","warning.1.log","6234","2026-08-09T22:53:49.8207727Z","12F6689DF9EAE287A6BC0AA948F5EDF850797B487F74A42205550AF664AD863B","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.2.log","warning.2.log","6234","2026-08-09T22:05:54.9941644Z","6F1392BC60E8E33115E755A1F241429A9B4FB9EBFC7D20BF4960EBC7BDE71FCD","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.3.log","warning.3.log","6234","2026-08-09T21:08:04.2161886Z","E03B12E93C353F942259FFA77BE251966C8B54AB53833805C1A9EF6663C17E6E","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.4.log","warning.4.log","6234","2026-08-09T18:50:09.9415502Z","D03498223F404C3EE0AD7373CE76B125094664AFE4C4CF2FEF966494A11449D4","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.5.log","warning.5.log","6234","2026-08-07T13:49:22.3496859Z","EB8DE8556E7377F940078C7B5D0D6F3BCDD69D5F822827B66A52DF53A3D786F1","baseline_before_runtime",""
"before","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.log","warning.log","6234","2026-08-09T23:37:23.5643583Z","FB2CC7D924B8433FCB3748007195F91D0F18AAFFF454478D5EB9F1D988FF87A9","baseline_before_runtime",""
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\ai.log","ai.log","0","2026-08-10T00:43:22.7961655Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\checksum.log","checksum.log","0","2026-08-10T00:43:22.8312855Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\code_revisions.1.log","code_revisions.1.log","1133","2026-08-09T23:37:09.9416456Z","1E3D7E5EC67C0A1E85DB2A9E3634944BADF3BB0B4B10B435E98F0C502639FE80","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\code_revisions.2.log","code_revisions.2.log","1133","2026-08-09T22:53:25.0897910Z","9868D2979F865FC2BB22B99352E7AE8C5A0664742C7B68F35743B9E4F832CE44","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\code_revisions.3.log","code_revisions.3.log","1133","2026-08-09T22:05:26.1815961Z","885427DB7497E0E987C842BB0F353FE31418B3810A8003AF1F44CF7BFB3F8D89","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\code_revisions.4.log","code_revisions.4.log","1133","2026-08-09T21:07:24.7887820Z","AD3C5FDDA146A272CC84711512E2227279C797B5A0A6A9C9B4EA910487BB8E30","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\code_revisions.5.log","code_revisions.5.log","1133","2026-08-09T18:49:41.0914600Z","A080AAF18DC4A8A7FD3D8AA885F1B4970E9F5192FD0663128AFC785239027B57","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\code_revisions.log","code_revisions.log","1133","2026-08-10T00:43:22.8332829Z","B199B8CF3F95F543AB9FC7D0757079A7BF452927F6E2F96CB24607A307DEC326","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\custom_automated_stats.1.log","custom_automated_stats.1.log","488","2026-08-09T23:44:38.9159366Z","2F6FE541E8746D3147DAF2DA53EA5C529A7DF5E347F0B22F217D0FC9BA26AAC6","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\custom_automated_stats.2.log","custom_automated_stats.2.log","94","2026-08-09T22:59:09.2951109Z","2BB9833750CF4505F8E3033902669A485280F2DCCDDD0665CFD7E37777C8E806","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\custom_automated_stats.3.log","custom_automated_stats.3.log","868","2026-08-09T22:21:00.7708200Z","4831629F8E744FF104F3B701664770AAEBE220A5D5A38C99810E38A230015C49","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\custom_automated_stats.4.log","custom_automated_stats.4.log","489","2026-08-09T21:15:04.1687279Z","49247B095A771D92B39ABF828EDCEF7870EEFBFB812E84E2A7895A2D4D1022A7","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\custom_automated_stats.5.log","custom_automated_stats.5.log","489","2026-08-09T18:56:27.6766988Z","F06AD089A05CEF80B5C36439ACECE8DFA7D51389E74BFB88DDD9C96F3BF8FE8B","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\custom_automated_stats.log","custom_automated_stats.log","884","2026-08-10T01:01:33.0318452Z","F7F4E7D696CEB6072AB8646BF46547FD1128B0DFE90D8EC8B612F444492CF807","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\database_conflicts.log","database_conflicts.log","0","2026-07-28T18:42:42.0674085Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\debug.1.log","debug.1.log","310940","2026-08-10T00:45:44.5339266Z","974B3AFDAF1BAE7B5E2592019D65C9F8E37624CF3F649BF7509FDFB139032FD8","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\debug.2.log","debug.2.log","213335","2026-08-09T23:46:34.1474273Z","C0243056AD6194BFD364D414C6F8844509AAE672D6CBEBFE11A2D201A9787700","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\debug.3.log","debug.3.log","252401","2026-08-09T23:39:16.9413067Z","A3DBE3BC3BE88DACE01E9B920F3E9F2342B0F4BF49847F03C703B11C6738F10C","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\debug.4.log","debug.4.log","271882","2026-08-09T23:11:43.3435924Z","3F14CE00E94A6C1E8A1B1235139FD9D55922E51974DBE6CD99B3785E4589FB56","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\debug.5.log","debug.5.log","177699","2026-08-09T22:56:20.8298463Z","C9B73A9B747122244EEDF49664B33FFDEDB061029CED0768F19E56AF3CAA7D40","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\debug.log","debug.log","161192","2026-08-10T01:04:08.7121945Z","0EB100C2FA09C54DF9A0388A01459C8A10705D8C3B34ADF66E949FA3513DE495","after_single_runtime_closed","changed; PREP1B-attributable lines 444-447: missing UTF-8 BOM plus rejected duplicate main_theme_track_2, main_theme_track_3 and main_theme_track_4"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.1.log","dedicated_server.1.log","66","2026-08-09T23:44:37.3040548Z","9AEF062B436BB2365FABB3CCEAE0D748125DC65FB72B2EB3055F669FFC1B4258","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.2.log","dedicated_server.2.log","6089","2026-08-09T22:23:21.2682672Z","625C676B7D1A503F07C3EFD1C53ADA58734D22EB9697E882F2EDC2E24618411D","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.3.log","dedicated_server.3.log","3020","2026-08-09T21:16:19.4488224Z","B5D6BB8F940A95AE66D2C1C7B76BE77A6D5FB34442B02C6A42CAFBAF0114872E","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.4.log","dedicated_server.4.log","3848","2026-08-09T18:57:23.1451410Z","0298E891DFDE67E77DD2DF961A3489E2193BE1132C933254D8A9EB0A86BBBBB4","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.5.log","dedicated_server.5.log","457275","2026-08-07T15:27:52.9327767Z","0C35A188BC67ACFE8495CB2C77EE497D18E13C317308D2BC7DFAD132E0DB68F0","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\dedicated_server.log","dedicated_server.log","132","2026-08-10T01:01:31.3044366Z","7F3D20268FFD22E0D0EAC299A4DD7485BEED32559303145FF8588C15ED59441D","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\ecs.log","ecs.log","0","2026-08-10T00:43:22.7930227Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.1.log","error.1.log","524105","2026-08-10T01:01:29.7115770Z","A80F7AC20A7737EBA46C0D59F4C0104F8DEF45A4423A1B17A0B98EA0B14CD6A7","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.2.log","error.2.log","524105","2026-08-10T01:01:29.5827237Z","A80F7AC20A7737EBA46C0D59F4C0104F8DEF45A4423A1B17A0B98EA0B14CD6A7","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.3.log","error.3.log","524105","2026-08-10T01:01:29.4752179Z","A80F7AC20A7737EBA46C0D59F4C0104F8DEF45A4423A1B17A0B98EA0B14CD6A7","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.4.log","error.4.log","524105","2026-08-10T01:01:29.3757891Z","A80F7AC20A7737EBA46C0D59F4C0104F8DEF45A4423A1B17A0B98EA0B14CD6A7","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.5.log","error.5.log","524105","2026-08-10T01:01:29.2720954Z","96BE06FBEF4016C358508DD9EFD31A37DBAE33355486F89656147D8B4A21E080","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\error.log","error.log","333853","2026-08-10T01:03:58.0944351Z","4C1EE215A8C3B29BBEEF6E39AEED3EBD0D2B7CA4B91BC04C071C213E9382B557","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.1.log","game.1.log","524105","2026-08-10T01:01:29.7414112Z","A80F7AC20A7737EBA46C0D59F4C0104F8DEF45A4423A1B17A0B98EA0B14CD6A7","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.2.log","game.2.log","524105","2026-08-10T01:01:29.6083109Z","A80F7AC20A7737EBA46C0D59F4C0104F8DEF45A4423A1B17A0B98EA0B14CD6A7","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.3.log","game.3.log","524105","2026-08-10T01:01:29.5023105Z","A80F7AC20A7737EBA46C0D59F4C0104F8DEF45A4423A1B17A0B98EA0B14CD6A7","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.4.log","game.4.log","524105","2026-08-10T01:01:29.4003514Z","A80F7AC20A7737EBA46C0D59F4C0104F8DEF45A4423A1B17A0B98EA0B14CD6A7","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.5.log","game.5.log","524105","2026-08-10T01:01:29.2961516Z","591CC977E310ACFCC256EDADF34E317D8C6BD9005D26C7631B6FA1FA44B873CE","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.log","game.log","229328","2026-08-10T01:03:58.0944351Z","24E7BBD88211B7848395451CC310F64BB0CA2F2F04F3ECBB6809AC6A8BF001AE","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\graphics.log","graphics.log","0","2026-08-10T00:43:22.7930227Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\gui.log","gui.log","5100","2026-08-10T00:43:45.2928936Z","4E0EAD611BF2C85D5ACEDCD9B08B1F8F1452194A7EDB7709C8199662EC9C698F","after_single_runtime_closed","changed_since_before"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\memory.log","memory.log","0","2026-07-28T18:42:42.0706586Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","after_single_runtime_closed","unchanged_since_before"
