"relative_path","present_in_fork","present_in_hotfix","present_in_vanilla","size_fork","size_hotfix","size_vanilla","sha256_fork","sha256_hotfix","sha256_vanilla","file_domain","region","feature","difference_type","merge_status","intentional_local_preservation","runtime_validation_status","recommended_action","priority","evidence","notes"
"common/history/ai/00_secret_goals.txt","True","True","True","12771","12772","15022","C1577FEFA6B1E2FBEC124FF635D269B4326D6D8158D753986EA1D7477D5827BA","4764064F9B0AE3C9576437B0CED9B3E173A085C42A4E69C9ADF49C1569A3332F","0D648FD08A89D2ADEE6935CA07449DDA71A0B8F5FC0B40B9E698565DCCAD00D3","history","global","Other cross-cutting systems","CONTENT_DIFFERENT","MERGED_STATIC_ONLY","false","MISSING","Preserve fork and validate IR1 runtime behavior","P2_REQUIRED_VALIDATION","docs/reports/hotfix/mamluk_iraq/HOTFIX_3F_IR1_SECRET_GOAL.md","Integrated statically; runtime closure absent; last_fork_commit=a24fe7e"
"common/history/buildings/00_west_europe.txt","True","True","True","184862","186879","209081","0548E5258DACC4CB3EE1386D5EEACAA4B9138AC77FF71F4BF7D0CCA975A5A17C","8BC5B5B497FE5BC9FCCF45F924AFA3D4D8F8F5EAA93C609A9944D6BDDC94F7F9","7AD90163E5A810273F8758833BB02E657296FB6ADB6C213D60BBA94FDCF72A5F","buildings","global","ADMIN","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=72afe86"
"common/history/buildings/01_south_europe.txt","True","True","True","137449","137062","137584","E9A35A762522EAA1A86667899C624650945F39BDA022818D859CDBA89139121C","D401DD4FF1AC4B870A79AC1CE3583F50923086FC5DB66157B841152D9FC54905","E9FCA670F184EB2D9F68E001397DE91349A0400A402380E1AA7799E5C18CB982","buildings","global","ADMIN","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=72afe86"
"common/history/buildings/02_east_europe.txt","True","True","True","38514","38514","38489","2956F24D7517ACD8CA1FFA4876720E64EE4B46EC59386055426D1E182C331653","C03CE90B34336C24FE663258A18FA7095618287B8872F6B5D6EE12EECBC5AE54","DCBD12449A24984BE5C17CF029DF0418DF7056435A28A7C9248234FADB30921C","buildings","global","ADMIN","CONTENT_DIFFERENT","UNKNOWN_REQUIRES_REVIEW","false","NOT_APPLICABLE_OR_PENDING","Perform line-by-line three-way review before deciding import or obsolescence","P0_BLOCKS_FINAL_MERGE","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","No report or later local commit proves disposition; last_fork_commit=b602804"
"common/history/buildings/03_north_africa.txt","True","True","True","29096","30526","37931","9EF663DBEF5DA1D414EF7F4FD017DDCB6DA42308F4D6F32735698D0C4A0F151D","1D2B71819DE4789AC7860967FD3C3F45516422FFA0FA0109BBA8BBC9A1788299","42B61CDAB96083A441B3680028C02C31FED5BAE6BB538059241B4F156872B4AD","buildings","global","ADMIN","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=72afe86"
"common/history/buildings/05_north_america.txt","True","True","True","66884","68482","89636","E66FA5B8BD5B0E49B501A7248B6E1DD62B2EEA7BEDF0061ED24A4C7EA0CE5557","855E1C653ADBB5E581E253D05FBB9E1023C5980B6E760A0E69AB04BFED4CFA7F","264B906B957989DD4CE671634B986162E39777FAE42AC9D68434C27DCD874E94","buildings","global","ADMIN","CONTENT_DIFFERENT","PARTIALLY_MERGED","true","NOT_APPLICABLE_OR_PENDING","Use fork as base and audit only the hotfix hunks not already represented","P1_REQUIRED_CORRECTION","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Both fork and hotfix diverge from vanilla; fork has later local history; last_fork_commit=fbcc090"
"common/history/buildings/06_central_america.txt","True","True","True","26871","27079","26857","221A950F4DEA56C842568BECBB8FA1B8ABA1C8AFD4488FB8B7F20073DA50CE5A","A3E812D310D153FC704E75D05CC8483340DABF0ABCA46CC04C352F7688D95AFA","C91ED9E7206FFF3982274FEB2BE71CDDFEE0EA565CB39530408188429D8F0FCB","buildings","global","ADMIN","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=8c741ef"
"common/history/buildings/07_south_america.txt","True","True","True","61451","62954","76112","01BB0361222740E432F3FDB920A416C9BBB7EC20985A75E994995505E1CC0926","3D13A8BA0D237D9560491F2F0C99CC6343C53B9D39078996DED0A915A70481E8","3099E87D862A003C4465BD09A8C5A15ACA91F471E1FC77DE766BF544AAC73243","buildings","global","ADMIN","CONTENT_DIFFERENT","UNKNOWN_REQUIRES_REVIEW","false","NOT_APPLICABLE_OR_PENDING","Perform line-by-line three-way review before deciding import or obsolescence","P0_BLOCKS_FINAL_MERGE","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","No report or later local commit proves disposition; last_fork_commit=b602804"
"common/history/buildings/08_middle_east.txt","True","True","True","40768","41489","48219","1A092B3B9ECB315B037FD6CC6A79CB24BCDEC3D114E9EB35510774B9BA062AFF","C3FED8FFC2EEF40B02389AD4AA7C8EC122373388DD1B07AC4D9B1B9E7C8DCF20","60D2782B69C55EB272CC40BAFE3C7F9E22FCCA5DCB66C7F6DCF684094D3802AF","buildings","global","ADMIN","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=39c91ae"
"common/history/buildings/10_india.txt","True","True","True","55437","53531","74190","2505DCCAA59F457996708C90A7C97A304571BD89CAFF701276E68720B2DE1A66","85C96906F763264578392E629A46262DBE34A0B36A4148745B6A95ECA782B3AF","CCEA858B3B1E7C0B4897A48AC8D6646C3ABF62C73B9E4A8D4A10A62A08FF3A61","buildings","india","India and East India Company","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork and stash; do not merge or inspect through stash","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Exact path present in MARATH stash; last_fork_commit=8f1a5ab"
"common/history/buildings/11_east_asia.txt","True","True","True","98414","105752","105285","5318169048C3B1860DC772EEB6F2C00D477F3C03B4E0A479D926DB1B96955465","84FD6A3F62730EBFD6A02BDF799C93337A8708B9FB37324C2FB23FBBFBB7CDE4","6817B2B5F15A96F0DEA3C230BA3CE33C73156C5FB9085F37FA0EA06FDDC76025","buildings","global","ADMIN","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=dcfee73"
"common/history/buildings/12_indonesia.txt","True","True","True","36201","36428","41525","10875CB9AF266773076EE82D9E309D0C3D0E47B386F8210F1C1A8222451B48C7","62F4991574827EA17859CFD01FD65245BC1DA64C8BE18C72AE1D6BE93ED81D04","DFBBC3ED935C816122917AF9CB899A15135412CE181E28B433CADA2022131363","buildings","global","ADMIN","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=72afe86"
"common/history/buildings/13_australasia.txt","True","True","True","1472","664","7321","1EFEACB21FEFE821F4DEC3157537E2602E8BB5E9CACF53099C797C60450EBEA1","B00885961A2DB49D32973432D6619A469CB02BB3825C9F17161B2FD2931C9B6F","B0425618CABB1A5495E6210FD21A29718FA4D4B179DC5B33D3551F64601C532D","buildings","global","ADMIN","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=38cda86"
"common/history/buildings/15_russia.txt","True","True","True","48249","49959","54418","74D3FA8A514CAADF4E8CA837518FDD2661972713E76CA2CC2C0B4D5D8283EFA2","BB5735D2CE1BD4D02FD11C6467FA15F35F91FF08A256A4451B67CC063D15846E","35F97E7ECD4B310EF142A4E6C834734A0BB2674295ACA3B545ED38922D9D47AB","buildings","global","ADMIN","CONTENT_DIFFERENT","PARTIALLY_MERGED","true","NOT_APPLICABLE_OR_PENDING","Use fork as base and audit only the hotfix hunks not already represented","P1_REQUIRED_CORRECTION","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Both fork and hotfix diverge from vanilla; fork has later local history; last_fork_commit=fbcc090"
"common/history/characters/ir1 - mamluk iraq.txt","True","True","False","323","329","","AD30FB5369873B831D2E191CFF55BEACB0EFCC2ECDC064F7668575C0F8FE9C89","FF681B3BAFF35B3A663C55054155C35623F188CCB1149BBAFD7EA8A93C5B6A3D","","characters","mamluk_iraq","Mamluk Iraq","CONTENT_DIFFERENT","MERGED_STATIC_ONLY","false","MISSING","Preserve fork and validate IR1 runtime behavior","P2_REQUIRED_VALIDATION","docs/reports/hotfix/mamluk_iraq/HOTFIX_3F_IR1_SECRET_GOAL.md","Integrated statically; runtime closure absent; last_fork_commit=9922ed0"
"common/history/countries/bic - british east india company.txt","True","True","True","2354","2413","2213","37B836DBE9A273F1202B592533EB8C851B3657DBB63422F50AE11021437F580C","A11AE6BBD0E663336BB3E4282E18584543F9EDF332A97BAAD1D93DB112FE30A1","7C28DA10ED769885002244AB2279AB2B0CF828D2538B0D15F71E1C9D73607C3F","history_countries","india","India and East India Company","CONTENT_DIFFERENT","MERGED_AND_VALIDATED","false","VALIDATED","Preserve validated fork version","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/india/closure/HOTFIX_5_INDIA_CLOSURE.md","India scope closed; divergence is a validated local correction; last_fork_commit=8b233d2"
"common/history/countries/dennor - denmark-norway.txt","True","True","False","1078","1076","","C3362C1787CB686A7E66FE175A478E610D79A826301FC2A238814936777E44D6","0A2616484D31D432336C5445F7425F2FC458947E1A3D20187A4C86BB1E242004","","history_countries","global","Other cross-cutting systems","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=083b765"
"common/history/countries/ezo - ezochi.txt","True","True","True","390","394","394","C6AC1EFC90A42AFE3B2CE6FBF71C795AC3546F6442F8D1E450C6CACDF29D2371","84CFF373BAF3A69118AE74137AE6DFB3083EC902EF8C371B013767A2A660A007","84CFF373BAF3A69118AE74137AE6DFB3083EC902EF8C371B013767A2A660A007","history_countries","japan","Japan","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=38cda86"
"common/history/countries/fra - france.txt","True","True","True","1960","1960","3033","4D8C822B73AC72E3ACC982B1407C2B26FC3CE749B2C042DB0B06736DB675256A","017F0115602E5AD1BDD94DEC44C25923BBFC4056F88AC2830D7AC38B76BC6E84","732C5379E0620B2B70B683FF7620732F12E10523117A903EE8BB099C7E5AE5B9","history_countries","france","French events","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=135310e"
"common/history/countries/gbr - great britain.txt","True","True","True","3217","3233","3469","529BAC14E5A32410ACB6E122B9F30273E2C40C32611316E6A0D925E0594E2429","A3048265212C95CBC931ED2F07E057749C00A24C716AF0559A760B341883B7ED","D31CFDEB7537C22EF5B980DB5E1399B56BDDD0E89A653409EE86A550DC406E6B","history_countries","global","Other cross-cutting systems","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=135310e"
"common/history/countries/gen - genoa.txt","True","True","False","1535","1609","","B4EC2FB8C9916425FBFFBAA1CEF7FEDFB63C2E0510352A4744E088748AFD80EF","05A10969F0C7C378920E3224F83C1BC445486143F130874AAA19DE9592E98EAF","","history_countries","global","Other cross-cutting systems","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=f0eed80"
"common/history/countries/hbc - hudson bay company.txt","True","True","True","925","941","748","35377A3E896833E6DC9784440CDECBC3C8489043149C7B250EB5DF395FB9CC4F","8D0C3B40CF258B97BD322DA6FDC1EE940AB523B28574ED4005D9180A89A1CD84","776EDBD71F79D43CB77459CB9FFE522967FAE5382EF6844BE7D9F8EA2B2CFE40","history_countries","global","Other cross-cutting systems","CONTENT_DIFFERENT","UNKNOWN_REQUIRES_REVIEW","false","NOT_APPLICABLE_OR_PENDING","Perform line-by-line three-way review before deciding import or obsolescence","P0_BLOCKS_FINAL_MERGE","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","No report or later local commit proves disposition; last_fork_commit=b602804"
"common/history/countries/ir1 - mamluk iraq.txt","True","True","False","737","752","","3481A520097086F764C1DAB734D8A528488ACE1DCCA31807165E31AF0A6507C2","BDE2FF2E2448CD8F3E95ED10D8928FD57C3FEA2BD806AFA9C3589C8C90E14FFF","","history_countries","mamluk_iraq","Mamluk Iraq","CONTENT_DIFFERENT","MERGED_STATIC_ONLY","false","MISSING","Preserve fork and validate IR1 runtime behavior","P2_REQUIRED_VALIDATION","docs/reports/hotfix/mamluk_iraq/HOTFIX_3F_IR1_SECRET_GOAL.md","Integrated statically; runtime closure absent; last_fork_commit=9922ed0"
"common/history/countries/jap - japan.txt","True","True","True","1405","1715","1715","A1BB7F93FA33E15B9DCCBE78C1C896BDF9D255406C452E53E769FFC39040E121","B9E7DF278CB01AB2E5059A142D28A8102F88EFCC0BAE517C646787CC554113C5","B9E7DF278CB01AB2E5059A142D28A8102F88EFCC0BAE517C646787CC554113C5","history_countries","japan","Japan","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=38cda86"
"common/history/countries/nbs - new brunswick.txt","True","True","True","918","934","1026","8B25277D1227C1D6039BD32AB280E87A714BB2AA747DD731839FA8A554303D65","92B80CA4C4C18E3AF55E073D8A30AF2ED9A7461C44E5F61A9E4B95DA6E086747","5EA59501BEA86637DB83D2A2446842A53CCD44D6637169D1B88D32855B8B3D08","history_countries","global","Other cross-cutting systems","CONTENT_DIFFERENT","UNKNOWN_REQUIRES_REVIEW","false","NOT_APPLICABLE_OR_PENDING","Perform line-by-line three-way review before deciding import or obsolescence","P0_BLOCKS_FINAL_MERGE","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","No report or later local commit proves disposition; last_fork_commit=b602804"
"common/history/countries/net - netherlands.txt","True","True","True","1605","1605","1216","060FD074D42F57B5B7480E5872B55BCCC1F988B2F52229C581712BFA1CE255FB","0F76FBD7B4FF745F07376E287368FD2347ABE7AB066035B80D7CED9984FAC49D","21075AD54EFBA275EE820A99623C4863F3DDBA8B92EF66B89F57913056E8DE7C","history_countries","global","Other cross-cutting systems","CONTENT_DIFFERENT","CONCURRENT_USER_WORK","false","NOT_APPLICABLE_OR_PENDING","Preserve fork; audit only in a dedicated NAVY phase","P3_OPTIONAL_CLEANUP","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","Overlaps validated or concurrent NAVY work; last_fork_commit=083b765"
"common/history/countries/ont - ontario.txt","True","True","True","918","934","1036","DC8CD2B377378D35FF1C018214EFF13FB217B3416B075ECFEE58306AD4E45A4A","06CE1BB96A4ACB77ACDEE03A9AF57B603DEFBCC3F7B867B1A392E32460343C26","56EBC935916927F20451453F219A3538F521D4CC737CE711C4224E804D9F36E6","history_countries","global","Other cross-cutting systems","CONTENT_DIFFERENT","UNKNOWN_REQUIRES_REVIEW","false","NOT_APPLICABLE_OR_PENDING","Perform line-by-line three-way review before deciding import or obsolescence","P0_BLOCKS_FINAL_MERGE","docs/reports/hotfix/shared/HOTFIX_DLC_UPSTREAM_CHANGE_AUDIT.md","No report or later local commit proves disposition; last_fork_commit=b602804"
