"old_path","new_path","category","reason","references_updated","sha256_before","sha256_after","content_changed"
"docs/reports/hotfix/_index/HOTFIX_6A14R_NAVIGATION_ACTS_STARTING_LAW_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A14R_NAVIGATION_ACTS_STARTING_LAW_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","true","CBEB4A4FA489C54BA54E51E39957A43A963B8EB219A324455C516DAA83EC30C8","F50940591AF8263B0CEB357411B2BBE011396EFF5F486DCFF5A029C123254709","true"
"docs/reports/hotfix/_index/HOTFIX_6A15F_COUP_JOURNAL_ENTRY_1_13_ALIGNMENT.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A15F_COUP_JOURNAL_ENTRY_1_13_ALIGNMENT.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","F96097797040F391DDA30B69675C4207160FAB93FB6826D4897F746DDE71034A","F96097797040F391DDA30B69675C4207160FAB93FB6826D4897F746DDE71034A","false"
"docs/reports/hotfix/_index/HOTFIX_6A15R_COUP_JOURNAL_ENTRY_1_13_FUNCTIONAL_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A15R_COUP_JOURNAL_ENTRY_1_13_FUNCTIONAL_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","2C850CDA2D423094F51DE9F19C120E606856A7031E1EA7DF9B2925927E54AFCF","2C850CDA2D423094F51DE9F19C120E606856A7031E1EA7DF9B2925927E54AFCF","false"
"docs/reports/hotfix/_index/HOTFIX_6A16R_COUP_EVENT_APIS_1_13_FUNCTIONAL_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A16R_COUP_EVENT_APIS_1_13_FUNCTIONAL_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","2624B00591466276785F9A0439A46E58F9E8B6F7DA391A7C5C9BAFC3F3A57A96","2624B00591466276785F9A0439A46E58F9E8B6F7DA391A7C5C9BAFC3F3A57A96","false"
"docs/reports/hotfix/_index/HOTFIX_6A16_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A16_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","5B713E7D9376D4CF7C803BCFA2B63728F6AD93C3C201A5BEDF6AB938E6852894","5B713E7D9376D4CF7C803BCFA2B63728F6AD93C3C201A5BEDF6AB938E6852894","false"
"docs/reports/hotfix/_index/HOTFIX_6A17R_IMPERIALISM_OF_PROMISE_1_13_FUNCTIONAL_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A17R_IMPERIALISM_OF_PROMISE_1_13_FUNCTIONAL_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","EAADB0F9046C685FCC1E1C19034356B83AEF76850F0B203248F04D8385C2D298","EAADB0F9046C685FCC1E1C19034356B83AEF76850F0B203248F04D8385C2D298","false"
"docs/reports/hotfix/_index/HOTFIX_6A17_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A17_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","true","FE353BAA61129E02C59F4AF8C0641CB828964CCA1DBA6D8258FD6FEB3BA73572","0AF8BB4525F061815EF131AEA9E6243C58769A278633805C2F42C2A288E69859","true"
"docs/reports/hotfix/_index/HOTFIX_6A18F1_RETIRE_OBSOLETE_DECLARED_INTEREST_HISTORY.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A18F1_RETIRE_OBSOLETE_DECLARED_INTEREST_HISTORY.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","CFF60FF83C1663A8BBEF3DE59E0623921EDA073C42CB08D56A0FA26ADADDD778","CFF60FF83C1663A8BBEF3DE59E0623921EDA073C42CB08D56A0FA26ADADDD778","false"
"docs/reports/hotfix/_index/HOTFIX_6A18F2_EGYPTIAN_CRISIS_ADD_INVOLVEMENT_1_13_ALIGNMENT.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A18F2_EGYPTIAN_CRISIS_ADD_INVOLVEMENT_1_13_ALIGNMENT.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","D6EA4AEDA8DF4D6CA7A2C611AF971598BE967BF834A7DED50CFDED6DDC27B6B5","D6EA4AEDA8DF4D6CA7A2C611AF971598BE967BF834A7DED50CFDED6DDC27B6B5","false"
"docs/reports/hotfix/_index/HOTFIX_6A18Q2_COMBINED_DECLARED_INTEREST_EVENT_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A18Q2_COMBINED_DECLARED_INTEREST_EVENT_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","0AC19D7897148497CDF4EE2D3DB19466C889C98043C33D88EDD262640EF88EEB","0AC19D7897148497CDF4EE2D3DB19466C889C98043C33D88EDD262640EF88EEB","false"
"docs/reports/hotfix/_index/HOTFIX_6A18Q3_EGYPTIAN_CRISIS_RUNTIME_DEFERRAL.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A18Q3_EGYPTIAN_CRISIS_RUNTIME_DEFERRAL.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","AB4DDEC5BE5FD07893F4A679E0C13E42FF64E2E72992FF71B910B3B87A7EBC9A","AB4DDEC5BE5FD07893F4A679E0C13E42FF64E2E72992FF71B910B3B87A7EBC9A","false"
"docs/reports/hotfix/_index/HOTFIX_6A18Q_DECLARED_INTEREST_HISTORY_RUNTIME_VALIDATION.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A18Q_DECLARED_INTEREST_HISTORY_RUNTIME_VALIDATION.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","FFD65E7517DB83D5CF690C9C423CA42685CC1DFC53912F5E5195428F8C04CA3A","FFD65E7517DB83D5CF690C9C423CA42685CC1DFC53912F5E5195428F8C04CA3A","false"
"docs/reports/hotfix/_index/HOTFIX_6A18R2_DECLARED_INTEREST_INITIALIZATION_MECHANISM_1_13_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A18R2_DECLARED_INTEREST_INITIALIZATION_MECHANISM_1_13_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","057A44B46D7C0ADD238E53D43425AE4051E4585C428B2DE945C43519D9EA76B7","057A44B46D7C0ADD238E53D43425AE4051E4585C428B2DE945C43519D9EA76B7","false"
"docs/reports/hotfix/_index/HOTFIX_6A18R3_INDOCHINA_LEGACY_INTEREST_LOGIC_1_13_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A18R3_INDOCHINA_LEGACY_INTEREST_LOGIC_1_13_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","D7391EE104A1C941462E41048EE45F79C8D5494585CDFEAF3B1354118B9AE80D","D7391EE104A1C941462E41048EE45F79C8D5494585CDFEAF3B1354118B9AE80D","false"
"docs/reports/hotfix/_index/HOTFIX_6A18R_DECLARED_INTEREST_HISTORY_API_1_13_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A18R_DECLARED_INTEREST_HISTORY_API_1_13_AUDIT.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","F4C875131C3FEC5A69B43FF58C9F6CAC7DDE46943A2FA8F40048302AEBDF3771","F4C875131C3FEC5A69B43FF58C9F6CAC7DDE46943A2FA8F40048302AEBDF3771","false"
"docs/reports/hotfix/_index/HOTFIX_6A18_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A18_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","2CB1F983464F632F18F153D20F75FED28C2BF34829C60F50BDE185332C834DBD","2CB1F983464F632F18F153D20F75FED28C2BF34829C60F50BDE185332C834DBD","false"
"docs/reports/hotfix/_index/HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","docs/reports/hotfix/global_script/6A10_6A19/HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","docs/reports/hotfix/global_script/6A10_6A19","Chronological 6A phase family","false","B77A39A69789C109BACE3BFB1A64A9E3AF632724AB703F008E68FD1E764B155A","B77A39A69789C109BACE3BFB1A64A9E3AF632724AB703F008E68FD1E764B155A","false"
"docs/reports/hotfix/_index/HOTFIX_6A20F_POLAND_TWO_JE_PINNING_1_13_ALIGNMENT.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A20F_POLAND_TWO_JE_PINNING_1_13_ALIGNMENT.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","DBC10C06909BF95ECB3089F5416342B89043965AFB5F1FDE288BE5657AFFBE54","DBC10C06909BF95ECB3089F5416342B89043965AFB5F1FDE288BE5657AFFBE54","false"
"docs/reports/hotfix/_index/HOTFIX_6A20Q_POLAND_TWO_JE_PINNING_1_13_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A20Q_POLAND_TWO_JE_PINNING_1_13_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","43C286420A08435DF1C4AB51EA368037F274A8ED4EF3E0515AB108896B0E7C41","43C286420A08435DF1C4AB51EA368037F274A8ED4EF3E0515AB108896B0E7C41","false"
"docs/reports/hotfix/_index/HOTFIX_6A20_POLAND_JOURNAL_ENTRY_1_13_ALIGNMENT_AUDIT.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A20_POLAND_JOURNAL_ENTRY_1_13_ALIGNMENT_AUDIT.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","D962D2F339B5CAC9CE6C8F101106E8E86377D457398E09B50A988AD825697288","D962D2F339B5CAC9CE6C8F101106E8E86377D457398E09B50A988AD825697288","false"
"docs/reports/hotfix/_index/HOTFIX_6A21_POST_POLAND_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A21_POST_POLAND_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","28DF6FD387A17FBA1BC29C8FD0E2D663DD4DB9C3DF72F7508D80501BB9C9FF8F","28DF6FD387A17FBA1BC29C8FD0E2D663DD4DB9C3DF72F7508D80501BB9C9FF8F","false"
"docs/reports/hotfix/_index/HOTFIX_6A22F_AFGHANISTAN_TWO_JE_PINNING_1_13_ALIGNMENT.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A22F_AFGHANISTAN_TWO_JE_PINNING_1_13_ALIGNMENT.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","true","356E7CE47BC0F2A3EBEEB6646D375F07146640CB5E74881E70463684786B91FB","74D6EDB020EE89854B5D644C1011C2065FBDEF287FFF7D505D88DE921022E1B2","true"
"docs/reports/hotfix/_index/HOTFIX_6A22Q_AFGHANISTAN_TWO_JE_PINNING_1_13_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A22Q_AFGHANISTAN_TWO_JE_PINNING_1_13_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","7BC1116AE759451AB591029621FF633948DC2B5717151C951723CBB171E2EBE3","7BC1116AE759451AB591029621FF633948DC2B5717151C951723CBB171E2EBE3","false"
"docs/reports/hotfix/_index/HOTFIX_6A22_AFGHANISTAN_TWO_JE_PINNING_1_13_ALIGNMENT_AUDIT.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A22_AFGHANISTAN_TWO_JE_PINNING_1_13_ALIGNMENT_AUDIT.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","0F55AF5B2546FEE9901AF2719CCC5089CC22ABF3CBFA45517136AE59CAF7A785","0F55AF5B2546FEE9901AF2719CCC5089CC22ABF3CBFA45517136AE59CAF7A785","false"
"docs/reports/hotfix/_index/HOTFIX_6A23_POST_AFGHANISTAN_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A23_POST_AFGHANISTAN_RESIDUAL_GLOBAL_SCRIPT_SELECTION.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","C036E3F4ADDD49AE028068DD9469094D7B57E97F934E6B506F66B462CEA8E6A4","C036E3F4ADDD49AE028068DD9469094D7B57E97F934E6B506F66B462CEA8E6A4","false"
"docs/reports/hotfix/_index/HOTFIX_6A24_GERMAN_UNIFICATION_FIVE_JE_PINNING_1_13_ALIGNMENT_AUDIT.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A24_GERMAN_UNIFICATION_FIVE_JE_PINNING_1_13_ALIGNMENT_AUDIT.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","2DA7B5357E9FE297D66F851FA5ABAA70FC00B53E55CB1A8203BEC4153229997B","2DA7B5357E9FE297D66F851FA5ABAA70FC00B53E55CB1A8203BEC4153229997B","false"
"docs/reports/hotfix/_index/HOTFIX_6A25Q_GLOBAL_JE_PINNING_1_13_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A25Q_GLOBAL_JE_PINNING_1_13_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","37DEDFB80951602F75B399251C14C9E0A8B2E836298CA39606C22BFBF7EC8F9F","37DEDFB80951602F75B399251C14C9E0A8B2E836298CA39606C22BFBF7EC8F9F","false"
"docs/reports/hotfix/_index/HOTFIX_6A25Q_GLOBAL_JE_PINNING_RUNTIME_RESULTS.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A25Q_GLOBAL_JE_PINNING_RUNTIME_RESULTS.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","359D6F501B5C838C4183963A1ABE986440C8B83BAB40436310E782CFB4B51E15","359D6F501B5C838C4183963A1ABE986440C8B83BAB40436310E782CFB4B51E15","false"
"docs/reports/hotfix/_index/HOTFIX_6A25Q_LOG_MANIFEST.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A25Q_LOG_MANIFEST.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","25865ED07E6363B3796FF0B696245A583758A458B415A56E396F00ECD8778AE2","25865ED07E6363B3796FF0B696245A583758A458B415A56E396F00ECD8778AE2","false"
"docs/reports/hotfix/_index/HOTFIX_6A25_GLOBAL_JE_PINNING_1_13_ATOMIC_SWEEP.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A25_GLOBAL_JE_PINNING_1_13_ATOMIC_SWEEP.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","8BFFCB00ABE061E7BE4C61D01A8F02CBC5F2B4EF5ADD3691ECEBC6D34FA1B338","8BFFCB00ABE061E7BE4C61D01A8F02CBC5F2B4EF5ADD3691ECEBC6D34FA1B338","false"
"docs/reports/hotfix/_index/HOTFIX_6A25_GLOBAL_JE_PINNING_INVENTORY.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A25_GLOBAL_JE_PINNING_INVENTORY.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","549D7C3DF96E79DB8D4B1294651F102EE0A6FCD8776F116745622A6DA93FBAD0","549D7C3DF96E79DB8D4B1294651F102EE0A6FCD8776F116745622A6DA93FBAD0","false"
"docs/reports/hotfix/_index/HOTFIX_6A26_API_FAMILY_MATRIX.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A26_API_FAMILY_MATRIX.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","86CC861CAEC340D8EE5F98A60E8E2C405E7201E3BA7184CD718878BE5E5BBB6E","86CC861CAEC340D8EE5F98A60E8E2C405E7201E3BA7184CD718878BE5E5BBB6E","false"
"docs/reports/hotfix/_index/HOTFIX_6A26_ATOMIC_API_PATCH_PLAN.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A26_ATOMIC_API_PATCH_PLAN.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","86650E290B81E07B18224BA832397C10514F8E01173D14F314AB2A91CC0A71E4","86650E290B81E07B18224BA832397C10514F8E01173D14F314AB2A91CC0A71E4","false"
"docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","D6054EFD9B5E20E27C1B49B646A84531ACB516F46BCC95C8CB52F95B3C2D8197","D6054EFD9B5E20E27C1B49B646A84531ACB516F46BCC95C8CB52F95B3C2D8197","false"
"docs/reports/hotfix/_index/HOTFIX_6A26_RESIDUAL_DIAGNOSTIC_INVENTORY.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A26_RESIDUAL_DIAGNOSTIC_INVENTORY.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","true","0CB6F6E916ADA9AD6C47994A28A42CD05D9B658ADAE61F61C019D01C12D86DE8","05289022929C9AB3E48644E9A564FCA8FD4FEFEF07CB907C6526C7FE9E098CB2","true"
"docs/reports/hotfix/_index/HOTFIX_6A27Q_GLOBAL_SCRIPT_API_ATOMIC_SWEEP_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A27Q_GLOBAL_SCRIPT_API_ATOMIC_SWEEP_RUNTIME_QA.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","AB4FA2ACB8B3C3120B6E28D4BB723E3AEB945B26F83CDC00E1D9917B7391AE64","AB4FA2ACB8B3C3120B6E28D4BB723E3AEB945B26F83CDC00E1D9917B7391AE64","false"
"docs/reports/hotfix/_index/HOTFIX_6A27Q_GLOBAL_SCRIPT_API_RUNTIME_RESULTS.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A27Q_GLOBAL_SCRIPT_API_RUNTIME_RESULTS.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","273AE8437A614A8E9B33007001B4CE148BB712B4F315C63C3711B70C092DA26B","273AE8437A614A8E9B33007001B4CE148BB712B4F315C63C3711B70C092DA26B","false"
"docs/reports/hotfix/_index/HOTFIX_6A27Q_LOG_MANIFEST.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A27Q_LOG_MANIFEST.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","C3EEFC7354B2DF3E3FB47C44D72CCC1DDE82A61F269ADF695C7E8315CC05008C","C3EEFC7354B2DF3E3FB47C44D72CCC1DDE82A61F269ADF695C7E8315CC05008C","false"
"docs/reports/hotfix/_index/HOTFIX_6A27_GLOBAL_SCRIPT_API_APPLIED_RESULTS.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A27_GLOBAL_SCRIPT_API_APPLIED_RESULTS.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","1FC10F7247FB3119B74166D83D4F791E26C0D8589567BB4CE652C5AC790E98BC","1FC10F7247FB3119B74166D83D4F791E26C0D8589567BB4CE652C5AC790E98BC","false"
"docs/reports/hotfix/_index/HOTFIX_6A27_GLOBAL_SCRIPT_API_ATOMIC_SWEEP.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A27_GLOBAL_SCRIPT_API_ATOMIC_SWEEP.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","A280DDB1B971897D290A9946694562245033D62018B2FABF67BA67866F19E3D7","A280DDB1B971897D290A9946694562245033D62018B2FABF67BA67866F19E3D7","false"
"docs/reports/hotfix/_index/HOTFIX_6A28_FINAL_RESIDUAL_DIAGNOSTIC_INVENTORY.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A28_FINAL_RESIDUAL_DIAGNOSTIC_INVENTORY.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","true","23E91CB4132D14D883F69E1CB40E8D12AEE337F191BEFAB7C1C46288161FD7C2","E2DE7174CAD7FB1B94C28A512A8E907382B9821C3A9B8F43650710DCEA532703","true"
"docs/reports/hotfix/_index/HOTFIX_6A28_FINAL_RESIDUAL_FAMILY_MATRIX.csv","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A28_FINAL_RESIDUAL_FAMILY_MATRIX.csv","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","true","F5973C42E2EDA68CDC6AFEF44A4B6DB741FF0671CBB8941DD81E8B4A571650E6","BAE773D510CB983C6DE8E188EBD70E909AFB7A746224A1CF35D0877674C9AE49","true"
"docs/reports/hotfix/_index/HOTFIX_6A28_FINAL_RESIDUAL_MERGE_BLOCKER_REINDEX.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A28_FINAL_RESIDUAL_MERGE_BLOCKER_REINDEX.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","CD91ECA1A0CA6E32D71D83E75DE070FD85C54CA3CEFC61318FBB9F60C8653042","CD91ECA1A0CA6E32D71D83E75DE070FD85C54CA3CEFC61318FBB9F60C8653042","false"
"docs/reports/hotfix/_index/HOTFIX_6A29_FINAL_GLOBAL_RUNTIME_AND_MERGE_READINESS_QA.md","docs/reports/hotfix/global_script/6A20_6A29/HOTFIX_6A29_FINAL_GLOBAL_RUNTIME_AND_MERGE_READINESS_QA.md","docs/reports/hotfix/global_script/6A20_6A29","Chronological 6A phase family","false","A56F142A961E7311BE17180F34AF58635A1147B84442DA6CB93EADD180909511","A56F142A961E7311BE17180F34AF58635A1147B84442DA6CB93EADD180909511","false"
