TAG,Country,Region,Category,Technology_ID,Classification,Current_Status,Decision,Confidence,Historical_Status,Prerequisite_Status,Tree_Issue,Classification_Issue,Reason,Source_1,Source_2
SWE,Sweden,Northern Europe,production,shaft_mining,A,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,Capacité établie avant le 1er janvier 1776: mines par puits et techniques minières structurées.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,Northern Europe,production,traditional_food_processing,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,Capacité établie avant le 1er janvier 1776: transformation alimentaire organisée correspondant au bâtiment du jeu.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,Northern Europe,production,traditional_papermaking,A,ABSENT,ADD,HIGH,ESTABLISHED,TREE_STRUCTURE_REVIEW,Historically justified child conflicts with prerequisite(s): organized_forestry.,,Capacité établie avant le 1er janvier 1776: papeteries traditionnelles organisées.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,Northern Europe,production,industrial_acids,A,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Chimie savante présente mais pas de preuve d’une industrie des acides au sens du bâtiment/PM.,https://www.kva.se/en/about-us/history/,https://edu.rsc.org/download?ac=509455
SWE,Sweden,Northern Europe,production,sugar_refining,A,ABSENT,REVIEW,MEDIUM,ABSTRACT,NOT_APPLICABLE,,CLASSIFICATION_TOO_EARLY,"Des raffineries traditionnelles peuvent exister, mais le nœud débloque des procédés du XIXe siècle.",https://www.gutenberg.org/files/41538/41538-h/41538-h.htm,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,production,traditional_furniture_making,A,ABSENT,ADD,HIGH,ESTABLISHED,TREE_STRUCTURE_REVIEW,Historically justified child conflicts with prerequisite(s): organized_forestry.,,Capacité établie avant le 1er janvier 1776: manufacture organisée de meubles.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,Northern Europe,production,traditional_glassmaking,A,ABSENT,ADD,HIGH,ESTABLISHED,TREE_STRUCTURE_REVIEW,Historically justified child conflicts with prerequisite(s): organized_forestry.,,Capacité établie avant le 1er janvier 1776: verrerie organisée.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,Northern Europe,society,institutionalized_public_credit,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,"Capacité établie avant le 1er janvier 1776: dette/crédit public institutionnalisé, banque d’émission ou mécanismes publics de crédit.",https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,institutionalized_scientific_exchange,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,"Capacité établie avant le 1er janvier 1776: académies, sociétés savantes et échanges scientifiques institutionnalisés.",https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,international_relations,A,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,Capacité établie avant le 1er janvier 1776: administration/diplomatie extérieure institutionnalisée.,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,periodical_print_networks,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,Capacité établie avant le 1er janvier 1776: réseau de presse périodique suffisamment durable.,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,codified_practical_knowledge,A,PRESENT,KEEP,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,"Historically plausible prerequisite(s) also require addition/closure: institutionalized_scientific_exchange, periodical_print_networks.",,Capacité établie avant le 1er janvier 1776: mise en forme et circulation institutionnelle de savoirs pratiques.,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,commercial_insurance_markets,A,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,"Historically plausible prerequisite(s) also require addition/closure: institutionalized_public_credit, international_relations.",,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: marchés organisés d’assurance commerciale ou maritime.,https://sok.riksarkivet.se/sbl/Artikel/14868,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,Northern Europe,society,stock_exchange,A,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Crédit et banque avancés ne suffisent pas à établir une bourse de valeurs organisée en 1776.,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,systematic_administrative_statistics,A,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,Capacité établie avant le 1er janvier 1776: collecte administrative régulière de statistiques d’État.,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,military,light_infantry_tactics,B,PRESENT,KEEP,MEDIUM,SECTORAL,CLOSED,,,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: tactiques d’infanterie légère intégrées à l’armée.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
SWE,Sweden,Northern Europe,military,marine_chronometry,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Pas de preuve suffisante au 1er janvier 1776 d’une capacité locale correspondant à chronométrie marine opérationnelle et diffusée.,https://www.rmg.co.uk/stories/time/harrisons-clocks-longitude-problem,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,military,permanent_military_hospitals,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,Historically plausible prerequisite(s) also require addition/closure: scientific_fortification_siegecraft.,,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: hôpitaux militaires permanents.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
SWE,Sweden,Northern Europe,military,ship_classification_surveying,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,Historically plausible prerequisite(s) also require addition/closure: enclosed_dock_systems.,,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: inspection/classification systématique des navires.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
SWE,Sweden,Northern Europe,military,standardized_field_artillery,B,PRESENT,KEEP,MEDIUM,SECTORAL,CLOSED,,,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: artillerie de campagne standardisée.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
SWE,Sweden,Northern Europe,military,armament_standardization_inspection,B,ABSENT,REVIEW,MEDIUM,SECTORAL,NOT_APPLICABLE,,,"Standardisation militaire plausible dans les arsenaux, mais inspection institutionnalisée distincte mal documentée.",https://www.artillerimuseet.se/sv-SE/english-deutsch/english/history-of-artillery-45539508,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,Northern Europe,military,copper_sheathing,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Pas de preuve suffisante au 1er janvier 1776 d’une capacité locale correspondant à doublage en cuivre des coques comme pratique navale.,https://www.usni.org/magazines/naval-history-magazine/2019/june/copper-bottoming-royal-navy,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,military,horse_artillery,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Pas de preuve suffisante au 1er janvier 1776 d’une capacité locale correspondant à artillerie à cheval organisée.,https://www.bundeswehr.de/en/organization/army/organization/branches/artillery,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,military,military_topographic_surveying,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,Historically plausible prerequisite(s) also require addition/closure: permanent_engineer_services.,,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: topographie/cartographie militaire institutionnalisée.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
SWE,Sweden,Northern Europe,military,permanent_engineer_services,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,Historically plausible prerequisite(s) also require addition/closure: scientific_fortification_siegecraft.,,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: corps permanents d’ingénieurs militaires.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
SWE,Sweden,Northern Europe,production,atmospheric_engine,B,ABSENT,REVIEW,MEDIUM,FRONTIER,NOT_APPLICABLE,,,"Triewald exploite une machine à vapeur à Dannemora dès les années 1720, mais l’expérience reste rare et problématique; le nœud de pompage minier généralise trop.",https://www.tekniskamuseet.se/lar-dig-mer/100-innovationer/angmaskinen/,https://blog.sciencemuseum.org.uk/a-new-age/
SWE,Sweden,Northern Europe,production,improved_agricultural_implements,B,ABSENT,ADD,MEDIUM,SECTORAL,CLOSED,,,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: outillage agricole amélioré et diffusé au-delà de prototypes isolés.,https://www.su.se/download/18.1f09f4df19a7bbe0dfd66576/1764759571904/uj_summary.html,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,production,turnpike_road_networks,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Pas de preuve suffisante au 1er janvier 1776 d’une capacité locale correspondant à réseau routier de type turnpike/toll-road organisé.,https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,Northern Europe,production,advanced_crop_rotations,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,"Historically plausible prerequisite(s) also require addition/closure: improved_husbandry, selective_breeding.",,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: rotations culturales avancées.,https://www.su.se/download/18.1f09f4df19a7bbe0dfd66576/1764759571904/uj_summary.html,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,production,applied_mineralogy,B,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,Capacité établie avant le 1er janvier 1776: minéralogie appliquée aux mines et à la métallurgie.,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/
SWE,Sweden,Northern Europe,production,industrial_canals,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Pas de preuve suffisante au 1er janvier 1776 d’une capacité locale correspondant à canaux d’infrastructure à usage économique organisé.,https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,Northern Europe,production,industrial_ceramics,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,Historically plausible prerequisite(s) also require addition/closure: traditional_glassmaking.,,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: production organisée de céramique/porcelaine à échelle manufacturière.,https://rorstrand.com/pages/our-history,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,production,mechanized_spinning,B,ABSENT,REVIEW,MEDIUM,FRONTIER,NOT_APPLICABLE,,,"Quelques manufactures partiellement mécanisées existent, sans diffusion comparable aux innovations britanniques.",https://www.erih.net/how-it-started/industrial-history-of-european-countries/sweden,https://www.sciencehistory.org/stories/magazine/mule-power/
SWE,Sweden,Northern Europe,production,mechanized_weaving,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,CLASSIFICATION_TOO_EARLY,Pas de preuve suffisante au 1er janvier 1776 d’une capacité locale correspondant à tissage mécanisé par force motrice.,https://www.metmuseum.org/pt/essays/nineteenth-century-european-textile-production,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,production,selective_breeding,B,ABSENT,ADD,MEDIUM,SECTORAL,CLOSED,,,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: sélection animale systématique.,https://www.su.se/download/18.1f09f4df19a7bbe0dfd66576/1764759571904/uj_summary.html,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,production,advanced_spinning,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,CLASSIFICATION_TOO_EARLY,Pas de preuve suffisante au 1er janvier 1776 d’une capacité locale correspondant à filature avancée; le nœud débloque en outre des machines à coudre postérieures.,https://www.sciencehistory.org/stories/magazine/mule-power/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,production,condensing_steam_engines,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,CLASSIFICATION_TOO_EARLY,Pas de preuve suffisante au 1er janvier 1776 d’une capacité locale correspondant à moteurs à condensation séparée de type Watt.,https://blog.sciencemuseum.org.uk/james-watt-and-the-separate-condenser/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,production,precision_boring,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Pas de preuve suffisante au 1er janvier 1776 d’une capacité locale correspondant à alésage de précision de cylindres/métaux.,https://collection.sciencemuseumgroup.org.uk/objects/co46448,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,variolation_networks,B,ABSENT,ADD,MEDIUM,SECTORAL,CLOSED,,,"Capacité attestée dans des institutions/sites précis mais non homogène nationalement: pratique organisée de variolisation, pas un cas isolé.",https://www.cambridge.org/core/journals/medical-history/article/smallpox-inoculation-in-eighteenthcentury-sweden/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,medical_degrees,B,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible prerequisite(s) also require addition/closure: institutionalized_scientific_exchange.,CLASSIFICATION_TOO_LATE,"Capacité établie avant le 1er janvier 1776: facultés/collèges médicaux, titres et certification institutionnalisée.",https://www.uu.se/en/about-uu/history/summary,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,organized_elementary_schooling,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,"Alphabétisation religieuse et écoles existent, mais l’école élémentaire organisée à l’échelle générale n’est pas encore instituée.",https://www.skolverket.se/download/18.6bfaca41169863e6a653b46/1553956926501/pdf685.pdf,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,political_economy,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,"Historically plausible prerequisite(s) also require addition/closure: systematic_administrative_statistics, codified_practical_knowledge, commercial_insurance_markets.",,Capacité attestée dans des institutions/sites précis mais non homogène nationalement: économie politique institutionnalisée dans l’administration ou le monde savant.,https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,Northern Europe,society,specialized_technical_academies,B,PRESENT,KEEP,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible prerequisite(s) also require addition/closure: institutionalized_scientific_exchange.,,Capacité établie avant le 1er janvier 1776: académies/écoles techniques spécialisées.,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman
SWE,Sweden,Northern Europe,society,systematic_population_registration,B,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,Capacité établie avant le 1er janvier 1776: enregistrement systématique de la population.,https://www.scb.se/en/About-us/main-activity/history-of-statistics-sweden/?menu=open,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,veterinary_science,B,ABSENT,ADD,HIGH,FRONTIER,ADD_WITH_PREREQUISITES,Historically plausible prerequisite(s) also require addition/closure: institutionalized_scientific_exchange.,,Capacité très récente ou rare en 1776: science et enseignement vétérinaires institutionnalisés.,https://www.slu.se/en/about-slu/about-the-university/our-history/,https://www.kva.se/en/about-us/history/
SWE,Sweden,Northern Europe,society,classical_political_economy,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Le corpus classique associé à Smith n’est pas encore publié au 1er janvier 1776.,https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,Northern Europe,society,constitutional_government,B,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible prerequisite(s) also require addition/closure: periodical_print_networks.,CLASSIFICATION_TOO_LATE,Capacité établie avant le 1er janvier 1776: gouvernement constitutionnel avec règles fondamentales formalisées.,https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/from-things-and-assemblies-to-the-riksdag-of-today/,https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/the-instrument-of-government-50-years/
SWE,Sweden,Northern Europe,society,human_rights,B,ABSENT,REVIEW,MEDIUM,ABSTRACT,NOT_APPLICABLE,,,"Des libertés et débats existent, mais le nœud agrège des concepts politiques dont la traduction institutionnelle en 1776 est ambiguë.",https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/from-things-and-assemblies-to-the-riksdag-of-today/,https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/the-instrument-of-government-50-years/
SWE,Sweden,Northern Europe,society,national_sovereignty,B,ABSENT,REVIEW,MEDIUM,ABSTRACT,NOT_APPLICABLE,,,"Des libertés et débats existent, mais le nœud agrège des concepts politiques dont la traduction institutionnelle en 1776 est ambiguë.",https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/from-things-and-assemblies-to-the-riksdag-of-today/,https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/the-instrument-of-government-50-years/
SWE,Sweden,Northern Europe,society,systematic_cadastral_surveying,B,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,Capacité établie avant le 1er janvier 1776: levé cadastral systématique.,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/,https://www.scb.se/en/About-us/main-activity/history-of-statistics-sweden/?menu=open
SWE,Sweden,Northern Europe,society,systematic_legal_codification,B,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,CLASSIFICATION_TOO_LATE,Capacité établie avant le 1er janvier 1776: codification juridique générale et systématique.,https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/from-things-and-assemblies-to-the-riksdag-of-today/,https://data.riksdagen.se/dokument/H3B318
SWE,Sweden,Northern Europe,military,field_works,E,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Le PM barbed-wire fences est nettement postérieur à 1776; garder l’absence.,https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,Northern Europe,society,colonization,E,PRESENT,REMOVE,HIGH,ABSENT,NOT_APPLICABLE,,,La Suède ne possède pas de colonie active correspondant au nœud au 1er janvier 1776; Saint-Barthélemy n’est acquis qu’en 1784.,https://sok.riksarkivet.se/sbl/artikel/14963,https://sok.riksarkivet.se/Tree/SubTree/?id=4e35b5e5-b5d7-4627-924e-d3c9b5098700&postid=ArkisRef+SE%2FRA%2F2411%2F3&prependUrl=%2Fnad&s=Balder&vol=n
SWE,Sweden,Northern Europe,society,urbanization,E,PRESENT,REVIEW,HIGH,ABSTRACT,NOT_APPLICABLE,,,Alias de compatibilité qui débloque des bâtiments fondamentaux; ne pas le traiter comme un indicateur historique autonome.,https://www.kva.se/en/about-us/history/,https://www.scb.se/en/About-us/main-activity/history-of-statistics-sweden/?menu=open
SWE,Sweden,Northern Europe,society,multilateral_alliances,E,ABSENT,REVIEW,MEDIUM,ABSTRACT,NOT_APPLICABLE,,,Nœud E abstrait/compatibilité: ne pas le convertir automatiquement en capacité historique.,https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,Northern Europe,society,political_agitation,E,ABSENT,REVIEW,MEDIUM,ABSTRACT,NOT_APPLICABLE,,,Nœud E abstrait/compatibilité: ne pas le convertir automatiquement en capacité historique.,https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,Northern Europe,military,standing_army,E,ABSENT,KEEP,MEDIUM,ESTABLISHED,NOT_APPLICABLE,,,"Capacité historique lisible, mais ce nœud est un alias de compatibilité sans déblocage direct; conserver son absence et modéliser via les A/B.",https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,Northern Europe,military,artillery,E,ABSENT,KEEP,MEDIUM,ESTABLISHED,NOT_APPLICABLE,,,"Capacité historique lisible, mais ce nœud est un alias de compatibilité sans déblocage direct; conserver son absence et modéliser via les A/B.",https://www.kva.se/en/about-us/history/,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
