TAG,Country,Region,Category,Technology_ID,Classification,Current_Status,Decision,Confidence,Historical_Status,Prerequisite_Status,Tree_Issue,Classification_Issue,Reason,Source_1,Source_2
ACE,Aceh,Indonesia,production,traditional_food_processing,A,ABSENT,ADD,MEDIUM,ESTABLISHED,CLOSED,,,Ateliers urbains et artisanats alimentaires préindustriels sont suffisamment structurés pour le bâtiment de transformation traditionnelle; attribution limitée aux États/centres où l’organisation manufacturière est plausible.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,traditional_furniture_making,A,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,traditional_glassmaking,A,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,traditional_papermaking,A,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,codified_practical_knowledge,A,PRESENT,KEEP,MEDIUM,ABSTRACT,NOT_APPLICABLE,,,"Des corpus administratifs, juridiques, techniques ou savants codifiés existent. Le nœud est une abstraction; ses prérequis de l'arbre ne décrivent pas littéralement les voies locales de transmission du savoir.",https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,commercial_insurance_markets,A,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,institutionalized_public_credit,A,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,institutionalized_scientific_exchange,A,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,international_relations,A,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,"Réseaux tributaires, diplomatiques ou commerciaux inter-polités sont structurants dans cette région; le nœud est justifié sans supposer un ministère des affaires étrangères moderne.",https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,periodical_print_networks,A,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,stock_exchange,A,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Aucune bourse institutionnelle correspondant au nœud n’est attestée localement au 1er janvier 1776; commerce actif ou compagnie à charte ne suffit pas.,https://www.jpx.co.jp/dojima/en/index.html,https://research-portal.uu.nl/en/publications/the-formative-years-of-the-modern-corporation-the-dutch-east-indi/
ACE,Aceh,Indonesia,society,systematic_administrative_statistics,A,PRESENT,KEEP,MEDIUM,ESTABLISHED,CLOSED,,,"Les mécanismes fiscaux et administratifs de la cour/polité rendent le nœud plausible comme abstraction, avec une couverture souvent inégale.",https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,military,armament_standardization_inspection,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Aucune diffusion locale correspondant à cette capacité spécialisée n’est établie au 1er janvier 1776; conserver absent.,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/beschrijving/content_and_structure,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957
ACE,Aceh,Indonesia,military,copper_sheathing,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Aucune diffusion locale correspondant à cette capacité spécialisée n’est établie au 1er janvier 1776; conserver absent.,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/beschrijving/content_and_structure,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957
ACE,Aceh,Indonesia,military,horse_artillery,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Aucune diffusion locale correspondant à cette capacité spécialisée n’est établie au 1er janvier 1776; conserver absent.,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/beschrijving/content_and_structure,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957
ACE,Aceh,Indonesia,military,light_infantry_tactics,B,PRESENT,REVIEW,MEDIUM,SECTORAL,CLOSED,,,"Usage de troupes mobiles/skirmishers plausible, mais le nœud doctrinal européen ne doit pas être projeté automatiquement.",https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://www.cambridge.org/core/journals/international-journal-of-asian-studies/article/all-political-power-comes-from-the-barrel-of-a-gun-arms-trading-gun-control-and-revolt-in-ayutthaya-16581709/018E8EAA0AAE07CBCF41E59EC02FA5EC
ACE,Aceh,Indonesia,military,marine_chronometry,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Aucune diffusion locale correspondant à cette capacité spécialisée n’est établie au 1er janvier 1776; conserver absent.,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/beschrijving/content_and_structure,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957
ACE,Aceh,Indonesia,military,military_topographic_surveying,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,military,permanent_engineer_services,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,military,permanent_military_hospitals,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,military,ship_classification_surveying,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Aucune diffusion locale correspondant à cette capacité spécialisée n’est établie au 1er janvier 1776; conserver absent.,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/beschrijving/content_and_structure,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957
ACE,Aceh,Indonesia,military,standardized_field_artillery,B,PRESENT,REMOVE,HIGH,ABSENT,NOT_APPLICABLE,,,Le tier générique attribue une artillerie de campagne standardisée sans preuve; la possession de canons ne suffit pas.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,advanced_crop_rotations,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,advanced_spinning,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,La technologie est une frontière européenne/industrielle sans implantation attestée dans cette région au 1er janvier 1776; ne pas extrapoler une invention européenne à l’Asie.,https://blog.sciencemuseum.org.uk/a-new-age/,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,applied_mineralogy,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,atmospheric_engine,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,La technologie est une frontière européenne/industrielle sans implantation attestée dans cette région au 1er janvier 1776; ne pas extrapoler une invention européenne à l’Asie.,https://blog.sciencemuseum.org.uk/a-new-age/,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,condensing_steam_engines,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,La technologie est une frontière européenne/industrielle sans implantation attestée dans cette région au 1er janvier 1776; ne pas extrapoler une invention européenne à l’Asie.,https://blog.sciencemuseum.org.uk/a-new-age/,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,improved_agricultural_implements,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,industrial_canals,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,industrial_ceramics,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,mechanized_spinning,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,La technologie est une frontière européenne/industrielle sans implantation attestée dans cette région au 1er janvier 1776; ne pas extrapoler une invention européenne à l’Asie.,https://blog.sciencemuseum.org.uk/a-new-age/,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,mechanized_weaving,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,La technologie est une frontière européenne/industrielle sans implantation attestée dans cette région au 1er janvier 1776; ne pas extrapoler une invention européenne à l’Asie.,https://blog.sciencemuseum.org.uk/a-new-age/,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,precision_boring,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,La technologie est une frontière européenne/industrielle sans implantation attestée dans cette région au 1er janvier 1776; ne pas extrapoler une invention européenne à l’Asie.,https://blog.sciencemuseum.org.uk/a-new-age/,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,selective_breeding,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,production,turnpike_road_networks,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,classical_political_economy,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Le nœud représente une discipline/institution politico-économique formalisée et ses lois gameplay; les traditions administratives ou économiques locales ne suffisent pas à l’identifier en 1776.,https://escholarship.org/uc/item/4p07964q,https://www.jstage.jst.go.jp/article/jrbh/41/0/41_3/_html/-char/en
ACE,Aceh,Indonesia,society,constitutional_government,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,human_rights,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,medical_degrees,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,national_sovereignty,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,organized_elementary_schooling,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,political_economy,B,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Le nœud représente une discipline/institution politico-économique formalisée et ses lois gameplay; les traditions administratives ou économiques locales ne suffisent pas à l’identifier en 1776.,https://escholarship.org/uc/item/4p07964q,https://www.jstage.jst.go.jp/article/jrbh/41/0/41_3/_html/-char/en
ACE,Aceh,Indonesia,society,specialized_technical_academies,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,systematic_cadastral_surveying,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,systematic_legal_codification,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,systematic_population_registration,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,variolation_networks,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,society,veterinary_science,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,Aucune preuve suffisante d’une capacité correspondant à ce nœud au 1er janvier 1776; conserver l’absence actuelle.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,military,admiralty,E,ABSENT,KEEP,MEDIUM,ABSTRACT,NOT_APPLICABLE,,,Technologie E examinée: nœud de compatibilité/abstraction. Ne pas l’ajouter uniquement parce qu’un analogue historique existe; les capacités concrètes sont évaluées via les nœuds A/B.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,military,artillery,E,ABSENT,KEEP,MEDIUM,ESTABLISHED,TREE_STRUCTURE_REVIEW,Parent(s) non historiquement justifiés/établis dans ce setup: gunsmithing. La capacité enfant a été décidée indépendamment des prérequis.,,"Un analogue historique de cette capacité E existe, mais le nœud est un alias/abstraction sans justification suffisante pour une attribution séparée; conserver absent et représenter la capacité via les A/B correspondantes.",https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
ACE,Aceh,Indonesia,military,drydocks,E,ABSENT,KEEP,MEDIUM,ABSTRACT,NOT_APPLICABLE,,,Technologie E examinée: nœud de compatibilité/abstraction. Ne pas l’ajouter uniquement parce qu’un analogue historique existe; les capacités concrètes sont évaluées via les nœuds A/B.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
